candidate,office,district,party,county,precinct,votes,winner,page
Johnny McLeod,U.S.House,2,Reform,Carroll,Gravel Hill,9,,2
Troy Ray,U.S.House,2,Independent,Carroll,Gravel Hill,29,,2
Hillary Clinton,President,,Democrat,Carroll,Jefferson,26,,2
Donald J. Trump,President,,Republican,Carroll,Jefferson,152,,2
Darrell Castle,President,,Constitution,Carroll,Jefferson,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Carroll,Jefferson,0,,2
Jim Hedges,President,,Prohibition,Carroll,Jefferson,0,,2
Gary Johnson,President,,Libertarian,Carroll,Jefferson,1,,2
Jill Stein,President,,Green,Carroll,Jefferson,0,,2
John Bouie ii,U.S.House,2,Republican,Carroll,Jefferson,121,,2
Bennie G. Thompson,U.S.House,2,Democrat,Carroll,Jefferson,46,,2
Johnny McLeod,U.S.House,2,Reform,Carroll,Jefferson,3,,2
Troy Ray,U.S.House,2,Independent,Carroll,Jefferson,8,,2
Hillary Clinton,President,,Democrat,Carroll,McCarley,135,,2
Donald J. Trump,President,,Republican,Carroll,McCarley,232,,2
Darrell Castle,President,,Constitution,Carroll,McCarley,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Carroll,McCarley,1,,2
Jim Hedges,President,,Prohibition,Carroll,McCarley,0,,2
Gary Johnson,President,,Libertarian,Carroll,McCarley,1,,2
Jill Stein,President,,Green,Carroll,McCarley,1,,2
John Bouie ii,U.S.House,2,Republican,Carroll,McCarley,190,,2
Bennie G. Thompson,U.S.House,2,Democrat,Carroll,McCarley,146,,2
Johnny McLeod,U.S.House,2,Reform,Carroll,McCarley,6,,2
Troy Ray,U.S.House,2,Independent,Carroll,McCarley,17,,2
Hillary Clinton,President,,Democrat,Carroll,North Carrollton,71,,2
Donald J. Trump,President,,Republican,Carroll,North Carrollton,368,,2
Darrell Castle,President,,Constitution,Carroll,North Carrollton,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Carroll,North Carrollton,0,,2
Jim Hedges,President,,Prohibition,Carroll,North Carrollton,0,,2
Gary Johnson,President,,Libertarian,Carroll,North Carrollton,4,,2
Jill Stein,President,,Green,Carroll,North Carrollton,0,,2
John Bouie ii,U.S.House,2,Republican,Carroll,North Carrollton,314,,2
Bennie G. Thompson,U.S.House,2,Democrat,Carroll,North Carrollton,98,,2
Johnny McLeod,U.S.House,2,Reform,Carroll,North Carrollton,6,,2
Troy Ray,U.S.House,2,Independent,Carroll,North Carrollton,21,,2
Hillary Clinton,President,,Democrat,Carroll,Rays Shop,62,,2
Donald J. Trump,President,,Republican,Carroll,Rays Shop,721,,2
Darrell Castle,President,,Constitution,Carroll,Rays Shop,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Carroll,Rays Shop,1,,2
Jim Hedges,President,,Prohibition,Carroll,Rays Shop,0,,2
Gary Johnson,President,,Libertarian,Carroll,Rays Shop,2,,2
Jill Stein,President,,Green,Carroll,Rays Shop,0,,2
John Bouie ii,U.S.House,2,Republican,Carroll,Rays Shop,541,,2
Bennie G. Thompson,U.S.House,2,Democrat,Carroll,Rays Shop,139,,2
Johnny McLeod,U.S.House,2,Reform,Carroll,Rays Shop,32,,2
Troy Ray,U.S.House,2,Independent,Carroll,Rays Shop,55,,2
Hillary Clinton,President,,Democrat,Carroll,Salem,147,,3
Donald J. Trump,President,,Republican,Carroll,Salem,71,,3
Darrell Castle,President,,Constitution,Carroll,Salem,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Carroll,Salem,0,,3
Jim Hedges,President,,Prohibition,Carroll,Salem,0,,3
Gary Johnson,President,,Libertarian,Carroll,Salem,0,,3
Jill Stein,President,,Green,Carroll,Salem,0,,3
John Bouie ii,U.S.House,2,Republican,Carroll,Salem,42,,3
Bennie G. Thompson,U.S.House,2,Democrat,Carroll,Salem,156,,3
Johnny McLeod,U.S.House,2,Reform,Carroll,Salem,2,,3
Troy Ray,U.S.House,2,Independent,Carroll,Salem,17,,3
Hillary Clinton,President,,Democrat,Carroll,West Carroll,27,,3
Donald J. Trump,President,,Republican,Carroll,West Carroll,350,,3
Darrell Castle,President,,Constitution,Carroll,West Carroll,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Carroll,West Carroll,0,,3
Jim Hedges,President,,Prohibition,Carroll,West Carroll,0,,3
Gary Johnson,President,,Libertarian,Carroll,West Carroll,2,,3
Jill Stein,President,,Green,Carroll,West Carroll,2,,3
John Bouie ii,U.S.House,2,Republican,Carroll,West Carroll,283,,3
Bennie G. Thompson,U.S.House,2,Democrat,Carroll,West Carroll,60,,3
Johnny McLeod,U.S.House,2,Reform,Carroll,West Carroll,4,,3
Troy Ray,U.S.House,2,Independent,Carroll,West Carroll,21,,3
Hillary Clinton,President,,Democrat,Carroll,West Valden,169,,3
Donald J. Trump,President,,Republican,Carroll,West Valden,198,,3
Darrell Castle,President,,Constitution,Carroll,West Valden,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Carroll,West Valden,0,,3
Jim Hedges,President,,Prohibition,Carroll,West Valden,0,,3
Gary Johnson,President,,Libertarian,Carroll,West Valden,1,,3
Jill Stein,President,,Green,Carroll,West Valden,1,,3
John Bouie ii,U.S.House,2,Republican,Carroll,West Valden,134,,3
Bennie G. Thompson,U.S.House,2,Democrat,Carroll,West Valden,179,,3
Johnny McLeod,U.S.House,2,Reform,Carroll,West Valden,6,,3
Troy Ray,U.S.House,2,Independent,Carroll,West Valden,46,,3
Hillary Clinton,President,,Democrat,Carroll,,1680,,
Donald J. Trump,President,,Republican,Carroll,,3799,TRUE,
Darrell Castle,President,,Constitution,Carroll,,6,,
Rocky' Roque De La Fuente,President,,American Delta,Carroll,,3,,
Jim Hedges,President,,Prohibition,Carroll,,2,,
Gary Johnson,President,,Libertarian,Carroll,,29,,
Jill Stein,President,,Green,Carroll,,9,,
John Bouie ii,U.S.House,2,Republican,Carroll,,2949,TRUE,
Bennie G. Thompson,U.S.House,2,Democrat,Carroll,,2026,,
Johnny McLeod,U.S.House,2,Reform,Carroll,,99,,
Troy Ray,U.S.House,2,Independent,Carroll,,343,,
