page,candidate,office,district,party,county,precinct,votes,winner,,
3,George Pataki,President,,Republican,Hinds,Clinton 7,0,,,
3,Rand Paul,President,,Republican,Hinds,Clinton 7,0,,,
3,Marco Rubio,President,,Republican,Hinds,Clinton 7,48,,,
3,Rick Santorum,President,,Republican,Hinds,Clinton 7,0,,,
3,Donald J. Trump,President,,Republican,Hinds,Clinton 7,180,,,
3,Hillary Clinton,President,,Democrat,Hinds,Clinton 7,195,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Clinton 7,0,,,
3,Martin O'Mailey,President,,Democrat,Hinds,Clinton 7,0,,,
3,Bernie Sanders,President,,Democrat,Hinds,Clinton 7,55,,,
3,Willie Wilson,President,,Democrat,Hinds,Clinton 7,3,,,
3,Jimmy Giles,U.S. House,3,Republican,Hinds,Clinton 7,X,,,
3,Greg Harper,U.S. House,3,Republican,Hinds,Clinton 7,X,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Clinton 7,233,,,
3,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Clinton 7,X,,,
3,Nathan Stewart,U.S. House,3,Democrat,Hinds,Clinton 7,X,,,
3,Jeb Bush,President,,Republican,Hinds,Cynthia,0,,,
3,Ben Carson,President,,Republican,Hinds,Cynthia,0,,,
3,Chris Christie,President,,Republican,Hinds,Cynthia,0,,,
3,Ted Cruz,President,,Republican,Hinds,Cynthia,6,,,
3,Carly Florina,President,,Republican,Hinds,Cynthia,0,,,
3,Lindsey Graham,President,,Republican,Hinds,Cynthia,0,,,
3,Mike Huckabee,President,,Republican,Hinds,Cynthia,0,,,
3,John R. Kaisch,President,,Republican,Hinds,Cynthia,0,,,
3,George Pataki,President,,Republican,Hinds,Cynthia,0,,,
3,Rand Paul,President,,Republican,Hinds,Cynthia,0,,,
3,Marco Rubio,President,,Republican,Hinds,Cynthia,1,,,
3,Rick Santorum,President,,Republican,Hinds,Cynthia,0,,,
3,Donald J. Trump,President,,Republican,Hinds,Cynthia,21,,,
3,Hillary Clinton,President,,Democrat,Hinds,Cynthia,212,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Cynthia,0,,,
3,Martin O'Mailey,President,,Democrat,Hinds,Cynthia,0,,,
3,Bernie Sanders,President,,Democrat,Hinds,Cynthia,36,,,
3,Willie Wilson,President,,Democrat,Hinds,Cynthia,0,,,
3,Jimmy Giles,U.S. House,3,Republican,Hinds,Cynthia,X,,,
3,Greg Harper,U.S. House,3,Republican,Hinds,Cynthia,X,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Cynthia,245,,,
3,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Cynthia,X,,,
3,Nathan Stewart,U.S. House,3,Democrat,Hinds,Cynthia,X,,,
3,Jeb Bush,President,,Republican,Hinds,Dry Grove,1,,,
3,Ben Carson,President,,Republican,Hinds,Dry Grove,3,,,
3,Chris Christie,President,,Republican,Hinds,Dry Grove,0,,,
3,Ted Cruz,President,,Republican,Hinds,Dry Grove,126,,,
3,Carly Florina,President,,Republican,Hinds,Dry Grove,0,,,
3,Lindsey Graham,President,,Republican,Hinds,Dry Grove,0,,,
3,Mike Huckabee,President,,Republican,Hinds,Dry Grove,0,,,
3,John R. Kaisch,President,,Republican,Hinds,Dry Grove,19,,,
3,George Pataki,President,,Republican,Hinds,Dry Grove,1,,,462
3,Rand Paul,President,,Republican,Hinds,Dry Grove,0,,,285
3,Marco Rubio,President,,Republican,Hinds,Dry Grove,17,,,341
3,Rick Santorum,President,,Republican,Hinds,Dry Grove,0,,,613
3,Donald J. Trump,President,,Republican,Hinds,Dry Grove,147,,,174
3,Hillary Clinton,President,,Democrat,Hinds,Dry Grove,124,,,515
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Dry Grove,0,,,380
3,Martin O'Mailey,President,,Democrat,Hinds,Dry Grove,0,,,97
3,Bernie Sanders,President,,Democrat,Hinds,Dry Grove,27,,,131
3,Willie Wilson,President,,Democrat,Hinds,Dry Grove,0,,,286
3,Jimmy Giles,U.S. House,3,Republican,Hinds,Dry Grove,X,,,32207
3,Greg Harper,U.S. House,3,Republican,Hinds,Dry Grove,X,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Dry Grove,147,,,
3,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Dry Grove,X,,,
3,Nathan Stewart,U.S. House,3,Democrat,Hinds,Dry Grove,X,,,
3,Jeb Bush,President,,Republican,Hinds,Edwards,0,,,
3,Ben Carson,President,,Republican,Hinds,Edwards,0,,,
3,Chris Christie,President,,Republican,Hinds,Edwards,1,,,
3,Ted Cruz,President,,Republican,Hinds,Edwards,74,,,
3,Carly Florina,President,,Republican,Hinds,Edwards,0,,,
3,Lindsey Graham,President,,Republican,Hinds,Edwards,0,,,
3,Mike Huckabee,President,,Republican,Hinds,Edwards,0,,,
3,John R. Kaisch,President,,Republican,Hinds,Edwards,10,,,
3,George Pataki,President,,Republican,Hinds,Edwards,0,,,
3,Rand Paul,President,,Republican,Hinds,Edwards,0,,,
3,Marco Rubio,President,,Republican,Hinds,Edwards,5,,,
3,Rick Santorum,President,,Republican,Hinds,Edwards,0,,,
3,Donald J. Trump,President,,Republican,Hinds,Edwards,107,,,
3,Hillary Clinton,President,,Democrat,Hinds,Edwards,610,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Edwards,0,,,
3,Martin O'Mailey,President,,Democrat,Hinds,Edwards,0,,,
3,Bernie Sanders,President,,Democrat,Hinds,Edwards,47,,,
3,Willie Wilson,President,,Democrat,Hinds,Edwards,5,,,
3,Jimmy Giles,U.S. House,3,Republican,Hinds,Edwards,X,,,
3,Greg Harper,U.S. House,3,Republican,Hinds,Edwards,X,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Edwards,651,,,
3,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Edwards,X,,,
3,Nathan Stewart,U.S. House,3,Democrat,Hinds,Edwards,X,,,
3,Jeb Bush,President,,Republican,Hinds,Learned,0,,,
3,Ben Carson,President,,Republican,Hinds,Learned,1,,,
3,Chris Christie,President,,Republican,Hinds,Learned,0,,,
3,Ted Cruz,President,,Republican,Hinds,Learned,62,,,
3,Carly Florina,President,,Republican,Hinds,Learned,0,,,
3,Lindsey Graham,President,,Republican,Hinds,Learned,0,,,
3,Mike Huckabee,President,,Republican,Hinds,Learned,1,,,
3,John R. Kaisch,President,,Republican,Hinds,Learned,15,,,
3,George Pataki,President,,Republican,Hinds,Learned,0,,,
3,Rand Paul,President,,Republican,Hinds,Learned,0,,,
3,Marco Rubio,President,,Republican,Hinds,Learned,8,,,
3,Rick Santorum,President,,Republican,Hinds,Learned,0,,,
3,Donald J. Trump,President,,Republican,Hinds,Learned,97,,,
3,Hillary Clinton,President,,Democrat,Hinds,Learned,68,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Learned,0,,,
3,Martin O'Mailey,President,,Democrat,Hinds,Learned,0,,,
3,Bernie Sanders,President,,Democrat,Hinds,Learned,7,,,
3,Willie Wilson,President,,Democrat,Hinds,Learned,0,,,
3,Jimmy Giles,U.S. House,3,Republican,Hinds,Learned,X,,,
3,Greg Harper,U.S. House,3,Republican,Hinds,Learned,X,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Learned,74,,,
3,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Learned,X,,,
3,Nathan Stewart,U.S. House,3,Democrat,Hinds,Learned,X,,,
3,Jeb Bush,President,,Republican,Hinds,Old Byram,2,,,
3,Ben Carson,President,,Republican,Hinds,Old Byram,7,,,
3,Chris Christie,President,,Republican,Hinds,Old Byram,1,,,
3,Ted Cruz,President,,Republican,Hinds,Old Byram,178,,,
3,Carly Florina,President,,Republican,Hinds,Old Byram,0,,,
3,Lindsey Graham,President,,Republican,Hinds,Old Byram,0,,,
3,Mike Huckabee,President,,Republican,Hinds,Old Byram,0,,,
3,John R. Kaisch,President,,Republican,Hinds,Old Byram,42,,,
3,George Pataki,President,,Republican,Hinds,Old Byram,0,,,
3,Rand Paul,President,,Republican,Hinds,Old Byram,0,,,
3,Marco Rubio,President,,Republican,Hinds,Old Byram,25,,,
3,Rick Santorum,President,,Republican,Hinds,Old Byram,0,,,
3,Donald J. Trump,President,,Republican,Hinds,Old Byram,241,,,
3,Hillary Clinton,President,,Democrat,Hinds,Old Byram,279,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Old Byram,2,,,
3,Martin O'Mailey,President,,Democrat,Hinds,Old Byram,1,,,
3,Bernie Sanders,President,,Democrat,Hinds,Old Byram,68,,,
3,Willie Wilson,President,,Democrat,Hinds,Old Byram,4,,,
3,Jimmy Giles,U.S. House,3,Republican,Hinds,Old Byram,X,,,
3,Greg Harper,U.S. House,3,Republican,Hinds,Old Byram,X,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Old Byram,338,,,
3,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Old Byram,X,,,
3,Nathan Stewart,U.S. House,3,Democrat,Hinds,Old Byram,X,,,
3,Jeb Bush,President,,Republican,Hinds,Pinehaven,3,,,
3,Ben Carson,President,,Republican,Hinds,Pinehaven,8,,,
3,Chris Christie,President,,Republican,Hinds,Pinehaven,1,,,
3,Ted Cruz,President,,Republican,Hinds,Pinehaven,224,,,
3,Carly Florina,President,,Republican,Hinds,Pinehaven,0,,,
3,Lindsey Graham,President,,Republican,Hinds,Pinehaven,0,,,
3,Mike Huckabee,President,,Republican,Hinds,Pinehaven,2,,,
3,John R. Kaisch,President,,Republican,Hinds,Pinehaven,114,,,
3,George Pataki,President,,Republican,Hinds,Pinehaven,0,,,
3,Rand Paul,President,,Republican,Hinds,Pinehaven,2,,,
3,Marco Rubio,President,,Republican,Hinds,Pinehaven,55,,,
3,Rick Santorum,President,,Republican,Hinds,Pinehaven,0,,,
3,Donald J. Trump,President,,Republican,Hinds,Pinehaven,210,,,
3,Hillary Clinton,President,,Democrat,Hinds,Pinehaven,431,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Pinehaven,0,,,
3,Martin O'Mailey,President,,Democrat,Hinds,Pinehaven,0,,,
3,Bernie Sanders,President,,Democrat,Hinds,Pinehaven,69,,,
3,Willie Wilson,President,,Democrat,Hinds,Pinehaven,4,,,
3,Jimmy Giles,U.S. House,3,Republican,Hinds,Pinehaven,X,,,
3,Greg Harper,U.S. House,3,Republican,Hinds,Pinehaven,X,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Pinehaven,488,,,
3,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Pinehaven,X,,,
3,Nathan Stewart,U.S. House,3,Democrat,Hinds,Pinehaven,X,,,
3,Jeb Bush,President,,Republican,Hinds,Pocahontas,0,,,
3,Ben Carson,President,,Republican,Hinds,Pocahontas,1,,,
3,Chris Christie,President,,Republican,Hinds,Pocahontas,1,,,
3,Ted Cruz,President,,Republican,Hinds,Pocahontas,61,,,
3,Carly Florina,President,,Republican,Hinds,Pocahontas,0,,,
3,Lindsey Graham,President,,Republican,Hinds,Pocahontas,0,,,
3,Mike Huckabee,President,,Republican,Hinds,Pocahontas,0,,,
3,John R. Kaisch,President,,Republican,Hinds,Pocahontas,7,,,
3,George Pataki,President,,Republican,Hinds,Pocahontas,0,,,
3,Rand Paul,President,,Republican,Hinds,Pocahontas,0,,,
3,Marco Rubio,President,,Republican,Hinds,Pocahontas,3,,,
3,Rick Santorum,President,,Republican,Hinds,Pocahontas,0,,,
3,Donald J. Trump,President,,Republican,Hinds,Pocahontas,56,,,
3,Hillary Clinton,President,,Democrat,Hinds,Pocahontas,172,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Pocahontas,0,,,
3,Martin O'Mailey,President,,Democrat,Hinds,Pocahontas,0,,,
3,Bernie Sanders,President,,Democrat,Hinds,Pocahontas,39,,,
3,Willie Wilson,President,,Democrat,Hinds,Pocahontas,0,,,
3,Jimmy Giles,U.S. House,3,Republican,Hinds,Pocahontas,X,,,
3,Greg Harper,U.S. House,3,Republican,Hinds,Pocahontas,X,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Pocahontas,201,,,
3,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Pocahontas,X,,,
3,Nathan Stewart,U.S. House,3,Democrat,Hinds,Pocahontas,X,,,
3,Jeb Bush,President,,Republican,Hinds,Precinct 1,1,,,
3,Ben Carson,President,,Republican,Hinds,Precinct 1,1,,,
3,Chris Christie,President,,Republican,Hinds,Precinct 1,0,,,
3,Ted Cruz,President,,Republican,Hinds,Precinct 1,25,,,
3,Carly Florina,President,,Republican,Hinds,Precinct 1,0,,,
3,Lindsey Graham,President,,Republican,Hinds,Precinct 1,0,,,
3,Mike Huckabee,President,,Republican,Hinds,Precinct 1,0,,,
3,John R. Kaisch,President,,Republican,Hinds,Precinct 1,25,,,
3,George Pataki,President,,Republican,Hinds,Precinct 1,0,,,
3,Rand Paul,President,,Republican,Hinds,Precinct 1,0,,,
3,Marco Rubio,President,,Republican,Hinds,Precinct 1,13,,,
3,Rick Santorum,President,,Republican,Hinds,Precinct 1,0,,,
3,Donald J. Trump,President,,Republican,Hinds,Precinct 1,33,,,
3,Hillary Clinton,President,,Democrat,Hinds,Precinct 1,149,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 1,0,,,
3,Martin O'Mailey,President,,Democrat,Hinds,Precinct 1,1,,,
3,Bernie Sanders,President,,Democrat,Hinds,Precinct 1,79,,,
3,Willie Wilson,President,,Democrat,Hinds,Precinct 1,0,,,
3,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 1,15,,,
3,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 1,74,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 1,X,,,
3,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 1,124,,,
3,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 1,67,,,
4,Jeb Bush,President,,Republican,Hinds,Precinct 2,0,,,
4,Ben Carson,President,,Republican,Hinds,Precinct 2,0,,,
4,Chris Christie,President,,Republican,Hinds,Precinct 2,0,,,
4,Ted Cruz,President,,Republican,Hinds,Precinct 2,0,,,
4,Carly Florina,President,,Republican,Hinds,Precinct 2,0,,,
4,Lindsey Graham,President,,Republican,Hinds,Precinct 2,0,,,
4,Mike Huckabee,President,,Republican,Hinds,Precinct 2,0,,,
4,John R. Kaisch,President,,Republican,Hinds,Precinct 2,0,,,
4,George Pataki,President,,Republican,Hinds,Precinct 2,0,,,
4,Rand Paul,President,,Republican,Hinds,Precinct 2,0,,,
4,Marco Rubio,President,,Republican,Hinds,Precinct 2,0,,,
4,Rick Santorum,President,,Republican,Hinds,Precinct 2,0,,,
4,Donald J. Trump,President,,Republican,Hinds,Precinct 2,0,,,
4,Hillary Clinton,President,,Democrat,Hinds,Precinct 2,71,,,
4,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 2,0,,,
4,Martin O'Mailey,President,,Democrat,Hinds,Precinct 2,0,,,
4,Bernie Sanders,President,,Democrat,Hinds,Precinct 2,4,,,
4,Willie Wilson,President,,Democrat,Hinds,Precinct 2,0,,,
4,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 2,X,,,
4,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 2,X,,,
4,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 2,63,,,
4,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 2,X,,,
4,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 2,X,,,
4,Jeb Bush,President,,Republican,Hinds,Precinct 4,0,,,
4,Ben Carson,President,,Republican,Hinds,Precinct 4,0,,,
4,Chris Christie,President,,Republican,Hinds,Precinct 4,0,,,
4,Ted Cruz,President,,Republican,Hinds,Precinct 4,1,,,
4,Carly Florina,President,,Republican,Hinds,Precinct 4,0,,,
4,Lindsey Graham,President,,Republican,Hinds,Precinct 4,0,,,
4,Mike Huckabee,President,,Republican,Hinds,Precinct 4,0,,,
4,John R. Kaisch,President,,Republican,Hinds,Precinct 4,0,,,
4,George Pataki,President,,Republican,Hinds,Precinct 4,0,,,
4,Rand Paul,President,,Republican,Hinds,Precinct 4,0,,,
4,Marco Rubio,President,,Republican,Hinds,Precinct 4,0,,,
4,Rick Santorum,President,,Republican,Hinds,Precinct 4,0,,,
4,Donald J. Trump,President,,Republican,Hinds,Precinct 4,0,,,
4,Hillary Clinton,President,,Democrat,Hinds,Precinct 4,179,,,
4,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 4,0,,,
4,Martin O'Mailey,President,,Democrat,Hinds,Precinct 4,0,,,
4,Bernie Sanders,President,,Democrat,Hinds,Precinct 4,26,,,
4,Willie Wilson,President,,Democrat,Hinds,Precinct 4,2,,,
4,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 4,X,,,
4,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 4,X,,,
4,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 4,202,,,
4,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 4,X,,,
4,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 4,X,,,
4,Jeb Bush,President,,Republican,Hinds,Precinct 6,0,,,
4,Ben Carson,President,,Republican,Hinds,Precinct 6,4,,,
4,Chris Christie,President,,Republican,Hinds,Precinct 6,0,,,
4,Ted Cruz,President,,Republican,Hinds,Precinct 6,7,,,
4,Carly Florina,President,,Republican,Hinds,Precinct 6,0,,,
4,Lindsey Graham,President,,Republican,Hinds,Precinct 6,0,,,
4,Mike Huckabee,President,,Republican,Hinds,Precinct 6,1,,,
4,John R. Kaisch,President,,Republican,Hinds,Precinct 6,13,,,
4,George Pataki,President,,Republican,Hinds,Precinct 6,0,,,
4,Rand Paul,President,,Republican,Hinds,Precinct 6,0,,,
4,Marco Rubio,President,,Republican,Hinds,Precinct 6,3,,,
4,Rick Santorum,President,,Republican,Hinds,Precinct 6,0,,,
4,Donald J. Trump,President,,Republican,Hinds,Precinct 6,2,,,
4,Hillary Clinton,President,,Democrat,Hinds,Precinct 6,145,,,
4,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 6,1,,,
4,Martin O'Mailey,President,,Democrat,Hinds,Precinct 6,1,,,
4,Bernie Sanders,President,,Democrat,Hinds,Precinct 6,42,,,
4,Willie Wilson,President,,Democrat,Hinds,Precinct 6,0,,,
4,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 6,X,,,
4,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 6,X,,,
4,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 6,155,,,
4,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 6,X,,,
4,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 6,X,,,
4,Jeb Bush,President,,Republican,Hinds,Precinct 8,0,,,
4,Ben Carson,President,,Republican,Hinds,Precinct 8,0,,,
4,Chris Christie,President,,Republican,Hinds,Precinct 8,0,,,
4,Ted Cruz,President,,Republican,Hinds,Precinct 8,45,,,
4,Carly Florina,President,,Republican,Hinds,Precinct 8,0,,,
4,Lindsey Graham,President,,Republican,Hinds,Precinct 8,0,,,
4,Mike Huckabee,President,,Republican,Hinds,Precinct 8,1,,,
4,John R. Kaisch,President,,Republican,Hinds,Precinct 8,60,,,
4,George Pataki,President,,Republican,Hinds,Precinct 8,0,,,
4,Rand Paul,President,,Republican,Hinds,Precinct 8,1,,,
4,Marco Rubio,President,,Republican,Hinds,Precinct 8,32,,,
4,Rick Santorum,President,,Republican,Hinds,Precinct 8,0,,,
4,Donald J. Trump,President,,Republican,Hinds,Precinct 8,33,,,
4,Hillary Clinton,President,,Democrat,Hinds,Precinct 8,87,,,
4,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 8,0,,,
4,Martin O'Mailey,President,,Democrat,Hinds,Precinct 8,1,,,
4,Bernie Sanders,President,,Democrat,Hinds,Precinct 8,64,,,
4,Willie Wilson,President,,Democrat,Hinds,Precinct 8,0,,,
4,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 8,27,,,
4,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 8,126,,,
4,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 8,X,,,
4,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 8,53,,,
4,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 8,48,,,
4,Jeb Bush,President,,Republican,Hinds,Precinct 9,1,,,
4,Ben Carson,President,,Republican,Hinds,Precinct 9,1,,,
4,Chris Christie,President,,Republican,Hinds,Precinct 9,0,,,
4,Ted Cruz,President,,Republican,Hinds,Precinct 9,97,,,
4,Carly Florina,President,,Republican,Hinds,Precinct 9,0,,,
4,Lindsey Graham,President,,Republican,Hinds,Precinct 9,0,,,
4,Mike Huckabee,President,,Republican,Hinds,Precinct 9,1,,,
4,John R. Kaisch,President,,Republican,Hinds,Precinct 9,150,,,
4,George Pataki,President,,Republican,Hinds,Precinct 9,2,,,
4,Rand Paul,President,,Republican,Hinds,Precinct 9,2,,,
4,Marco Rubio,President,,Republican,Hinds,Precinct 9,43,,,
4,Rick Santorum,President,,Republican,Hinds,Precinct 9,0,,,
4,Donald J. Trump,President,,Republican,Hinds,Precinct 9,77,,,
4,Hillary Clinton,President,,Democrat,Hinds,Precinct 9,145,,,
4,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 9,0,,,
4,Martin O'Mailey,President,,Democrat,Hinds,Precinct 9,0,,,
4,Bernie Sanders,President,,Democrat,Hinds,Precinct 9,78,,,
4,Willie Wilson,President,,Democrat,Hinds,Precinct 9,0,,,
4,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 9,39,,,
4,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 9,284,,,
4,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 9,X,,,
4,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 9,83,,,
4,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 9,65,,,
4,Jeb Bush,President,,Republican,Hinds,Precinct 10,0,,,
4,Ben Carson,President,,Republican,Hinds,Precinct 10,0,,,
4,Chris Christie,President,,Republican,Hinds,Precinct 10,0,,,
4,Ted Cruz,President,,Republican,Hinds,Precinct 10,0,,,
4,Carly Florina,President,,Republican,Hinds,Precinct 10,0,,,
4,Lindsey Graham,President,,Republican,Hinds,Precinct 10,0,,,
4,Mike Huckabee,President,,Republican,Hinds,Precinct 10,0,,,
4,John R. Kaisch,President,,Republican,Hinds,Precinct 10,0,,,
4,George Pataki,President,,Republican,Hinds,Precinct 10,0,,,
4,Rand Paul,President,,Republican,Hinds,Precinct 10,0,,,
4,Marco Rubio,President,,Republican,Hinds,Precinct 10,0,,,
4,Rick Santorum,President,,Republican,Hinds,Precinct 10,0,,,
4,Donald J. Trump,President,,Republican,Hinds,Precinct 10,1,,,
4,Hillary Clinton,President,,Democrat,Hinds,Precinct 10,122,,,
4,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 10,0,,,
4,Martin O'Mailey,President,,Democrat,Hinds,Precinct 10,0,,,
4,Bernie Sanders,President,,Democrat,Hinds,Precinct 10,16,,,
4,Willie Wilson,President,,Democrat,Hinds,Precinct 10,1,,,
4,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 10,X,,,
4,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 10,X,,,
