candidate,office,district,party,county,precinct,votes,winner,page
Donald J. Trump,President,,Republican,Jackson,OS Civic Ctr,3255,,3
Darrell Castle,President,,Constitution,Jackson,OS Civic Ctr,20,,3
Rocky' Roque De La Fuente,President,,American Delta,Jackson,OS Civic Ctr,3,,3
Jim Hedges,President,,Prohibition,Jackson,OS Civic Ctr,2,,3
Gary Johnson,President,,Libertarian,Jackson,OS Civic Ctr,127,,3
Jill Stein,President,,Green,Jackson,OS Civic Ctr,21,,3
Mark Gladney,U.S.House,4,Democrat,Jackson,OS Civic Ctr,1201,,3
Steven Palazzo,U.S.House,4,Republican,Jackson,OS Civic Ctr,2904,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,OS Civic Ctr,371,,3
Shawn O'Hara,U.S.House,4,Reform,Jackson,OS Civic Ctr,84,,3
Hillary Clinton,President,,Democrat,Jackson,OS Community Ctr,75,,3
Donald J. Trump,President,,Republican,Jackson,OS Community Ctr,131,,3
Darrell Castle,President,,Constitution,Jackson,OS Community Ctr,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jackson,OS Community Ctr,0,,3
Jim Hedges,President,,Prohibition,Jackson,OS Community Ctr,0,,3
Gary Johnson,President,,Libertarian,Jackson,OS Community Ctr,11,,3
Jill Stein,President,,Green,Jackson,OS Community Ctr,1,,3
Mark Gladney,U.S.House,4,Democrat,Jackson,OS Community Ctr,75,,3
Steven Palazzo,U.S.House,4,Republican,Jackson,OS Community Ctr,121,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,OS Community Ctr,20,,3
Shawn O'Hara,U.S.House,4,Reform,Jackson,OS Community Ctr,4,,3
Hillary Clinton,President,,Democrat,Jackson,Orange Grove,98,,3
Donald J. Trump,President,,Republican,Jackson,Orange Grove,760,,3
Darrell Castle,President,,Constitution,Jackson,Orange Grove,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Jackson,Orange Grove,1,,3
Jim Hedges,President,,Prohibition,Jackson,Orange Grove,1,,3
Gary Johnson,President,,Libertarian,Jackson,Orange Grove,9,,3
Jill Stein,President,,Green,Jackson,Orange Grove,1,,3
Mark Gladney,U.S.House,4,Democrat,Jackson,Orange Grove,105,,3
Steven Palazzo,U.S.House,4,Republican,Jackson,Orange Grove,714,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,Orange Grove,32,,3
Shawn O'Hara,U.S.House,4,Reform,Jackson,Orange Grove,6,,3
Hillary Clinton,President,,Democrat,Jackson,Pinecrest,177,,3
Donald J. Trump,President,,Republican,Jackson,Pinecrest,656,,3
Darrell Castle,President,,Constitution,Jackson,Pinecrest,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Jackson,Pinecrest,0,,3
Jim Hedges,President,,Prohibition,Jackson,Pinecrest,0,,3
Gary Johnson,President,,Libertarian,Jackson,Pinecrest,8,,3
Jill Stein,President,,Green,Jackson,Pinecrest,5,,3
Mark Gladney,U.S.House,4,Democrat,Jackson,Pinecrest,176,,3
Steven Palazzo,U.S.House,4,Republican,Jackson,Pinecrest,611,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,Pinecrest,41,,3
Shawn O'Hara,U.S.House,4,Reform,Jackson,Pinecrest,13,,3
Hillary Clinton,President,,Democrat,Jackson,Presbyterian,115,,4
Donald J. Trump,President,,Republican,Jackson,Presbyterian,486,,4
Darrell Castle,President,,Constitution,Jackson,Presbyterian,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Jackson,Presbyterian,0,,4
Jim Hedges,President,,Prohibition,Jackson,Presbyterian,2,,4
Gary Johnson,President,,Libertarian,Jackson,Presbyterian,13,,4
Jill Stein,President,,Green,Jackson,Presbyterian,3,,4
Mark Gladney,U.S.House,4,Democrat,Jackson,Presbyterian,120,,4
Steven Palazzo,U.S.House,4,Republican,Jackson,Presbyterian,439,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,Presbyterian,49,,4
Shawn O'Hara,U.S.House,4,Reform,Jackson,Presbyterian,13,,4
Hillary Clinton,President,,Democrat,Jackson,Rec Center,1012,,4
Donald J. Trump,President,,Republican,Jackson,Rec Center,171,,4
Darrell Castle,President,,Constitution,Jackson,Rec Center,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Jackson,Rec Center,1,,4
Jim Hedges,President,,Prohibition,Jackson,Rec Center,0,,4
Gary Johnson,President,,Libertarian,Jackson,Rec Center,8,,4
Jill Stein,President,,Green,Jackson,Rec Center,2,,4
Mark Gladney,U.S.House,4,Democrat,Jackson,Rec Center,941,,4
Steven Palazzo,U.S.House,4,Republican,Jackson,Rec Center,208,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,Rec Center,14,,4
Shawn O'Hara,U.S.House,4,Reform,Jackson,Rec Center,10,,4
Hillary Clinton,President,,Democrat,Jackson,Red Hill,12,,4
Donald J. Trump,President,,Republican,Jackson,Red Hill,232,,4
Darrell Castle,President,,Constitution,Jackson,Red Hill,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Jackson,Red Hill,0,,4
Jim Hedges,President,,Prohibition,Jackson,Red Hill,0,,4
Gary Johnson,President,,Libertarian,Jackson,Red Hill,14,,4
Jill Stein,President,,Green,Jackson,Red Hill,0,,4
Mark Gladney,U.S.House,4,Democrat,Jackson,Red Hill,16,,4
Steven Palazzo,U.S.House,4,Republican,Jackson,Red Hill,213,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,Red Hill,21,,4
Shawn O'Hara,U.S.House,4,Reform,Jackson,Red Hill,5,,4
Hillary Clinton,President,,Democrat,Jackson,Sacred Heart,372,,4
Donald J. Trump,President,,Republican,Jackson,Sacred Heart,1073,,4
Darrell Castle,President,,Constitution,Jackson,Sacred Heart,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Jackson,Sacred Heart,0,,4
Jim Hedges,President,,Prohibition,Jackson,Sacred Heart,0,,4
Gary Johnson,President,,Libertarian,Jackson,Sacred Heart,25,,4
Jill Stein,President,,Green,Jackson,Sacred Heart,3,,4
Mark Gladney,U.S.House,4,Democrat,Jackson,Sacred Heart,375,,4
Steven Palazzo,U.S.House,4,Republican,Jackson,Sacred Heart,994,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,Sacred Heart,73,,4
Shawn O'Hara,U.S.House,4,Reform,Jackson,Sacred Heart,21,,4
Hillary Clinton,President,,Democrat,Jackson,South Vancleave,167,,4
Donald J. Trump,President,,Republican,Jackson,South Vancleave,1952,,4
Darrell Castle,President,,Constitution,Jackson,South Vancleave,6,,4
Rocky' Roque De La Fuente,President,,American Delta,Jackson,South Vancleave,2,,4
Jim Hedges,President,,Prohibition,Jackson,South Vancleave,1,,4
Gary Johnson,President,,Libertarian,Jackson,South Vancleave,35,,4
Jill Stein,President,,Green,Jackson,South Vancleave,6,,4
Mark Gladney,U.S.House,4,Democrat,Jackson,South Vancleave,217,,4
Steven Palazzo,U.S.House,4,Republican,Jackson,South Vancleave,1744,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,South Vancleave,138,,4
Shawn O'Hara,U.S.House,4,Reform,Jackson,South Vancleave,33,,4
Hillary Clinton,President,,Democrat,Jackson,St Martin,1143,,4
Donald J. Trump,President,,Republican,Jackson,St Martin,3268,,4
Darrell Castle,President,,Constitution,Jackson,St Martin,23,,4
Rocky' Roque De La Fuente,President,,American Delta,Jackson,St Martin,2,,4
Jim Hedges,President,,Prohibition,Jackson,St Martin,3,,4
Gary Johnson,President,,Libertarian,Jackson,St Martin,113,,4
Jill Stein,President,,Green,Jackson,St Martin,8,,4
Mark Gladney,U.S.House,4,Democrat,Jackson,St Martin,1201,,4
Steven Palazzo,U.S.House,4,Republican,Jackson,St Martin,2847,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,St Martin,330,,4
Shawn O'Hara,U.S.House,4,Reform,Jackson,St Martin,106,,4
Hillary Clinton,President,,Democrat,Jackson,Sue Ellen,1664,,4
Donald J. Trump,President,,Republican,Jackson,Sue Ellen,54,,4
Darrell Castle,President,,Constitution,Jackson,Sue Ellen,6,,4
Rocky' Roque De La Fuente,President,,American Delta,Jackson,Sue Ellen,0,,4
Jim Hedges,President,,Prohibition,Jackson,Sue Ellen,1,,4
Gary Johnson,President,,Libertarian,Jackson,Sue Ellen,11,,4
Jill Stein,President,,Green,Jackson,Sue Ellen,2,,4
Mark Gladney,U.S.House,4,Democrat,Jackson,Sue Ellen,1501,,4
Steven Palazzo,U.S.House,4,Republican,Jackson,Sue Ellen,158,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,Sue Ellen,28,,4
Shawn O'Hara,U.S.House,4,Reform,Jackson,Sue Ellen,16,,4
Hillary Clinton,President,,Democrat,Jackson,Villa Maria,125,,4
Donald J. Trump,President,,Republican,Jackson,Villa Maria,251,,4
Darrell Castle,President,,Constitution,Jackson,Villa Maria,4,,4
Rocky' Roque De La Fuente,President,,American Delta,Jackson,Villa Maria,0,,4
Jim Hedges,President,,Prohibition,Jackson,Villa Maria,1,,4
Gary Johnson,President,,Libertarian,Jackson,Villa Maria,2,,4
Jill Stein,President,,Green,Jackson,Villa Maria,1,,4
Mark Gladney,U.S.House,4,Democrat,Jackson,Villa Maria,136,,4
Steven Palazzo,U.S.House,4,Republican,Jackson,Villa Maria,207,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,Villa Maria,24,,4
Shawn O'Hara,U.S.House,4,Reform,Jackson,Villa Maria,7,,4
Hillary Clinton,President,,Democrat,Jackson,YMBC-Dantzler,745,,4
Donald J. Trump,President,,Republican,Jackson,YMBC-Dantzler,420,,4
Darrell Castle,President,,Constitution,Jackson,YMBC-Dantzler,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Jackson,YMBC-Dantzler,3,,4
Jim Hedges,President,,Prohibition,Jackson,YMBC-Dantzler,0,,4
Gary Johnson,President,,Libertarian,Jackson,YMBC-Dantzler,14,,4
Jill Stein,President,,Green,Jackson,YMBC-Dantzler,3,,4
Mark Gladney,U.S.House,4,Democrat,Jackson,YMBC-Dantzler,700,,4
Steven Palazzo,U.S.House,4,Republican,Jackson,YMBC-Dantzler,412,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,YMBC-Dantzler,35,,4
Shawn O'Hara,U.S.House,4,Reform,Jackson,YMBC-Dantzler,18,,4
Hillary Clinton,President,,Democrat,Jackson,,14657,,4
Donald J. Trump,President,,Republican,Jackson,,33629,TRUE,4
Darrell Castle,President,,Constitution,Jackson,,168,,4
Rocky' Roque De La Fuente,President,,American Delta,Jackson,,26,,4
Jim Hedges,President,,Prohibition,Jackson,,24,,4
Gary Johnson,President,,Libertarian,Jackson,,901,,4
Jill Stein,President,,Green,Jackson,,162,,4
Mark Gladney,U.S.House,4,Democrat,Jackson,,14392,,4
Steven Palazzo,U.S.House,4,Republican,Jackson,,30831,TRUE,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jackson,,2703,,4
Shawn O'Hara,U.S.House,4,Reform,Jackson,,820,,4
