candidate,office,district,party,county,precinct,votes,winner,page
Roger I. Gerrard,U.S. House,3,Veterans,Franklin,Eddiceton,13,,2
Lajena Sheets,U.S. House,3,Reform,Franklin,Eddiceton,0,,2
Hillary Clinton,President,,Democrat,Franklin,Hamburg,189,,2
Donald J. Trump,President,,Republican,Franklin,Hamburg,68,,2
Darrell Castle,President,,Constitution,Franklin,Hamburg,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Franklin,Hamburg,0,,2
Jim Hedges,President,,Prohibition,Franklin,Hamburg,0,,2
Gary Johnson,President,,Libertarian,Franklin,Hamburg,1,,2
Jill Stein,President,,Green,Franklin,Hamburg,3,,2
Gregg Harper,U.S. House,3,Republican,Franklin,Hamburg,88,,2
Dennis C. Quinn,U.S. House,3,Democrat,Franklin,Hamburg,151,,2
Roger I. Gerrard,U.S. House,3,Veterans,Franklin,Hamburg,7,,2
Lajena Sheets,U.S. House,3,Reform,Franklin,Hamburg,3,,2
Hillary Clinton,President,,Democrat,Franklin,Knoxville,67,,2
Donald J. Trump,President,,Republican,Franklin,Knoxville,99,,2
Darrell Castle,President,,Constitution,Franklin,Knoxville,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Franklin,Knoxville,0,,2
Jim Hedges,President,,Prohibition,Franklin,Knoxville,0,,2
Gary Johnson,President,,Libertarian,Franklin,Knoxville,1,,2
Jill Stein,President,,Green,Franklin,Knoxville,1,,2
Gregg Harper,U.S. House,3,Republican,Franklin,Knoxville,99,,2
Dennis C. Quinn,U.S. House,3,Democrat,Franklin,Knoxville,61,,2
Roger I. Gerrard,U.S. House,3,Veterans,Franklin,Knoxville,9,,2
Lajena Sheets,U.S. House,3,Reform,Franklin,Knoxville,0,,2
Hillary Clinton,President,,Democrat,Franklin,Lucien,23,,2
Donald J. Trump,President,,Republican,Franklin,Lucien,145,,2
Darrell Castle,President,,Constitution,Franklin,Lucien,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Franklin,Lucien,0,,2
Jim Hedges,President,,Prohibition,Franklin,Lucien,0,,2
Gary Johnson,President,,Libertarian,Franklin,Lucien,0,,2
Jill Stein,President,,Green,Franklin,Lucien,1,,2
Gregg Harper,U.S. House,3,Republican,Franklin,Lucien,139,,2
Dennis C. Quinn,U.S. House,3,Democrat,Franklin,Lucien,19,,2
Roger I. Gerrard,U.S. House,3,Veterans,Franklin,Lucien,4,,2
Lajena Sheets,U.S. House,3,Reform,Franklin,Lucien,1,,2
Hillary Clinton,President,,Democrat,Franklin,Mccall,60,,2
Donald J. Trump,President,,Republican,Franklin,Mccall,259,,2
Darrell Castle,President,,Constitution,Franklin,Mccall,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Franklin,Mccall,0,,2
Jim Hedges,President,,Prohibition,Franklin,Mccall,0,,2
Gary Johnson,President,,Libertarian,Franklin,Mccall,1,,2
Jill Stein,President,,Green,Franklin,Mccall,3,,2
Gregg Harper,U.S. House,3,Republican,Franklin,Mccall,250,,2
Dennis C. Quinn,U.S. House,3,Democrat,Franklin,Mccall,50,,2
Roger I. Gerrard,U.S. House,3,Veterans,Franklin,Mccall,13,,2
Lajena Sheets,U.S. House,3,Reform,Franklin,Mccall,4,,2
Hillary Clinton,President,,Democrat,Franklin,Meadville,74,,2
Donald J. Trump,President,,Republican,Franklin,Meadville,322,,2
Darrell Castle,President,,Constitution,Franklin,Meadville,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Franklin,Meadville,1,,2
Jim Hedges,President,,Prohibition,Franklin,Meadville,1,,2
Gary Johnson,President,,Libertarian,Franklin,Meadville,4,,2
Jill Stein,President,,Green,Franklin,Meadville,0,,2
Gregg Harper,U.S. House,3,Republican,Franklin,Meadville,319,,2
Dennis C. Quinn,U.S. House,3,Democrat,Franklin,Meadville,60,,2
Roger I. Gerrard,U.S. House,3,Veterans,Franklin,Meadville,10,,2
Lajena Sheets,U.S. House,3,Reform,Franklin,Meadville,0,,2
Hillary Clinton,President,,Democrat,Franklin,Pine Grove,9,,2
Donald J. Trump,President,,Republican,Franklin,Pine Grove,110,,2
Darrell Castle,President,,Constitution,Franklin,Pine Grove,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Franklin,Pine Grove,0,,2
Jim Hedges,President,,Prohibition,Franklin,Pine Grove,0,,2
Gary Johnson,President,,Libertarian,Franklin,Pine Grove,1,,2
Jill Stein,President,,Green,Franklin,Pine Grove,0,,2
Gregg Harper,U.S. House,3,Republican,Franklin,Pine Grove,106,,2
Dennis C. Quinn,U.S. House,3,Democrat,Franklin,Pine Grove,8,,2
Roger I. Gerrard,U.S. House,3,Veterans,Franklin,Pine Grove,3,,2
Lajena Sheets,U.S. House,3,Reform,Franklin,Pine Grove,1,,2
Hillary Clinton,President,,Democrat,Franklin,Roxie,276,,3
Donald J. Trump,President,,Republican,Franklin,Roxie,157,,3
Darrell Castle,President,,Constitution,Franklin,Roxie,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Franklin,Roxie,0,,3
Jim Hedges,President,,Prohibition,Franklin,Roxie,0,,3
Gary Johnson,President,,Libertarian,Franklin,Roxie,3,,3
Jill Stein,President,,Green,Franklin,Roxie,3,,3
Gregg Harper,U.S. House,3,Republican,Franklin,Roxie,192,,3
Dennis C. Quinn,U.S. House,3,Democrat,Franklin,Roxie,215,,3
Roger I. Gerrard,U.S. House,3,Veterans,Franklin,Roxie,9,,3
Lajena Sheets,U.S. House,3,Reform,Franklin,Roxie,3,,3
Hillary Clinton,President,,Democrat,Franklin,Wesley Chapel,72,,3
Donald J. Trump,President,,Republican,Franklin,Wesley Chapel,30,,3
Darrell Castle,President,,Constitution,Franklin,Wesley Chapel,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Franklin,Wesley Chapel,0,,3
Jim Hedges,President,,Prohibition,Franklin,Wesley Chapel,1,,3
Gary Johnson,President,,Libertarian,Franklin,Wesley Chapel,0,,3
Jill Stein,President,,Green,Franklin,Wesley Chapel,0,,3
Gregg Harper,U.S. House,3,Republican,Franklin,Wesley Chapel,40,,3
Dennis C. Quinn,U.S. House,3,Democrat,Franklin,Wesley Chapel,58,,3
Roger I. Gerrard,U.S. House,3,Veterans,Franklin,Wesley Chapel,1,,3
Lajena Sheets,U.S. House,3,Reform,Franklin,Wesley Chapel,1,,3
Hillary Clinton,President,,Democrat,Franklin,Whittington,31,,3
Donald J. Trump,President,,Republican,Franklin,Whittington,244,,3
Darrell Castle,President,,Constitution,Franklin,Whittington,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Franklin,Whittington,0,,3
Jim Hedges,President,,Prohibition,Franklin,Whittington,0,,3
Gary Johnson,President,,Libertarian,Franklin,Whittington,2,,3
Jill Stein,President,,Green,Franklin,Whittington,1,,3
Gregg Harper,U.S. House,3,Republican,Franklin,Whittington,220,,3
Dennis C. Quinn,U.S. House,3,Democrat,Franklin,Whittington,25,,3
Roger I. Gerrard,U.S. House,3,Veterans,Franklin,Whittington,27,,3
Lajena Sheets,U.S. House,3,Reform,Franklin,Whittington,0,,3
Hillary Clinton,President,,Democrat,Franklin,,1502,,3
Donald J. Trump,President,,Republican,Franklin,,2721,TRUE,3
Darrell Castle,President,,Constitution,Franklin,,23,,3
Rocky' Roque De La Fuente,President,,American Delta,Franklin,,2,,3
Jim Hedges,President,,Prohibition,Franklin,,4,,3
Gary Johnson,President,,Libertarian,Franklin,,22,,3
Jill Stein,President,,Green,Franklin,,16,,3
Gregg Harper,U.S. House,3,Republican,Franklin,,2744,TRUE,3
Dennis C. Quinn,U.S. House,3,Democrat,Franklin,,1190,,3
Roger I. Gerrard,U.S. House,3,Veterans,Franklin,,169,,3
Lajena Sheets,U.S. House,3,Reform,Franklin,,29,,3
