candidate,office,district,party,county,precinct,votes,winner ,page
Donald J. Trump,President,,Republican,Lincoln,Forrestry,318,,2
Darrell Castle,President,,Constitution,Lincoln,Forrestry,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Forrestry,1,,2
Jim Hedges,President,,Prohibition,Lincoln,Forrestry,0,,2
Gary Johnson,President,,Libertarian,Lincoln,Forrestry,2,,2
Jill Stein,President,,Green,Lincoln,Forrestry,3,,2
Gregg Harper,U.S. House,3,Republican,Lincoln,Forrestry,327,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Forrestry,162,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Forrestry,11,,2
Lajena Sheets,U.S. House,3,Reform,Lincoln,Forrestry,3,,2
Hillary Clinton,President,,Democrat,Lincoln,Governmental Complex,447,,3
Donald J. Trump,President,,Republican,Lincoln,Governmental Complex,19,,3
Darrell Castle,President,,Constitution,Lincoln,Governmental Complex,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Governmental Complex,0,,3
Jim Hedges,President,,Prohibition,Lincoln,Governmental Complex,1,,3
Gary Johnson,President,,Libertarian,Lincoln,Governmental Complex,2,,3
Jill Stein,President,,Green,Lincoln,Governmental Complex,0,,3
Gregg Harper,U.S. House,3,Republican,Lincoln,Governmental Complex,72,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Governmental Complex,371,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Governmental Complex,7,,3
Lajena Sheets,U.S. House,3,Reform,Lincoln,Governmental Complex,8,,3
Hillary Clinton,President,,Democrat,Lincoln,Halbert Heights,193,,3
Donald J. Trump,President,,Republican,Lincoln,Halbert Heights,944,,3
Darrell Castle,President,,Constitution,Lincoln,Halbert Heights,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Halbert Heights,2,,3
Jim Hedges,President,,Prohibition,Lincoln,Halbert Heights,0,,3
Gary Johnson,President,,Libertarian,Lincoln,Halbert Heights,11,,3
Jill Stein,President,,Green,Lincoln,Halbert Heights,0,,3
Gregg Harper,U.S. House,3,Republican,Lincoln,Halbert Heights,978,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Halbert Heights,158,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Halbert Heights,16,,3
Lajena Sheets,U.S. House,3,Reform,Lincoln,Halbert Heights,2,,3
Hillary Clinton,President,,Democrat,Lincoln,Heucks Retreat,91,,3
Donald J. Trump,President,,Republican,Lincoln,Heucks Retreat,458,,3
Darrell Castle,President,,Constitution,Lincoln,Heucks Retreat,6,,3
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Heucks Retreat,0,,3
Jim Hedges,President,,Prohibition,Lincoln,Heucks Retreat,1,,3
Gary Johnson,President,,Libertarian,Lincoln,Heucks Retreat,5,,3
Jill Stein,President,,Green,Lincoln,Heucks Retreat,0,,3
Gregg Harper,U.S. House,3,Republican,Lincoln,Heucks Retreat,466,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Heucks Retreat,71,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Heucks Retreat,19,,3
Lajena Sheets,U.S. House,3,Reform,Lincoln,Heucks Retreat,1,,3
Hillary Clinton,President,,Democrat,Lincoln,High School,375,,3
Donald J. Trump,President,,Republican,Lincoln,High School,29,,3
Darrell Castle,President,,Constitution,Lincoln,High School,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,High School,0,,3
Jim Hedges,President,,Prohibition,Lincoln,High School,0,,3
Gary Johnson,President,,Libertarian,Lincoln,High School,2,,3
Jill Stein,President,,Green,Lincoln,High School,1,,3
Gregg Harper,U.S. House,3,Republican,Lincoln,High School,58,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,High School,330,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,High School,7,,3
Lajena Sheets,U.S. House,3,Reform,Lincoln,High School,2,,3
Hillary Clinton,President,,Democrat,Lincoln,Johnson,74,,3
Donald J. Trump,President,,Republican,Lincoln,Johnson,373,,3
Darrell Castle,President,,Constitution,Lincoln,Johnson,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Johnson,0,,3
Jim Hedges,President,,Prohibition,Lincoln,Johnson,0,,3
Gary Johnson,President,,Libertarian,Lincoln,Johnson,4,,3
Jill Stein,President,,Green,Lincoln,Johnson,0,,3
Gregg Harper,U.S. House,3,Republican,Lincoln,Johnson,372,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Johnson,70,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Johnson,8,,3
Lajena Sheets,U.S. House,3,Reform,Lincoln,Johnson,0,,3
Hillary Clinton,President,,Democrat,Lincoln,Johnson Grove,87,,3
Donald J. Trump,President,,Republican,Lincoln,Johnson Grove,464,,3
Darrell Castle,President,,Constitution,Lincoln,Johnson Grove,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Johnson Grove,0,,3
Jim Hedges,President,,Prohibition,Lincoln,Johnson Grove,0,,3
Gary Johnson,President,,Libertarian,Lincoln,Johnson Grove,4,,3
Jill Stein,President,,Green,Lincoln,Johnson Grove,0,,3
Gregg Harper,U.S. House,3,Republican,Lincoln,Johnson Grove,454,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Johnson Grove,87,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Johnson Grove,13,,3
Lajena Sheets,U.S. House,3,Reform,Lincoln,Johnson Grove,1,,3
Hillary Clinton,President,,Democrat,Lincoln,Lipsey,222,,3
Donald J. Trump,President,,Republican,Lincoln,Lipsey,354,,3
Darrell Castle,President,,Constitution,Lincoln,Lipsey,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Lipsey,0,,3
Jim Hedges,President,,Prohibition,Lincoln,Lipsey,0,,3
Gary Johnson,President,,Libertarian,Lincoln,Lipsey,3,,3
Jill Stein,President,,Green,Lincoln,Lipsey,0,,3
Gregg Harper,U.S. House,3,Republican,Lincoln,Lipsey,369,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Lipsey,194,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Lipsey,8,,3
Lajena Sheets,U.S. House,3,Reform,Lincoln,Lipsey,3,,3
Hillary Clinton,President,,Democrat,Lincoln,Little Bahala,83,,3
Donald J. Trump,President,,Republican,Lincoln,Little Bahala,133,,3
Darrell Castle,President,,Constitution,Lincoln,Little Bahala,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Little Bahala,0,,3
Jim Hedges,President,,Prohibition,Lincoln,Little Bahala,0,,3
Gary Johnson,President,,Libertarian,Lincoln,Little Bahala,1,,3
Jill Stein,President,,Green,Lincoln,Little Bahala,1,,3
Gregg Harper,U.S. House,3,Republican,Lincoln,Little Bahala,133,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Little Bahala,70,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Little Bahala,10,,3
Lajena Sheets,U.S. House,3,Reform,Lincoln,Little Bahala,1,,3
Hillary Clinton,President,,Democrat,Lincoln,Loyd star,135,,3
Donald J. Trump,President,,Republican,Lincoln,Loyd star,722,,3
Darrell Castle,President,,Constitution,Lincoln,Loyd star,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Loyd star,2,,3
Jim Hedges,President,,Prohibition,Lincoln,Loyd star,0,,3
Gary Johnson,President,,Libertarian,Lincoln,Loyd star,5,,3
Jill Stein,President,,Green,Lincoln,Loyd star,2,,3
Gregg Harper,U.S. House,3,Republican,Lincoln,Loyd star,707,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Loyd star,122,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Loyd star,22,,3
Lajena Sheets,U.S. House,3,Reform,Lincoln,Loyd star,4,,3
Hillary Clinton,President,,Democrat,Lincoln,Montgomery,113,,3
Donald J. Trump,President,,Republican,Lincoln,Montgomery,191,,3
Darrell Castle,President,,Constitution,Lincoln,Montgomery,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Montgomery,0,,3
Jim Hedges,President,,Prohibition,Lincoln,Montgomery,0,,3
Gary Johnson,President,,Libertarian,Lincoln,Montgomery,2,,3
Jill Stein,President,,Green,Lincoln,Montgomery,0,,3
Gregg Harper,U.S. House,3,Republican,Lincoln,Montgomery,197,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Montgomery,101,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Montgomery,7,,3
Lajena Sheets,U.S. House,3,Reform,Lincoln,Montgomery,1,,3
Hillary Clinton,President,,Democrat,Lincoln,New Sight,251,,3
Donald J. Trump,President,,Republican,Lincoln,New Sight,583,,3
Darrell Castle,President,,Constitution,Lincoln,New Sight,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,New Sight,0,,3
Jim Hedges,President,,Prohibition,Lincoln,New Sight,0,,3
Gary Johnson,President,,Libertarian,Lincoln,New Sight,7,,3
Jill Stein,President,,Green,Lincoln,New Sight,0,,3
Gregg Harper,U.S. House,3,Republican,Lincoln,New Sight,593,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,New Sight,225,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,New Sight,23,,3
Lajena Sheets,U.S. House,3,Reform,Lincoln,New Sight,4,,3
Hillary Clinton,President,,Democrat,Lincoln,Norfield,38,,4
Donald J. Trump,President,,Republican,Lincoln,Norfield,165,,4
Darrell Castle,President,,Constitution,Lincoln,Norfield,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Norfield,2,,4
Jim Hedges,President,,Prohibition,Lincoln,Norfield,0,,4
Gary Johnson,President,,Libertarian,Lincoln,Norfield,0,,4
Jill Stein,President,,Green,Lincoln,Norfield,0,,4
Gregg Harper,U.S. House,3,Republican,Lincoln,Norfield,163,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Norfield,38,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Norfield,4,,4
Lajena Sheets,U.S. House,3,Reform,Lincoln,Norfield,1,,4
Hillary Clinton,President,,Democrat,Lincoln,Old Brook,121,,4
Donald J. Trump,President,,Republican,Lincoln,Old Brook,663,,4
Darrell Castle,President,,Constitution,Lincoln,Old Brook,6,,4
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Old Brook,0,,4
Jim Hedges,President,,Prohibition,Lincoln,Old Brook,0,,4
Gary Johnson,President,,Libertarian,Lincoln,Old Brook,6,,4
Jill Stein,President,,Green,Lincoln,Old Brook,3,,4
Gregg Harper,U.S. House,3,Republican,Lincoln,Old Brook,700,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Old Brook,92,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Old Brook,12,,4
Lajena Sheets,U.S. House,3,Reform,Lincoln,Old Brook,0,,4
Hillary Clinton,President,,Democrat,Lincoln,Old Red Star,69,,4
Donald J. Trump,President,,Republican,Lincoln,Old Red Star,402,,4
Darrell Castle,President,,Constitution,Lincoln,Old Red Star,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Old Red Star,0,,4
Jim Hedges,President,,Prohibition,Lincoln,Old Red Star,1,,4
Gary Johnson,President,,Libertarian,Lincoln,Old Red Star,5,,4
Jill Stein,President,,Green,Lincoln,Old Red Star,0,,4
Gregg Harper,U.S. House,3,Republican,Lincoln,Old Red Star,401,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Old Red Star,59,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Old Red Star,12,,4
Lajena Sheets,U.S. House,3,Reform,Lincoln,Old Red Star,0,,4
Hillary Clinton,President,,Democrat,Lincoln,PEARLHAVEN,312,,4
Donald J. Trump,President,,Republican,Lincoln,PEARLHAVEN,66,,4
Darrell Castle,President,,Constitution,Lincoln,PEARLHAVEN,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,PEARLHAVEN,1,,4
Jim Hedges,President,,Prohibition,Lincoln,PEARLHAVEN,0,,4
Gary Johnson,President,,Libertarian,Lincoln,PEARLHAVEN,1,,4
Jill Stein,President,,Green,Lincoln,PEARLHAVEN,1,,4
Gregg Harper,U.S. House,3,Republican,Lincoln,PEARLHAVEN,86,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,PEARLHAVEN,275,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,PEARLHAVEN,6,,4
Lajena Sheets,U.S. House,3,Reform,Lincoln,PEARLHAVEN,6,,4
Hillary Clinton,President,,Democrat,Lincoln,Rogers Circle,262,,4
Donald J. Trump,President,,Republican,Lincoln,Rogers Circle,179,,4
Darrell Castle,President,,Constitution,Lincoln,Rogers Circle,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Rogers Circle,0,,4
Jim Hedges,President,,Prohibition,Lincoln,Rogers Circle,0,,4
Gary Johnson,President,,Libertarian,Lincoln,Rogers Circle,6,,4
Jill Stein,President,,Green,Lincoln,Rogers Circle,4,,4
Gregg Harper,U.S. House,3,Republican,Lincoln,Rogers Circle,198,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Rogers Circle,228,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Rogers Circle,9,,4
Lajena Sheets,U.S. House,3,Reform,Lincoln,Rogers Circle,8,,4
Hillary Clinton,President,,Democrat,Lincoln,Ruth,21,,4
Donald J. Trump,President,,Republican,Lincoln,Ruth,450,,4
Darrell Castle,President,,Constitution,Lincoln,Ruth,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Ruth,1,,4
Jim Hedges,President,,Prohibition,Lincoln,Ruth,0,,4
Gary Johnson,President,,Libertarian,Lincoln,Ruth,5,,4
Jill Stein,President,,Green,Lincoln,Ruth,1,,4
Gregg Harper,U.S. House,3,Republican,Lincoln,Ruth,444,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Ruth,19,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Ruth,13,,4
Lajena Sheets,U.S. House,3,Reform,Lincoln,Ruth,0,,4
Hillary Clinton,President,,Democrat,Lincoln,Vaughn,80,,4
Donald J. Trump,President,,Republican,Lincoln,Vaughn,283,,4
Darrell Castle,President,,Constitution,Lincoln,Vaughn,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Vaughn,0,,4
Jim Hedges,President,,Prohibition,Lincoln,Vaughn,1,,4
Gary Johnson,President,,Libertarian,Lincoln,Vaughn,0,,4
Jill Stein,President,,Green,Lincoln,Vaughn,1,,4
Gregg Harper,U.S. House,3,Republican,Lincoln,Vaughn,275,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Vaughn,66,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Vaughn,16,,4
Lajena Sheets,U.S. House,3,Reform,Lincoln,Vaughn,4,,4
Hillary Clinton,President,,Democrat,Lincoln,West Lincoln,38,,4
Donald J. Trump,President,,Republican,Lincoln,West Lincoln,686,,4
Darrell Castle,President,,Constitution,Lincoln,West Lincoln,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,West Lincoln,0,,4
Jim Hedges,President,,Prohibition,Lincoln,West Lincoln,0,,4
Gary Johnson,President,,Libertarian,Lincoln,West Lincoln,3,,4
Jill Stein,President,,Green,Lincoln,West Lincoln,1,,4
Gregg Harper,U.S. House,3,Republican,Lincoln,West Lincoln,663,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,West Lincoln,37,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,West Lincoln,19,,4
Lajena Sheets,U.S. House,3,Reform,Lincoln,West Lincoln,2,,4
Hillary Clinton,President,,Democrat,Lincoln,Zetus,62,,4
Donald J. Trump,President,,Republican,Lincoln,Zetus,462,,4
Darrell Castle,President,,Constitution,Lincoln,Zetus,4,,4
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,Zetus,0,,4
Jim Hedges,President,,Prohibition,Lincoln,Zetus,0,,4
Gary Johnson,President,,Libertarian,Lincoln,Zetus,0,,4
Jill Stein,President,,Green,Lincoln,Zetus,1,,4
Gregg Harper,U.S. House,3,Republican,Lincoln,Zetus,453,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,Zetus,60,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,Zetus,9,,4
Lajena Sheets,U.S. House,3,Reform,Lincoln,Zetus,2,,4
Hillary Clinton,President,,Democrat,Lincoln,,4458,,4
Donald J. Trump,President,,Republican,Lincoln,,10550,TRUE,4
Darrell Castle,President,,Constitution,Lincoln,,50,,4
Rocky' Roque De La Fuente,President,,American Delta,Lincoln,,12,,4
Jim Hedges,President,,Prohibition,Lincoln,,8,,4
Gary Johnson,President,,Libertarian,Lincoln,,89,,4
Jill Stein,President,,Green,Lincoln,,26,,4
Gregg Harper,U.S. House,3,Republican,Lincoln,,10762,TRUE,4
Dennis C. Quinn,U.S. House,3,Democrat,Lincoln,,3897,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lincoln,,320,,4
Lajena Sheets,U.S. House,3,Reform,Lincoln,,73,,4
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Zetus,,,,,,
