candidate,office,district,party,county,precinct,votes,winner,page
Johnny McLeod,U.S.House,2,Reform,Grenada,Holcomb Community Center,16,,2
Troy Ray,U.S.House,2,Independent,Grenada,Holcomb Community Center,37,,2
Hillary Clinton,President,,Democrat,Grenada,Pleasant  Grove Commune Cen,308,,2
Donald J. Trump,President,,Republican,Grenada,Pleasant  Grove Commune Cen,166,,2
Darrell Castle,President,,Constitution,Grenada,Pleasant  Grove Commune Cen,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Grenada,Pleasant  Grove Commune Cen,0,,2
Jim Hedges,President,,Prohibition,Grenada,Pleasant  Grove Commune Cen,0,,2
Gary Johnson,President,,Libertarian,Grenada,Pleasant  Grove Commune Cen,1,,2
Jill Stein,President,,Green,Grenada,Pleasant  Grove Commune Cen,1,,2
John Bouie ii,U.S.House,2,Republican,Grenada,Pleasant  Grove Commune Cen,121,,2
Bennie G. Thompson,U.S.House,2,Democrat,Grenada,Pleasant  Grove Commune Cen,323,,2
Johnny McLeod,U.S.House,2,Reform,Grenada,Pleasant  Grove Commune Cen,5,,2
Troy Ray,U.S.House,2,Independent,Grenada,Pleasant  Grove Commune Cen,10,,2
Hillary Clinton,President,,Democrat,Grenada,Sweethome Hol#2 Fire Stat,107,,3
Donald J. Trump,President,,Republican,Grenada,Sweethome Hol#2 Fire Stat,226,,3
Darrell Castle,President,,Constitution,Grenada,Sweethome Hol#2 Fire Stat,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Grenada,Sweethome Hol#2 Fire Stat,0,,3
Jim Hedges,President,,Prohibition,Grenada,Sweethome Hol#2 Fire Stat,0,,3
Gary Johnson,President,,Libertarian,Grenada,Sweethome Hol#2 Fire Stat,0,,3
Jill Stein,President,,Green,Grenada,Sweethome Hol#2 Fire Stat,0,,3
John Bouie ii,U.S.House,2,Republican,Grenada,Sweethome Hol#2 Fire Stat,182,,3
Bennie G. Thompson,U.S.House,2,Democrat,Grenada,Sweethome Hol#2 Fire Stat,130,,3
Johnny McLeod,U.S.House,2,Reform,Grenada,Sweethome Hol#2 Fire Stat,1,,3
Troy Ray,U.S.House,2,Independent,Grenada,Sweethome Hol#2 Fire Stat,12,,3
Hillary Clinton,President,,Democrat,Grenada,,4424,,3
Donald J. Trump,President,,Republican,Grenada,,5970,TRUE,3
Darrell Castle,President,,Constitution,Grenada,,17,,3
Rocky' Roque De La Fuente,President,,American Delta,Grenada,,3,,3
Jim Hedges,President,,Prohibition,Grenada,,8,,3
Gary Johnson,President,,Libertarian,Grenada,,69,,3
Jill Stein,President,,Green,Grenada,,22,,3
John Bouie ii,U.S.House,2,Republican,Grenada,,4614,,3
Bennie G. Thompson,U.S.House,2,Democrat,Grenada,,5133,TRUE,3
Johnny McLeod,U.S.House,2,Reform,Grenada,,156,,3
Troy Ray,U.S.House,2,Independent,Grenada,,288,,3
