page,candidate,office,district,party,county,precinct,votes,winner,,,,,,,,,,,,,,,,,,,,,,,2
2,Bernie Sanders,President,,Democrat,Jefferson Davis,Bassfield 26,10,,,,,,,,,,,,,,,,,,,,,,,,15
2,Willie Wilson,President,,Democrat,Jefferson Davis,Bassfield 26,0,,,,,,,,,,,,,,,,,,,,,,,,158
2,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Bassfield 26,16,,,,,,,,,,,,,,,,,,,,,,,,1120
2,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Bassfield 26,73,,,,,,,,,,,,,,,,,,,,,,,,1096
2,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Bassfield 26,48,,,,,,,,,,,,,,,,,,,,,,,,596
2,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Bassfield 26,24,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Jefferson Davis,Bassfield 31,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Jefferson Davis,Bassfield 31,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Jefferson Davis,Bassfield 31,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Jefferson Davis,Bassfield 31,24,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Jefferson Davis,Bassfield 31,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Jefferson Davis,Bassfield 31,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Jefferson Davis,Bassfield 31,0,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Jefferson Davis,Bassfield 31,5,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Jefferson Davis,Bassfield 31,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Jefferson Davis,Bassfield 31,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Jefferson Davis,Bassfield 31,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Jefferson Davis,Bassfield 31,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Jefferson Davis,Bassfield 31,27,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Jefferson Davis,Bassfield 31,197,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Bassfield 31,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Jefferson Davis,Bassfield 31,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Jefferson Davis,Bassfield 31,16,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Jefferson Davis,Bassfield 31,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Bassfield 31,6,,,,,,,,,,,,,,,,,,,,,,,,
2,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Bassfield 31,47,,,,,,,,,,,,,,,,,,,,,,,,
2,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Bassfield 31,108,,,,,,,,,,,,,,,,,,,,,,,,
2,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Bassfield 31,72,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Jefferson Davis,Bassfield 32,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Jefferson Davis,Bassfield 32,3,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Jefferson Davis,Bassfield 32,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Jefferson Davis,Bassfield 32,21,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Jefferson Davis,Bassfield 32,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Jefferson Davis,Bassfield 32,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Jefferson Davis,Bassfield 32,0,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Jefferson Davis,Bassfield 32,1,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Jefferson Davis,Bassfield 32,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Jefferson Davis,Bassfield 32,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Jefferson Davis,Bassfield 32,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Jefferson Davis,Bassfield 32,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Jefferson Davis,Bassfield 32,21,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Jefferson Davis,Bassfield 32,189,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Bassfield 32,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Jefferson Davis,Bassfield 32,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Jefferson Davis,Bassfield 32,13,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Jefferson Davis,Bassfield 32,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Bassfield 32,9,,,,,,,,,,,,,,,,,,,,,,,,
2,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Bassfield 32,34,,,,,,,,,,,,,,,,,,,,,,,,
2,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Bassfield 32,125,,,,,,,,,,,,,,,,,,,,,,,,
2,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Bassfield 32,56,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Jefferson Davis,Carson 22,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Jefferson Davis,Carson 22,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Jefferson Davis,Carson 22,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Jefferson Davis,Carson 22,22,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Jefferson Davis,Carson 22,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Jefferson Davis,Carson 22,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Jefferson Davis,Carson 22,0,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Jefferson Davis,Carson 22,5,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Jefferson Davis,Carson 22,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Jefferson Davis,Carson 22,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Jefferson Davis,Carson 22,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Jefferson Davis,Carson 22,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Jefferson Davis,Carson 22,58,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Jefferson Davis,Carson 22,28,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Carson 22,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Jefferson Davis,Carson 22,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Jefferson Davis,Carson 22,6,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Jefferson Davis,Carson 22,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Carson 22,14,,,,,,,,,,,,,,,,,,,,,,,,
2,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Carson 22,68,,,,,,,,,,,,,,,,,,,,,,,,
2,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Carson 22,16,,,,,,,,,,,,,,,,,,,,,,,,
2,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Carson 22,13,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Jefferson Davis,Clem 41,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Jefferson Davis,Clem 41,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Jefferson Davis,Clem 41,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Jefferson Davis,Clem 41,30,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Jefferson Davis,Clem 41,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Jefferson Davis,Clem 41,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Jefferson Davis,Clem 41,0,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Jefferson Davis,Clem 41,2,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Jefferson Davis,Clem 41,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Jefferson Davis,Clem 41,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Jefferson Davis,Clem 41,2,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Jefferson Davis,Clem 41,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Jefferson Davis,Clem 41,24,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Jefferson Davis,Clem 41,44,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Clem 41,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Jefferson Davis,Clem 41,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Jefferson Davis,Clem 41,12,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Jefferson Davis,Clem 41,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Clem 41,6,,,,,,,,,,,,,,,,,,,,,,,,
2,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Clem 41,48,,,,,,,,,,,,,,,,,,,,,,,,
2,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Clem 41,33,,,,,,,,,,,,,,,,,,,,,,,,
2,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Clem 41,12,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Jefferson Davis,Good Hope 33,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Jefferson Davis,Good Hope 33,2,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Jefferson Davis,Good Hope 33,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Jefferson Davis,Good Hope 33,17,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Jefferson Davis,Good Hope 33,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Jefferson Davis,Good Hope 33,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Jefferson Davis,Good Hope 33,0,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Jefferson Davis,Good Hope 33,0,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Jefferson Davis,Good Hope 33,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Jefferson Davis,Good Hope 33,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Jefferson Davis,Good Hope 33,2,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Jefferson Davis,Good Hope 33,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Jefferson Davis,Good Hope 33,51,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Jefferson Davis,Good Hope 33,42,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Good Hope 33,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Jefferson Davis,Good Hope 33,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Jefferson Davis,Good Hope 33,3,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Jefferson Davis,Good Hope 33,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Good Hope 33,9,,,,,,,,,,,,,,,,,,,,,,,,
2,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Good Hope 33,57,,,,,,,,,,,,,,,,,,,,,,,,
2,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Good Hope 33,23,,,,,,,,,,,,,,,,,,,,,,,,
2,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Good Hope 33,14,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Jefferson Davis,Granby 11,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Jefferson Davis,Granby 11,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Jefferson Davis,Granby 11,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Jefferson Davis,Granby 11,10,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Jefferson Davis,Granby 11,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Jefferson Davis,Granby 11,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Jefferson Davis,Granby 11,0,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Jefferson Davis,Granby 11,2,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Jefferson Davis,Granby 11,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Jefferson Davis,Granby 11,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Jefferson Davis,Granby 11,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Jefferson Davis,Granby 11,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Jefferson Davis,Granby 11,10,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Jefferson Davis,Granby 11,44,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Granby 11,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Jefferson Davis,Granby 11,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Jefferson Davis,Granby 11,3,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Jefferson Davis,Granby 11,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Granby 11,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Granby 11,22,,,,,,,,,,,,,,,,,,,,,,,,
2,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Granby 11,27,,,,,,,,,,,,,,,,,,,,,,,,
2,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Granby 11,13,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Jefferson Davis,Green's Creek 23,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Jefferson Davis,Green's Creek 23,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Jefferson Davis,Green's Creek 23,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Jefferson Davis,Green's Creek 23,52,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Jefferson Davis,Green's Creek 23,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Jefferson Davis,Green's Creek 23,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Jefferson Davis,Green's Creek 23,0,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Jefferson Davis,Green's Creek 23,3,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Jefferson Davis,Green's Creek 23,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Jefferson Davis,Green's Creek 23,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Jefferson Davis,Green's Creek 23,5,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Jefferson Davis,Green's Creek 23,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Jefferson Davis,Green's Creek 23,56,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Jefferson Davis,Green's Creek 23,48,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Green's Creek 23,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Jefferson Davis,Green's Creek 23,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Jefferson Davis,Green's Creek 23,4,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Jefferson Davis,Green's Creek 23,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Green's Creek 23,14,,,,,,,,,,,,,,,,,,,,,,,,
2,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Green's Creek 23,98,,,,,,,,,,,,,,,,,,,,,,,,
2,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Green's Creek 23,24,,,,,,,,,,,,,,,,,,,,,,,,
2,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Green's Creek 23,20,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Jefferson Davis,Gwinville 51,2,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Jefferson Davis,Gwinville 51,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Jefferson Davis,Gwinville 51,12,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Jefferson Davis,Gwinville 51,51,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Jefferson Davis,Gwinville 51,2,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Jefferson Davis,Gwinville 51,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Gwinville 51,4,,,,,,,,,,,,,,,,,,,,,,,,
2,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Gwinville 51,10,,,,,,,,,,,,,,,,,,,,,,,,
2,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Gwinville 51,32,,,,,,,,,,,,,,,,,,,,,,,,
2,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Gwinville 51,15,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Jefferson Davis,Hathom 24,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Jefferson Davis,Hathom 24,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Jefferson Davis,Hathom 24,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Jefferson Davis,Hathom 24,14,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Jefferson Davis,Hathom 24,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Jefferson Davis,Hathom 24,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Jefferson Davis,Hathom 24,0,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Jefferson Davis,Hathom 24,8,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Jefferson Davis,Hathom 24,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Jefferson Davis,Hathom 24,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Jefferson Davis,Hathom 24,3,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Jefferson Davis,Hathom 24,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Jefferson Davis,Hathom 24,53,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Jefferson Davis,Hathom 24,31,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Hathom 24,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Jefferson Davis,Hathom 24,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Jefferson Davis,Hathom 24,4,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Jefferson Davis,Hathom 24,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Hathom 24,14,,,,,,,,,,,,,,,,,,,,,,,,
2,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Hathom 24,62,,,,,,,,,,,,,,,,,,,,,,,,
2,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Hathom 24,19,,,,,,,,,,,,,,,,,,,,,,,,
2,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Hathom 24,13,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Jefferson Davis,Hebron 52,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Jefferson Davis,Hebron 52,2,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Jefferson Davis,Hebron 52,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Jefferson Davis,Hebron 52,7,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Jefferson Davis,Hebron 52,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Jefferson Davis,Hebron 52,0,,,,,,,,,,,,,,,,,,,,,,,,
