candidate,office,district,party,county,precinct,votes,winner,page
Darrell Castle,President,,Constitution,Bolivar,Scott,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Bolivar,Scott,0,,3
Jim Hedges,President,,Prohibition,Bolivar,Scott,0,,3
Gary Johnson,President,,Libertarian,Bolivar,Scott,0,,3
Jill Stein,President,,Green,Bolivar,Scott,0,,3
John Bouie ii,U.S.House,2,Republican,Bolivar,Scott,60,,3
Bennie G. Thompson,U.S.House,2,Democrat,Bolivar,Scott,82,,3
Johnny McLeod,U.S.House,2,Reform,Bolivar,Scott,1,,3
Troy Ray,U.S.House,2,Independent,Bolivar,Scott,4,,3
Hillary Clinton,President,,Democrat,Bolivar,Shaw,880,,3
Donald J. Trump,President,,Republican,Bolivar,Shaw,146,,3
Darrell Castle,President,,Constitution,Bolivar,Shaw,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Bolivar,Shaw,0,,3
Jim Hedges,President,,Prohibition,Bolivar,Shaw,1,,3
Gary Johnson,President,,Libertarian,Bolivar,Shaw,3,,3
Jill Stein,President,,Green,Bolivar,Shaw,1,,3
John Bouie ii,U.S.House,2,Republican,Bolivar,Shaw,100,,3
Bennie G. Thompson,U.S.House,2,Democrat,Bolivar,Shaw,890,,3
Johnny McLeod,U.S.House,2,Reform,Bolivar,Shaw,4,,3
Troy Ray,U.S.House,2,Independent,Bolivar,Shaw,28,,3
Hillary Clinton,President,,Democrat,Bolivar,Shelby,898,,3
Donald J. Trump,President,,Republican,Bolivar,Shelby,67,,3
Darrell Castle,President,,Constitution,Bolivar,Shelby,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Bolivar,Shelby,2,,3
Jim Hedges,President,,Prohibition,Bolivar,Shelby,2,,3
Gary Johnson,President,,Libertarian,Bolivar,Shelby,3,,3
Jill Stein,President,,Green,Bolivar,Shelby,7,,3
John Bouie ii,U.S.House,2,Republican,Bolivar,Shelby,56,,3
Bennie G. Thompson,U.S.House,2,Democrat,Bolivar,Shelby,899,,3
Johnny McLeod,U.S.House,2,Reform,Bolivar,Shelby,3,,3
Troy Ray,U.S.House,2,Independent,Bolivar,Shelby,8,,3
Hillary Clinton,President,,Democrat,Bolivar,Skene,8,,3
Donald J. Trump,President,,Republican,Bolivar,Skene,189,,3
Darrell Castle,President,,Constitution,Bolivar,Skene,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Bolivar,Skene,0,,3
Jim Hedges,President,,Prohibition,Bolivar,Skene,0,,3
Gary Johnson,President,,Libertarian,Bolivar,Skene,2,,3
Jill Stein,President,,Green,Bolivar,Skene,0,,3
John Bouie ii,U.S.House,2,Republican,Bolivar,Skene,133,,3
Bennie G. Thompson,U.S.House,2,Democrat,Bolivar,Skene,32,,3
Johnny McLeod,U.S.House,2,Reform,Bolivar,Skene,2,,3
Troy Ray,U.S.House,2,Independent,Bolivar,Skene,20,,3
Hillary Clinton,President,,Democrat,Bolivar,South Cleveland,824,,4
Donald J. Trump,President,,Republican,Bolivar,South Cleveland,47,,4
Darrell Castle,President,,Constitution,Bolivar,South Cleveland,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Bolivar,South Cleveland,0,,4
Jim Hedges,President,,Prohibition,Bolivar,South Cleveland,1,,4
Gary Johnson,President,,Libertarian,Bolivar,South Cleveland,1,,4
Jill Stein,President,,Green,Bolivar,South Cleveland,3,,4
John Bouie ii,U.S.House,2,Republican,Bolivar,South Cleveland,32,,4
Bennie G. Thompson,U.S.House,2,Democrat,Bolivar,South Cleveland,812,,4
Johnny McLeod,U.S.House,2,Reform,Bolivar,South Cleveland,6,,4
Troy Ray,U.S.House,2,Independent,Bolivar,South Cleveland,14,,4
Hillary Clinton,President,,Democrat,Bolivar,Stringtown,4,,4
Donald J. Trump,President,,Republican,Bolivar,Stringtown,32,,4
Darrell Castle,President,,Constitution,Bolivar,Stringtown,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Bolivar,Stringtown,0,,4
Jim Hedges,President,,Prohibition,Bolivar,Stringtown,0,,4
Gary Johnson,President,,Libertarian,Bolivar,Stringtown,0,,4
Jill Stein,President,,Green,Bolivar,Stringtown,0,,4
John Bouie ii,U.S.House,2,Republican,Bolivar,Stringtown,30,,4
Bennie G. Thompson,U.S.House,2,Democrat,Bolivar,Stringtown,5,,4
Johnny McLeod,U.S.House,2,Reform,Bolivar,Stringtown,0,,4
Troy Ray,U.S.House,2,Independent,Bolivar,Stringtown,1,,4
Hillary Clinton,President,,Democrat,Bolivar,West Central Cleveland,123,,4
Donald J. Trump,President,,Republican,Bolivar,West Central Cleveland,656,,4
Darrell Castle,President,,Constitution,Bolivar,West Central Cleveland,8,,4
Rocky' Roque De La Fuente,President,,American Delta,Bolivar,West Central Cleveland,1,,4
Jim Hedges,President,,Prohibition,Bolivar,West Central Cleveland,1,,4
Gary Johnson,President,,Libertarian,Bolivar,West Central Cleveland,11,,4
Jill Stein,President,,Green,Bolivar,West Central Cleveland,7,,4
John Bouie ii,U.S.House,2,Republican,Bolivar,West Central Cleveland,519,,4
Bennie G. Thompson,U.S.House,2,Democrat,Bolivar,West Central Cleveland,187,,4
Johnny McLeod,U.S.House,2,Reform,Bolivar,West Central Cleveland,16,,4
Troy Ray,U.S.House,2,Independent,Bolivar,West Central Cleveland,55,,4
Hillary Clinton,President,,Democrat,Bolivar,West Cleveland,214,,4
Donald J. Trump,President,,Republican,Bolivar,West Cleveland,1150,,4
Darrell Castle,President,,Constitution,Bolivar,West Cleveland,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Bolivar,West Cleveland,0,,4
Jim Hedges,President,,Prohibition,Bolivar,West Cleveland,0,,4
Gary Johnson,President,,Libertarian,Bolivar,West Cleveland,34,,4
Jill Stein,President,,Green,Bolivar,West Cleveland,2,,4
John Bouie ii,U.S.House,2,Republican,Bolivar,West Cleveland,887,,4
Bennie G. Thompson,U.S.House,2,Democrat,Bolivar,West Cleveland,363,,4
Johnny McLeod,U.S.House,2,Reform,Bolivar,West Cleveland,23,,4
Troy Ray,U.S.House,2,Independent,Bolivar,West Cleveland,71,,4
Hillary Clinton,President,,Democrat,Bolivar,West Rosedale,231,,4
Donald J. Trump,President,,Republican,Bolivar,West Rosedale,70,,4
Darrell Castle,President,,Constitution,Bolivar,West Rosedale,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Bolivar,West Rosedale,0,,4
Jim Hedges,President,,Prohibition,Bolivar,West Rosedale,0,,4
Gary Johnson,President,,Libertarian,Bolivar,West Rosedale,2,,4
Jill Stein,President,,Green,Bolivar,West Rosedale,0,,4
John Bouie ii,U.S.House,2,Republican,Bolivar,West Rosedale,41,,4
Bennie G. Thompson,U.S.House,2,Democrat,Bolivar,West Rosedale,241,,4
Johnny McLeod,U.S.House,2,Reform,Bolivar,West Rosedale,1,,4
Troy Ray,U.S.House,2,Independent,Bolivar,West Rosedale,11,,4
Hillary Clinton,President,,Democrat,Bolivar,Winstonville,205,,4
Donald J. Trump,President,,Republican,Bolivar,Winstonville,9,,4
Darrell Castle,President,,Constitution,Bolivar,Winstonville,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Bolivar,Winstonville,0,,4
Jim Hedges,President,,Prohibition,Bolivar,Winstonville,0,,4
Gary Johnson,President,,Libertarian,Bolivar,Winstonville,1,,4
Jill Stein,President,,Green,Bolivar,Winstonville,0,,4
John Bouie ii,U.S.House,2,Republican,Bolivar,Winstonville,8,,4
Bennie G. Thompson,U.S.House,2,Democrat,Bolivar,Winstonville,200,,4
Johnny McLeod,U.S.House,2,Reform,Bolivar,Winstonville,0,,4
Troy Ray,U.S.House,2,Independent,Bolivar,Winstonville,1,,4
Hillary Clinton,President,,Democrat,Bolivar,,9046,TRUE,
Donald J. Trump,President,,Republican,Bolivar,,4590,,
Darrell Castle,President,,Constitution,Bolivar,,32,,
Rocky' Roque De La Fuente,President,,American Delta,Bolivar,,7,,
Jim Hedges,President,,Prohibition,Bolivar,,11,,
Gary Johnson,President,,Libertarian,Bolivar,,100,,
Jill Stein,President,,Green,Bolivar,,38,,
John Bouie ii,U.S.House,2,Republican,Bolivar,,3515,,
Bennie G. Thompson,U.S.House,2,Democrat,Bolivar,,9492,TRUE,
Johnny McLeod,U.S.House,2,Reform,Bolivar,,128,,
Troy Ray,U.S.House,2,Independent,Bolivar,,360,,
