page,candidate,office,district,party,county,precinct,votes,winner,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,11
2,Ben Carson,President,,Republican,Itawamba,Bounds,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Itawamba,Bounds,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Itawamba,Bounds,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Itawamba,Bounds,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Itawamba,Bounds,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Itawamba,Bounds,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Itawamba,Bounds,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Itawamba,Bounds,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Itawamba,Bounds,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Itawamba,Bounds,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Itawamba,Bounds,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Itawamba,Bounds,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Itawamba,Bounds,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Bounds,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Itawamba,Bounds,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Itawamba,Bounds,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Itawamba,Bounds,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Paul Clever,U.S. House,1,Republican,Itawamba,Bounds,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Trent Kelly,U.S. House,1,Republican,Itawamba,Bounds,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jacob Owens,U.S. House,1,Democrat,Itawamba,Bounds,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Itawamba,Cardsville,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Itawamba,Cardsville,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Itawamba,Cardsville,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Itawamba,Cardsville,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Itawamba,Cardsville,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Itawamba,Cardsville,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Itawamba,Cardsville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Paul Clever,U.S. House,1,Republican,Itawamba,Cardsville,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Trent Kelly,U.S. House,1,Republican,Itawamba,Cardsville,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jacob Owens,U.S. House,1,Democrat,Itawamba,Cardsville,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Itawamba,Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Itawamba,Carolina,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Itawamba,Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Itawamba,Carolina,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Itawamba,Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Itawamba,Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Itawamba,Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Itawamba,Carolina,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Itawamba,Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Itawamba,Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Itawamba,Carolina,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Itawamba,Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Itawamba,Carolina,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Itawamba,Carolina,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Itawamba,Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Itawamba,Carolina,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Itawamba,Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Paul Clever,U.S. House,1,Republican,Itawamba,Carolina,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Trent Kelly,U.S. House,1,Republican,Itawamba,Carolina,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jacob Owens,U.S. House,1,Democrat,Itawamba,Carolina,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Itawamba,Centerville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Itawamba,Centerville,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Itawamba,Centerville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Itawamba,Centerville,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Itawamba,Centerville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Itawamba,Centerville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Itawamba,Centerville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Itawamba,Centerville,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Itawamba,Centerville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Itawamba,Centerville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Itawamba,Centerville,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Itawamba,Centerville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Itawamba,Centerville,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Itawamba,Centerville,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Centerville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Itawamba,Centerville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Itawamba,Centerville,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Itawamba,Centerville,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Paul Clever,U.S. House,1,Republican,Itawamba,Centerville,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Trent Kelly,U.S. House,1,Republican,Itawamba,Centerville,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jacob Owens,U.S. House,1,Democrat,Itawamba,Centerville,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Itawamba,Clay,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Itawamba,Clay,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Itawamba,Clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Itawamba,Clay,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Itawamba,Clay,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Itawamba,Clay,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Itawamba,Clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Itawamba,Clay,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Itawamba,Clay,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Itawamba,Clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Itawamba,Clay,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Itawamba,Clay,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Itawamba,Clay,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Itawamba,Clay,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Clay,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Itawamba,Clay,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Itawamba,Clay,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Itawamba,Clay,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Paul Clever,U.S. House,1,Republican,Itawamba,Clay,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Trent Kelly,U.S. House,1,Republican,Itawamba,Clay,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jacob Owens,U.S. House,1,Democrat,Itawamba,Clay,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Itawamba,Courthouse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Itawamba,Courthouse,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Itawamba,Courthouse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Itawamba,Courthouse,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Itawamba,Courthouse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Itawamba,Courthouse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Itawamba,Courthouse,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Itawamba,Courthouse,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Itawamba,Courthouse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Itawamba,Courthouse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Itawamba,Courthouse,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Itawamba,Courthouse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Itawamba,Courthouse,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Itawamba,Courthouse,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Courthouse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Itawamba,Courthouse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Itawamba,Courthouse,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Itawamba,Courthouse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Paul Clever,U.S. House,1,Republican,Itawamba,Courthouse,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Trent Kelly,U.S. House,1,Republican,Itawamba,Courthouse,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jacob Owens,U.S. House,1,Democrat,Itawamba,Courthouse,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Itawamba,Dorsey,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Itawamba,Dorsey,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Itawamba,Dorsey,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Itawamba,Dorsey,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carly Florina,President,,Republican,Itawamba,Dorsey,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Itawamba,Dorsey,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Itawamba,Dorsey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Itawamba,Dorsey,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Itawamba,Dorsey,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Itawamba,Dorsey,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Itawamba,Dorsey,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Itawamba,Dorsey,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Itawamba,Dorsey,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Itawamba,Dorsey,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Dorsey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Itawamba,Dorsey,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Itawamba,Dorsey,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Itawamba,Dorsey,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Paul Clever,U.S. House,1,Republican,Itawamba,Dorsey,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Trent Kelly,U.S. House,1,Republican,Itawamba,Dorsey,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jacob Owens,U.S. House,1,Democrat,Itawamba,Dorsey,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jeb Bush,President,,Republican,Itawamba,Evergreen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ben Carson,President,,Republican,Itawamba,Evergreen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Chris Christie,President,,Republican,Itawamba,Evergreen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ted Cruz,President,,Republican,Itawamba,Evergreen,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
