candidate,office,district,party,county,precinct,votes,winner,page
Donald J. Trump,President,,Republican,Noxubee,Shuqualak,133,,2
Darrell Castle,President,,Constitution,Noxubee,Shuqualak,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Noxubee,Shuqualak,0,,2
Jim Hedges,President,,Prohibition,Noxubee,Shuqualak,0,,2
Gary Johnson,President,,Libertarian,Noxubee,Shuqualak,3,,2
Jill Stein,President,,Green,Noxubee,Shuqualak,0,,2
Gregg Harper,U.S. House,3,Republican,Noxubee,Shuqualak,171,,2
Dennis C. Quinn,U.S. House,3,Democrat,Noxubee,Shuqualak,405,,2
Roger I. Gerrard,U.S. House,3,Veterans,Noxubee,Shuqualak,16,,2
Lajena Sheets,U.S. House,3,Reform,Noxubee,Shuqualak,2,,2
Hillary Clinton,President,,Democrat,Noxubee,Summerville,37,,2
Donald J. Trump,President,,Republican,Noxubee,Summerville,94,,2
Darrell Castle,President,,Constitution,Noxubee,Summerville,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Noxubee,Summerville,0,,2
Jim Hedges,President,,Prohibition,Noxubee,Summerville,0,,2
Gary Johnson,President,,Libertarian,Noxubee,Summerville,1,,2
Jill Stein,President,,Green,Noxubee,Summerville,0,,2
Gregg Harper,U.S. House,3,Republican,Noxubee,Summerville,99,,2
Dennis C. Quinn,U.S. House,3,Democrat,Noxubee,Summerville,29,,2
Roger I. Gerrard,U.S. House,3,Veterans,Noxubee,Summerville,3,,2
Lajena Sheets,U.S. House,3,Reform,Noxubee,Summerville,1,,2
Hillary Clinton,President,,Democrat,Noxubee,,4347,TRUE,2
Donald J. Trump,President,,Republican,Noxubee,,1200,,2
Darrell Castle,President,,Constitution,Noxubee,,6,,2
Rocky' Roque De La Fuente,President,,American Delta,Noxubee,,0,,2
Jim Hedges,President,,Prohibition,Noxubee,,3,,2
Gary Johnson,President,,Libertarian,Noxubee,,12,,2
Jill Stein,President,,Green,Noxubee,,6,,2
Gregg Harper,U.S. House,3,Republican,Noxubee,,1515,,2
Dennis C. Quinn,U.S. House,3,Democrat,Noxubee,,3292,TRUE,2
Roger I. Gerrard,U.S. House,3,Veterans,Noxubee,,132,,2
Lajena Sheets,U.S. House,3,Reform,Noxubee,,28,,2
