candidate,office,district,party,county,precinct,votes,winner,page
Bennie G. Thompson,U.S.House,2,Democrat,Holmes,Beat 5 Cruger,183,,3
Johnny McLeod,U.S.House,2,Reform,Holmes,Beat 5 Cruger,5,,3
Troy Ray,U.S.House,2,Independent,Holmes,Beat 5 Cruger,3,,3
Hillary Clinton,President,,Democrat,Holmes,Beat 5 Lexington,203,,3
Donald J. Trump,President,,Republican,Holmes,Beat 5 Lexington,171,,3
Darrell Castle,President,,Constitution,Holmes,Beat 5 Lexington,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Holmes,Beat 5 Lexington,0,,3
Jim Hedges,President,,Prohibition,Holmes,Beat 5 Lexington,0,,3
Gary Johnson,President,,Libertarian,Holmes,Beat 5 Lexington,3,,3
Jill Stein,President,,Green,Holmes,Beat 5 Lexington,0,,3
John Bouie ii,U.S.House,2,Republican,Holmes,Beat 5 Lexington,114,,3
Bennie G. Thompson,U.S.House,2,Democrat,Holmes,Beat 5 Lexington,226,,3
Johnny McLeod,U.S.House,2,Reform,Holmes,Beat 5 Lexington,7,,3
Troy Ray,U.S.House,2,Independent,Holmes,Beat 5 Lexington,28,,3
Hillary Clinton,President,,Democrat,Holmes,Beat 5 Tchula,1001,,3
Donald J. Trump,President,,Republican,Holmes,Beat 5 Tchula,78,,3
Darrell Castle,President,,Constitution,Holmes,Beat 5 Tchula,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Holmes,Beat 5 Tchula,0,,3
Jim Hedges,President,,Prohibition,Holmes,Beat 5 Tchula,1,,3
Gary Johnson,President,,Libertarian,Holmes,Beat 5 Tchula,3,,3
Jill Stein,President,,Green,Holmes,Beat 5 Tchula,2,,3
John Bouie ii,U.S.House,2,Republican,Holmes,Beat 5 Tchula,76,,3
Bennie G. Thompson,U.S.House,2,Democrat,Holmes,Beat 5 Tchula,983,,3
Johnny McLeod,U.S.House,2,Reform,Holmes,Beat 5 Tchula,5,,3
Troy Ray,U.S.House,2,Independent,Holmes,Beat 5 Tchula,8,,3
Hillary Clinton,President,,Democrat,Holmes,,6689,TRUE,3
Donald J. Trump,President,,Republican,Holmes,,1309,,3
Darrell Castle,President,,Constitution,Holmes,,20,,3
Rocky' Roque De La Fuente,President,,American Delta,Holmes,,4,,3
Jim Hedges,President,,Prohibition,Holmes,,10,,3
Gary Johnson,President,,Libertarian,Holmes,,25,,3
Jill Stein,President,,Green,Holmes,,19,,3
John Bouie ii,U.S.House,2,Republican,Holmes,,930,,3
Bennie G. Thompson,U.S.House,2,Democrat,Holmes,,6725,TRUE,3
Johnny McLeod,U.S.House,2,Reform,Holmes,,64,,3
Troy Ray,U.S.House,2,Independent,Holmes,,268,,3
