candidate,office,district,party,county,precinct,votes,winner ,page
Jim Hedges,President,,Prohibition,Lee,Verona,0,,5
Gary Johnson,President,,Libertarian,Lee,Verona,8,,5
Jill Stein,President,,Green,Lee,Verona,4,,5
Trent Kelly,U.S.House,1,Republican,Lee,Verona,440,,5
Jacob Owens,U.S.House,1,Democrat,Lee,Verona,424,,5
Cathy L. Toole,U.S.House,1,Reform,Lee,Verona,14,,5
Chase Wilson,U.S.House,1,Libertarian,Lee,Verona,7,,5
Hillary Clinton,President,,Democrat,Lee,,10029,,5
Donald J. Trump,President,,Republican,Lee,,22220,TRUE,5
Darrell Castle,President,,Constitution,Lee,,109,,5
Rocky' Roque De La Fuente,President,,American Delta,Lee,,15,,5
Jim Hedges,President,,Prohibition,Lee,,14,,5
Gary Johnson,President,,Libertarian,Lee,,405,,5
Jill Stein,President,,Green,Lee,,121,,5
Trent Kelly,U.S.House,1,Republican,Lee,,23897,TRUE,5
Jacob Owens,U.S.House,1,Democrat,Lee,,7562,,5
Cathy L. Toole,U.S.House,1,Reform,Lee,,248,,5
Chase Wilson,U.S.House,1,Libertarian,Lee,,471,,5
