candidate,office,district,party,county,precinct,votes,winner ,page
Darrell Castle,President,,Constitution,Leflore,Schlater,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Leflore,Schlater,0,,2
Jim Hedges,President,,Prohibition,Leflore,Schlater,0,,2
Gary Johnson,President,,Libertarian,Leflore,Schlater,0,,2
Jill Stein,President,,Green,Leflore,Schlater,0,,2
John Bouie ii,U.S.House,2,Republican,Leflore,Schlater,61,,2
Bennie G. Thompson,U.S.House,2,Democrat,Leflore,Schlater,129,,2
Johnny McLeod,U.S.House,2,Reform,Leflore,Schlater,2,,2
Troy Ray,U.S.House,2,Independent,Leflore,Schlater,6,,2
Hillary Clinton,President,,Democrat,Leflore,Sidon,186,,3
Donald J. Trump,President,,Republican,Leflore,Sidon,72,,3
Darrell Castle,President,,Constitution,Leflore,Sidon,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Leflore,Sidon,0,,3
Jim Hedges,President,,Prohibition,Leflore,Sidon,0,,3
Gary Johnson,President,,Libertarian,Leflore,Sidon,1,,3
Jill Stein,President,,Green,Leflore,Sidon,0,,3
John Bouie ii,U.S.House,2,Republican,Leflore,Sidon,54,,3
Bennie G. Thompson,U.S.House,2,Democrat,Leflore,Sidon,189,,3
Johnny McLeod,U.S.House,2,Reform,Leflore,Sidon,2,,3
Troy Ray,U.S.House,2,Independent,Leflore,Sidon,5,,3
Hillary Clinton,President,,Democrat,Leflore,South Gwd,368,,3
Donald J. Trump,President,,Republican,Leflore,South Gwd,5,,3
Darrell Castle,President,,Constitution,Leflore,South Gwd,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Leflore,South Gwd,0,,3
Jim Hedges,President,,Prohibition,Leflore,South Gwd,0,,3
Gary Johnson,President,,Libertarian,Leflore,South Gwd,1,,3
Jill Stein,President,,Green,Leflore,South Gwd,1,,3
John Bouie ii,U.S.House,2,Republican,Leflore,South Gwd,9,,3
Bennie G. Thompson,U.S.House,2,Democrat,Leflore,South Gwd,356,,3
Johnny McLeod,U.S.House,2,Reform,Leflore,South Gwd,2,,3
Troy Ray,U.S.House,2,Independent,Leflore,South Gwd,2,,3
Hillary Clinton,President,,Democrat,Leflore,South Itta Bena,236,,3
Donald J. Trump,President,,Republican,Leflore,South Itta Bena,56,,3
Darrell Castle,President,,Constitution,Leflore,South Itta Bena,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Leflore,South Itta Bena,0,,3
Jim Hedges,President,,Prohibition,Leflore,South Itta Bena,0,,3
Gary Johnson,President,,Libertarian,Leflore,South Itta Bena,0,,3
Jill Stein,President,,Green,Leflore,South Itta Bena,0,,3
John Bouie ii,U.S.House,2,Republican,Leflore,South Itta Bena,50,,3
Bennie G. Thompson,U.S.House,2,Democrat,Leflore,South Itta Bena,240,,3
Johnny McLeod,U.S.House,2,Reform,Leflore,South Itta Bena,1,,3
Troy Ray,U.S.House,2,Independent,Leflore,South Itta Bena,4,,3
Hillary Clinton,President,,Democrat,Leflore,Southeast Gwd,1063,,3
Donald J. Trump,President,,Republican,Leflore,Southeast Gwd,213,,3
Darrell Castle,President,,Constitution,Leflore,Southeast Gwd,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Leflore,Southeast Gwd,0,,3
Jim Hedges,President,,Prohibition,Leflore,Southeast Gwd,1,,3
Gary Johnson,President,,Libertarian,Leflore,Southeast Gwd,1,,3
Jill Stein,President,,Green,Leflore,Southeast Gwd,2,,3
John Bouie ii,U.S.House,2,Republican,Leflore,Southeast Gwd,152,,3
Bennie G. Thompson,U.S.House,2,Democrat,Leflore,Southeast Gwd,1079,,3
Johnny McLeod,U.S.House,2,Reform,Leflore,Southeast Gwd,8,,3
Troy Ray,U.S.House,2,Independent,Leflore,Southeast Gwd,28,,3
Hillary Clinton,President,,Democrat,Leflore,Southwest Gwd,324,,3
Donald J. Trump,President,,Republican,Leflore,Southwest Gwd,10,,3
Darrell Castle,President,,Constitution,Leflore,Southwest Gwd,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Leflore,Southwest Gwd,0,,3
Jim Hedges,President,,Prohibition,Leflore,Southwest Gwd,1,,3
Gary Johnson,President,,Libertarian,Leflore,Southwest Gwd,1,,3
Jill Stein,President,,Green,Leflore,Southwest Gwd,1,,3
John Bouie ii,U.S.House,2,Republican,Leflore,Southwest Gwd,5,,3
Bennie G. Thompson,U.S.House,2,Democrat,Leflore,Southwest Gwd,326,,3
Johnny McLeod,U.S.House,2,Reform,Leflore,Southwest Gwd,1,,3
Troy Ray,U.S.House,2,Independent,Leflore,Southwest Gwd,1,,3
Hillary Clinton,President,,Democrat,Leflore,Swiftown,18,,3
Donald J. Trump,President,,Republican,Leflore,Swiftown,26,,3
Darrell Castle,President,,Constitution,Leflore,Swiftown,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Leflore,Swiftown,0,,3
Jim Hedges,President,,Prohibition,Leflore,Swiftown,0,,3
Gary Johnson,President,,Libertarian,Leflore,Swiftown,1,,3
Jill Stein,President,,Green,Leflore,Swiftown,1,,3
John Bouie ii,U.S.House,2,Republican,Leflore,Swiftown,15,,3
Bennie G. Thompson,U.S.House,2,Democrat,Leflore,Swiftown,27,,3
Johnny McLeod,U.S.House,2,Reform,Leflore,Swiftown,0,,3
Troy Ray,U.S.House,2,Independent,Leflore,Swiftown,3,,3
Hillary Clinton,President,,Democrat,Leflore,West Gwd,899,,3
Donald J. Trump,President,,Republican,Leflore,West Gwd,118,,3
Darrell Castle,President,,Constitution,Leflore,West Gwd,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Leflore,West Gwd,0,,3
Jim Hedges,President,,Prohibition,Leflore,West Gwd,0,,3
Gary Johnson,President,,Libertarian,Leflore,West Gwd,4,,3
Jill Stein,President,,Green,Leflore,West Gwd,2,,3
John Bouie ii,U.S.House,2,Republican,Leflore,West Gwd,100,,3
Bennie G. Thompson,U.S.House,2,Democrat,Leflore,West Gwd,885,,3
Johnny McLeod,U.S.House,2,Reform,Leflore,West Gwd,3,,3
Troy Ray,U.S.House,2,Independent,Leflore,West Gwd,19,,3
Hillary Clinton,President,,Democrat,Leflore,,7787,TRUE,3
Donald J. Trump,President,,Republican,Leflore,,3212,,3
Darrell Castle,President,,Constitution,Leflore,,25,,3
Rocky' Roque De La Fuente,President,,American Delta,Leflore,,7,,3
Jim Hedges,President,,Prohibition,Leflore,,6,,3
Gary Johnson,President,,Libertarian,Leflore,,78,,3
Jill Stein,President,,Green,Leflore,,25,,3
John Bouie ii,U.S.House,2,Republican,Leflore,,2688,,3
Bennie G. Thompson,U.S.House,2,Democrat,Leflore,,7894,TRUE,3
Johnny McLeod,U.S.House,2,Reform,Leflore,,85,,3
Troy Ray,U.S.House,2,Independent,Leflore,,286,,3
