candidate,office,district,party,county,precinct,votes,winner,page
Donald J. Trump,President,,Republican,Jeff davis,Hathom 24,132,,2
Darrell Castle,President,,Constitution,Jeff davis,Hathom 24,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,Hathom 24,0,,2
Jim Hedges,President,,Prohibition,Jeff davis,Hathom 24,0,,2
Gary Johnson,President,,Libertarian,Jeff davis,Hathom 24,1,,2
Jill Stein,President,,Green,Jeff davis,Hathom 24,0,,2
Gregg Harper,U.S. House,3,Republican,Jeff davis,Hathom 24,136,,2
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,Hathom 24,45,,2
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,Hathom 24,5,,2
Lajena Sheets,U.S. House,3,Reform,Jeff davis,Hathom 24,0,,2
Hillary Clinton,President,,Democrat,Jeff davis,Herbon 52,51,,2
Donald J. Trump,President,,Republican,Jeff davis,Herbon 52,60,,2
Darrell Castle,President,,Constitution,Jeff davis,Herbon 52,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,Herbon 52,0,,2
Jim Hedges,President,,Prohibition,Jeff davis,Herbon 52,1,,2
Gary Johnson,President,,Libertarian,Jeff davis,Herbon 52,0,,2
Jill Stein,President,,Green,Jeff davis,Herbon 52,0,,2
Gregg Harper,U.S. House,3,Republican,Jeff davis,Herbon 52,69,,2
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,Herbon 52,36,,2
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,Herbon 52,3,,2
Lajena Sheets,U.S. House,3,Reform,Jeff davis,Herbon 52,0,,2
Hillary Clinton,President,,Democrat,Jeff davis,Meiba 34,16,,3
Donald J. Trump,President,,Republican,Jeff davis,Meiba 34,61,,3
Darrell Castle,President,,Constitution,Jeff davis,Meiba 34,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,Meiba 34,0,,3
Jim Hedges,President,,Prohibition,Jeff davis,Meiba 34,0,,3
Gary Johnson,President,,Libertarian,Jeff davis,Meiba 34,0,,3
Jill Stein,President,,Green,Jeff davis,Meiba 34,0,,3
Gregg Harper,U.S. House,3,Republican,Jeff davis,Meiba 34,53,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,Meiba 34,15,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,Meiba 34,3,,3
Lajena Sheets,U.S. House,3,Reform,Jeff davis,Meiba 34,1,,3
Hillary Clinton,President,,Democrat,Jeff davis,Mt Carmel 42,188,,3
Donald J. Trump,President,,Republican,Jeff davis,Mt Carmel 42,13,,3
Darrell Castle,President,,Constitution,Jeff davis,Mt Carmel 42,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,Mt Carmel 42,0,,3
Jim Hedges,President,,Prohibition,Jeff davis,Mt Carmel 42,0,,3
Gary Johnson,President,,Libertarian,Jeff davis,Mt Carmel 42,0,,3
Jill Stein,President,,Green,Jeff davis,Mt Carmel 42,1,,3
Gregg Harper,U.S. House,3,Republican,Jeff davis,Mt Carmel 42,40,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,Mt Carmel 42,150,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,Mt Carmel 42,9,,3
Lajena Sheets,U.S. House,3,Reform,Jeff davis,Mt Carmel 42,4,,3
Hillary Clinton,President,,Democrat,Jeff davis,North East Prentiss 43,426,,3
Donald J. Trump,President,,Republican,Jeff davis,North East Prentiss 43,187,,3
Darrell Castle,President,,Constitution,Jeff davis,North East Prentiss 43,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,North East Prentiss 43,0,,3
Jim Hedges,President,,Prohibition,Jeff davis,North East Prentiss 43,1,,3
Gary Johnson,President,,Libertarian,Jeff davis,North East Prentiss 43,1,,3
Jill Stein,President,,Green,Jeff davis,North East Prentiss 43,0,,3
Gregg Harper,U.S. House,3,Republican,Jeff davis,North East Prentiss 43,232,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,North East Prentiss 43,354,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,North East Prentiss 43,15,,3
Lajena Sheets,U.S. House,3,Reform,Jeff davis,North East Prentiss 43,4,,3
Hillary Clinton,President,,Democrat,Jeff davis,North West Prentiss 53,193,,3
Donald J. Trump,President,,Republican,Jeff davis,North West Prentiss 53,67,,3
Darrell Castle,President,,Constitution,Jeff davis,North West Prentiss 53,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,North West Prentiss 53,0,,3
Jim Hedges,President,,Prohibition,Jeff davis,North West Prentiss 53,0,,3
Gary Johnson,President,,Libertarian,Jeff davis,North West Prentiss 53,0,,3
Jill Stein,President,,Green,Jeff davis,North West Prentiss 53,0,,3
Gregg Harper,U.S. House,3,Republican,Jeff davis,North West Prentiss 53,77,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,North West Prentiss 53,165,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,North West Prentiss 53,6,,3
Lajena Sheets,U.S. House,3,Reform,Jeff davis,North West Prentiss 53,2,,3
Hillary Clinton,President,,Democrat,Jeff davis,Red House 55,232,,3
Donald J. Trump,President,,Republican,Jeff davis,Red House 55,90,,3
Darrell Castle,President,,Constitution,Jeff davis,Red House 55,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,Red House 55,0,,3
Jim Hedges,President,,Prohibition,Jeff davis,Red House 55,0,,3
Gary Johnson,President,,Libertarian,Jeff davis,Red House 55,1,,3
Jill Stein,President,,Green,Jeff davis,Red House 55,0,,3
Gregg Harper,U.S. House,3,Republican,Jeff davis,Red House 55,114,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,Red House 55,184,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,Red House 55,4,,3
Lajena Sheets,U.S. House,3,Reform,Jeff davis,Red House 55,1,,3
Hillary Clinton,President,,Democrat,Jeff davis,Son'S Academy 25,166,,3
Donald J. Trump,President,,Republican,Jeff davis,Son'S Academy 25,56,,3
Darrell Castle,President,,Constitution,Jeff davis,Son'S Academy 25,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,Son'S Academy 25,0,,3
Jim Hedges,President,,Prohibition,Jeff davis,Son'S Academy 25,0,,3
Gary Johnson,President,,Libertarian,Jeff davis,Son'S Academy 25,0,,3
Jill Stein,President,,Green,Jeff davis,Son'S Academy 25,0,,3
Gregg Harper,U.S. House,3,Republican,Jeff davis,Son'S Academy 25,73,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,Son'S Academy 25,129,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,Son'S Academy 25,6,,3
Lajena Sheets,U.S. House,3,Reform,Jeff davis,Son'S Academy 25,6,,3
Hillary Clinton,President,,Democrat,Jeff davis,South Prentiss 12,218,,3
Donald J. Trump,President,,Republican,Jeff davis,South Prentiss 12,353,,3
Darrell Castle,President,,Constitution,Jeff davis,South Prentiss 12,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,South Prentiss 12,0,,3
Jim Hedges,President,,Prohibition,Jeff davis,South Prentiss 12,0,,3
Gary Johnson,President,,Libertarian,Jeff davis,South Prentiss 12,6,,3
Jill Stein,President,,Green,Jeff davis,South Prentiss 12,1,,3
Gregg Harper,U.S. House,3,Republican,Jeff davis,South Prentiss 12,375,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,South Prentiss 12,171,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,South Prentiss 12,18,,3
Lajena Sheets,U.S. House,3,Reform,Jeff davis,South Prentiss 12,2,,3
Hillary Clinton,President,,Democrat,Jeff davis,South Prentiss 13,292,,3
Donald J. Trump,President,,Republican,Jeff davis,South Prentiss 13,173,,3
Darrell Castle,President,,Constitution,Jeff davis,South Prentiss 13,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,South Prentiss 13,0,,3
Jim Hedges,President,,Prohibition,Jeff davis,South Prentiss 13,0,,3
Gary Johnson,President,,Libertarian,Jeff davis,South Prentiss 13,0,,3
Jill Stein,President,,Green,Jeff davis,South Prentiss 13,0,,3
Gregg Harper,U.S. House,3,Republican,Jeff davis,South Prentiss 13,208,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,South Prentiss 13,219,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,South Prentiss 13,21,,3
Lajena Sheets,U.S. House,3,Reform,Jeff davis,South Prentiss 13,3,,3
Hillary Clinton,President,,Democrat,Jeff davis,Whiting 56,253,,3
Donald J. Trump,President,,Republican,Jeff davis,Whiting 56,44,,3
Darrell Castle,President,,Constitution,Jeff davis,Whiting 56,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,Whiting 56,0,,3
Jim Hedges,President,,Prohibition,Jeff davis,Whiting 56,0,,3
Gary Johnson,President,,Libertarian,Jeff davis,Whiting 56,0,,3
Jill Stein,President,,Green,Jeff davis,Whiting 56,0,,3
Gregg Harper,U.S. House,3,Republican,Jeff davis,Whiting 56,71,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,Whiting 56,193,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,Whiting 56,7,,3
Lajena Sheets,U.S. House,3,Reform,Jeff davis,Whiting 56,1,,3
Hillary Clinton,President,,Democrat,Jeff davis,Williamson Mill 44,114,,3
Donald J. Trump,President,,Republican,Jeff davis,Williamson Mill 44,178,,3
Darrell Castle,President,,Constitution,Jeff davis,Williamson Mill 44,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,Williamson Mill 44,0,,3
Jim Hedges,President,,Prohibition,Jeff davis,Williamson Mill 44,0,,3
Gary Johnson,President,,Libertarian,Jeff davis,Williamson Mill 44,1,,3
Jill Stein,President,,Green,Jeff davis,Williamson Mill 44,0,,3
Gregg Harper,U.S. House,3,Republican,Jeff davis,Williamson Mill 44,186,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,Williamson Mill 44,93,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,Williamson Mill 44,6,,3
Lajena Sheets,U.S. House,3,Reform,Jeff davis,Williamson Mill 44,2,,3
Hillary Clinton,President,,Democrat,Jeff davis,,3720,TRUE,3
Donald J. Trump,President,,Republican,Jeff davis,,2466,,3
Darrell Castle,President,,Constitution,Jeff davis,,20,,3
Rocky' Roque De La Fuente,President,,American Delta,Jeff davis,,2,,3
Jim Hedges,President,,Prohibition,Jeff davis,,5,,3
Gary Johnson,President,,Libertarian,Jeff davis,,21,,3
Jill Stein,President,,Green,Jeff davis,,3,,3
Gregg Harper,U.S. House,3,Republican,Jeff davis,,2802,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jeff davis,,3028,TRUE,3
Roger I. Gerrard,U.S. House,3,Veterans,Jeff davis,,166,,3
Lajena Sheets,U.S. House,3,Reform,Jeff davis,,47,,3
