page,candidate,office,district,party,county,precinct,votes,winner,,,
3,Alisha Nelson McElhenney,Lieutenant Governor,,R,Attala,Thompson,0,,,,
3,Tate Reeves,Lieutenant Governor,,R,Attala,Thompson,6,,,,
3,Alisha Nelson McElhenney,Lieutenant Governor,,R,Attala,Williamsville,5,,,,
3,Tate Reeves,Lieutenant Governor,,R,Attala,Williamsville,51,,,,
3,Alisha Nelson McElhenney,Lieutenant Governor,,R,Attala,Zama,1,,,,
3,Tate Reeves,Lieutenant Governor,,R,Attala,Zama,6,,,,
3,Alisha Nelson McElhenney,Lieutenant Governor,,R,Attala,TOTAL,43,,,,
3,Tate Reeves,Lieutenant Governor,,R,Attala,TOTAL,352,,,,
2,Delbert Hosemann,Secretary of State,,R,Attala,Aponaug,8,,,,
2,Delbert Hosemann,Secretary of State,,R,Attala,Berea,5,,,,
2,Delbert Hosemann,Secretary of State,,R,Attala,Carmack,8,,,,
2,Delbert Hosemann,Secretary of State,,R,Attala,East,60,,,,
2,Delbert Hosemann,Secretary of State,,R,Attala,Ethel,3,,,,
2,Delbert Hosemann,Secretary of State,,R,Attala,Hesterville,1,,,,
2,Delbert Hosemann,Secretary of State,,R,Attala,Liberty Chapel,4,,,,
2,Delbert Hosemann,Secretary of State,,R,Attala,Mcadams,13,,,,
2,Delbert Hosemann,Secretary of State,,R,Attala,Mccool,19,,,,
2,Delbert Hosemann,Secretary of State,,R,Attala,Newport,21,,,,
2,Delbert Hosemann,Secretary of State,,R,Attala,North Central,22,,,,
3,Delbert Hosemann,Secretary of State,,R,Attala,North East,25,,,,
3,Delbert Hosemann,Secretary of State,,R,Attala,North West,16,,,,
3,Delbert Hosemann,Secretary of State,,R,Attala,Possumneck,15,,,,
3,Delbert Hosemann,Secretary of State,,R,Attala,Providence,21,,,,
3,Delbert Hosemann,Secretary of State,,R,Attala,Sallis,21,,,,
3,Delbert Hosemann,Secretary of State,,R,Attala,South Central,37,,,,
3,Delbert Hosemann,Secretary of State,,R,Attala,South West,11,,,,
3,Delbert Hosemann,Secretary of State,,R,Attala,Thompson,6,,,,
3,Delbert Hosemann,Secretary of State,,R,Attala,Williamsville,53,,,,
3,Delbert Hosemann,Secretary of State,,R,Attala,Zama,17,,,,
3,Delbert Hosemann,Secretary of State,,R,Attala,TOTAL,385,,,,
2,Mike Hurst,Attorney General,,R,Attala,Aponaug,7,,,,
2,Mike Hurst,Attorney General,,R,Attala,Berea,4,,,,
2,Mike Hurst,Attorney General,,R,Attala,Carmack,8,,,,
2,Mike Hurst,Attorney General,,R,Attala,East,57,,,,
2,Mike Hurst,Attorney General,,R,Attala,Ethel,3,,,,
2,Mike Hurst,Attorney General,,R,Attala,Hesterville,2,,,,
2,Mike Hurst,Attorney General,,R,Attala,Liberty Chapel,3,,,,
2,Mike Hurst,Attorney General,,R,Attala,Mcadams,12,,,,
2,Mike Hurst,Attorney General,,R,Attala,Mccool,17,,,,
2,Mike Hurst,Attorney General,,R,Attala,Newport,21,,,,
2,Mike Hurst,Attorney General,,R,Attala,North Central,22,,,,
3,Mike Hurst,Attorney General,,R,Attala,North East,24,,,,
3,Mike Hurst,Attorney General,,R,Attala,North West,15,,,,
3,Mike Hurst,Attorney General,,R,Attala,Possumneck,14,,,,
3,Mike Hurst,Attorney General,,R,Attala,Providence,20,,,,
3,Mike Hurst,Attorney General,,R,Attala,Sallis,20,,,,
3,Mike Hurst,Attorney General,,R,Attala,South Central,36,,,,
3,Mike Hurst,Attorney General,,R,Attala,South West,10,,,,
3,Mike Hurst,Attorney General,,R,Attala,Thompson,6,,,,
3,Mike Hurst,Attorney General,,R,Attala,Williamsville,50,,,,
3,Mike Hurst,Attorney General,,R,Attala,Zama,16,,,,
3,Mike Hurst,Attorney General,,R,Attala,TOTAL,367,,,,
2,Mary Hawkins Butler,State Auditor,,R,Attala,Aponaug,1,,,,
2,Stacey E. Pickering,State Auditor,,R,Attala,Aponaug,7,,,,
2,Mary Hawkins Butler,State Auditor,,R,Attala,Berea,1,,,,
2,Stacey E. Pickering,State Auditor,,R,Attala,Berea,5,,,,
2,Mary Hawkins Butler,State Auditor,,R,Attala,Carmack,0,,,,
2,Stacey E. Pickering,State Auditor,,R,Attala,Carmack,8,,,,
2,Mary Hawkins Butler,State Auditor,,R,Attala,East,29,,,,
2,Stacey E. Pickering,State Auditor,,R,Attala,East,38,,,,
2,Mary Hawkins Butler,State Auditor,,R,Attala,Ethel,2,,,,
2,Stacey E. Pickering,State Auditor,,R,Attala,Ethel,1,,,,
2,Mary Hawkins Butler,State Auditor,,R,Attala,Hesterville,1,,,,
2,Stacey E. Pickering,State Auditor,,R,Attala,Hesterville,1,,,,
2,Mary Hawkins Butler,State Auditor,,R,Attala,Liberty Chapel,1,,,,
2,Stacey E. Pickering,State Auditor,,R,Attala,Liberty Chapel,3,,,,
2,Mary Hawkins Butler,State Auditor,,R,Attala,Mcadams,3,,,,
2,Stacey E. Pickering,State Auditor,,R,Attala,Mcadams,10,,,,
2,Mary Hawkins Butler,State Auditor,,R,Attala,Mccool,8,,,,
2,Stacey E. Pickering,State Auditor,,R,Attala,Mccool,12,,,,
2,Mary Hawkins Butler,State Auditor,,R,Attala,Newport,5,,,,
2,Stacey E. Pickering,State Auditor,,R,Attala,Newport,16,,,,
2,Mary Hawkins Butler,State Auditor,,R,Attala,North Central,7,,,,
2,Stacey E. Pickering,State Auditor,,R,Attala,North Central,15,,,,
3,Mary Hawkins Butler,State Auditor,,R,Attala,North East,10,,,,
3,Stacey E. Pickering,State Auditor,,R,Attala,North East,16,,,,
3,Mary Hawkins Butler,State Auditor,,R,Attala,North West,3,,,,
3,Stacey E. Pickering,State Auditor,,R,Attala,North West,13,,,,
3,Mary Hawkins Butler,State Auditor,,R,Attala,Possumneck,3,,,,
3,Stacey E. Pickering,State Auditor,,R,Attala,Possumneck,12,,,,
3,Mary Hawkins Butler,State Auditor,,R,Attala,Providence,6,,,,
3,Stacey E. Pickering,State Auditor,,R,Attala,Providence,15,,,,
3,Mary Hawkins Butler,State Auditor,,R,Attala,Sallis,6,,,,
3,Stacey E. Pickering,State Auditor,,R,Attala,Sallis,16,,,,
3,Mary Hawkins Butler,State Auditor,,R,Attala,South Central,12,,,,
3,Stacey E. Pickering,State Auditor,,R,Attala,South Central,23,,,,
3,Mary Hawkins Butler,State Auditor,,R,Attala,South West,2,,,,
3,Stacey E. Pickering,State Auditor,,R,Attala,South West,9,,,,
3,Mary Hawkins Butler,State Auditor,,R,Attala,Thompson,0,,,,
3,Stacey E. Pickering,State Auditor,,R,Attala,Thompson,6,,,,
3,Mary Hawkins Butler,State Auditor,,R,Attala,Williamsville,16,,,,
3,Stacey E. Pickering,State Auditor,,R,Attala,Williamsville,38,,,,
3,Mary Hawkins Butler,State Auditor,,R,Attala,Zama,4,,,,
3,Stacey E. Pickering,State Auditor,,R,Attala,Zama,14,,,,
3,Mary Hawkins Butler,State Auditor,,R,Attala,TOTAL,120,,,,
3,Stacey E. Pickering,State Auditor,,R,Attala,TOTAL,278,,,,
2,Lynn Fitch,State Treasurer,,R,Attala,Aponaug,4,,,,
2,David McRae,State Treasurer,,R,Attala,Aponaug,4,,,,
2,Lynn Fitch,State Treasurer,,R,Attala,Berea,5,,,,
2,David McRae,State Treasurer,,R,Attala,Berea,1,,,,
2,Lynn Fitch,State Treasurer,,R,Attala,Carmack,5,,,,
2,David McRae,State Treasurer,,R,Attala,Carmack,3,,,,
2,Lynn Fitch,State Treasurer,,R,Attala,East,40,,,,
2,David McRae,State Treasurer,,R,Attala,East,25,,,,
2,Lynn Fitch,State Treasurer,,R,Attala,Ethel,3,,,,
2,David McRae,State Treasurer,,R,Attala,Ethel,0,,,,
2,Lynn Fitch,State Treasurer,,R,Attala,Hesterville,1,,,,
2,David McRae,State Treasurer,,R,Attala,Hesterville,2,,,,
2,Lynn Fitch,State Treasurer,,R,Attala,Liberty Chapel,3,,,,
2,David McRae,State Treasurer,,R,Attala,Liberty Chapel,1,,,,
2,Lynn Fitch,State Treasurer,,R,Attala,Mcadams,4,,,,
2,David McRae,State Treasurer,,R,Attala,Mcadams,9,,,,
2,Lynn Fitch,State Treasurer,,R,Attala,Mccool,13,,,,
2,David McRae,State Treasurer,,R,Attala,Mccool,6,,,,
2,Lynn Fitch,State Treasurer,,R,Attala,Newport,11,,,,
2,David McRae,State Treasurer,,R,Attala,Newport,10,,,,
2,Lynn Fitch,State Treasurer,,R,Attala,North Central,12,,,,
2,David McRae,State Treasurer,,R,Attala,North Central,10,,,,
3,Lynn Fitch,State Treasurer,,R,Attala,North East,15,,,,
3,David McRae,State Treasurer,,R,Attala,North East,10,,,,
3,Lynn Fitch,State Treasurer,,R,Attala,North West,12,,,,
3,David McRae,State Treasurer,,R,Attala,North West,4,,,,
3,Lynn Fitch,State Treasurer,,R,Attala,Possumneck,9,,,,
3,David McRae,State Treasurer,,R,Attala,Possumneck,6,,,,
3,Lynn Fitch,State Treasurer,,R,Attala,Providence,8,,,,
3,David McRae,State Treasurer,,R,Attala,Providence,13,,,,
3,Lynn Fitch,State Treasurer,,R,Attala,Sallis,12,,,,
3,David McRae,State Treasurer,,R,Attala,Sallis,16,,,,
3,Lynn Fitch,State Treasurer,,R,Attala,South Central,19,,,,
3,David McRae,State Treasurer,,R,Attala,South Central,17,,,,
3,Lynn Fitch,State Treasurer,,R,Attala,South West,10,,,,
3,David McRae,State Treasurer,,R,Attala,South West,1,,,,
3,Lynn Fitch,State Treasurer,,R,Attala,Thompson,5,,,,
3,David McRae,State Treasurer,,R,Attala,Thompson,1,,,,
3,Lynn Fitch,State Treasurer,,R,Attala,Williamsville,34,,,,
3,David McRae,State Treasurer,,R,Attala,Williamsville,18,,,,
3,Lynn Fitch,State Treasurer,,R,Attala,Zama,8,,,,
3,David McRae,State Treasurer,,R,Attala,Zama,10,,,,
3,Lynn Fitch,State Treasurer,,R,Attala,TOTAL,233,,,,
3,David McRae,State Treasurer,,R,Attala,TOTAL,161,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Aponaug,3,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Berea,5,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Carmack,8,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,East,61,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Ethel,3,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Hesterville,2,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Liberty Chapel,4,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Mcadams,13,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Mccool,18,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Newport,21,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,North Central,22,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,North East,26,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,North West,16,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Possumneck,14,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Providence,21,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Sallis,20,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,South Central,30,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,South West,10,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Thompson,6,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Williamsville,52,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,Zama,17,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Attala,TOTAL,377,,,,
2,Mike Chaney,Commissioner of Insurance,,R,Attala,Aponaug,7,,,,
2,Mike Chaney,Commissioner of Insurance,,R,Attala,Berea,5,,,,
2,Mike Chaney,Commissioner of Insurance,,R,Attala,Carmack,5,,,,
2,Mike Chaney,Commissioner of Insurance,,R,Attala,East,49,,,,
2,Mike Chaney,Commissioner of Insurance,,R,Attala,Ethel,1,,,,
2,Mike Chaney,Commissioner of Insurance,,R,Attala,Hesterville,1,,,,
2,Mike Chaney,Commissioner of Insurance,,R,Attala,Liberty Chapel,3,,,,
2,Mike Chaney,Commissioner of Insurance,,R,Attala,Mcadams,7,,,,
2,Mike Chaney,Commissioner of Insurance,,R,Attala,Mccool,16,,,,
2,Mike Chaney,Commissioner of Insurance,,R,Attala,Newport,15,,,,
2,Mike Chaney,Commissioner of Insurance,,R,Attala,North Central,15,,,,
3,Mike Chaney,Commissioner of Insurance,,R,Attala,North East,22,,,,
3,Mike Chaney,Commissioner of Insurance,,R,Attala,North West,14,,,,
3,Mike Chaney,Commissioner of Insurance,,R,Attala,Possumneck,13,,,,
3,Mike Chaney,Commissioner of Insurance,,R,Attala,Providence,13,,,,
3,Mike Chaney,Commissioner of Insurance,,R,Attala,Sallis,15,,,,
3,Mike Chaney,Commissioner of Insurance,,R,Attala,South Central,30,,,,
3,Mike Chaney,Commissioner of Insurance,,R,Attala,South West,9,,,,
3,Mike Chaney,Commissioner of Insurance,,R,Attala,Thompson,6,,,,
3,Mike Chaney,Commissioner of Insurance,,R,Attala,Williamsville,44,,,,
3,Mike Chaney,Commissioner of Insurance,,R,Attala,Zama,16,,,,
3,Mike Chaney,Commissioner of Insurance,,R,Attala,TOTAL,305,,,,
4,Lydia Graves Chassaniol,State Senate,14,R,Attala,Aponaug,x,,,,
4,Lydia Graves Chassaniol,State Senate,14,R,Attala,Berea,5,,,,
4,Lydia Graves Chassaniol,State Senate,14,R,Attala,Carmack,7,,,,
4,Lydia Graves Chassaniol,State Senate,14,R,Attala,East,x,,,,
4,Lydia Graves Chassaniol,State Senate,14,R,Attala,Ethel,3,,,,
4,Lydia Graves Chassaniol,State Senate,14,R,Attala,Hesterville,2,,,,
4,Lydia Graves Chassaniol,State Senate,14,R,Attala,Liberty Chapel,3,,,,
4,Lydia Graves Chassaniol,State Senate,14,R,Attala,Mcadams,x,,,,
4,Lydia Graves Chassaniol,State Senate,14,R,Attala,Mccool,17,,,,
4,Lydia Graves Chassaniol,State Senate,14,R,Attala,Newport,x,,,,
4,Lydia Graves Chassaniol,State Senate,14,R,Attala,North Central,x,,,,
5,Lydia Graves Chassaniol,State Senate,14,R,Attala,North East,x,,,,
5,Lydia Graves Chassaniol,State Senate,14,R,Attala,North West,x,,,,
5,Lydia Graves Chassaniol,State Senate,14,R,Attala,Possumneck,x,,,,
5,Lydia Graves Chassaniol,State Senate,14,R,Attala,Providence,20,,,,
5,Lydia Graves Chassaniol,State Senate,14,R,Attala,Sallis,x,,,,
5,Lydia Graves Chassaniol,State Senate,14,R,Attala,South Central,x,,,,
5,Lydia Graves Chassaniol,State Senate,14,R,Attala,South West,x,,,,
5,Lydia Graves Chassaniol,State Senate,14,R,Attala,Thompson,6,,,,
5,Lydia Graves Chassaniol,State Senate,14,R,Attala,Williamsville,49,,,,
5,Lydia Graves Chassaniol,State Senate,14,R,Attala,Zama,16,,,,
5,Lydia Graves Chassaniol,State Senate,14,R,Attala,TOTAL,128,,,,
4,Ricky Dewayne Gill,State House,27,R,Attala,Aponaug,1,,,,
4,Ricky Dewayne Gill,State House,27,R,Attala,Berea,x,,,,
4,Ricky Dewayne Gill,State House,27,R,Attala,Carmack,x,,,,
4,Ricky Dewayne Gill,State House,27,R,Attala,East,x,,,,
4,Ricky Dewayne Gill,State House,27,R,Attala,Ethel,x,,,,
4,Ricky Dewayne Gill,State House,27,R,Attala,Hesterville,x,,,,
4,Ricky Dewayne Gill,State House,27,R,Attala,Liberty Chapel,x,,,,
4,Ricky Dewayne Gill,State House,27,R,Attala,Mcadams,x,,,,
4,Ricky Dewayne Gill,State House,27,R,Attala,Mccool,x,,,,
4,Ricky Dewayne Gill,State House,27,R,Attala,Newport,17,,,,
4,Ricky Dewayne Gill,State House,27,R,Attala,North Central,x,,,,
5,Ricky Dewayne Gill,State House,27,R,Attala,North East,19,,,,
5,Ricky Dewayne Gill,State House,27,R,Attala,North West,6,,,,
5,Ricky Dewayne Gill,State House,27,R,Attala,Possumneck,x,,,,
5,Ricky Dewayne Gill,State House,27,R,Attala,Providence,x,,,,
5,Ricky Dewayne Gill,State House,27,R,Attala,Sallis,x,,,,
5,Ricky Dewayne Gill,State House,27,R,Attala,South Central,10,,,,
5,Ricky Dewayne Gill,State House,27,R,Attala,South West,8,,,,
5,Ricky Dewayne Gill,State House,27,R,Attala,Thompson,x,,,,
5,Ricky Dewayne Gill,State House,27,R,Attala,Williamsville,x,,,,
5,Ricky Dewayne Gill,State House,27,R,Attala,Zama,x,,,,
5,Ricky Dewayne Gill,State House,27,R,Attala,TOTAL,61,,,,
4,Joey Hood,State House,35,R,Attala,Aponaug,x,,,,
4,Brian Sims,State House,35,R,Attala,Aponaug,x,,,,
4,Joey Hood,State House,35,R,Attala,Berea,x,,,,
4,Brian Sims,State House,35,R,Attala,Berea,x,,,,
4,Joey Hood,State House,35,R,Attala,Carmack,x,,,,
4,Brian Sims,State House,35,R,Attala,Carmack,x,,,,
4,Joey Hood,State House,35,R,Attala,East,x,,,,
4,Brian Sims,State House,35,R,Attala,East,x,,,,
4,Joey Hood,State House,35,R,Attala,Ethel,2,,,,
4,Brian Sims,State House,35,R,Attala,Ethel,0,,,,
4,Joey Hood,State House,35,R,Attala,Hesterville,x,,,,
4,Brian Sims,State House,35,R,Attala,Hesterville,x,,,,
4,Joey Hood,State House,35,R,Attala,Liberty Chapel,x,,,,
4,Brian Sims,State House,35,R,Attala,Liberty Chapel,x,,,,
4,Joey Hood,State House,35,R,Attala,Mcadams,x,,,,
4,Brian Sims,State House,35,R,Attala,Mcadams,x,,,,
4,Joey Hood,State House,35,R,Attala,Mccool,16,,,,
4,Brian Sims,State House,35,R,Attala,Mccool,3,,,,
4,Joey Hood,State House,35,R,Attala,Newport,x,,,,
4,Brian Sims,State House,35,R,Attala,Newport,x,,,,
4,Joey Hood,State House,35,R,Attala,North Central,x,,,,
4,Brian Sims,State House,35,R,Attala,North Central,x,,,,
5,Joey Hood,State House,35,R,Attala,North East,x,,,,
5,Brian Sims,State House,35,R,Attala,North East,x,,,,
5,Joey Hood,State House,35,R,Attala,North West,x,,,,
5,Brian Sims,State House,35,R,Attala,North West,x,,,,
5,Joey Hood,State House,35,R,Attala,Possumneck,x,,,,
5,Brian Sims,State House,35,R,Attala,Possumneck,x,,,,
5,Joey Hood,State House,35,R,Attala,Providence,x,,,,
5,Brian Sims,State House,35,R,Attala,Providence,x,,,,
5,Joey Hood,State House,35,R,Attala,Sallis,x,,,,
5,Brian Sims,State House,35,R,Attala,Sallis,x,,,,
5,Joey Hood,State House,35,R,Attala,South Central,x,,,,
5,Brian Sims,State House,35,R,Attala,South Central,x,,,,
5,Joey Hood,State House,35,R,Attala,South West,x,,,,
5,Brian Sims,State House,35,R,Attala,South West,x,,,,
5,Joey Hood,State House,35,R,Attala,Thompson,3,,,,
5,Brian Sims,State House,35,R,Attala,Thompson,3,,,,
5,Joey Hood,State House,35,R,Attala,Williamsville,x,,,,
5,Brian Sims,State House,35,R,Attala,Williamsville,x,,,,
5,Joey Hood,State House,35,R,Attala,Zama,x,,,,
5,Brian Sims,State House,35,R,Attala,Zama,x,,,,
5,Joey Hood,State House,35,R,Attala,TOTAL,21,,,,
5,Brian Sims,State House,35,R,Attala,TOTAL,6,,,,
4,Jason White,State House,48,R,Attala,Aponaug,6,,,,
4,Jason White,State House,48,R,Attala,Berea,5,,,,
4,Jason White,State House,48,R,Attala,Carmack,7,,,,
4,Jason White,State House,48,R,Attala,East,65,,,,
4,Jason White,State House,48,R,Attala,Ethel,1,,,,
4,Jason White,State House,48,R,Attala,Hesterville,2,,,,
4,Jason White,State House,48,R,Attala,Liberty Chapel,4,,,,
4,Jason White,State House,48,R,Attala,Mcadams,x,,,,
4,Jason White,State House,48,R,Attala,Mccool,x,,,,
4,Jason White,State House,48,R,Attala,Newport,x,,,,
4,Jason White,State House,48,R,Attala,North Central,22,,,,
5,Jason White,State House,48,R,Attala,North East,6,,,,
5,Jason White,State House,48,R,Attala,North West,7,,,,
5,Jason White,State House,48,R,Attala,Possumneck,15,,,,
5,Jason White,State House,48,R,Attala,Providence,21,,,,
5,Jason White,State House,48,R,Attala,Sallis,x,,,,
5,Jason White,State House,48,R,Attala,South Central,24,,,,
5,Jason White,State House,48,R,Attala,South West,x,,,,
5,Jason White,State House,48,R,Attala,Thompson,x,,,,
5,Jason White,State House,48,R,Attala,Williamsville,52,,,,
5,Jason White,State House,48,R,Attala,Zama,17,,,,
5,Jason White,State House,48,R,Attala,TOTAL,254,,,,
2,Robert Gray,Governor,,D,Attala,Aponaug,50,,,,
2,Valerie Adream Smartt Short,Governor,,D,Attala,Aponaug,14,,,,
2,Vicki Slater,Governor,,D,Attala,Aponaug,29,,,,
2,Robert Gray,Governor,,D,Attala,Berea,46,,,,
2,Valerie Adream Smartt Short,Governor,,D,Attala,Berea,5,,,,
2,Vicki Slater,Governor,,D,Attala,Berea,22,,,,
2,Robert Gray,Governor,,D,Attala,Carmack,68,,,,
2,Valerie Adream Smartt Short,Governor,,D,Attala,Carmack,7,,,,
2,Vicki Slater,Governor,,D,Attala,Carmack,36,,,,
2,Robert Gray,Governor,,D,Attala,East,157,,,,
2,Valerie Adream Smartt Short,Governor,,D,Attala,East,37,,,,
2,Vicki Slater,Governor,,D,Attala,East,102,,,,
2,Robert Gray,Governor,,D,Attala,Ethel,88,,,,
2,Valerie Adream Smartt Short,Governor,,D,Attala,Ethel,16,,,,
