candidate,office,district,party,county,votes
Anne G. Smith,State Senate,47,R,Hinds,
Mike Tyson,State Senate,47,R,Hinds,
Walter Crapps,State Senate,48,R,Hinds,
Katherine DeCoito,State Senate,49,R,Hinds,
Sean Tindell,State Senate,49,R,Hinds,
"Thomas ""Tommy"" Gollot",State Senate,50,R,Hinds,
Butch Loper,State Senate,51,R,Hinds,
"Michael D. Watson, Jr.",State Senate,51,R,Hinds,
Brice Wiggins,State Senate,52,R,Hinds,
"Lester E. ""Bubba"" Carpenter",State House,01,R,Hinds,
Billy Miller,State House,02,R,Hinds,
William Tracy Arnold,State House,03,R,Hinds,
Dana Criswell,State House,06,R,Hinds,
Eugene F. Hamilton,State House,06,R,Hinds,
Steve Hopkins,State House,07,R,Hinds,
Wanda Jennings,State House,07,R,Hinds,
"John T. ""Trey"" Lamar, III",State House,08,R,Hinds,
"Christopher Thomas, Sr.",State House,09,R,Hinds,
Nolan Mettetal,State House,10,R,Hinds,
Brad Mayo,State House,12,R,Hinds,
Steve E. Massingill,State House,13,R,Hinds,
Margaret Ellis Rogers,State House,14,R,Hinds,
E. Mac Huddleston,State House,15,R,Hinds,
Shane Aguirre,State House,17,R,Hinds,
Mark Prince,State House,17,R,Hinds,
Jerry R. Turner,State House,18,R,Hinds,
Randy P. Boyd,State House,19,R,Hinds,
Peggy Schumpert Hussey,State House,19,R,Hinds,
Chris Brown,State House,20,R,Hinds,
Donnie Bell,State House,21,R,Hinds,
Charles Jim Beckett,State House,23,R,Hinds,
Rick Clifton,State House,24,R,Hinds,
Rob Goudy,State House,24,R,Hinds,
Jeff Hale,State House,24,R,Hinds,
Les Hooper,State House,24,R,Hinds,
Gene Alday,State House,25,R,Hinds,
Julian Chandler Bramlett,State House,25,R,Hinds,
Dan Eubanks,State House,25,R,Hinds,
Dewayne Gill,State House,27,R,Hinds,
Robert Foster,State House,28,R,Hinds,
Les Green,State House,28,R,Hinds,
Jerricho Chambers,State House,33,R,Hinds,
Joey Hood,State House,35,R,Hinds,
Brian Sims,State House,35,R,Hinds,
Gary A. Chism,State House,37,R,Hinds,
Jeffrey C. Smith,State House,39,R,Hinds,
Ashley Henley,State House,40,R,Hinds,
Pat Nelson,State House,40,R,Hinds,
"Loyd B. ""Rob"" Roberson",State House,43,R,Hinds,
Mac Smith,State House,43,R,Hinds,
C. Scott Bounds,State House,44,R,Hinds,
James Matthew Bennett,State House,46,R,Hinds,
"Shed Hill Hunger, IV",State House,46,R,Hinds,
Karl Oliver,State House,46,R,Hinds,
Jason White,State House,48,R,Hinds,
William Kinkade,State House,52,R,Hinds,
Vince Mangold,State House,53,R,Hinds,
Alex Monsour,State House,54,R,Hinds,
Philip Gunn,State House,56,R,Hinds,
Bruce Bartley,State House,58,R,Hinds,
Joel Bomgar,State House,58,R,Hinds,
Brent Powell,State House,59,R,Hinds,
Paul J. Buisson,State House,60,R,Hinds,
John L. Moore,State House,60,R,Hinds,
Ray Rogers,State House,61,R,Hinds,
Randall Stephens,State House,61,R,Hinds,
Tom Weathersby,State House,62,R,Hinds,
Wesley Wilson,State House,62,R,Hinds,
Bill Denny,State House,64,R,Hinds,
"James ""Pete"" Perry",State House,70,R,Hinds,
Cory Wilson,State House,73,R,Hinds,
Mark Baker,State House,74,R,Hinds,
Vance Cox,State House,75,R,Hinds,
Andy Gipson,State House,77,R,Hinds,
"Randal ""Randy"" Rushing",State House,78,R,Hinds,
Gary Blakeney,State House,79,R,Hinds,
Mark K. Tullos,State House,79,R,Hinds,
Stephen Horne,State House,81,R,Hinds,
Greg Snowden,State House,83,R,Hinds,
"William E. Shirley, Jr.",State House,84,R,Hinds,
Shane Barnett,State House,86,R,Hinds,
"Michael ""Mike"" D. Davis",State House,87,R,Hinds,
Chris Johnson,State House,87,R,Hinds,
Andy Mozingo,State House,87,R,Hinds,
Christopher S. Hodge,State House,88,R,Hinds,
Mitchell Pitts,State House,88,R,Hinds,
Gary Staples,State House,88,R,Hinds,
Bobby Shows,State House,89,R,Hinds,
Noah L. Sanford,State House,90,R,Hinds,
"Ricky ""Rick"" Ward",State House,90,R,Hinds,
Charles E. Bufkin,State House,91,R,Hinds,
Becky Currie,State House,92,R,Hinds,
Timmy Ladner,State House,93,R,Hinds,
Patricia H. Willis,State House,95,R,Hinds,
Sam Mims,State House,97,R,Hinds,
Bill Pigott,State House,99,R,Hinds,
Harry Griffith,State House,100,R,Hinds,
Ken Morgan,State House,100,R,Hinds,
Brad Touchstone,State House,101,R,Hinds,
Toby Barker,State House,102,R,Hinds,
Ric McCluskey,State House,102,R,Hinds,
Larry Byrd,State House,104,R,Hinds,
Roun McNeal,State House,105,R,Hinds,
Herb Frierson,State House,106,R,Hinds,
Doug McLeod,State House,107,R,Hinds,
Mark S. Formby,State House,108,R,Hinds,
Manly Barton,State House,109,R,Hinds,
Charles Busby,State House,111,R,Hinds,
Amanda Magee,State House,112,R,Hinds,
John O. Read,State House,112,R,Hinds,
Hank Zuber,State House,113,R,Hinds,
"Jeffrey S. ""Jeff"" Guice",State House,114,R,Hinds,
Dr. Barney W. O'Neal,State House,114,R,Hinds,
Randall H. Patterson,State House,115,R,Hinds,
Casey Eure,State House,116,R,Hinds,
Scott Delano,State House,117,R,Hinds,
Greg Haney,State House,118,R,Hinds,
"John McCay, III",State House,118,R,Hinds,
Richard Bennett,State House,120,R,Hinds,
Carolyn Crawford,State House,121,R,Hinds,
Jeff Wallace,State House,121,R,Hinds,
Mickey Lagasse,State House,122,R,Hinds,
Phil Bryant,Governor,,R,Holmes,176
Mitch Young,Governor,,R,Holmes,6
Alisha Nelson McElhenney,Lieutenant Governor,,R,Holmes,15
Tate Reeves,Lieutenant Governor,,R,Holmes,165
Delbert Hoseman,Secretary of State,,R,Holmes,177
Mike Hurst,Attorney General,,R,Holmes,164
Lynn Fitch,State Treasurer,,R,Holmes,115
David McRae,State Treasurer,,R,Holmes,67
Mary Hawkins_Butler,State Auditor,,R,Holmes,58
Stacey Pickering,State Auditor,,R,Holmes,123
Mike Chaney,Commissioner of Insurance,,R,Holmes,141
John Mosley,Commissioner of Insurance,,R,Holmes,42
Cindy Hyde_Smith,Commissioner of Agriculture & Commerce,,R,Holmes,173
James David Eubanks,State Senate,01,R,Holmes,
Chris Massey,State Senate,01,R,Holmes,
David Parker,State Senate,02,R,Holmes,
Nickey Browning,State Senate,03,R,Holmes,
Rita Potts Parks,State Senate,04,R,Holmes,
Nancy Collins,State Senate,06,R,Holmes,
Chad McMahan,State Senate,06,R,Holmes,
Barry Strevel,State Senate,07,R,Holmes,
Gray Tollison,State Senate,09,R,Holmes,
Lydia Graves Chassaniol,State Senate,14,R,Holmes,
Gary Jackson,State Senate,15,R,Holmes,
"Robert A. ""Bobby"" Patrick, Jr.",State Senate,17,R,Holmes,
"Charles ""Chuck"" A. Younger",State Senate,17,R,Holmes,
Jennifer B. Branning,State Senate,18,R,Holmes,
Speedy Calvert,State Senate,18,R,Holmes,
Mark Forsman,State Senate,18,R,Holmes,
Curt Pace,State Senate,18,R,Holmes,
Kevin Blackwell,State Senate,19,R,Holmes,
Josh Harkins,State Senate,20,R,Holmes,
Eugene S. Buck Clarke,State Senate,22,R,Holmes,
Briggs Hopson,State Senate,23,R,Holmes,
Bill Marcy,State Senate,23,R,Holmes,
Bill Billingsley,State Senate,25,R,Holmes,
William Longwitz,State Senate,25,R,Holmes,
Ponto Downing,State Senate,27,R,Holmes,
James Broadwater,State Senate,29,R,Holmes,
Dean Kirby,State Senate,30,R,Holmes,
Terry C. Burton,State Senate,31,R,Holmes,
Gilman DeWayne Warren,State Senate,32,R,Holmes,
Don Wiggins,State Senate,32,R,Holmes,
Videt Carmichael,State Senate,33,R,Holmes,
Cliff Brown,State Senate,35,R,Holmes,
Chris Caughman,State Senate,35,R,Holmes,
Lisa Stanley,State Senate,35,R,Holmes,
Curtis Moroney,State Senate,37,R,Holmes,
Lane B. Reed,State Senate,37,R,Holmes,
Melanie Sojourner,State Senate,37,R,Holmes,
Dennis C. Quinn,State Senate,38,R,Holmes,
Mike Campbell,State Senate,39,R,Holmes,
Sally Doty,State Senate,39,R,Holmes,
Angela Burks Hill,State Senate,40,R,Holmes,
Joey Fillingane,State Senate,41,R,Holmes,
Chris McDaniel,State Senate,42,R,Holmes,
Dennis DeBar,State Senate,43,R,Holmes,
Phillip Gandy,State Senate,43,R,Holmes,
John Polk,State Senate,44,R,Holmes,
Billy Hudson,State Senate,45,R,Holmes,
Philip Moran,State Senate,46,R,Holmes,
Rogena Mitchell,State Senate,47,R,Holmes,
"J.M. ""Mike"" Seymour",State Senate,47,R,Holmes,
Anne G. Smith,State Senate,47,R,Holmes,
Mike Tyson,State Senate,47,R,Holmes,
Walter Crapps,State Senate,48,R,Holmes,
Katherine DeCoito,State Senate,49,R,Holmes,
Sean Tindell,State Senate,49,R,Holmes,
"Thomas ""Tommy"" Gollot",State Senate,50,R,Holmes,
Butch Loper,State Senate,51,R,Holmes,
"Michael D. Watson, Jr.",State Senate,51,R,Holmes,
Brice Wiggins,State Senate,52,R,Holmes,
"Lester E. ""Bubba"" Carpenter",State House,01,R,Holmes,
Billy Miller,State House,02,R,Holmes,
William Tracy Arnold,State House,03,R,Holmes,
Dana Criswell,State House,06,R,Holmes,
Eugene F. Hamilton,State House,06,R,Holmes,
Steve Hopkins,State House,07,R,Holmes,
Wanda Jennings,State House,07,R,Holmes,
"John T. ""Trey"" Lamar, III",State House,08,R,Holmes,
"Christopher Thomas, Sr.",State House,09,R,Holmes,
Nolan Mettetal,State House,10,R,Holmes,
Brad Mayo,State House,12,R,Holmes,
Steve E. Massingill,State House,13,R,Holmes,
Margaret Ellis Rogers,State House,14,R,Holmes,
E. Mac Huddleston,State House,15,R,Holmes,
Shane Aguirre,State House,17,R,Holmes,
Mark Prince,State House,17,R,Holmes,
Jerry R. Turner,State House,18,R,Holmes,
Randy P. Boyd,State House,19,R,Holmes,
Peggy Schumpert Hussey,State House,19,R,Holmes,
Chris Brown,State House,20,R,Holmes,
Donnie Bell,State House,21,R,Holmes,
Charles Jim Beckett,State House,23,R,Holmes,
Rick Clifton,State House,24,R,Holmes,
Rob Goudy,State House,24,R,Holmes,
Jeff Hale,State House,24,R,Holmes,
Les Hooper,State House,24,R,Holmes,
Gene Alday,State House,25,R,Holmes,
Julian Chandler Bramlett,State House,25,R,Holmes,
Dan Eubanks,State House,25,R,Holmes,
Dewayne Gill,State House,27,R,Holmes,
Robert Foster,State House,28,R,Holmes,
Les Green,State House,28,R,Holmes,
Jerricho Chambers,State House,33,R,Holmes,
Joey Hood,State House,35,R,Holmes,
Brian Sims,State House,35,R,Holmes,
Gary A. Chism,State House,37,R,Holmes,
Jeffrey C. Smith,State House,39,R,Holmes,
Ashley Henley,State House,40,R,Holmes,
Pat Nelson,State House,40,R,Holmes,
"Loyd B. ""Rob"" Roberson",State House,43,R,Holmes,
Mac Smith,State House,43,R,Holmes,
C. Scott Bounds,State House,44,R,Holmes,
James Matthew Bennett,State House,46,R,Holmes,
"Shed Hill Hunger, IV",State House,46,R,Holmes,
Karl Oliver,State House,46,R,Holmes,
Jason White,State House,48,R,Holmes,47
William Kinkade,State House,52,R,Holmes,
Vince Mangold,State House,53,R,Holmes,
Alex Monsour,State House,54,R,Holmes,
Philip Gunn,State House,56,R,Holmes,
Bruce Bartley,State House,58,R,Holmes,
Joel Bomgar,State House,58,R,Holmes,
Brent Powell,State House,59,R,Holmes,
Paul J. Buisson,State House,60,R,Holmes,
John L. Moore,State House,60,R,Holmes,
Ray Rogers,State House,61,R,Holmes,
Randall Stephens,State House,61,R,Holmes,
Tom Weathersby,State House,62,R,Holmes,
Wesley Wilson,State House,62,R,Holmes,
Bill Denny,State House,64,R,Holmes,
"James ""Pete"" Perry",State House,70,R,Holmes,
Cory Wilson,State House,73,R,Holmes,
Mark Baker,State House,74,R,Holmes,
Vance Cox,State House,75,R,Holmes,
Andy Gipson,State House,77,R,Holmes,
"Randal ""Randy"" Rushing",State House,78,R,Holmes,
Gary Blakeney,State House,79,R,Holmes,
Mark K. Tullos,State House,79,R,Holmes,
Stephen Horne,State House,81,R,Holmes,
Greg Snowden,State House,83,R,Holmes,
"William E. Shirley, Jr.",State House,84,R,Holmes,
Shane Barnett,State House,86,R,Holmes,
"Michael ""Mike"" D. Davis",State House,87,R,Holmes,
Chris Johnson,State House,87,R,Holmes,
Andy Mozingo,State House,87,R,Holmes,
Christopher S. Hodge,State House,88,R,Holmes,
Mitchell Pitts,State House,88,R,Holmes,
Gary Staples,State House,88,R,Holmes,
Bobby Shows,State House,89,R,Holmes,
Noah L. Sanford,State House,90,R,Holmes,
"Ricky ""Rick"" Ward",State House,90,R,Holmes,
Charles E. Bufkin,State House,91,R,Holmes,
Becky Currie,State House,92,R,Holmes,
Timmy Ladner,State House,93,R,Holmes,
Patricia H. Willis,State House,95,R,Holmes,
Sam Mims,State House,97,R,Holmes,
Bill Pigott,State House,99,R,Holmes,
Harry Griffith,State House,100,R,Holmes,
Ken Morgan,State House,100,R,Holmes,
Brad Touchstone,State House,101,R,Holmes,
Toby Barker,State House,102,R,Holmes,
Ric McCluskey,State House,102,R,Holmes,
Larry Byrd,State House,104,R,Holmes,
Roun McNeal,State House,105,R,Holmes,
Herb Frierson,State House,106,R,Holmes,
Doug McLeod,State House,107,R,Holmes,
Mark S. Formby,State House,108,R,Holmes,
Manly Barton,State House,109,R,Holmes,
Charles Busby,State House,111,R,Holmes,
Amanda Magee,State House,112,R,Holmes,
John O. Read,State House,112,R,Holmes,
Hank Zuber,State House,113,R,Holmes,
"Jeffrey S. ""Jeff"" Guice",State House,114,R,Holmes,
Dr. Barney W. O'Neal,State House,114,R,Holmes,
Randall H. Patterson,State House,115,R,Holmes,
Casey Eure,State House,116,R,Holmes,
Scott Delano,State House,117,R,Holmes,
Greg Haney,State House,118,R,Holmes,
"John McCay, III",State House,118,R,Holmes,
Richard Bennett,State House,120,R,Holmes,
Carolyn Crawford,State House,121,R,Holmes,
Jeff Wallace,State House,121,R,Holmes,
Mickey Lagasse,State House,122,R,Holmes,
Phil Bryant,Governor,,R,Humphreys,50
Mitch Young,Governor,,R,Humphreys,
Alisha Nelson McElhenney,Lieutenant Governor,,R,Humphreys,3
Tate Reeves,Lieutenant Governor,,R,Humphreys,48
Delbert Hoseman,Secretary of State,,R,Humphreys,44
Mike Hurst,Attorney General,,R,Humphreys,45
Lynn Fitch,State Treasurer,,R,Humphreys,31
David McRae,State Treasurer,,R,Humphreys,15
Mary Hawkins_Butler,State Auditor,,R,Humphreys,13
Stacey Pickering,State Auditor,,R,Humphreys,35
Mike Chaney,Commissioner of Insurance,,R,Humphreys,36
John Mosley,Commissioner of Insurance,,R,Humphreys,13
Cindy Hyde_Smith,Commissioner of Agriculture & Commerce,,R,Humphreys,45
James David Eubanks,State Senate,01,R,Humphreys,
Chris Massey,State Senate,01,R,Humphreys,
David Parker,State Senate,02,R,Humphreys,
Nickey Browning,State Senate,03,R,Humphreys,
Rita Potts Parks,State Senate,04,R,Humphreys,
Nancy Collins,State Senate,06,R,Humphreys,
Chad McMahan,State Senate,06,R,Humphreys,
Barry Strevel,State Senate,07,R,Humphreys,
Gray Tollison,State Senate,09,R,Humphreys,
Lydia Graves Chassaniol,State Senate,14,R,Humphreys,
Gary Jackson,State Senate,15,R,Humphreys,
"Robert A. ""Bobby"" Patrick, Jr.",State Senate,17,R,Humphreys,
"Charles ""Chuck"" A. Younger",State Senate,17,R,Humphreys,
Jennifer B. Branning,State Senate,18,R,Humphreys,
Speedy Calvert,State Senate,18,R,Humphreys,
Mark Forsman,State Senate,18,R,Humphreys,
Curt Pace,State Senate,18,R,Humphreys,
Kevin Blackwell,State Senate,19,R,Humphreys,
Josh Harkins,State Senate,20,R,Humphreys,
Eugene S. Buck Clarke,State Senate,22,R,Humphreys,37
Briggs Hopson,State Senate,23,R,Humphreys,
Bill Marcy,State Senate,23,R,Humphreys,
Bill Billingsley,State Senate,25,R,Humphreys,
William Longwitz,State Senate,25,R,Humphreys,
Ponto Downing,State Senate,27,R,Humphreys,
James Broadwater,State Senate,29,R,Humphreys,
Dean Kirby,State Senate,30,R,Humphreys,
Terry C. Burton,State Senate,31,R,Humphreys,
Gilman DeWayne Warren,State Senate,32,R,Humphreys,
Don Wiggins,State Senate,32,R,Humphreys,
Videt Carmichael,State Senate,33,R,Humphreys,
Cliff Brown,State Senate,35,R,Humphreys,
Chris Caughman,State Senate,35,R,Humphreys,
Lisa Stanley,State Senate,35,R,Humphreys,
Curtis Moroney,State Senate,37,R,Humphreys,
Lane B. Reed,State Senate,37,R,Humphreys,
Melanie Sojourner,State Senate,37,R,Humphreys,
Dennis C. Quinn,State Senate,38,R,Humphreys,
Mike Campbell,State Senate,39,R,Humphreys,
Sally Doty,State Senate,39,R,Humphreys,
Angela Burks Hill,State Senate,40,R,Humphreys,
Joey Fillingane,State Senate,41,R,Humphreys,
Chris McDaniel,State Senate,42,R,Humphreys,
Dennis DeBar,State Senate,43,R,Humphreys,
Phillip Gandy,State Senate,43,R,Humphreys,
John Polk,State Senate,44,R,Humphreys,
Billy Hudson,State Senate,45,R,Humphreys,
Philip Moran,State Senate,46,R,Humphreys,
Rogena Mitchell,State Senate,47,R,Humphreys,
"J.M. ""Mike"" Seymour",State Senate,47,R,Humphreys,
Anne G. Smith,State Senate,47,R,Humphreys,
Mike Tyson,State Senate,47,R,Humphreys,
Walter Crapps,State Senate,48,R,Humphreys,
Katherine DeCoito,State Senate,49,R,Humphreys,
Sean Tindell,State Senate,49,R,Humphreys,
"Thomas ""Tommy"" Gollot",State Senate,50,R,Humphreys,
Butch Loper,State Senate,51,R,Humphreys,
"Michael D. Watson, Jr.",State Senate,51,R,Humphreys,
Brice Wiggins,State Senate,52,R,Humphreys,
"Lester E. ""Bubba"" Carpenter",State House,01,R,Humphreys,
Billy Miller,State House,02,R,Humphreys,
William Tracy Arnold,State House,03,R,Humphreys,
Dana Criswell,State House,06,R,Humphreys,
Eugene F. Hamilton,State House,06,R,Humphreys,
Steve Hopkins,State House,07,R,Humphreys,
Wanda Jennings,State House,07,R,Humphreys,
"John T. ""Trey"" Lamar, III",State House,08,R,Humphreys,
"Christopher Thomas, Sr.",State House,09,R,Humphreys,
Nolan Mettetal,State House,10,R,Humphreys,
Brad Mayo,State House,12,R,Humphreys,
Steve E. Massingill,State House,13,R,Humphreys,
Margaret Ellis Rogers,State House,14,R,Humphreys,
E. Mac Huddleston,State House,15,R,Humphreys,
Shane Aguirre,State House,17,R,Humphreys,
Mark Prince,State House,17,R,Humphreys,
Jerry R. Turner,State House,18,R,Humphreys,
Randy P. Boyd,State House,19,R,Humphreys,
Peggy Schumpert Hussey,State House,19,R,Humphreys,
Chris Brown,State House,20,R,Humphreys,
Donnie Bell,State House,21,R,Humphreys,
Charles Jim Beckett,State House,23,R,Humphreys,
Rick Clifton,State House,24,R,Humphreys,
Rob Goudy,State House,24,R,Humphreys,
Jeff Hale,State House,24,R,Humphreys,
Les Hooper,State House,24,R,Humphreys,
Gene Alday,State House,25,R,Humphreys,
Julian Chandler Bramlett,State House,25,R,Humphreys,
Dan Eubanks,State House,25,R,Humphreys,
Dewayne Gill,State House,27,R,Humphreys,
Robert Foster,State House,28,R,Humphreys,
Les Green,State House,28,R,Humphreys,
Jerricho Chambers,State House,33,R,Humphreys,
Joey Hood,State House,35,R,Humphreys,
Brian Sims,State House,35,R,Humphreys,
Gary A. Chism,State House,37,R,Humphreys,
Jeffrey C. Smith,State House,39,R,Humphreys,
Ashley Henley,State House,40,R,Humphreys,
Pat Nelson,State House,40,R,Humphreys,
"Loyd B. ""Rob"" Roberson",State House,43,R,Humphreys,
Mac Smith,State House,43,R,Humphreys,
C. Scott Bounds,State House,44,R,Humphreys,
James Matthew Bennett,State House,46,R,Humphreys,
"Shed Hill Hunger, IV",State House,46,R,Humphreys,
Karl Oliver,State House,46,R,Humphreys,
Jason White,State House,48,R,Humphreys,
William Kinkade,State House,52,R,Humphreys,
Vince Mangold,State House,53,R,Humphreys,
Alex Monsour,State House,54,R,Humphreys,
Philip Gunn,State House,56,R,Humphreys,
Bruce Bartley,State House,58,R,Humphreys,
Joel Bomgar,State House,58,R,Humphreys,
Brent Powell,State House,59,R,Humphreys,
Paul J. Buisson,State House,60,R,Humphreys,
John L. Moore,State House,60,R,Humphreys,
Ray Rogers,State House,61,R,Humphreys,
Randall Stephens,State House,61,R,Humphreys,
Tom Weathersby,State House,62,R,Humphreys,
Wesley Wilson,State House,62,R,Humphreys,
Bill Denny,State House,64,R,Humphreys,
"James ""Pete"" Perry",State House,70,R,Humphreys,
Cory Wilson,State House,73,R,Humphreys,
Mark Baker,State House,74,R,Humphreys,
Vance Cox,State House,75,R,Humphreys,
Andy Gipson,State House,77,R,Humphreys,
"Randal ""Randy"" Rushing",State House,78,R,Humphreys,
Gary Blakeney,State House,79,R,Humphreys,
Mark K. Tullos,State House,79,R,Humphreys,
Stephen Horne,State House,81,R,Humphreys,
Greg Snowden,State House,83,R,Humphreys,
"William E. Shirley, Jr.",State House,84,R,Humphreys,
Shane Barnett,State House,86,R,Humphreys,
"Michael ""Mike"" D. Davis",State House,87,R,Humphreys,
Chris Johnson,State House,87,R,Humphreys,
Andy Mozingo,State House,87,R,Humphreys,
Christopher S. Hodge,State House,88,R,Humphreys,
Mitchell Pitts,State House,88,R,Humphreys,
Gary Staples,State House,88,R,Humphreys,
Bobby Shows,State House,89,R,Humphreys,
Noah L. Sanford,State House,90,R,Humphreys,
"Ricky ""Rick"" Ward",State House,90,R,Humphreys,
Charles E. Bufkin,State House,91,R,Humphreys,
Becky Currie,State House,92,R,Humphreys,
Timmy Ladner,State House,93,R,Humphreys,
Patricia H. Willis,State House,95,R,Humphreys,
Sam Mims,State House,97,R,Humphreys,
Bill Pigott,State House,99,R,Humphreys,
Harry Griffith,State House,100,R,Humphreys,
Ken Morgan,State House,100,R,Humphreys,
Brad Touchstone,State House,101,R,Humphreys,
Toby Barker,State House,102,R,Humphreys,
Ric McCluskey,State House,102,R,Humphreys,
Larry Byrd,State House,104,R,Humphreys,
Roun McNeal,State House,105,R,Humphreys,
Herb Frierson,State House,106,R,Humphreys,
Doug McLeod,State House,107,R,Humphreys,
Mark S. Formby,State House,108,R,Humphreys,
Manly Barton,State House,109,R,Humphreys,
Charles Busby,State House,111,R,Humphreys,
Amanda Magee,State House,112,R,Humphreys,
John O. Read,State House,112,R,Humphreys,
Hank Zuber,State House,113,R,Humphreys,
"Jeffrey S. ""Jeff"" Guice",State House,114,R,Humphreys,
Dr. Barney W. O'Neal,State House,114,R,Humphreys,
Randall H. Patterson,State House,115,R,Humphreys,
Casey Eure,State House,116,R,Humphreys,
Scott Delano,State House,117,R,Humphreys,
Greg Haney,State House,118,R,Humphreys,
"John McCay, III",State House,118,R,Humphreys,
Richard Bennett,State House,120,R,Humphreys,
Carolyn Crawford,State House,121,R,Humphreys,
Jeff Wallace,State House,121,R,Humphreys,
Mickey Lagasse,State House,122,R,Humphreys,
Phil Bryant,Governor,,R,Issaquena,10
Mitch Young,Governor,,R,Issaquena,1
Alisha Nelson McElhenney,Lieutenant Governor,,R,Issaquena,1
Tate Reeves,Lieutenant Governor,,R,Issaquena,10
Delbert Hoseman,Secretary of State,,R,Issaquena,11
Mike Hurst,Attorney General,,R,Issaquena,10
Lynn Fitch,State Treasurer,,R,Issaquena,5
David McRae,State Treasurer,,R,Issaquena,6
Mary Hawkins_Butler,State Auditor,,R,Issaquena,3
Stacey Pickering,State Auditor,,R,Issaquena,8
Mike Chaney,Commissioner of Insurance,,R,Issaquena,9
John Mosley,Commissioner of Insurance,,R,Issaquena,2
Cindy Hyde_Smith,Commissioner of Agriculture & Commerce,,R,Issaquena,10
James David Eubanks,State Senate,01,R,Issaquena,
Chris Massey,State Senate,01,R,Issaquena,
David Parker,State Senate,02,R,Issaquena,
Nickey Browning,State Senate,03,R,Issaquena,
Rita Potts Parks,State Senate,04,R,Issaquena,
Nancy Collins,State Senate,06,R,Issaquena,
Chad McMahan,State Senate,06,R,Issaquena,
Barry Strevel,State Senate,07,R,Issaquena,
Gray Tollison,State Senate,09,R,Issaquena,
Lydia Graves Chassaniol,State Senate,14,R,Issaquena,
Gary Jackson,State Senate,15,R,Issaquena,
"Robert A. ""Bobby"" Patrick, Jr.",State Senate,17,R,Issaquena,
"Charles ""Chuck"" A. Younger",State Senate,17,R,Issaquena,
Jennifer B. Branning,State Senate,18,R,Issaquena,
Speedy Calvert,State Senate,18,R,Issaquena,
Mark Forsman,State Senate,18,R,Issaquena,
Curt Pace,State Senate,18,R,Issaquena,
Kevin Blackwell,State Senate,19,R,Issaquena,
Josh Harkins,State Senate,20,R,Issaquena,
Eugene S. Buck Clarke,State Senate,22,R,Issaquena,
Briggs Hopson,State Senate,23,R,Issaquena,7
Bill Marcy,State Senate,23,R,Issaquena,3
Bill Billingsley,State Senate,25,R,Issaquena,
William Longwitz,State Senate,25,R,Issaquena,
Ponto Downing,State Senate,27,R,Issaquena,
James Broadwater,State Senate,29,R,Issaquena,
Dean Kirby,State Senate,30,R,Issaquena,
Terry C. Burton,State Senate,31,R,Issaquena,
Gilman DeWayne Warren,State Senate,32,R,Issaquena,
Don Wiggins,State Senate,32,R,Issaquena,
Videt Carmichael,State Senate,33,R,Issaquena,
Cliff Brown,State Senate,35,R,Issaquena,
Chris Caughman,State Senate,35,R,Issaquena,
Lisa Stanley,State Senate,35,R,Issaquena,
Curtis Moroney,State Senate,37,R,Issaquena,
Lane B. Reed,State Senate,37,R,Issaquena,
Melanie Sojourner,State Senate,37,R,Issaquena,
Dennis C. Quinn,State Senate,38,R,Issaquena,
Mike Campbell,State Senate,39,R,Issaquena,
Sally Doty,State Senate,39,R,Issaquena,
Angela Burks Hill,State Senate,40,R,Issaquena,
Joey Fillingane,State Senate,41,R,Issaquena,
Chris McDaniel,State Senate,42,R,Issaquena,
Dennis DeBar,State Senate,43,R,Issaquena,
Phillip Gandy,State Senate,43,R,Issaquena,
John Polk,State Senate,44,R,Issaquena,
Billy Hudson,State Senate,45,R,Issaquena,
Philip Moran,State Senate,46,R,Issaquena,
Rogena Mitchell,State Senate,47,R,Issaquena,
"J.M. ""Mike"" Seymour",State Senate,47,R,Issaquena,
Anne G. Smith,State Senate,47,R,Issaquena,
Mike Tyson,State Senate,47,R,Issaquena,
Walter Crapps,State Senate,48,R,Issaquena,
Katherine DeCoito,State Senate,49,R,Issaquena,
Sean Tindell,State Senate,49,R,Issaquena,
"Thomas ""Tommy"" Gollot",State Senate,50,R,Issaquena,
Butch Loper,State Senate,51,R,Issaquena,
"Michael D. Watson, Jr.",State Senate,51,R,Issaquena,
Brice Wiggins,State Senate,52,R,Issaquena,
"Lester E. ""Bubba"" Carpenter",State House,01,R,Issaquena,
Billy Miller,State House,02,R,Issaquena,
William Tracy Arnold,State House,03,R,Issaquena,
Dana Criswell,State House,06,R,Issaquena,
Eugene F. Hamilton,State House,06,R,Issaquena,
Steve Hopkins,State House,07,R,Issaquena,
Wanda Jennings,State House,07,R,Issaquena,
"John T. ""Trey"" Lamar, III",State House,08,R,Issaquena,
"Christopher Thomas, Sr.",State House,09,R,Issaquena,
Nolan Mettetal,State House,10,R,Issaquena,
Brad Mayo,State House,12,R,Issaquena,
Steve E. Massingill,State House,13,R,Issaquena,
Margaret Ellis Rogers,State House,14,R,Issaquena,
E. Mac Huddleston,State House,15,R,Issaquena,
Shane Aguirre,State House,17,R,Issaquena,
Mark Prince,State House,17,R,Issaquena,
Jerry R. Turner,State House,18,R,Issaquena,
Randy P. Boyd,State House,19,R,Issaquena,
Peggy Schumpert Hussey,State House,19,R,Issaquena,
Chris Brown,State House,20,R,Issaquena,
