county,precinct,office,district,party,candidate,total
Neshoba,Center,Secretary of State,,Republican,Delbert Hosemann,181
Neshoba,Center,Secretary of State,,Reform,Randy Walker,13
Neshoba,Center,Attorney,,Democrat,Jim Hood,85
Neshoba,Center,Attorney,,Republican,Mike Hurst,147
Neshoba,Center,State Auditor,,Republican,Stacey E. Pickering,205
Neshoba,Center,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,27
Neshoba,Center,State Auditor,,Reform,Lajena Walley,0
Neshoba,County Line,Governor,,Republican,Phil Bryant,227
Neshoba,County Line,Governor,,Democrat,Robert Gray,7
Neshoba,County Line,Governor,,Reform,Shawn O'Hara,2
Neshoba,County Line,Lieutenant Governor,,Democrat,Tim Johnson,14
Neshoba,County Line,Lieutenant Governor,,Republican,Tate Reeves,214
Neshoba,County Line,Lieutenant Governor,,Libertarian,Ron Williams,5
Neshoba,County Line,Lieutenant Governor,,Reform,Rosa B. Williams,1
Neshoba,County Line,Secretary of State,,Democrat,Charles E. Graham,11
Neshoba,County Line,Secretary of State,,Republican,Delbert Hosemann,213
Neshoba,County Line,Secretary of State,,Reform,Randy Walker,12
Neshoba,County Line,Attorney,,Democrat,Jim Hood,57
Neshoba,County Line,Attorney,,Republican,Mike Hurst,178
Neshoba,County Line,State Auditor,,Republican,Stacey E. Pickering,226
Neshoba,County Line,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,8
Neshoba,County Line,State Auditor,,Reform,Lajena Walley,1
Neshoba,Deemer,Governor,,Republican,Phil Bryant,136
Neshoba,Deemer,Governor,,Democrat,Robert Gray,10
Neshoba,Deemer,Governor,,Reform,Shawn O'Hara,0
Neshoba,Deemer,Lieutenant Governor,,Democrat,Tim Johnson,17
Neshoba,Deemer,Lieutenant Governor,,Republican,Tate Reeves,121
Neshoba,Deemer,Lieutenant Governor,,Libertarian,Ron Williams,4
Neshoba,Deemer,Lieutenant Governor,,Reform,Rosa B. Williams,2
Neshoba,Deemer,Secretary of State,,Democrat,Charles E. Graham,19
Neshoba,Deemer,Secretary of State,,Republican,Delbert Hosemann,110
Neshoba,Deemer,Secretary of State,,Reform,Randy Walker,9
Neshoba,Deemer,Attorney,,Democrat,Jim Hood,59
Neshoba,Deemer,Attorney,,Republican,Mike Hurst,82
Neshoba,Deemer,State Auditor,,Republican,Stacey E. Pickering,128
Neshoba,Deemer,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,9
Neshoba,Deemer,State Auditor,,Reform,Lajena Walley,3
Neshoba,Dixon,Governor,,Republican,Phil Bryant,226
Neshoba,Dixon,Governor,,Democrat,Robert Gray,89
Neshoba,Dixon,Governor,,Reform,Shawn O'Hara,2
Neshoba,Dixon,Lieutenant Governor,,Democrat,Tim Johnson,95
Neshoba,Dixon,Lieutenant Governor,,Republican,Tate Reeves,218
Neshoba,Dixon,Lieutenant Governor,,Libertarian,Ron Williams,3
Neshoba,Dixon,Lieutenant Governor,,Reform,Rosa B. Williams,2
Neshoba,Dixon,Secretary of State,,Democrat,Charles E. Graham,109
Neshoba,Dixon,Secretary of State,,Republican,Delbert Hosemann,197
Neshoba,Dixon,Secretary of State,,Reform,Randy Walker,11
Neshoba,Dixon,Attorney,,Democrat,Jim Hood,153
Neshoba,Dixon,Attorney,,Republican,Mike Hurst,164
Neshoba,Dixon,State Auditor,,Republican,Stacey E. Pickering,219
Neshoba,Dixon,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,94
Neshoba,Dixon,State Auditor,,Reform,Lajena Walley,3
Neshoba,East Neshoba,Governor,,Republican,Phil Bryant,83
Neshoba,East Neshoba,Governor,,Democrat,Robert Gray,117
Neshoba,East Neshoba,Governor,,Reform,Shawn O'Hara,0
Neshoba,East Neshoba,Lieutenant Governor,,Democrat,Tim Johnson,122
Neshoba,East Neshoba,Lieutenant Governor,,Republican,Tate Reeves,71
Neshoba,East Neshoba,Lieutenant Governor,,Libertarian,Ron Williams,3
Neshoba,East Neshoba,Lieutenant Governor,,Reform,Rosa B. Williams,2
Neshoba,East Neshoba,Secretary of State,,Democrat,Charles E. Graham,125
Neshoba,East Neshoba,Secretary of State,,Republican,Delbert Hosemann,67
Neshoba,East Neshoba,Secretary of State,,Reform,Randy Walker,5
Neshoba,East Neshoba,Attorney,,Democrat,Jim Hood,155
Neshoba,East Neshoba,Attorney,,Republican,Mike Hurst,45
Neshoba,East Neshoba,State Auditor,,Republican,Stacey E. Pickering,77
Neshoba,East Neshoba,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,119
Neshoba,East Neshoba,State Auditor,,Reform,Lajena Walley,1
Neshoba,Fairview,Governor,,Republican,Phil Bryant,102
Neshoba,Fairview,Governor,,Democrat,Robert Gray,6
Neshoba,Fairview,Governor,,Reform,Shawn O'Hara,2
Neshoba,Fairview,Lieutenant Governor,,Democrat,Tim Johnson,17
Neshoba,Fairview,Lieutenant Governor,,Republican,Tate Reeves,91
Neshoba,Fairview,Lieutenant Governor,,Libertarian,Ron Williams,2
Neshoba,Fairview,Lieutenant Governor,,Reform,Rosa B. Williams,1
Neshoba,Fairview,Secretary of State,,Democrat,Charles E. Graham,12
Neshoba,Fairview,Secretary of State,,Republican,Delbert Hosemann,94
Neshoba,Fairview,Secretary of State,,Reform,Randy Walker,4
Neshoba,Fairview,Attorney,,Democrat,Jim Hood,42
Neshoba,Fairview,Attorney,,Republican,Mike Hurst,69
Neshoba,Fairview,State Auditor,,Republican,Stacey E. Pickering,103
Neshoba,Fairview,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,6
Neshoba,Fairview,State Auditor,,Reform,Lajena Walley,0
Neshoba,Forestdale,Governor,,Republican,Phil Bryant,184
Neshoba,Forestdale,Governor,,Democrat,Robert Gray,27
Neshoba,Forestdale,Governor,,Reform,Shawn O'Hara,2
Neshoba,Forestdale,Lieutenant Governor,,Democrat,Tim Johnson,33
Neshoba,Forestdale,Lieutenant Governor,,Republican,Tate Reeves,171
Neshoba,Forestdale,Lieutenant Governor,,Libertarian,Ron Williams,1
Neshoba,Forestdale,Lieutenant Governor,,Reform,Rosa B. Williams,1
Neshoba,Forestdale,Secretary of State,,Democrat,Charles E. Graham,32
Neshoba,Forestdale,Secretary of State,,Republican,Delbert Hosemann,177
Neshoba,Forestdale,Secretary of State,,Reform,Randy Walker,2
Neshoba,Forestdale,Attorney,,Democrat,Jim Hood,90
Neshoba,Forestdale,Attorney,,Republican,Mike Hurst,124
Neshoba,Forestdale,State Auditor,,Republican,Stacey E. Pickering,182
Neshoba,Forestdale,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,29
Neshoba,Forestdale,State Auditor,,Reform,Lajena Walley,0
Neshoba,Fork,Governor,,Republican,Phil Bryant,161
Neshoba,Fork,Governor,,Democrat,Robert Gray,5
Neshoba,Fork,Governor,,Reform,Shawn O'Hara,3
Neshoba,Fork,Lieutenant Governor,,Democrat,Tim Johnson,13
Neshoba,Fork,Lieutenant Governor,,Republican,Tate Reeves,150
Neshoba,Fork,Lieutenant Governor,,Libertarian,Ron Williams,3
Neshoba,Fork,Lieutenant Governor,,Reform,Rosa B. Williams,1
Neshoba,Fork,Secretary of State,,Democrat,Charles E. Graham,26
Neshoba,Fork,Secretary of State,,Republican,Delbert Hosemann,132
Neshoba,Fork,Secretary of State,,Reform,Randy Walker,8
Neshoba,Fork,Attorney,,Democrat,Jim Hood,45
Neshoba,Fork,Attorney,,Republican,Mike Hurst,122
Neshoba,Fork,State Auditor,,Republican,Stacey E. Pickering,155
Neshoba,Fork,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,9
Neshoba,Fork,State Auditor,,Reform,Lajena Walley,1
Neshoba,Fusky,Governor,,Republican,Phil Bryant,187
Neshoba,Fusky,Governor,,Democrat,Robert Gray,6
Neshoba,Fusky,Governor,,Reform,Shawn O'Hara,1
Neshoba,Fusky,Lieutenant Governor,,Democrat,Tim Johnson,17
Neshoba,Fusky,Lieutenant Governor,,Republican,Tate Reeves,170
Neshoba,Fusky,Lieutenant Governor,,Libertarian,Ron Williams,5
Neshoba,Fusky,Lieutenant Governor,,Reform,Rosa B. Williams,1
Neshoba,Fusky,Secretary of State,,Democrat,Charles E. Graham,19
Neshoba,Fusky,Secretary of State,,Republican,Delbert Hosemann,166
Neshoba,Fusky,Secretary of State,,Reform,Randy Walker,9
Neshoba,Fusky,Attorney,,Democrat,Jim Hood,54
Neshoba,Fusky,Attorney,,Republican,Mike Hurst,139
Neshoba,Fusky,State Auditor,,Republican,Stacey E. Pickering,179
Neshoba,Fusky,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,13
Neshoba,Fusky,State Auditor,,Reform,Lajena Walley,2
Neshoba,Hays,Governor,,Republican,Phil Bryant,183
Neshoba,Hays,Governor,,Democrat,Robert Gray,28
Neshoba,Hays,Governor,,Reform,Shawn O'Hara,5
Neshoba,Hays,Lieutenant Governor,,Democrat,Tim Johnson,33
Neshoba,Hays,Lieutenant Governor,,Republican,Tate Reeves,178
Neshoba,Hays,Lieutenant Governor,,Libertarian,Ron Williams,3
Neshoba,Hays,Lieutenant Governor,,Reform,Rosa B. Williams,0
Neshoba,Hays,Secretary of State,,Democrat,Charles E. Graham,31
Neshoba,Hays,Secretary of State,,Republican,Delbert Hosemann,175
Neshoba,Hays,Secretary of State,,Reform,Randy Walker,10
Neshoba,Hays,Attorney,,Democrat,Jim Hood,62
Neshoba,Hays,Attorney,,Republican,Mike Hurst,153
Neshoba,Hays,State Auditor,,Republican,Stacey E. Pickering,182
Neshoba,Hays,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,28
Neshoba,Hays,State Auditor,,Reform,Lajena Walley,4
Neshoba,Herbert,Governor,,Republican,Phil Bryant,170
Neshoba,Herbert,Governor,,Democrat,Robert Gray,6
Neshoba,Herbert,Governor,,Reform,Shawn O'Hara,0
Neshoba,Herbert,Lieutenant Governor,,Democrat,Tim Johnson,7
Neshoba,Herbert,Lieutenant Governor,,Republican,Tate Reeves,167
Neshoba,Herbert,Lieutenant Governor,,Libertarian,Ron Williams,0
Neshoba,Herbert,Lieutenant Governor,,Reform,Rosa B. Williams,1
Neshoba,Herbert,Secretary of State,,Democrat,Charles E. Graham,8
Neshoba,Herbert,Secretary of State,,Republican,Delbert Hosemann,166
Neshoba,Herbert,Secretary of State,,Reform,Randy Walker,2
Neshoba,Herbert,Attorney,,Democrat,Jim Hood,50
Neshoba,Herbert,Attorney,,Republican,Mike Hurst,126
Neshoba,Herbert,State Auditor,,Republican,Stacey E. Pickering,168
Neshoba,Herbert,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,8
Neshoba,Herbert,State Auditor,,Reform,Lajena Walley,0
Neshoba,Hope,Governor,,Republican,Phil Bryant,132
Neshoba,Hope,Governor,,Democrat,Robert Gray,22
Neshoba,Hope,Governor,,Reform,Shawn O'Hara,1
Neshoba,Hope,Lieutenant Governor,,Democrat,Tim Johnson,26
Neshoba,Hope,Lieutenant Governor,,Republican,Tate Reeves,122
Neshoba,Hope,Lieutenant Governor,,Libertarian,Ron Williams,2
Neshoba,Hope,Lieutenant Governor,,Reform,Rosa B. Williams,3
Neshoba,Hope,Secretary of State,,Democrat,Charles E. Graham,23
Neshoba,Hope,Secretary of State,,Republican,Delbert Hosemann,125
Neshoba,Hope,Secretary of State,,Reform,Randy Walker,5
Neshoba,Hope,Attorney,,Democrat,Jim Hood,64
Neshoba,Hope,Attorney,,Republican,Mike Hurst,89
Neshoba,Hope,State Auditor,,Republican,Stacey E. Pickering,128
Neshoba,Hope,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,24
Neshoba,Hope,State Auditor,,Reform,Lajena Walley,2
Neshoba,State House,Governor,,Republican,Phil Bryant,287
Neshoba,State House,Governor,,Democrat,Robert Gray,21
Neshoba,State House,Governor,,Reform,Shawn O'Hara,2
Neshoba,State House,Lieutenant Governor,,Democrat,Tim Johnson,32
Neshoba,State House,Lieutenant Governor,,Republican,Tate Reeves,270
Neshoba,State House,Lieutenant Governor,,Libertarian,Ron Williams,5
Neshoba,State House,Lieutenant Governor,,Reform,Rosa B. Williams,1
Neshoba,State House,Secretary of State,,Democrat,Charles E. Graham,44
Neshoba,State House,Secretary of State,,Republican,Delbert Hosemann,253
Neshoba,State House,Secretary of State,,Reform,Randy Walker,11
Neshoba,State House,Attorney,,Democrat,Jim Hood,95
Neshoba,State House,Attorney,,Republican,Mike Hurst,213
Neshoba,State House,State Auditor,,Republican,Stacey E. Pickering,274
Neshoba,State House,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,28
Neshoba,State House,State Auditor,,Reform,Lajena Walley,4
Neshoba,McDonald,Governor,,Republican,Phil Bryant,382
Neshoba,McDonald,Governor,,Democrat,Robert Gray,11
Neshoba,McDonald,Governor,,Reform,Shawn O'Hara,1
Neshoba,McDonald,Lieutenant Governor,,Democrat,Tim Johnson,43
Neshoba,McDonald,Lieutenant Governor,,Republican,Tate Reeves,334
Neshoba,McDonald,Lieutenant Governor,,Libertarian,Ron Williams,3
Neshoba,McDonald,Lieutenant Governor,,Reform,Rosa B. Williams,4
Neshoba,McDonald,Secretary of State,,Democrat,Charles E. Graham,46
Neshoba,McDonald,Secretary of State,,Republican,Delbert Hosemann,335
Neshoba,McDonald,Secretary of State,,Reform,Randy Walker,6
Neshoba,McDonald,Attorney,,Democrat,Jim Hood,114
Neshoba,McDonald,Attorney,,Republican,Mike Hurst,280
Neshoba,McDonald,State Auditor,,Republican,Stacey E. Pickering,372
Neshoba,McDonald,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,14
Neshoba,McDonald,State Auditor,,Reform,Lajena Walley,2
Neshoba,Neshoba,Governor,,Republican,Phil Bryant,208
Neshoba,Neshoba,Governor,,Democrat,Robert Gray,26
Neshoba,Neshoba,Governor,,Reform,Shawn O'Hara,6
Neshoba,Neshoba,Lieutenant Governor,,Democrat,Tim Johnson,39
Neshoba,Neshoba,Lieutenant Governor,,Republican,Tate Reeves,190
Neshoba,Neshoba,Lieutenant Governor,,Libertarian,Ron Williams,5
Neshoba,Neshoba,Lieutenant Governor,,Reform,Rosa B. Williams,5
Neshoba,Neshoba,Secretary of State,,Democrat,Charles E. Graham,34
Neshoba,Neshoba,Secretary of State,,Republican,Delbert Hosemann,188
Neshoba,Neshoba,Secretary of State,,Reform,Randy Walker,16
Neshoba,Neshoba,Attorney,,Democrat,Jim Hood,81
Neshoba,Neshoba,Attorney,,Republican,Mike Hurst,157
Neshoba,Neshoba,State Auditor,,Republican,Stacey E. Pickering,204
Neshoba,Neshoba,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,31
Neshoba,Neshoba,State Auditor,,Reform,Lajena Walley,3
Neshoba,North Bend,Governor,,Republican,Phil Bryant,310
Neshoba,North Bend,Governor,,Democrat,Robert Gray,9
Neshoba,North Bend,Governor,,Reform,Shawn O'Hara,1
Neshoba,North Bend,Lieutenant Governor,,Democrat,Tim Johnson,29
Neshoba,North Bend,Lieutenant Governor,,Republican,Tate Reeves,281
Neshoba,North Bend,Lieutenant Governor,,Libertarian,Ron Williams,4
Neshoba,North Bend,Lieutenant Governor,,Reform,Rosa B. Williams,1
Neshoba,North Bend,Secretary of State,,Democrat,Charles E. Graham,22
Neshoba,North Bend,Secretary of State,,Republican,Delbert Hosemann,277
Neshoba,North Bend,Secretary of State,,Reform,Randy Walker,16
Neshoba,North Bend,Attorney,,Democrat,Jim Hood,100
Neshoba,North Bend,Attorney,,Republican,Mike Hurst,214
Neshoba,North Bend,State Auditor,,Republican,Stacey E. Pickering,300
Neshoba,North Bend,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,20
Neshoba,North Bend,State Auditor,,Reform,Lajena Walley,0
Neshoba,NE Philadelphia,Governor,,Republican,Phil Bryant,844
Neshoba,NE Philadelphia,Governor,,Democrat,Robert Gray,93
Neshoba,NE Philadelphia,Governor,,Reform,Shawn O'Hara,9
Neshoba,NE Philadelphia,Lieutenant Governor,,Democrat,Tim Johnson,139
Neshoba,NE Philadelphia,Lieutenant Governor,,Republican,Tate Reeves,788
Neshoba,NE Philadelphia,Lieutenant Governor,,Libertarian,Ron Williams,11
Neshoba,NE Philadelphia,Lieutenant Governor,,Reform,Rosa B. Williams,1
Neshoba,NE Philadelphia,Secretary of State,,Democrat,Charles E. Graham,120
Neshoba,NE Philadelphia,Secretary of State,,Republican,Delbert Hosemann,794
Neshoba,NE Philadelphia,Secretary of State,,Reform,Randy Walker,25
Neshoba,NE Philadelphia,Attorney,,Democrat,Jim Hood,367
Neshoba,NE Philadelphia,Attorney,,Republican,Mike Hurst,574
Neshoba,NE Philadelphia,State Auditor,,Republican,Stacey E. Pickering,810
Neshoba,NE Philadelphia,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,119
Neshoba,NE Philadelphia,State Auditor,,Reform,Lajena Walley,7
Neshoba,NW Philadelphia,Governor,,Republican,Phil Bryant,235
Neshoba,NW Philadelphia,Governor,,Democrat,Robert Gray,503
Neshoba,NW Philadelphia,Governor,,Reform,Shawn O'Hara,8
Neshoba,NW Philadelphia,Lieutenant Governor,,Democrat,Tim Johnson,556
Neshoba,NW Philadelphia,Lieutenant Governor,,Republican,Tate Reeves,168
Neshoba,NW Philadelphia,Lieutenant Governor,,Libertarian,Ron Williams,11
Neshoba,NW Philadelphia,Lieutenant Governor,,Reform,Rosa B. Williams,7
Neshoba,NW Philadelphia,Secretary of State,,Democrat,Charles E. Graham,595
Neshoba,NW Philadelphia,Secretary of State,,Republican,Delbert Hosemann,138
Neshoba,NW Philadelphia,Secretary of State,,Reform,Randy Walker,14
Neshoba,NW Philadelphia,Attorney,,Democrat,Jim Hood,653
Neshoba,NW Philadelphia,Attorney,,Republican,Mike Hurst,94
Neshoba,NW Philadelphia,State Auditor,,Republican,Stacey E. Pickering,186
Neshoba,NW Philadelphia,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,544
Neshoba,NW Philadelphia,State Auditor,,Reform,Lajena Walley,9
Neshoba,Pearl River,Governor,,Republican,Phil Bryant,87
Neshoba,Pearl River,Governor,,Democrat,Robert Gray,31
Neshoba,Pearl River,Governor,,Reform,Shawn O'Hara,0
Neshoba,Pearl River,Lieutenant Governor,,Democrat,Tim Johnson,37
Neshoba,Pearl River,Lieutenant Governor,,Republican,Tate Reeves,69
Neshoba,Pearl River,Lieutenant Governor,,Libertarian,Ron Williams,7
Neshoba,Pearl River,Lieutenant Governor,,Reform,Rosa B. Williams,5
Neshoba,Pearl River,Secretary of State,,Democrat,Charles E. Graham,45
Neshoba,Pearl River,Secretary of State,,Republican,Delbert Hosemann,65
Neshoba,Pearl River,Secretary of State,,Reform,Randy Walker,9
Neshoba,Pearl River,Attorney,,Democrat,Jim Hood,82
Neshoba,Pearl River,Attorney,,Republican,Mike Hurst,36
Neshoba,Pearl River,State Auditor,,Republican,Stacey E. Pickering,78
Neshoba,Pearl River,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,38
Neshoba,Pearl River,State Auditor,,Reform,Lajena Walley,3
Neshoba,South Philadelphia,Governor,,Republican,Phil Bryant,80
Neshoba,South Philadelphia,Governor,,Democrat,Robert Gray,6
Neshoba,South Philadelphia,Governor,,Reform,Shawn O'Hara,0
Neshoba,South Philadelphia,Lieutenant Governor,,Democrat,Tim Johnson,12
Neshoba,South Philadelphia,Lieutenant Governor,,Republican,Tate Reeves,71
Neshoba,South Philadelphia,Lieutenant Governor,,Libertarian,Ron Williams,1
Neshoba,South Philadelphia,Lieutenant Governor,,Reform,Rosa B. Williams,0
Neshoba,South Philadelphia,Secretary of State,,Democrat,Charles E. Graham,11
Neshoba,South Philadelphia,Secretary of State,,Republican,Delbert Hosemann,71
Neshoba,South Philadelphia,Secretary of State,,Reform,Randy Walker,2
Neshoba,South Philadelphia,Attorney,,Democrat,Jim Hood,31
Neshoba,South Philadelphia,Attorney,,Republican,Mike Hurst,54
Neshoba,South Philadelphia,State Auditor,,Republican,Stacey E. Pickering,74
Neshoba,South Philadelphia,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,8
Neshoba,South Philadelphia,State Auditor,,Reform,Lajena Walley,2
Neshoba,SE Philadelphia,Governor,,Republican,Phil Bryant,657
Neshoba,SE Philadelphia,Governor,,Democrat,Robert Gray,86
Neshoba,SE Philadelphia,Governor,,Reform,Shawn O'Hara,6
Neshoba,SE Philadelphia,Lieutenant Governor,,Democrat,Tim Johnson,133
Neshoba,SE Philadelphia,Lieutenant Governor,,Republican,Tate Reeves,609
Neshoba,SE Philadelphia,Lieutenant Governor,,Libertarian,Ron Williams,6
Neshoba,SE Philadelphia,Lieutenant Governor,,Reform,Rosa B. Williams,2
Neshoba,SE Philadelphia,Secretary of State,,Democrat,Charles E. Graham,111
Neshoba,SE Philadelphia,Secretary of State,,Republican,Delbert Hosemann,617
Neshoba,SE Philadelphia,Secretary of State,,Reform,Randy Walker,18
Neshoba,SE Philadelphia,Attorney,,Democrat,Jim Hood,295
Neshoba,SE Philadelphia,Attorney,,Republican,Mike Hurst,460
Neshoba,SE Philadelphia,State Auditor,,Republican,Stacey E. Pickering,636
Neshoba,SE Philadelphia,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,106
Neshoba,SE Philadelphia,State Auditor,,Reform,Lajena Walley,4
Neshoba,Tucker One,Governor,,Republican,Phil Bryant,17
Neshoba,Tucker One,Governor,,Democrat,Robert Gray,11
Neshoba,Tucker One,Governor,,Reform,Shawn O'Hara,0
Neshoba,Tucker One,Lieutenant Governor,,Democrat,Tim Johnson,14
Neshoba,Tucker One,Lieutenant Governor,,Republican,Tate Reeves,14
Neshoba,Tucker One,Lieutenant Governor,,Libertarian,Ron Williams,1
Neshoba,Tucker One,Lieutenant Governor,,Reform,Rosa B. Williams,0
Neshoba,Tucker One,Secretary of State,,Democrat,Charles E. Graham,19
Neshoba,Tucker One,Secretary of State,,Republican,Delbert Hosemann,10
Neshoba,Tucker One,Secretary of State,,Reform,Randy Walker,0
Neshoba,Tucker One,Attorney,,Democrat,Jim Hood,21
Neshoba,Tucker One,Attorney,,Republican,Mike Hurst,8
Neshoba,Tucker One,State Auditor,,Republican,Stacey E. Pickering,15
Neshoba,Tucker One,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,12
Neshoba,Tucker One,State Auditor,,Reform,Lajena Walley,1
Neshoba,Tucker Three,Governor,,Republican,Phil Bryant,297
Neshoba,Tucker Three,Governor,,Democrat,Robert Gray,8
Neshoba,Tucker Three,Governor,,Reform,Shawn O'Hara,3
Neshoba,Tucker Three,Lieutenant Governor,,Democrat,Tim Johnson,23
Neshoba,Tucker Three,Lieutenant Governor,,Republican,Tate Reeves,277
Neshoba,Tucker Three,Lieutenant Governor,,Libertarian,Ron Williams,4
Neshoba,Tucker Three,Lieutenant Governor,,Reform,Rosa B. Williams,1
Neshoba,Tucker Three,Secretary of State,,Democrat,Charles E. Graham,17
Neshoba,Tucker Three,Secretary of State,,Republican,Delbert Hosemann,280
Neshoba,Tucker Three,Secretary of State,,Reform,Randy Walker,6
Neshoba,Tucker Three,Attorney,,Democrat,Jim Hood,86
Neshoba,Tucker Three,Attorney,,Republican,Mike Hurst,219
Neshoba,Tucker Three,State Auditor,,Republican,Stacey E. Pickering,293
Neshoba,Tucker Three,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,12
Neshoba,Tucker Three,State Auditor,,Reform,Lajena Walley,2
Neshoba,Zephyrhill,Governor,,Republican,Phil Bryant,150
Neshoba,Zephyrhill,Governor,,Democrat,Robert Gray,15
Neshoba,Zephyrhill,Governor,,Reform,Shawn O'Hara,2
Neshoba,Zephyrhill,Lieutenant Governor,,Democrat,Tim Johnson,29
Neshoba,Zephyrhill,Lieutenant Governor,,Republican,Tate Reeves,134
Neshoba,Zephyrhill,Lieutenant Governor,,Libertarian,Ron Williams,3
Neshoba,Zephyrhill,Lieutenant Governor,,Reform,Rosa B. Williams,0
