county,precinct,office,district,party,candidate,total
Marion,Pittman,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,286
Marion,Pittman,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Marion,Pittman,Commissioner of Insurance,,Republican,Mike Chaney,298
Marion,Pittman,State Senate,40,Republican,Angela Burks Hill,297
Marion,Pittman,State House,99,Republican,Bill Pigott,298
Marion,Popetown,Governor,,Republican,Phil Bryant,270
Marion,Popetown,Governor,,Democrat,Robert Gray,155
Marion,Popetown,Governor,,Reform,Shawn O'Hara,4
Marion,Popetown,Lieutenant Governor,,Democrat,Tim Johnson,170
Marion,Popetown,Lieutenant Governor,,Republican,Tate Reeves,240
Marion,Popetown,Lieutenant Governor,,Libertarian,Ron Williams,12
Marion,Popetown,Lieutenant Governor,,Reform,Rosa B. Williams,3
Marion,Popetown,Secretary of State,,Democrat,Charles E. Graham,167
Marion,Popetown,Secretary of State,,Republican,Delbert Hosemann,245
Marion,Popetown,Secretary of State,,Reform,Randy Walker,10
Marion,Popetown,Attorney General,,Democrat,Jim Hood,252
Marion,Popetown,Attorney General,,Republican,Mike Hurst,174
Marion,Popetown,State Auditor,,Republican,Stacey E. Pickering,250
Marion,Popetown,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,163
Marion,Popetown,State Auditor,,Reform,Lajena Walley,9
Marion,Popetown,State Treasurer,,Republican,Lynn Fitch,273
Marion,Popetown,State Treasurer,,Reform,Viola McFarland,103
Marion,Popetown,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,174
Marion,Popetown,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,234
Marion,Popetown,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,14
Marion,Popetown,Commissioner of Insurance,,Republican,Mike Chaney,332
Marion,Popetown,State Senate,40,Republican,Angela Burks Hill,336
Marion,Popetown,State House,100,Republican,Ken Morgan,336
Marion,Sandy Hook,Governor,,Republican,Phil Bryant,157
Marion,Sandy Hook,Governor,,Democrat,Robert Gray,37
Marion,Sandy Hook,Governor,,Reform,Shawn O'Hara,2
Marion,Sandy Hook,Lieutenant Governor,,Democrat,Tim Johnson,44
Marion,Sandy Hook,Lieutenant Governor,,Republican,Tate Reeves,148
Marion,Sandy Hook,Lieutenant Governor,,Libertarian,Ron Williams,5
Marion,Sandy Hook,Lieutenant Governor,,Reform,Rosa B. Williams,0
Marion,Sandy Hook,Secretary of State,,Democrat,Charles E. Graham,47
Marion,Sandy Hook,Secretary of State,,Republican,Delbert Hosemann,147
Marion,Sandy Hook,Secretary of State,,Reform,Randy Walker,2
Marion,Sandy Hook,Attorney General,,Democrat,Jim Hood,66
Marion,Sandy Hook,Attorney General,,Republican,Mike Hurst,130
Marion,Sandy Hook,State Auditor,,Republican,Stacey E. Pickering,155
Marion,Sandy Hook,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,42
Marion,Sandy Hook,State Auditor,,Reform,Lajena Walley,0
Marion,Sandy Hook,State Treasurer,,Republican,Lynn Fitch,159
Marion,Sandy Hook,State Treasurer,,Reform,Viola McFarland,18
Marion,Sandy Hook,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,46
Marion,Sandy Hook,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,150
Marion,Sandy Hook,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,0
Marion,Sandy Hook,Commissioner of Insurance,,Republican,Mike Chaney,172
Marion,Sandy Hook,State Senate,40,Republican,Angela Burks Hill,171
Marion,Sandy Hook,State House,99,Republican,Bill Pigott,169
Marion,South Columbus,Governor,,Republican,Phil Bryant,10
Marion,South Columbus,Governor,,Democrat,Robert Gray,44
Marion,South Columbus,Governor,,Reform,Shawn O'Hara,0
Marion,South Columbus,Lieutenant Governor,,Democrat,Tim Johnson,45
Marion,South Columbus,Lieutenant Governor,,Republican,Tate Reeves,1
Marion,South Columbus,Lieutenant Governor,,Libertarian,Ron Williams,2
Marion,South Columbus,Lieutenant Governor,,Reform,Rosa B. Williams,1
Marion,South Columbus,Secretary of State,,Democrat,Charles E. Graham,44
Marion,South Columbus,Secretary of State,,Republican,Delbert Hosemann,4
Marion,South Columbus,Secretary of State,,Reform,Randy Walker,2
Marion,South Columbus,Attorney General,,Democrat,Jim Hood,51
Marion,South Columbus,Attorney General,,Republican,Mike Hurst,4
Marion,South Columbus,State Auditor,,Republican,Stacey E. Pickering,6
Marion,South Columbus,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,44
Marion,South Columbus,State Auditor,,Reform,Lajena Walley,1
Marion,South Columbus,State Treasurer,,Republican,Lynn Fitch,16
Marion,South Columbus,State Treasurer,,Reform,Viola McFarland,16
Marion,South Columbus,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,49
Marion,South Columbus,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,2
Marion,South Columbus,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,1
Marion,South Columbus,Commissioner of Insurance,,Republican,Mike Chaney,25
Marion,South Columbus,State Senate,40,Republican,Angela Burks Hill,26
Marion,South Columbus,State House,100,Republican,Ken Morgan,27
Marion,Union,Governor,,Republican,Phil Bryant,170
Marion,Union,Governor,,Democrat,Robert Gray,4
Marion,Union,Governor,,Reform,Shawn O'Hara,1
Marion,Union,Lieutenant Governor,,Democrat,Tim Johnson,9
Marion,Union,Lieutenant Governor,,Republican,Tate Reeves,153
Marion,Union,Lieutenant Governor,,Libertarian,Ron Williams,5
Marion,Union,Lieutenant Governor,,Reform,Rosa B. Williams,2
Marion,Union,Secretary of State,,Democrat,Charles E. Graham,11
Marion,Union,Secretary of State,,Republican,Delbert Hosemann,154
Marion,Union,Secretary of State,,Reform,Randy Walker,5
Marion,Union,Attorney General,,Democrat,Jim Hood,46
Marion,Union,Attorney General,,Republican,Mike Hurst,128
Marion,Union,State Auditor,,Republican,Stacey E. Pickering,166
Marion,Union,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,7
Marion,Union,State Auditor,,Reform,Lajena Walley,0
Marion,Union,State Treasurer,,Republican,Lynn Fitch,166
Marion,Union,State Treasurer,,Reform,Viola McFarland,4
Marion,Union,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,14
Marion,Union,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,151
Marion,Union,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Marion,Union,Commissioner of Insurance,,Republican,Mike Chaney,168
Marion,Union,State Senate,40,Republican,Angela Burks Hill,171
Marion,Union,State House,100,Republican,Ken Morgan,169
Marion,White Bluff,Governor,,Republican,Phil Bryant,52
Marion,White Bluff,Governor,,Democrat,Robert Gray,0
Marion,White Bluff,Governor,,Reform,Shawn O'Hara,0
Marion,White Bluff,Lieutenant Governor,,Democrat,Tim Johnson,2
Marion,White Bluff,Lieutenant Governor,,Republican,Tate Reeves,49
Marion,White Bluff,Lieutenant Governor,,Libertarian,Ron Williams,0
Marion,White Bluff,Lieutenant Governor,,Reform,Rosa B. Williams,1
Marion,White Bluff,Secretary of State,,Democrat,Charles E. Graham,4
Marion,White Bluff,Secretary of State,,Republican,Delbert Hosemann,47
Marion,White Bluff,Secretary of State,,Reform,Randy Walker,1
Marion,White Bluff,Attorney General,,Democrat,Jim Hood,11
Marion,White Bluff,Attorney General,,Republican,Mike Hurst,41
Marion,White Bluff,State Auditor,,Republican,Stacey E. Pickering,49
Marion,White Bluff,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,3
Marion,White Bluff,State Auditor,,Reform,Lajena Walley,0
Marion,White Bluff,State Treasurer,,Republican,Lynn Fitch,48
Marion,White Bluff,State Treasurer,,Reform,Viola McFarland,2
Marion,White Bluff,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,2
Marion,White Bluff,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,50
Marion,White Bluff,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,0
Marion,White Bluff,Commissioner of Insurance,,Republican,Mike Chaney,51
Marion,White Bluff,State Senate,40,Republican,Angela Burks Hill,50
Marion,White Bluff,State House,100,Republican,Ken Morgan,50
Marion,,Governor,,Republican,Phil Bryant,5674
Marion,,Governor,,Democrat,Robert Gray,1762
Marion,,Governor,,Reform,Shawn O'Hara,73
Marion,,Lieutenant Governor,,Democrat,Tim Johnson,1925
Marion,,Lieutenant Governor,,Republican,Tate Reeves,5287
Marion,,Lieutenant Governor,,Libertarian,Ron Williams,159
Marion,,Lieutenant Governor,,Reform,Rosa B. Williams,61
Marion,,Secretary of State,,Democrat,Charles E. Graham,1992
Marion,,Secretary of State,,Republican,Delbert Hosemann,5272
Marion,,Secretary of State,,Reform,Randy Walker,209
Marion,,Attorney General,,Democrat,Jim Hood,3237
Marion,,Attorney General,,Republican,Mike Hurst,4240
Marion,,State Auditor,,Republican,Stacey E. Pickering,5482
Marion,,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,1883
Marion,,State Auditor,,Reform,Lajena Walley,90
Marion,,State Treasurer,,Republican,Lynn Fitch,5870
Marion,,State Treasurer,,Reform,Viola McFarland,949
Marion,,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,2042
Marion,,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,5278
Marion,,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,121
Marion,,Commissioner of Insurance,,Republican,Mike Chaney,6469
Marion,,State Senate,40,Republican,Angela Burks Hill,6394
Marion,,State House,99,Republican,Bill Pigott,1907
Marion,,State House,100,Republican,Ken Morgan,4549
