county,precinct,office,district,party,candidate,total
Lamar,Purvis,Governor,,Republican,Phil  Bryant,770
Lamar,Purvis,Governor,,Democrat,Robert  Gray,126
Lamar,Purvis,Governor,,Reform,Shawn  O'Hara,9
Lamar,Purvis,Lieutenant Governor,,Democrat,Tim  Johnson,146
Lamar,Purvis,Lieutenant Governor,,Republican,Tate  Reeves,710
Lamar,Purvis,Lieutenant Governor,,Libertarian,Ron  Williams,34
Lamar,Purvis,Lieutenant Governor,,Reform,Rosa  B.  Williams,8
Lamar,Purvis,Secretary of State,,Democrat,Charles  E.  Graham,139
Lamar,Purvis,Secretary of State,,Republican,Delbert  Hosemann,745
Lamar,Purvis,Secretary of State,,Reform,Randy  Walker,16
Lamar,Purvis,Attorney General,,Democrat,Jim  Hood,332
Lamar,Purvis,Attorney General,,Republican,Mike  Hurst,567
Lamar,Purvis,State Auditor,,Republican,Stacey  E.  Pickering,760
Lamar,Purvis,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,135
Lamar,Purvis,State Auditor,,Reform,Lajena  Walley,7
Lamar,Arnold Line,Governor,,Republican,Phil  Bryant,268
Lamar,Arnold Line,Governor,,Democrat,Robert  Gray,103
Lamar,Arnold Line,Governor,,Reform,Shawn  O'Hara,5
Lamar,Arnold Line,Lieutenant Governor,,Democrat,Tim  Johnson,115
Lamar,Arnold Line,Lieutenant Governor,,Republican,Tate  Reeves,250
Lamar,Arnold Line,Lieutenant Governor,,Libertarian,Ron  Williams,10
Lamar,Arnold Line,Lieutenant Governor,,Reform,Rosa  B.  Williams,2
Lamar,Arnold Line,Secretary of State,,Democrat,Charles  E.  Graham,110
Lamar,Arnold Line,Secretary of State,,Republican,Delbert  Hosemann,258
Lamar,Arnold Line,Secretary of State,,Reform,Randy  Walker,8
Lamar,Arnold Line,Attorney General,,Democrat,Jim  Hood,182
Lamar,Arnold Line,Attorney General,,Republican,Mike  Hurst,196
Lamar,Arnold Line,State Auditor,,Republican,Stacey  E.  Pickering,263
Lamar,Arnold Line,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,108
Lamar,Arnold Line,State Auditor,,Reform,Lajena  Walley,2
Lamar,Mill Creek,Governor,,Republican,Phil  Bryant,246
Lamar,Mill Creek,Governor,,Democrat,Robert  Gray,16
Lamar,Mill Creek,Governor,,Reform,Shawn  O'Hara,3
Lamar,Mill Creek,Lieutenant Governor,,Democrat,Tim  Johnson,22
Lamar,Mill Creek,Lieutenant Governor,,Republican,Tate  Reeves,233
Lamar,Mill Creek,Lieutenant Governor,,Libertarian,Ron  Williams,7
Lamar,Mill Creek,Lieutenant Governor,,Reform,Rosa  B.  Williams,4
Lamar,Mill Creek,Secretary of State,,Democrat,Charles  E.  Graham,21
Lamar,Mill Creek,Secretary of State,,Republican,Delbert  Hosemann,239
Lamar,Mill Creek,Secretary of State,,Reform,Randy  Walker,5
Lamar,Mill Creek,Attorney General,,Democrat,Jim  Hood,75
Lamar,Mill Creek,Attorney General,,Republican,Mike  Hurst,189
Lamar,Mill Creek,State Auditor,,Republican,Stacey  E.  Pickering,241
Lamar,Mill Creek,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,20
Lamar,Mill Creek,State Auditor,,Reform,Lajena  Walley,4
Lamar,Midway,Governor,,Republican,Phil  Bryant,594
Lamar,Midway,Governor,,Democrat,Robert  Gray,58
Lamar,Midway,Governor,,Reform,Shawn  O'Hara,6
Lamar,Midway,Lieutenant Governor,,Democrat,Tim  Johnson,59
Lamar,Midway,Lieutenant Governor,,Republican,Tate  Reeves,579
Lamar,Midway,Lieutenant Governor,,Libertarian,Ron  Williams,14
Lamar,Midway,Lieutenant Governor,,Reform,Rosa  B.  Williams,5
Lamar,Midway,Secretary of State,,Democrat,Charles  E.  Graham,57
Lamar,Midway,Secretary of State,,Republican,Delbert  Hosemann,580
Lamar,Midway,Secretary of State,,Reform,Randy  Walker,23
Lamar,Midway,Attorney General,,Democrat,Jim  Hood,183
Lamar,Midway,Attorney General,,Republican,Mike  Hurst,475
Lamar,Midway,State Auditor,,Republican,Stacey  E.  Pickering,605
Lamar,Midway,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,52
Lamar,Midway,State Auditor,,Reform,Lajena  Walley,2
Lamar,Oak Grove,Governor,,Republican,Phil  Bryant,691
Lamar,Oak Grove,Governor,,Democrat,Robert  Gray,96
Lamar,Oak Grove,Governor,,Reform,Shawn  O'Hara,15
Lamar,Oak Grove,Lieutenant Governor,,Democrat,Tim  Johnson,116
Lamar,Oak Grove,Lieutenant Governor,,Republican,Tate  Reeves,655
Lamar,Oak Grove,Lieutenant Governor,,Libertarian,Ron  Williams,25
Lamar,Oak Grove,Lieutenant Governor,,Reform,Rosa  B.  Williams,6
Lamar,Oak Grove,Secretary of State,,Democrat,Charles  E.  Graham,102
Lamar,Oak Grove,Secretary of State,,Republican,Delbert  Hosemann,685
Lamar,Oak Grove,Secretary of State,,Reform,Randy  Walker,14
Lamar,Oak Grove,Attorney General,,Democrat,Jim  Hood,253
Lamar,Oak Grove,Attorney General,,Republican,Mike  Hurst,547
Lamar,Oak Grove,State Auditor,,Republican,Stacey  E.  Pickering,678
Lamar,Oak Grove,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,110
Lamar,Oak Grove,State Auditor,,Reform,Lajena  Walley,9
Lamar,Lake Serene,Governor,,Republican,Phil  Bryant,1207
Lamar,Lake Serene,Governor,,Democrat,Robert  Gray,104
Lamar,Lake Serene,Governor,,Reform,Shawn  O'Hara,13
Lamar,Lake Serene,Lieutenant Governor,,Democrat,Tim  Johnson,125
Lamar,Lake Serene,Lieutenant Governor,,Republican,Tate  Reeves,1159
Lamar,Lake Serene,Lieutenant Governor,,Libertarian,Ron  Williams,38
Lamar,Lake Serene,Lieutenant Governor,,Reform,Rosa  B.  Williams,5
Lamar,Lake Serene,Secretary of State,,Democrat,Charles  E.  Graham,101
Lamar,Lake Serene,Secretary of State,,Republican,Delbert  Hosemann,1205
Lamar,Lake Serene,Secretary of State,,Reform,Randy  Walker,20
Lamar,Lake Serene,Attorney General,,Democrat,Jim  Hood,327
Lamar,Lake Serene,Attorney General,,Republican,Mike  Hurst,996
Lamar,Lake Serene,State Auditor,,Republican,Stacey  E.  Pickering,1178
Lamar,Lake Serene,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,134
Lamar,Lake Serene,State Auditor,,Reform,Lajena  Walley,7
Lamar,Kingsmill,Governor,,Republican,Phil  Bryant,716
Lamar,Kingsmill,Governor,,Democrat,Robert  Gray,53
Lamar,Kingsmill,Governor,,Reform,Shawn  O'Hara,2
Lamar,Kingsmill,Lieutenant Governor,,Democrat,Tim  Johnson,58
Lamar,Kingsmill,Lieutenant Governor,,Republican,Tate  Reeves,696
Lamar,Kingsmill,Lieutenant Governor,,Libertarian,Ron  Williams,17
Lamar,Kingsmill,Lieutenant Governor,,Reform,Rosa  B.  Williams,2
Lamar,Kingsmill,Secretary of State,,Democrat,Charles  E.  Graham,35
Lamar,Kingsmill,Secretary of State,,Republican,Delbert  Hosemann,729
Lamar,Kingsmill,Secretary of State,,Reform,Randy  Walker,8
Lamar,Kingsmill,Attorney General,,Democrat,Jim  Hood,167
Lamar,Kingsmill,Attorney General,,Republican,Mike  Hurst,601
Lamar,Kingsmill,State Auditor,,Republican,Stacey  E.  Pickering,699
Lamar,Kingsmill,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,58
Lamar,Kingsmill,State Auditor,,Reform,Lajena  Walley,7
Lamar,Breland,Governor,,Republican,Phil  Bryant,921
Lamar,Breland,Governor,,Democrat,Robert  Gray,194
Lamar,Breland,Governor,,Reform,Shawn  O'Hara,12
Lamar,Breland,Lieutenant Governor,,Democrat,Tim  Johnson,221
Lamar,Breland,Lieutenant Governor,,Republican,Tate  Reeves,855
Lamar,Breland,Lieutenant Governor,,Libertarian,Ron  Williams,44
Lamar,Breland,Lieutenant Governor,,Reform,Rosa  B.  Williams,7
Lamar,Breland,Secretary of State,,Democrat,Charles  E.  Graham,193
Lamar,Breland,Secretary of State,,Republican,Delbert  Hosemann,910
Lamar,Breland,Secretary of State,,Reform,Randy  Walker,30
Lamar,Breland,Attorney General,,Democrat,Jim  Hood,389
Lamar,Breland,Attorney General,,Republican,Mike  Hurst,742
Lamar,Breland,State Auditor,,Republican,Stacey  E.  Pickering,905
Lamar,Breland,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,211
Lamar,Breland,State Auditor,,Reform,Lajena  Walley,12
Lamar,Oloh,Governor,,Republican,Phil  Bryant,306
Lamar,Oloh,Governor,,Democrat,Robert  Gray,12
Lamar,Oloh,Governor,,Reform,Shawn  O'Hara,6
Lamar,Oloh,Lieutenant Governor,,Democrat,Tim  Johnson,15
Lamar,Oloh,Lieutenant Governor,,Republican,Tate  Reeves,292
Lamar,Oloh,Lieutenant Governor,,Libertarian,Ron  Williams,12
Lamar,Oloh,Lieutenant Governor,,Reform,Rosa  B.  Williams,3
Lamar,Oloh,Secretary of State,,Democrat,Charles  E.  Graham,14
Lamar,Oloh,Secretary of State,,Republican,Delbert  Hosemann,303
Lamar,Oloh,Secretary of State,,Reform,Randy  Walker,8
Lamar,Oloh,Attorney General,,Democrat,Jim  Hood,86
Lamar,Oloh,Attorney General,,Republican,Mike  Hurst,237
Lamar,Oloh,State Auditor,,Republican,Stacey  E.  Pickering,300
Lamar,Oloh,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,18
Lamar,Oloh,State Auditor,,Reform,Lajena  Walley,5
Lamar,Rocky Branch,Governor,,Republican,Phil  Bryant,292
Lamar,Rocky Branch,Governor,,Democrat,Robert  Gray,45
Lamar,Rocky Branch,Governor,,Reform,Shawn  O'Hara,3
Lamar,Rocky Branch,Lieutenant Governor,,Democrat,Tim  Johnson,53
Lamar,Rocky Branch,Lieutenant Governor,,Republican,Tate  Reeves,274
Lamar,Rocky Branch,Lieutenant Governor,,Libertarian,Ron  Williams,6
Lamar,Rocky Branch,Lieutenant Governor,,Reform,Rosa  B.  Williams,3
Lamar,Rocky Branch,Secretary of State,,Democrat,Charles  E.  Graham,57
Lamar,Rocky Branch,Secretary of State,,Republican,Delbert  Hosemann,274
Lamar,Rocky Branch,Secretary of State,,Reform,Randy  Walker,3
Lamar,Rocky Branch,Attorney General,,Democrat,Jim  Hood,109
Lamar,Rocky Branch,Attorney General,,Republican,Mike  Hurst,227
Lamar,Rocky Branch,State Auditor,,Republican,Stacey  E.  Pickering,279
Lamar,Rocky Branch,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,54
Lamar,Rocky Branch,State Auditor,,Reform,Lajena  Walley,2
Lamar,Sumrall,Governor,,Republican,Phil  Bryant,1254
Lamar,Sumrall,Governor,,Democrat,Robert  Gray,103
Lamar,Sumrall,Governor,,Reform,Shawn  O'Hara,10
Lamar,Sumrall,Lieutenant Governor,,Democrat,Tim  Johnson,126
Lamar,Sumrall,Lieutenant Governor,,Republican,Tate  Reeves,1178
Lamar,Sumrall,Lieutenant Governor,,Libertarian,Ron  Williams,43
Lamar,Sumrall,Lieutenant Governor,,Reform,Rosa  B.  Williams,8
Lamar,Sumrall,Secretary of State,,Democrat,Charles  E.  Graham,111
Lamar,Sumrall,Secretary of State,,Republican,Delbert  Hosemann,1213
Lamar,Sumrall,Secretary of State,,Reform,Randy  Walker,39
Lamar,Sumrall,Attorney General,,Democrat,Jim  Hood,371
Lamar,Sumrall,Attorney General,,Republican,Mike  Hurst,999
Lamar,Sumrall,State Auditor,,Republican,Stacey  E.  Pickering,1235
Lamar,Sumrall,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,117
Lamar,Sumrall,State Auditor,,Reform,Lajena  Walley,11
Lamar,,Governor,,Republican,Phil  Bryant,11555
Lamar,,Governor,,Democrat,Robert  Gray,1941
Lamar,,Governor,,Reform,Shawn  O'Hara,158
Lamar,,Lieutenant Governor,,Democrat,Tim  Johnson,2271
Lamar,,Lieutenant Governor,,Republican,Tate  Reeves,10865
Lamar,,Lieutenant Governor,,Libertarian,Ron  Williams,382
Lamar,,Lieutenant Governor,,Reform,Rosa  B.  Williams,93
Lamar,,Secretary of State,,Democrat,Charles  E.  Graham,2044
Lamar,,Secretary of State,,Republican,Delbert  Hosemann,11274
Lamar,,Secretary of State,,Reform,Randy  Walker,322
Lamar,,Attorney General,,Democrat,Jim  Hood,4696
Lamar,,Attorney General,,Republican,Mike  Hurst,8923
Lamar,,State Auditor,,Republican,Stacey  E.  Pickering,11329
Lamar,,State Auditor,,Democrat,Jocelyn  'Joce'  Pepper  Pritchett,2148
Lamar,,State Auditor,,Reform,Lajena  Walley,119
Lamar,Lamar Park,State Treasurer,,Republican,Lynn Fitch,472
Lamar,Lamar Park,State Treasurer,,Reform,Viola McFarland,119
Lamar,Lamar Park,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,212
Lamar,Lamar Park,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,398
Lamar,Lamar Park,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,7
Lamar,Lamar Park,Commissioner of Insurance,,Republican,Mike Chaney,546
Lamar,Lamar Park,State Senate,44,Republican,John A. Polk,537
Lamar,Lamar Park,State House,87,Republican,Chris Johnson,441
Lamar,Lamar Park,State House,87,Democrat,Paul B. Johnson IV,150
Lamar,Okahola,State Treasurer,,Republican,Lynn Fitch,236
Lamar,Okahola,State Treasurer,,Reform,Viola McFarland,24
Lamar,Okahola,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,27
Lamar,Okahola,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,236
Lamar,Okahola,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Lamar,Okahola,Commissioner of Insurance,,Republican,Mike Chaney,254
Lamar,Okahola,State Senate,44,Republican,John A. Polk,252
Lamar,Okahola,State House,87,Republican,Chris Johnson,223
Lamar,Okahola,State House,87,Democrat,Paul B. Johnson IV,35
Lamar,Richburg,State Treasurer,,Republican,Lynn Fitch,753
Lamar,Richburg,State Treasurer,,Reform,Viola McFarland,78
Lamar,Richburg,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,152
Lamar,Richburg,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,687
Lamar,Richburg,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,9
Lamar,Richburg,Commissioner of Insurance,,Republican,Mike Chaney,807
Lamar,Richburg,State Senate,44,Republican,John A. Polk,800
Lamar,Richburg,State House,87,Republican,Chris Johnson,686
Lamar,Richburg,State House,87,Democrat,Paul B. Johnson IV,148
Lamar,NE Lamar,State Treasurer,,Republican,Lynn Fitch,397
Lamar,NE Lamar,State Treasurer,,Reform,Viola McFarland,108
