county,precinct,office,district,party,candidate,total
Lee,207 Beech Sprs,State Auditor,,Reform,Lajena Walley,6
Lee,207 Beech Sprs,State Treasurer,,Republican,Lynn Fitch,248
Lee,207 Beech Sprs,State Treasurer,,Reform,Viola McFarland,37
Lee,207 Beech Sprs,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,82
Lee,207 Beech Sprs,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,213
Lee,207 Beech Sprs,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,7
Lee,207 Beech Sprs,Commissioner of Insurance,,Republican,Mike Chaney,223
Lee,207 Beech Sprs,State Senate,6,Republican,Chad McMahan,249
Lee,207 Beech Sprs,State House,19,Republican,Randy Boyd,193
Lee,207 Beech Sprs,State House,19,Democrat,Clint Gannon,113
Lee,301 Belden,Governor,,Republican,Phil Bryant,676
Lee,301 Belden,Governor,,Democrat,Robert Gray,214
Lee,301 Belden,Governor,,Reform,Shawn O'Hara,12
Lee,301 Belden,Lieutenant Governor,,Democrat,Tim Johnson,228
Lee,301 Belden,Lieutenant Governor,,Republican,Tate Reeves,652
Lee,301 Belden,Lieutenant Governor,,Libertarian,Ron Williams,12
Lee,301 Belden,Lieutenant Governor,,Reform,Rosa B. Williams,7
Lee,301 Belden,Secretary of State,,Democrat,Charles E. Graham,214
Lee,301 Belden,Secretary of State,,Republican,Delbert Hosemann,677
Lee,301 Belden,Secretary of State,,Reform,Randy Walker,16
Lee,301 Belden,Attorney General,,Democrat,Jim Hood,433
Lee,301 Belden,Attorney General,,Republican,Mike Hurst,478
Lee,301 Belden,State Auditor,,Republican,Stacey E. Pickering,677
Lee,301 Belden,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,220
Lee,301 Belden,State Auditor,,Reform,Lajena Walley,7
Lee,301 Belden,State Treasurer,,Republican,Lynn Fitch,730
Lee,301 Belden,State Treasurer,,Reform,Viola McFarland,82
Lee,301 Belden,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,236
Lee,301 Belden,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,635
Lee,301 Belden,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,13
Lee,301 Belden,Commissioner of Insurance,,Republican,Mike Chaney,679
Lee,301 Belden,State Senate,6,Republican,Chad McMahan,701
Lee,301 Belden,State House,17,Republican,Shane Aguirre,233
Lee,301 Belden,State House,17,Democrat,Charles Penson,120
Lee,204 Birmingham,Governor,,Republican,Phil Bryant,558
Lee,204 Birmingham,Governor,,Democrat,Robert Gray,69
Lee,204 Birmingham,Governor,,Reform,Shawn O'Hara,5
Lee,204 Birmingham,Lieutenant Governor,,Democrat,Tim Johnson,478
Lee,204 Birmingham,Lieutenant Governor,,Republican,Tate Reeves,534
Lee,204 Birmingham,Lieutenant Governor,,Libertarian,Ron Williams,14
Lee,204 Birmingham,Lieutenant Governor,,Reform,Rosa B. Williams,2
Lee,204 Birmingham,Secretary of State,,Democrat,Charles E. Graham,69
Lee,204 Birmingham,Secretary of State,,Republican,Delbert Hosemann,543
Lee,204 Birmingham,Secretary of State,,Reform,Randy Walker,16
Lee,204 Birmingham,Attorney General,,Democrat,Jim Hood,213
Lee,204 Birmingham,Attorney General,,Republican,Mike Hurst,419
Lee,204 Birmingham,State Auditor,,Republican,Stacey E. Pickering,551
Lee,204 Birmingham,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,71
Lee,204 Birmingham,State Auditor,,Reform,Lajena Walley,3
Lee,204 Birmingham,State Treasurer,,Republican,Lynn Fitch,548
Lee,204 Birmingham,State Treasurer,,Reform,Viola McFarland,46
Lee,204 Birmingham,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,76
Lee,204 Birmingham,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,518
Lee,204 Birmingham,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,14
Lee,204 Birmingham,Commissioner of Insurance,,Republican,Mike Chaney,535
Lee,204 Birmingham,State Senate,6,Republican,Chad McMahan,535
Lee,204 Birmingham,State House,18,Republican,Jerry Turner,544
Lee,302 Bissell,Governor,,Republican,Phil Bryant,1837
Lee,302 Bissell,Governor,,Democrat,Robert Gray,307
Lee,302 Bissell,Governor,,Reform,Shawn O'Hara,34
Lee,302 Bissell,Lieutenant Governor,,Democrat,Tim Johnson,363
Lee,302 Bissell,Lieutenant Governor,,Republican,Tate Reeves,1735
Lee,302 Bissell,Lieutenant Governor,,Libertarian,Ron Williams,42
Lee,302 Bissell,Lieutenant Governor,,Reform,Rosa B. Williams,20
Lee,302 Bissell,Secretary of State,,Democrat,Charles E. Graham,297
Lee,302 Bissell,Secretary of State,,Republican,Delbert Hosemann,1849
Lee,302 Bissell,Secretary of State,,Reform,Randy Walker,39
Lee,302 Bissell,Attorney General,,Democrat,Jim Hood,864
Lee,302 Bissell,Attorney General,,Republican,Mike Hurst,1323
Lee,302 Bissell,State Auditor,,Republican,Stacey E. Pickering,1832
Lee,302 Bissell,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,318
Lee,302 Bissell,State Auditor,,Reform,Lajena Walley,21
Lee,302 Bissell,State Treasurer,,Republican,Lynn Fitch,1881
Lee,302 Bissell,State Treasurer,,Reform,Viola McFarland,175
Lee,302 Bissell,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,339
Lee,302 Bissell,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,1730
Lee,302 Bissell,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,41
Lee,302 Bissell,Commissioner of Insurance,,Republican,Mike Chaney,1577
Lee,302 Bissell,State Senate,6,Republican,Chad McMahan,1843
Lee,302 Bissell,State House,17,Republican,Shane Aguirre,1773
Lee,302 Bissell,State House,17,Democrat,Charles Penson,399
Lee,501 Brewer,Governor,,Republican,Phil Bryant,267
Lee,501 Brewer,Governor,,Democrat,Robert Gray,23
Lee,501 Brewer,Governor,,Reform,Shawn O'Hara,1
Lee,501 Brewer,Lieutenant Governor,,Democrat,Tim Johnson,27
Lee,501 Brewer,Lieutenant Governor,,Republican,Tate Reeves,267
Lee,501 Brewer,Lieutenant Governor,,Libertarian,Ron Williams,2
Lee,501 Brewer,Lieutenant Governor,,Reform,Rosa B. Williams,1
Lee,501 Brewer,Secretary of State,,Democrat,Charles E. Graham,22
Lee,501 Brewer,Secretary of State,,Republican,Delbert Hosemann,261
Lee,501 Brewer,Secretary of State,,Reform,Randy Walker,8
Lee,501 Brewer,Attorney General,,Democrat,Jim Hood,139
Lee,501 Brewer,Attorney General,,Republican,Mike Hurst,157
Lee,501 Brewer,State Auditor,,Republican,Stacey E. Pickering,269
Lee,501 Brewer,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,18
Lee,501 Brewer,State Auditor,,Reform,Lajena Walley,1
Lee,501 Brewer,State Treasurer,,Republican,Lynn Fitch,267
Lee,501 Brewer,State Treasurer,,Reform,Viola McFarland,16
Lee,501 Brewer,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,38
Lee,501 Brewer,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,239
Lee,501 Brewer,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Lee,501 Brewer,Commissioner of Insurance,,Republican,Mike Chaney,247
Lee,501 Brewer,State Senate,7,Democrat,Hob Bryan,155
Lee,501 Brewer,State Senate,7,Republican,Barry Strevel,135
Lee,501 Brewer,State House,16,Democrat,Steve Holland,235
Lee,201 Cedar Hill,Governor,,Republican,Phil Bryant,567
Lee,201 Cedar Hill,Governor,,Democrat,Robert Gray,81
Lee,201 Cedar Hill,Governor,,Reform,Shawn O'Hara,6
Lee,201 Cedar Hill,Lieutenant Governor,,Democrat,Tim Johnson,98
Lee,201 Cedar Hill,Lieutenant Governor,,Republican,Tate Reeves,536
Lee,201 Cedar Hill,Lieutenant Governor,,Libertarian,Ron Williams,14
Lee,201 Cedar Hill,Lieutenant Governor,,Reform,Rosa B. Williams,2
Lee,201 Cedar Hill,Secretary of State,,Democrat,Charles E. Graham,89
Lee,201 Cedar Hill,Secretary of State,,Republican,Delbert Hosemann,547
Lee,201 Cedar Hill,Secretary of State,,Reform,Randy Walker,10
Lee,201 Cedar Hill,Attorney General,,Democrat,Jim Hood,258
Lee,201 Cedar Hill,Attorney General,,Republican,Mike Hurst,397
Lee,201 Cedar Hill,State Auditor,,Republican,Stacey E. Pickering,560
Lee,201 Cedar Hill,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,82
Lee,201 Cedar Hill,State Auditor,,Reform,Lajena Walley,6
Lee,201 Cedar Hill,State Treasurer,,Republican,Lynn Fitch,565
Lee,201 Cedar Hill,State Treasurer,,Reform,Viola McFarland,42
Lee,201 Cedar Hill,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,116
Lee,201 Cedar Hill,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,502
Lee,201 Cedar Hill,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,9
Lee,201 Cedar Hill,Commissioner of Insurance,,Republican,Mike Chaney,529
Lee,201 Cedar Hill,State Senate,6,Republican,Chad McMahan,531
Lee,201 Cedar Hill,State House,18,Republican,Jerry Turner,565
Lee,203 Davis,Governor,,Republican,Phil Bryant,73
Lee,203 Davis,Governor,,Democrat,Robert Gray,44
Lee,203 Davis,Governor,,Reform,Shawn O'Hara,1
Lee,203 Davis,Lieutenant Governor,,Democrat,Tim Johnson,46
Lee,203 Davis,Lieutenant Governor,,Republican,Tate Reeves,65
Lee,203 Davis,Lieutenant Governor,,Libertarian,Ron Williams,3
Lee,203 Davis,Lieutenant Governor,,Reform,Rosa B. Williams,3
Lee,203 Davis,Secretary of State,,Democrat,Charles E. Graham,42
Lee,203 Davis,Secretary of State,,Republican,Delbert Hosemann,72
Lee,203 Davis,Secretary of State,,Reform,Randy Walker,3
Lee,203 Davis,Attorney General,,Democrat,Jim Hood,68
Lee,203 Davis,Attorney General,,Republican,Mike Hurst,50
Lee,203 Davis,State Auditor,,Republican,Stacey E. Pickering,72
Lee,203 Davis,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,41
Lee,203 Davis,State Auditor,,Reform,Lajena Walley,4
Lee,203 Davis,State Treasurer,,Republican,Lynn Fitch,77
Lee,203 Davis,State Treasurer,,Reform,Viola McFarland,15
Lee,203 Davis,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,43
Lee,203 Davis,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,63
Lee,203 Davis,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Lee,203 Davis,Commissioner of Insurance,,Republican,Mike Chaney,80
Lee,203 Davis,State Senate,6,Republican,Chad McMahan,75
Lee,203 Davis,State House,18,Republican,Jerry Turner,77
Lee,114 East Heights,Governor,,Republican,Phil Bryant,206
Lee,114 East Heights,Governor,,Democrat,Robert Gray,24
Lee,114 East Heights,Governor,,Reform,Shawn O'Hara,1
Lee,114 East Heights,Lieutenant Governor,,Democrat,Tim Johnson,36
Lee,114 East Heights,Lieutenant Governor,,Republican,Tate Reeves,195
Lee,114 East Heights,Lieutenant Governor,,Libertarian,Ron Williams,1
Lee,114 East Heights,Lieutenant Governor,,Reform,Rosa B. Williams,1
Lee,114 East Heights,Secretary of State,,Democrat,Charles E. Graham,30
Lee,114 East Heights,Secretary of State,,Republican,Delbert Hosemann,201
Lee,114 East Heights,Secretary of State,,Reform,Randy Walker,2
Lee,114 East Heights,Attorney General,,Democrat,Jim Hood,90
Lee,114 East Heights,Attorney General,,Republican,Mike Hurst,142
Lee,114 East Heights,State Auditor,,Republican,Stacey E. Pickering,197
Lee,114 East Heights,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,33
Lee,114 East Heights,State Auditor,,Reform,Lajena Walley,2
Lee,114 East Heights,State Treasurer,,Republican,Lynn Fitch,204
Lee,114 East Heights,State Treasurer,,Reform,Viola McFarland,16
Lee,114 East Heights,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,38
Lee,114 East Heights,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,179
Lee,114 East Heights,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,1
Lee,114 East Heights,Commissioner of Insurance,,Republican,Mike Chaney,159
Lee,114 East Heights,State Senate,6,Republican,Chad McMahan,192
Lee,114 East Heights,State House,19,Republican,Randy Boyd,149
Lee,114 East Heights,State House,19,Democrat,Clint Gannon,77
Lee,110 Eggville,Governor,,Republican,Phil Bryant,253
Lee,110 Eggville,Governor,,Democrat,Robert Gray,16
Lee,110 Eggville,Governor,,Reform,Shawn O'Hara,1
Lee,110 Eggville,Lieutenant Governor,,Democrat,Tim Johnson,25
Lee,110 Eggville,Lieutenant Governor,,Republican,Tate Reeves,236
Lee,110 Eggville,Lieutenant Governor,,Libertarian,Ron Williams,5
Lee,110 Eggville,Lieutenant Governor,,Reform,Rosa B. Williams,0
Lee,110 Eggville,Secretary of State,,Democrat,Charles E. Graham,17
Lee,110 Eggville,Secretary of State,,Republican,Delbert Hosemann,243
Lee,110 Eggville,Secretary of State,,Reform,Randy Walker,3
Lee,110 Eggville,Attorney General,,Democrat,Jim Hood,113
Lee,110 Eggville,Attorney General,,Republican,Mike Hurst,157
Lee,110 Eggville,State Auditor,,Republican,Stacey E. Pickering,241
Lee,110 Eggville,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,17
Lee,110 Eggville,State Auditor,,Reform,Lajena Walley,3
Lee,110 Eggville,State Treasurer,,Republican,Lynn Fitch,237
Lee,110 Eggville,State Treasurer,,Reform,Viola McFarland,19
Lee,110 Eggville,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,37
Lee,110 Eggville,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,214
Lee,110 Eggville,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,2
Lee,110 Eggville,Commissioner of Insurance,,Republican,Mike Chaney,217
Lee,110 Eggville,State Senate,6,Republican,Chad McMahan,210
Lee,110 Eggville,State House,19,Republican,Randy Boyd,146
Lee,110 Eggville,State House,19,Democrat,Clint Gannon,125
Lee,205 Euclatubba,Governor,,Republican,Phil Bryant,150
Lee,205 Euclatubba,Governor,,Democrat,Robert Gray,9
Lee,205 Euclatubba,Governor,,Reform,Shawn O'Hara,1
Lee,205 Euclatubba,Lieutenant Governor,,Democrat,Tim Johnson,11
Lee,205 Euclatubba,Lieutenant Governor,,Republican,Tate Reeves,145
Lee,205 Euclatubba,Lieutenant Governor,,Libertarian,Ron Williams,2
Lee,205 Euclatubba,Lieutenant Governor,,Reform,Rosa B. Williams,0
Lee,205 Euclatubba,Secretary of State,,Democrat,Charles E. Graham,7
Lee,205 Euclatubba,Secretary of State,,Republican,Delbert Hosemann,149
Lee,205 Euclatubba,Secretary of State,,Reform,Randy Walker,2
Lee,205 Euclatubba,Attorney General,,Democrat,Jim Hood,63
Lee,205 Euclatubba,Attorney General,,Republican,Mike Hurst,97
Lee,205 Euclatubba,State Auditor,,Republican,Stacey E. Pickering,148
Lee,205 Euclatubba,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,9
Lee,205 Euclatubba,State Auditor,,Reform,Lajena Walley,0
Lee,205 Euclatubba,State Treasurer,,Republican,Lynn Fitch,145
Lee,205 Euclatubba,State Treasurer,,Reform,Viola McFarland,9
Lee,205 Euclatubba,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,14
Lee,205 Euclatubba,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,134
Lee,205 Euclatubba,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,2
Lee,205 Euclatubba,Commissioner of Insurance,,Republican,Mike Chaney,142
Lee,205 Euclatubba,State Senate,39,Republican,Sally Doty,141
Lee,205 Euclatubba,State House,18,Republican,Jerry Turner,147
Lee,107 Fellowship,Governor,,Republican,Phil Bryant,245
Lee,107 Fellowship,Governor,,Democrat,Robert Gray,31
Lee,107 Fellowship,Governor,,Reform,Shawn O'Hara,4
Lee,107 Fellowship,Lieutenant Governor,,Democrat,Tim Johnson,44
Lee,107 Fellowship,Lieutenant Governor,,Republican,Tate Reeves,229
Lee,107 Fellowship,Lieutenant Governor,,Libertarian,Ron Williams,4
Lee,107 Fellowship,Lieutenant Governor,,Reform,Rosa B. Williams,1
Lee,107 Fellowship,Secretary of State,,Democrat,Charles E. Graham,40
Lee,107 Fellowship,Secretary of State,,Republican,Delbert Hosemann,226
Lee,107 Fellowship,Secretary of State,,Reform,Randy Walker,6
Lee,107 Fellowship,Attorney General,,Democrat,Jim Hood,112
Lee,107 Fellowship,Attorney General,,Republican,Mike Hurst,169
Lee,107 Fellowship,State Auditor,,Republican,Stacey E. Pickering,231
Lee,107 Fellowship,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,40
Lee,107 Fellowship,State Auditor,,Reform,Lajena Walley,1
Lee,107 Fellowship,State Treasurer,,Republican,Lynn Fitch,233
Lee,107 Fellowship,State Treasurer,,Reform,Viola McFarland,28
Lee,107 Fellowship,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,41
Lee,107 Fellowship,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,206
Lee,107 Fellowship,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Lee,107 Fellowship,Commissioner of Insurance,,Republican,Mike Chaney,230
Lee,107 Fellowship,State Senate,6,Republican,Chad McMahan,223
Lee,107 Fellowship,State House,19,Republican,Randy Boyd,177
Lee,107 Fellowship,State House,19,Democrat,Clint Gannon,90
Lee,104 Friendship,Governor,,Republican,Phil Bryant,102
Lee,104 Friendship,Governor,,Democrat,Robert Gray,2
Lee,104 Friendship,Governor,,Reform,Shawn O'Hara,1
Lee,104 Friendship,Lieutenant Governor,,Democrat,Tim Johnson,6
Lee,104 Friendship,Lieutenant Governor,,Republican,Tate Reeves,94
Lee,104 Friendship,Lieutenant Governor,,Libertarian,Ron Williams,3
Lee,104 Friendship,Lieutenant Governor,,Reform,Rosa B. Williams,1
Lee,104 Friendship,Secretary of State,,Democrat,Charles E. Graham,5
Lee,104 Friendship,Secretary of State,,Republican,Delbert Hosemann,97
Lee,104 Friendship,Secretary of State,,Reform,Randy Walker,2
Lee,104 Friendship,Attorney General,,Democrat,Jim Hood,48
Lee,104 Friendship,Attorney General,,Republican,Mike Hurst,54
Lee,104 Friendship,State Auditor,,Republican,Stacey E. Pickering,103
Lee,104 Friendship,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,3
Lee,104 Friendship,State Auditor,,Reform,Lajena Walley,0
Lee,104 Friendship,State Treasurer,,Republican,Lynn Fitch,97
Lee,104 Friendship,State Treasurer,,Reform,Viola McFarland,6
Lee,104 Friendship,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,9
Lee,104 Friendship,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,84
Lee,104 Friendship,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Lee,104 Friendship,Commissioner of Insurance,,Republican,Mike Chaney,95
Lee,104 Friendship,State Senate,6,Republican,Chad McMahan,93
Lee,104 Friendship,State House,19,Republican,Randy Boyd,77
Lee,104 Friendship,State House,19,Democrat,Clint Gannon,24
Lee,510 Gilvo,Governor,,Republican,Phil Bryant,75
Lee,510 Gilvo,Governor,,Democrat,Robert Gray,7
Lee,510 Gilvo,Governor,,Reform,Shawn O'Hara,1
Lee,510 Gilvo,Lieutenant Governor,,Democrat,Tim Johnson,8
Lee,510 Gilvo,Lieutenant Governor,,Republican,Tate Reeves,70
Lee,510 Gilvo,Lieutenant Governor,,Libertarian,Ron Williams,2
Lee,510 Gilvo,Lieutenant Governor,,Reform,Rosa B. Williams,0
Lee,510 Gilvo,Secretary of State,,Democrat,Charles E. Graham,8
Lee,510 Gilvo,Secretary of State,,Republican,Delbert Hosemann,71
Lee,510 Gilvo,Secretary of State,,Reform,Randy Walker,3
Lee,510 Gilvo,Attorney General,,Democrat,Jim Hood,37
Lee,510 Gilvo,Attorney General,,Republican,Mike Hurst,45
Lee,510 Gilvo,State Auditor,,Republican,Stacey E. Pickering,71
Lee,510 Gilvo,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,6
Lee,510 Gilvo,State Auditor,,Reform,Lajena Walley,4
Lee,510 Gilvo,State Treasurer,,Republican,Lynn Fitch,74
Lee,510 Gilvo,State Treasurer,,Reform,Viola McFarland,7
Lee,510 Gilvo,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,8
Lee,510 Gilvo,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,67
Lee,510 Gilvo,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Lee,510 Gilvo,Commissioner of Insurance,,Republican,Mike Chaney,68
Lee,510 Gilvo,State Senate,6,Republican,Chad McMahan,67
Lee,510 Gilvo,State House,19,Republican,Randy Boyd,50
Lee,510 Gilvo,State House,19,Democrat,Clint Gannon,33
Lee,103 Guntown,Governor,,Republican,Phil Bryant,268
Lee,103 Guntown,Governor,,Democrat,Robert Gray,72
Lee,103 Guntown,Governor,,Reform,Shawn O'Hara,9
Lee,103 Guntown,Lieutenant Governor,,Democrat,Tim Johnson,82
Lee,103 Guntown,Lieutenant Governor,,Republican,Tate Reeves,242
Lee,103 Guntown,Lieutenant Governor,,Libertarian,Ron Williams,11
Lee,103 Guntown,Lieutenant Governor,,Reform,Rosa B. Williams,5
Lee,103 Guntown,Secretary of State,,Democrat,Charles E. Graham,73
Lee,103 Guntown,Secretary of State,,Republican,Delbert Hosemann,258
Lee,103 Guntown,Secretary of State,,Reform,Randy Walker,11
Lee,103 Guntown,Attorney General,,Democrat,Jim Hood,152
Lee,103 Guntown,Attorney General,,Republican,Mike Hurst,195
Lee,103 Guntown,State Auditor,,Republican,Stacey E. Pickering,262
Lee,103 Guntown,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,67
Lee,103 Guntown,State Auditor,,Reform,Lajena Walley,7
Lee,103 Guntown,State Treasurer,,Republican,Lynn Fitch,271
Lee,103 Guntown,State Treasurer,,Reform,Viola McFarland,44
Lee,103 Guntown,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,89
Lee,103 Guntown,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,231
Lee,103 Guntown,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,7
Lee,103 Guntown,Commissioner of Insurance,,Republican,Mike Chaney,284
Lee,103 Guntown,State Senate,6,Republican,Chad McMahan,284
Lee,103 Guntown,State House,18,Republican,Jerry Turner,279
Lee,106 Hebron,Governor,,Republican,Phil Bryant,156
Lee,106 Hebron,Governor,,Democrat,Robert Gray,12
Lee,106 Hebron,Governor,,Reform,Shawn O'Hara,2
Lee,106 Hebron,Lieutenant Governor,,Democrat,Tim Johnson,18
Lee,106 Hebron,Lieutenant Governor,,Republican,Tate Reeves,150
Lee,106 Hebron,Lieutenant Governor,,Libertarian,Ron Williams,3
