county,precinct,office,district,party,candidate,total
Lee,209 Tupelo 2,State House,17,Democrat,Charles Penson,258
Lee,209 Tupelo 2,State House,18,Republican,Jerry Turner,260
Lee,308 Tupelo 3,Governor,,Republican,Phil Bryant,1248
Lee,308 Tupelo 3,Governor,,Democrat,Robert Gray,410
Lee,308 Tupelo 3,Governor,,Reform,Shawn O'Hara,23
Lee,308 Tupelo 3,Lieutenant Governor,,Democrat,Tim Johnson,449
Lee,308 Tupelo 3,Lieutenant Governor,,Republican,Tate Reeves,1182
Lee,308 Tupelo 3,Lieutenant Governor,,Libertarian,Ron Williams,27
Lee,308 Tupelo 3,Lieutenant Governor,,Reform,Rosa B. Williams,13
Lee,308 Tupelo 3,Secretary of State,,Democrat,Charles E. Graham,404
Lee,308 Tupelo 3,Secretary of State,,Republican,Delbert Hosemann,1261
Lee,308 Tupelo 3,Secretary of State,,Reform,Randy Walker,17
Lee,308 Tupelo 3,Attorney General,,Democrat,Jim Hood,834
Lee,308 Tupelo 3,Attorney General,,Republican,Mike Hurst,854
Lee,308 Tupelo 3,State Auditor,,Republican,Stacey E. Pickering,1247
Lee,308 Tupelo 3,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,423
Lee,308 Tupelo 3,State Auditor,,Reform,Lajena Walley,7
Lee,308 Tupelo 3,State Treasurer,,Republican,Lynn Fitch,1343
Lee,308 Tupelo 3,State Treasurer,,Reform,Viola McFarland,212
Lee,308 Tupelo 3,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,436
Lee,308 Tupelo 3,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,1166
Lee,308 Tupelo 3,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,21
Lee,308 Tupelo 3,Commissioner of Insurance,,Republican,Mike Chaney,1220
Lee,308 Tupelo 3,State Senate,6,Republican,Chad McMahan,1367
Lee,308 Tupelo 3,State House,16,Democrat,Steve Holland,333
Lee,308 Tupelo 3,State House,17,Republican,Shane Aguirre,997
Lee,308 Tupelo 3,State House,17,Democrat,Charles Penson,295
Lee,405 Tupelo 4 North,Governor,,Republican,Phil Bryant,276
Lee,405 Tupelo 4 North,Governor,,Democrat,Robert Gray,492
Lee,405 Tupelo 4 North,Governor,,Reform,Shawn O'Hara,6
Lee,405 Tupelo 4 North,Lieutenant Governor,,Democrat,Tim Johnson,498
Lee,405 Tupelo 4 North,Lieutenant Governor,,Republican,Tate Reeves,251
Lee,405 Tupelo 4 North,Lieutenant Governor,,Libertarian,Ron Williams,9
Lee,405 Tupelo 4 North,Lieutenant Governor,,Reform,Rosa B. Williams,14
Lee,405 Tupelo 4 North,Secretary of State,,Democrat,Charles E. Graham,497
Lee,405 Tupelo 4 North,Secretary of State,,Republican,Delbert Hosemann,271
Lee,405 Tupelo 4 North,Secretary of State,,Reform,Randy Walker,3
Lee,405 Tupelo 4 North,Attorney General,,Democrat,Jim Hood,620
Lee,405 Tupelo 4 North,Attorney General,,Republican,Mike Hurst,168
Lee,405 Tupelo 4 North,State Auditor,,Republican,Stacey E. Pickering,255
Lee,405 Tupelo 4 North,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,507
Lee,405 Tupelo 4 North,State Auditor,,Reform,Lajena Walley,7
Lee,405 Tupelo 4 North,State Treasurer,,Republican,Lynn Fitch,369
Lee,405 Tupelo 4 North,State Treasurer,,Reform,Viola McFarland,176
Lee,405 Tupelo 4 North,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,524
Lee,405 Tupelo 4 North,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,213
Lee,405 Tupelo 4 North,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,3
Lee,405 Tupelo 4 North,Commissioner of Insurance,,Republican,Mike Chaney,678
Lee,405 Tupelo 4 North,State Senate,7,Democrat,Hob Bryan,618
Lee,405 Tupelo 4 North,State Senate,7,Republican,Barry Strevel,147
Lee,405 Tupelo 4 North,State House,16,Democrat,Steve Holland,395
Lee,405 Tupelo 4 North,State House,17,Republican,Shane Aguirre,144
Lee,405 Tupelo 4 North,State House,17,Democrat,Clint Gannon,167
Lee,405 Tupelo 4 North,State House,18,Republican,Jerry Turner,10
Lee,406 Tupelo 4 South,Governor,,Republican,Phil Bryant,144
Lee,406 Tupelo 4 South,Governor,,Democrat,Robert Gray,524
Lee,406 Tupelo 4 South,Governor,,Reform,Shawn O'Hara,5
Lee,406 Tupelo 4 South,Lieutenant Governor,,Democrat,Tim Johnson,542
Lee,406 Tupelo 4 South,Lieutenant Governor,,Republican,Tate Reeves,114
Lee,406 Tupelo 4 South,Lieutenant Governor,,Libertarian,Ron Williams,6
Lee,406 Tupelo 4 South,Lieutenant Governor,,Reform,Rosa B. Williams,8
Lee,406 Tupelo 4 South,Secretary of State,,Democrat,Charles E. Graham,556
Lee,406 Tupelo 4 South,Secretary of State,,Republican,Delbert Hosemann,105
Lee,406 Tupelo 4 South,Secretary of State,,Reform,Randy Walker,11
Lee,406 Tupelo 4 South,Attorney General,,Democrat,Jim Hood,609
Lee,406 Tupelo 4 South,Attorney General,,Republican,Mike Hurst,70
Lee,406 Tupelo 4 South,State Auditor,,Republican,Stacey E. Pickering,111
Lee,406 Tupelo 4 South,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,553
Lee,406 Tupelo 4 South,State Auditor,,Reform,Lajena Walley,6
Lee,406 Tupelo 4 South,State Treasurer,,Republican,Lynn Fitch,220
Lee,406 Tupelo 4 South,State Treasurer,,Reform,Viola McFarland,212
Lee,406 Tupelo 4 South,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,561
Lee,406 Tupelo 4 South,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,84
Lee,406 Tupelo 4 South,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,8
Lee,406 Tupelo 4 South,Commissioner of Insurance,,Republican,Mike Chaney,563
Lee,406 Tupelo 4 South,State Senate,7,Democrat,Hob Bryan,603
Lee,406 Tupelo 4 South,State Senate,7,Republican,Barry Strevel,62
Lee,406 Tupelo 4 South,State House,16,Democrat,Steve Holland,621
Lee,505 Tupelo 5,Governor,,Republican,Phil Bryant,201
Lee,505 Tupelo 5,Governor,,Democrat,Robert Gray,138
Lee,505 Tupelo 5,Governor,,Reform,Shawn O'Hara,5
Lee,505 Tupelo 5,Lieutenant Governor,,Democrat,Tim Johnson,155
Lee,505 Tupelo 5,Lieutenant Governor,,Republican,Tate Reeves,177
Lee,505 Tupelo 5,Lieutenant Governor,,Libertarian,Ron Williams,3
Lee,505 Tupelo 5,Lieutenant Governor,,Reform,Rosa B. Williams,6
Lee,505 Tupelo 5,Secretary of State,,Democrat,Charles E. Graham,140
Lee,505 Tupelo 5,Secretary of State,,Republican,Delbert Hosemann,192
Lee,505 Tupelo 5,Secretary of State,,Reform,Randy Walker,12
Lee,505 Tupelo 5,Attorney General,,Democrat,Jim Hood,229
Lee,505 Tupelo 5,Attorney General,,Republican,Mike Hurst,115
Lee,505 Tupelo 5,State Auditor,,Republican,Stacey E. Pickering,189
Lee,505 Tupelo 5,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,149
Lee,505 Tupelo 5,State Auditor,,Reform,Lajena Walley,2
Lee,505 Tupelo 5,State Treasurer,,Republican,Lynn Fitch,212
Lee,505 Tupelo 5,State Treasurer,,Reform,Viola McFarland,79
Lee,505 Tupelo 5,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,155
Lee,505 Tupelo 5,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,161
Lee,505 Tupelo 5,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,8
Lee,505 Tupelo 5,Commissioner of Insurance,,Republican,Mike Chaney,242
Lee,505 Tupelo 5,State Senate,6,Republican,Chad McMahan,232
Lee,505 Tupelo 5,State Senate,16,Democrat,Steve Holland,289
Lee,105 Unity,Governor,,Republican,Phil Bryant,207
Lee,105 Unity,Governor,,Democrat,Robert Gray,10
Lee,105 Unity,Governor,,Reform,Shawn O'Hara,2
Lee,105 Unity,Lieutenant Governor,,Democrat,Tim Johnson,15
Lee,105 Unity,Lieutenant Governor,,Republican,Tate Reeves,199
Lee,105 Unity,Lieutenant Governor,,Libertarian,Ron Williams,2
Lee,105 Unity,Lieutenant Governor,,Reform,Rosa B. Williams,0
Lee,105 Unity,Secretary of State,,Democrat,Charles E. Graham,11
Lee,105 Unity,Secretary of State,,Republican,Delbert Hosemann,204
Lee,105 Unity,Secretary of State,,Reform,Randy Walker,5
Lee,105 Unity,Attorney General,,Democrat,Jim Hood,75
Lee,105 Unity,Attorney General,,Republican,Mike Hurst,145
Lee,105 Unity,State Auditor,,Republican,Stacey E. Pickering,203
Lee,105 Unity,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,12
Lee,105 Unity,State Auditor,,Reform,Lajena Walley,0
Lee,105 Unity,State Treasurer,,Republican,Lynn Fitch,196
Lee,105 Unity,State Treasurer,,Reform,Viola McFarland,11
Lee,105 Unity,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,19
Lee,105 Unity,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,183
Lee,105 Unity,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,3
Lee,105 Unity,Commissioner of Insurance,,Republican,Mike Chaney,187
Lee,105 Unity,State Senate,6,Republican,Chad McMahan,177
Lee,105 Unity,State House,19,Republican,Randy Boyd,178
Lee,105 Unity,State House,19,Democrat,Clint Gannon,39
Lee,512 Verona,Governor,,Republican,Phil Bryant,284
Lee,512 Verona,Governor,,Democrat,Robert Gray,225
Lee,512 Verona,Governor,,Reform,Shawn O'Hara,6
Lee,512 Verona,Lieutenant Governor,,Democrat,Tim Johnson,251
Lee,512 Verona,Lieutenant Governor,,Republican,Tate Reeves,243
Lee,512 Verona,Lieutenant Governor,,Libertarian,Ron Williams,5
Lee,512 Verona,Lieutenant Governor,,Reform,Rosa B. Williams,5
Lee,512 Verona,Secretary of State,,Democrat,Charles E. Graham,235
Lee,512 Verona,Secretary of State,,Republican,Delbert Hosemann,261
Lee,512 Verona,Secretary of State,,Reform,Randy Walker,6
Lee,512 Verona,Attorney General,,Democrat,Jim Hood,351
Lee,512 Verona,Attorney General,,Republican,Mike Hurst,166
Lee,512 Verona,State Auditor,,Republican,Stacey E. Pickering,262
Lee,512 Verona,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,239
Lee,512 Verona,State Auditor,,Reform,Lajena Walley,5
Lee,512 Verona,State Treasurer,,Republican,Lynn Fitch,313
Lee,512 Verona,State Treasurer,,Reform,Viola McFarland,100
Lee,512 Verona,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,258
Lee,512 Verona,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,215
Lee,512 Verona,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,8
Lee,512 Verona,Commissioner of Insurance,,Republican,Mike Chaney,369
Lee,512 Verona,State Senate,7,Democrat,Hob Bryan,348
Lee,512 Verona,State Senate,7,Republican,Barry Strevel,159
Lee,512 Verona,State House,16,Democrat,Steve Holland,445
Lee,LEE MS,Governor,,Republican,Phil Bryant,14402
Lee,LEE MS,Governor,,Democrat,Robert Gray,4665
Lee,LEE MS,Governor,,Reform,Shawn O'Hara,224
Lee,LEE MS,Lieutenant Governor,,Democrat,Tim Johnson,5170
Lee,LEE MS,Lieutenant Governor,,Republican,Tate Reeves,13487
Lee,LEE MS,Lieutenant Governor,,Libertarian,Ron Williams,336
Lee,LEE MS,Lieutenant Governor,,Reform,Rosa B. Williams,162
Lee,LEE MS,Secretary of State,,Democrat,Charles E. Graham,4749
Lee,LEE MS,Secretary of State,,Republican,Delbert Hosemann,14119
Lee,LEE MS,Secretary of State,,Reform,Randy Walker,334
Lee,LEE MS,Attorney General,,Democrat,Jim Hood,9626
Lee,LEE MS,Attorney General,,Republican,Mike Hurst,9749
Lee,LEE MS,State Auditor,,Republican,Stacey E. Pickering,14113
Lee,LEE MS,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,4858
Lee,LEE MS,State Auditor,,Reform,Lajena Walley,155
Lee,LEE MS,State Treasurer,,Republican,Lynn Fitch,14493
Lee,LEE MS,State Treasurer,,Reform,Viola McFarland,2279
Lee,LEE MS,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,5290
Lee,LEE MS,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,12866
Lee,LEE MS,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,328
Lee,LEE MS,Commissioner of Insurance,,Republican,Mike Chaney,15156
Lee,LEE MS,State Senate,6,Republican,Chad McMahan,11639
Lee,LEE MS,State Senate,7,Democrat,Hob Bryan,2432
Lee,LEE MS,State Senate,7,Republican,Barry Strevel,1107
Lee,LEE MS,State Senate,8,Democrat,Russell Jolly,1120
Lee,LEE MS,State House,16,Democrat,Steve Holland,3466
Lee,LEE MS,State House,17,Republican,Shane Aguirre,4384
Lee,LEE MS,State House,17,Democrat,Clint Gannon,1400
Lee,LEE MS,State House,18,Republican,Jerry Turner,4054
Lee,LEE MS,State House,19,Republican,Randy Boyd,2493
Lee,LEE MS,State House,19,Democrat,Clint Gannon,1526
Lee,LEE MS,State House,20,Republican,Chris Brown,430
Lee,LEE MS,State House,20,Democrat,William 'Bo' Miller,155
