candidate,office,district,party,county,precinct,votes,winner,page
Jill Stein,President,,Green,Chickasaw,East Okolona 004,2,,2
Trent Kelly,U.S.House,1,Republican,Chickasaw,East Okolona 004,129,,2
Jacob Owens,U.S.House,1,Democrat,Chickasaw,East Okolona 004,533,,2
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,East Okolona 004,11,,2
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,East Okolona 004,15,,2
Hillary Clinton,President,,Democrat,Chickasaw,Egypt 003,228,,2
Donald J. Trump,President,,Republican,Chickasaw,Egypt 003,130,,2
Darrell Castle,President,,Constitution,Chickasaw,Egypt 003,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,Egypt 003,0,,2
Jim Hedges,President,,Prohibition,Chickasaw,Egypt 003,1,,2
Gary Johnson,President,,Libertarian,Chickasaw,Egypt 003,4,,2
Jill Stein,President,,Green,Chickasaw,Egypt 003,0,,2
Trent Kelly,U.S.House,1,Republican,Chickasaw,Egypt 003,152,,2
Jacob Owens,U.S.House,1,Democrat,Chickasaw,Egypt 003,200,,2
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,Egypt 003,3,,2
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,Egypt 003,7,,2
Hillary Clinton,President,,Democrat,Chickasaw,North Houlka 005,177,,2
Donald J. Trump,President,,Republican,Chickasaw,North Houlka 005,117,,2
Darrell Castle,President,,Constitution,Chickasaw,North Houlka 005,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,North Houlka 005,1,,2
Jim Hedges,President,,Prohibition,Chickasaw,North Houlka 005,1,,2
Gary Johnson,President,,Libertarian,Chickasaw,North Houlka 005,0,,2
Jill Stein,President,,Green,Chickasaw,North Houlka 005,1,,2
Trent Kelly,U.S.House,1,Republican,Chickasaw,North Houlka 005,135,,2
Jacob Owens,U.S.House,1,Democrat,Chickasaw,North Houlka 005,134,,2
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,North Houlka 005,12,,2
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,North Houlka 005,2,,2
Hillary Clinton,President,,Democrat,Chickasaw,North Okolona 006,281,,2
Donald J. Trump,President,,Republican,Chickasaw,North Okolona 006,252,,2
Darrell Castle,President,,Constitution,Chickasaw,North Okolona 006,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,North Okolona 006,1,,2
Jim Hedges,President,,Prohibition,Chickasaw,North Okolona 006,1,,2
Gary Johnson,President,,Libertarian,Chickasaw,North Okolona 006,5,,2
Jill Stein,President,,Green,Chickasaw,North Okolona 006,0,,2
Trent Kelly,U.S.House,1,Republican,Chickasaw,North Okolona 006,274,,2
Jacob Owens,U.S.House,1,Democrat,Chickasaw,North Okolona 006,231,,2
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,North Okolona 006,7,,2
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,North Okolona 006,8,,2
Hillary Clinton,President,,Democrat,Chickasaw,Northwest Houston 007,670,,2
Donald J. Trump,President,,Republican,Chickasaw,Northwest Houston 007,194,,2
Darrell Castle,President,,Constitution,Chickasaw,Northwest Houston 007,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,Northwest Houston 007,1,,2
Jim Hedges,President,,Prohibition,Chickasaw,Northwest Houston 007,0,,2
Gary Johnson,President,,Libertarian,Chickasaw,Northwest Houston 007,7,,2
Jill Stein,President,,Green,Chickasaw,Northwest Houston 007,0,,2
Trent Kelly,U.S.House,1,Republican,Chickasaw,Northwest Houston 007,260,,2
Jacob Owens,U.S.House,1,Democrat,Chickasaw,Northwest Houston 007,520,,2
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,Northwest Houston 007,15,,2
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,Northwest Houston 007,17,,2
Hillary Clinton,President,,Democrat,Chickasaw,Pearsall 009,79,,2
Donald J. Trump,President,,Republican,Chickasaw,Pearsall 009,248,,2
Darrell Castle,President,,Constitution,Chickasaw,Pearsall 009,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,Pearsall 009,0,,2
Jim Hedges,President,,Prohibition,Chickasaw,Pearsall 009,0,,2
Gary Johnson,President,,Libertarian,Chickasaw,Pearsall 009,4,,2
Jill Stein,President,,Green,Chickasaw,Pearsall 009,0,,2
Trent Kelly,U.S.House,1,Republican,Chickasaw,Pearsall 009,248,,2
Jacob Owens,U.S.House,1,Democrat,Chickasaw,Pearsall 009,58,,2
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,Pearsall 009,8,,2
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,Pearsall 009,4,,2
Hillary Clinton,President,,Democrat,Chickasaw,Pleasant Grove Thorn 008,47,,2
Donald J. Trump,President,,Republican,Chickasaw,Pleasant Grove Thorn 008,485,,2
Darrell Castle,President,,Constitution,Chickasaw,Pleasant Grove Thorn 008,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,Pleasant Grove Thorn 008,0,,2
Jim Hedges,President,,Prohibition,Chickasaw,Pleasant Grove Thorn 008,0,,2
Gary Johnson,President,,Libertarian,Chickasaw,Pleasant Grove Thorn 008,8,,2
Jill Stein,President,,Green,Chickasaw,Pleasant Grove Thorn 008,2,,2
Trent Kelly,U.S.House,1,Republican,Chickasaw,Pleasant Grove Thorn 008,464,,2
Jacob Owens,U.S.House,1,Democrat,Chickasaw,Pleasant Grove Thorn 008,51,,2
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,Pleasant Grove Thorn 008,8,,2
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,Pleasant Grove Thorn 008,11,,2
Hillary Clinton,President,,Democrat,Chickasaw,South Houlka 011,121,,2
Donald J. Trump,President,,Republican,Chickasaw,South Houlka 011,339,,2
Darrell Castle,President,,Constitution,Chickasaw,South Houlka 011,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,South Houlka 011,0,,2
Jim Hedges,President,,Prohibition,Chickasaw,South Houlka 011,1,,2
Gary Johnson,President,,Libertarian,Chickasaw,South Houlka 011,4,,2
Jill Stein,President,,Green,Chickasaw,South Houlka 011,0,,2
Trent Kelly,U.S.House,1,Republican,Chickasaw,South Houlka 011,342,,2
Jacob Owens,U.S.House,1,Democrat,Chickasaw,South Houlka 011,96,,2
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,South Houlka 011,4,,2
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,South Houlka 011,1,,2
Hillary Clinton,President,,Democrat,Chickasaw,Southeast Houston 010,229,,2
Donald J. Trump,President,,Republican,Chickasaw,Southeast Houston 010,970,,2
Darrell Castle,President,,Constitution,Chickasaw,Southeast Houston 010,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,Southeast Houston 010,0,,2
Jim Hedges,President,,Prohibition,Chickasaw,Southeast Houston 010,1,,2
Gary Johnson,President,,Libertarian,Chickasaw,Southeast Houston 010,4,,2
Jill Stein,President,,Green,Chickasaw,Southeast Houston 010,1,,2
Trent Kelly,U.S.House,1,Republican,Chickasaw,Southeast Houston 010,985,,2
Jacob Owens,U.S.House,1,Democrat,Chickasaw,Southeast Houston 010,181,,2
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,Southeast Houston 010,8,,2
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,Southeast Houston 010,15,,2
Hillary Clinton,President,,Democrat,Chickasaw,Sparta 012,63,,3
Donald J. Trump,President,,Republican,Chickasaw,Sparta 012,152,,3
Darrell Castle,President,,Constitution,Chickasaw,Sparta 012,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,Sparta 012,0,,3
Jim Hedges,President,,Prohibition,Chickasaw,Sparta 012,0,,3
Gary Johnson,President,,Libertarian,Chickasaw,Sparta 012,5,,3
Jill Stein,President,,Green,Chickasaw,Sparta 012,0,,3
Trent Kelly,U.S.House,1,Republican,Chickasaw,Sparta 012,155,,3
Jacob Owens,U.S.House,1,Democrat,Chickasaw,Sparta 012,57,,3
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,Sparta 012,2,,3
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,Sparta 012,3,,3
Hillary Clinton,President,,Democrat,Chickasaw,Van Vleet 013,116,,3
Donald J. Trump,President,,Republican,Chickasaw,Van Vleet 013,169,,3
Darrell Castle,President,,Constitution,Chickasaw,Van Vleet 013,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,Van Vleet 013,1,,3
Jim Hedges,President,,Prohibition,Chickasaw,Van Vleet 013,0,,3
Gary Johnson,President,,Libertarian,Chickasaw,Van Vleet 013,5,,3
Jill Stein,President,,Green,Chickasaw,Van Vleet 013,0,,3
Trent Kelly,U.S.House,1,Republican,Chickasaw,Van Vleet 013,178,,3
Jacob Owens,U.S.House,1,Democrat,Chickasaw,Van Vleet 013,97,,3
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,Van Vleet 013,2,,3
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,Van Vleet 013,4,,3
Hillary Clinton,President,,Democrat,Chickasaw,West Okolona 014,354,,3
Donald J. Trump,President,,Republican,Chickasaw,West Okolona 014,306,,3
Darrell Castle,President,,Constitution,Chickasaw,West Okolona 014,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,West Okolona 014,1,,3
Jim Hedges,President,,Prohibition,Chickasaw,West Okolona 014,1,,3
Gary Johnson,President,,Libertarian,Chickasaw,West Okolona 014,3,,3
Jill Stein,President,,Green,Chickasaw,West Okolona 014,2,,3
Trent Kelly,U.S.House,1,Republican,Chickasaw,West Okolona 014,346,,3
Jacob Owens,U.S.House,1,Democrat,Chickasaw,West Okolona 014,290,,3
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,West Okolona 014,10,,3
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,West Okolona 014,1,,3
Hillary Clinton,President,,Democrat,Chickasaw,Woodland 015,128,,3
Donald J. Trump,President,,Republican,Chickasaw,Woodland 015,118,,3
Darrell Castle,President,,Constitution,Chickasaw,Woodland 015,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,Woodland 015,1,,3
Jim Hedges,President,,Prohibition,Chickasaw,Woodland 015,0,,3
Gary Johnson,President,,Libertarian,Chickasaw,Woodland 015,0,,3
Jill Stein,President,,Green,Chickasaw,Woodland 015,0,,3
Trent Kelly,U.S.House,1,Republican,Chickasaw,Woodland 015,133,,3
Jacob Owens,U.S.House,1,Democrat,Chickasaw,Woodland 015,96,,3
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,Woodland 015,6,,3
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,Woodland 015,1,,3
Hillary Clinton,President,,Democrat,Chickasaw,,3649,,
Donald J. Trump,President,,Republican,Chickasaw,,4127,TRUE,
Darrell Castle,President,,Constitution,Chickasaw,,25,,
Rocky' Roque De La Fuente,President,,American Delta,Chickasaw,,6,,
Jim Hedges,President,,Prohibition,Chickasaw,,10,,
Gary Johnson,President,,Libertarian,Chickasaw,,61,,
Jill Stein,President,,Green,Chickasaw,,12,,
Trent Kelly,U.S.House,1,Republican,Chickasaw,,4441,TRUE,
Jacob Owens,U.S.House,1,Democrat,Chickasaw,,2950,,
Cathy L. Toole,U.S.House,1,Reform,Chickasaw,,110,,
Chase Wilson,U.S.House,1,Libertarian,Chickasaw,,106,,
