candidate,office,district,party,county,precinct,votes,winner,page
Jill Stein,President,,Green,Lauderdale,528 - Causeyville,1,,4
Gregg Harper,U.S. House,3,Republican,Lauderdale,528 - Causeyville,328,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,528 - Causeyville,21,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,528 - Causeyville,10,,4
Lajena Sheets,U.S. House,3,Reform,Lauderdale,528 - Causeyville,1,,4
Hillary Clinton,President,,Democrat,Lauderdale,530 - Clarkdale,76,,5
Donald J. Trump,President,,Republican,Lauderdale,530 - Clarkdale,1037,,5
Darrell Castle,President,,Constitution,Lauderdale,530 - Clarkdale,3,,5
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,530 - Clarkdale,0,,5
Jim Hedges,President,,Prohibition,Lauderdale,530 - Clarkdale,0,,5
Gary Johnson,President,,Libertarian,Lauderdale,530 - Clarkdale,11,,5
Jill Stein,President,,Green,Lauderdale,530 - Clarkdale,2,,5
Gregg Harper,U.S. House,3,Republican,Lauderdale,530 - Clarkdale,1031,,5
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,530 - Clarkdale,49,,5
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,530 - Clarkdale,30,,5
Lajena Sheets,U.S. House,3,Reform,Lauderdale,530 - Clarkdale,4,,5
Hillary Clinton,President,,Democrat,Lauderdale,544 - Meehan,89,,5
Donald J. Trump,President,,Republican,Lauderdale,544 - Meehan,347,,5
Darrell Castle,President,,Constitution,Lauderdale,544 - Meehan,3,,5
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,544 - Meehan,0,,5
Jim Hedges,President,,Prohibition,Lauderdale,544 - Meehan,0,,5
Gary Johnson,President,,Libertarian,Lauderdale,544 - Meehan,9,,5
Jill Stein,President,,Green,Lauderdale,544 - Meehan,1,,5
Gregg Harper,U.S. House,3,Republican,Lauderdale,544 - Meehan,358,,5
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,544 - Meehan,73,,5
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,544 - Meehan,9,,5
Lajena Sheets,U.S. House,3,Reform,Lauderdale,544 - Meehan,2,,5
Hillary Clinton,President,,Democrat,Lauderdale,549 - Odom,169,,5
Donald J. Trump,President,,Republican,Lauderdale,549 - Odom,205,,5
Darrell Castle,President,,Constitution,Lauderdale,549 - Odom,0,,5
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,549 - Odom,0,,5
Jim Hedges,President,,Prohibition,Lauderdale,549 - Odom,0,,5
Gary Johnson,President,,Libertarian,Lauderdale,549 - Odom,5,,5
Jill Stein,President,,Green,Lauderdale,549 - Odom,0,,5
Gregg Harper,U.S. House,3,Republican,Lauderdale,549 - Odom,228,,5
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,549 - Odom,123,,5
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,549 - Odom,13,,5
Lajena Sheets,U.S. House,3,Reform,Lauderdale,549 - Odom,3,,5
Hillary Clinton,President,,Democrat,Lauderdale,560 - South Nellieburg,87,,5
Donald J. Trump,President,,Republican,Lauderdale,560 - South Nellieburg,284,,5
Darrell Castle,President,,Constitution,Lauderdale,560 - South Nellieburg,1,,5
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,560 - South Nellieburg,1,,5
Jim Hedges,President,,Prohibition,Lauderdale,560 - South Nellieburg,3,,5
Gary Johnson,President,,Libertarian,Lauderdale,560 - South Nellieburg,1,,5
Jill Stein,President,,Green,Lauderdale,560 - South Nellieburg,1,,5
Gregg Harper,U.S. House,3,Republican,Lauderdale,560 - South Nellieburg,292,,5
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,560 - South Nellieburg,61,,5
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,560 - South Nellieburg,9,,5
Lajena Sheets,U.S. House,3,Reform,Lauderdale,560 - South Nellieburg,5,,5
Hillary Clinton,President,,Democrat,Lauderdale,563 - Valley,22,,5
Donald J. Trump,President,,Republican,Lauderdale,563 - Valley,95,,5
Darrell Castle,President,,Constitution,Lauderdale,563 - Valley,0,,5
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,563 - Valley,0,,5
Jim Hedges,President,,Prohibition,Lauderdale,563 - Valley,0,,5
Gary Johnson,President,,Libertarian,Lauderdale,563 - Valley,1,,5
Jill Stein,President,,Green,Lauderdale,563 - Valley,0,,5
Gregg Harper,U.S. House,3,Republican,Lauderdale,563 - Valley,86,,5
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,563 - Valley,20,,5
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,563 - Valley,7,,5
Lajena Sheets,U.S. House,3,Reform,Lauderdale,563 - Valley,0,,5
Hillary Clinton,President,,Democrat,Lauderdale,564 - Vimville,308,,5
Donald J. Trump,President,,Republican,Lauderdale,564 - Vimville,737,,5
Darrell Castle,President,,Constitution,Lauderdale,564 - Vimville,2,,5
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,564 - Vimville,0,,5
Jim Hedges,President,,Prohibition,Lauderdale,564 - Vimville,1,,5
Gary Johnson,President,,Libertarian,Lauderdale,564 - Vimville,15,,5
Jill Stein,President,,Green,Lauderdale,564 - Vimville,2,,5
Gregg Harper,U.S. House,3,Republican,Lauderdale,564 - Vimville,795,,5
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,564 - Vimville,222,,5
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,564 - Vimville,20,,5
Lajena Sheets,U.S. House,3,Reform,Lauderdale,564 - Vimville,3,,5
Hillary Clinton,President,,Democrat,Lauderdale,563 - Whynot,66,,5
Donald J. Trump,President,,Republican,Lauderdale,563 - Whynot,372,,5
Darrell Castle,President,,Constitution,Lauderdale,563 - Whynot,4,,5
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,563 - Whynot,0,,5
Jim Hedges,President,,Prohibition,Lauderdale,563 - Whynot,0,,5
Gary Johnson,President,,Libertarian,Lauderdale,563 - Whynot,3,,5
Jill Stein,President,,Green,Lauderdale,563 - Whynot,1,,5
Gregg Harper,U.S. House,3,Republican,Lauderdale,563 - Whynot,377,,5
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,563 - Whynot,44,,5
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,563 - Whynot,11,,5
Lajena Sheets,U.S. House,3,Reform,Lauderdale,563 - Whynot,2,,5
Hillary Clinton,President,,Democrat,Lauderdale,567 - Zero,117,,5
Donald J. Trump,President,,Republican,Lauderdale,567 - Zero,711,,5
Darrell Castle,President,,Constitution,Lauderdale,567 - Zero,4,,5
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,567 - Zero,0,,5
Jim Hedges,President,,Prohibition,Lauderdale,567 - Zero,0,,5
Gary Johnson,President,,Libertarian,Lauderdale,567 - Zero,13,,5
Jill Stein,President,,Green,Lauderdale,567 - Zero,1,,5
Gregg Harper,U.S. House,3,Republican,Lauderdale,567 - Zero,709,,5
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,567 - Zero,94,,5
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,567 - Zero,28,,5
Lajena Sheets,U.S. House,3,Reform,Lauderdale,567 - Zero,6,,5
Hillary Clinton,President,,Democrat,Lauderdale,583 - Mt Gilead,96,,5
Donald J. Trump,President,,Republican,Lauderdale,583 - Mt Gilead,331,,5
Darrell Castle,President,,Constitution,Lauderdale,583 - Mt Gilead,2,,5
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,583 - Mt Gilead,0,,5
Jim Hedges,President,,Prohibition,Lauderdale,583 - Mt Gilead,1,,5
Gary Johnson,President,,Libertarian,Lauderdale,583 - Mt Gilead,7,,5
Jill Stein,President,,Green,Lauderdale,583 - Mt Gilead,0,,5
Gregg Harper,U.S. House,3,Republican,Lauderdale,583 - Mt Gilead,344,,5
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,583 - Mt Gilead,63,,5
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,583 - Mt Gilead,18,,5
Lajena Sheets,U.S. House,3,Reform,Lauderdale,583 - Mt Gilead,2,,5
Hillary Clinton,President,,Democrat,Lauderdale,,11269,,5
Donald J. Trump,President,,Republican,Lauderdale,,17741,TRUE,5
Darrell Castle,President,,Constitution,Lauderdale,,90,,5
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,,11,,5
Jim Hedges,President,,Prohibition,Lauderdale,,17,,5
Gary Johnson,President,,Libertarian,Lauderdale,,307,,5
Jill Stein,President,,Green,Lauderdale,,71,,5
Gregg Harper,U.S. House,3,Republican,Lauderdale,,19196,TRUE,5
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,,8517,,5
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,,798,,5
Lajena Sheets,U.S. House,3,Reform,Lauderdale,,199,,5
