candidate,office,district,party,county,precinct,votes,winner,page
Rocky' Roque De La Fuente,President,,American Delta,Madison,Canton Precinct 3,0,,2
Jim Hedges,President,,Prohibition,Madison,Canton Precinct 3,0,,2
Gary Johnson,President,,Libertarian,Madison,Canton Precinct 3,4,,2
Jill Stein,President,,Green,Madison,Canton Precinct 3,0,,2
John Bouie ii,U.S. House,2,Republican,Madison,Canton Precinct 3,102,,2
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Canton Precinct 3,140,,2
Johnny McLeod,U.S. House,2,Reform,Madison,Canton Precinct 3,8,,2
Troy Ray,U.S. House,2,Independent,Madison,Canton Precinct 3,5,,2
Hillary Clinton,President,,Democrat,Madison,Canton Precinct 4,1148,,2
Donald J. Trump,President,,Republican,Madison,Canton Precinct 4,141,,2
Darrell Castle,President,,Constitution,Madison,Canton Precinct 4,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Madison,Canton Precinct 4,0,,2
Jim Hedges,President,,Prohibition,Madison,Canton Precinct 4,0,,2
Gary Johnson,President,,Libertarian,Madison,Canton Precinct 4,3,,2
Jill Stein,President,,Green,Madison,Canton Precinct 4,1,,2
John Bouie ii,U.S. House,2,Republican,Madison,Canton Precinct 4,115,,2
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Canton Precinct 4,1151,,2
Johnny McLeod,U.S. House,2,Reform,Madison,Canton Precinct 4,9,,2
Troy Ray,U.S. House,2,Independent,Madison,Canton Precinct 4,12,,2
Hillary Clinton,President,,Democrat,Madison,Canton Precinct 5,934,,2
Donald J. Trump,President,,Republican,Madison,Canton Precinct 5,11,,2
Darrell Castle,President,,Constitution,Madison,Canton Precinct 5,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Madison,Canton Precinct 5,0,,2
Jim Hedges,President,,Prohibition,Madison,Canton Precinct 5,1,,2
Gary Johnson,President,,Libertarian,Madison,Canton Precinct 5,2,,2
Jill Stein,President,,Green,Madison,Canton Precinct 5,0,,2
John Bouie ii,U.S. House,2,Republican,Madison,Canton Precinct 5,14,,2
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Canton Precinct 5,925,,2
Johnny McLeod,U.S. House,2,Reform,Madison,Canton Precinct 5,5,,2
Troy Ray,U.S. House,2,Independent,Madison,Canton Precinct 5,5,,2
Hillary Clinton,President,,Democrat,Madison,Canton Precinct 7,202,,2
Donald J. Trump,President,,Republican,Madison,Canton Precinct 7,9,,2
Darrell Castle,President,,Constitution,Madison,Canton Precinct 7,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Madison,Canton Precinct 7,0,,2
Jim Hedges,President,,Prohibition,Madison,Canton Precinct 7,0,,2
Gary Johnson,President,,Libertarian,Madison,Canton Precinct 7,1,,2
Jill Stein,President,,Green,Madison,Canton Precinct 7,0,,2
John Bouie ii,U.S. House,2,Republican,Madison,Canton Precinct 7,8,,2
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Canton Precinct 7,201,,2
Johnny McLeod,U.S. House,2,Reform,Madison,Canton Precinct 7,0,,2
Troy Ray,U.S. House,2,Independent,Madison,Canton Precinct 7,3,,2
Hillary Clinton,President,,Democrat,Madison,Cedar Grove Baptist,14,,3
Donald J. Trump,President,,Republican,Madison,Cedar Grove Baptist,118,,3
Darrell Castle,President,,Constitution,Madison,Cedar Grove Baptist,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Madison,Cedar Grove Baptist,2,,3
Jim Hedges,President,,Prohibition,Madison,Cedar Grove Baptist,0,,3
Gary Johnson,President,,Libertarian,Madison,Cedar Grove Baptist,1,,3
Jill Stein,President,,Green,Madison,Cedar Grove Baptist,0,,3
John Bouie ii,U.S. House,2,Republican,Madison,Cedar Grove Baptist,110,,3
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Cedar Grove Baptist,17,,3
Johnny McLeod,U.S. House,2,Reform,Madison,Cedar Grove Baptist,4,,3
Troy Ray,U.S. House,2,Independent,Madison,Cedar Grove Baptist,4,,3
Hillary Clinton,President,,Democrat,Madison,China Grove Church,443,,3
Donald J. Trump,President,,Republican,Madison,China Grove Church,1460,,3
Darrell Castle,President,,Constitution,Madison,China Grove Church,5,,3
Rocky' Roque De La Fuente,President,,American Delta,Madison,China Grove Church,2,,3
Jim Hedges,President,,Prohibition,Madison,China Grove Church,0,,3
Gary Johnson,President,,Libertarian,Madison,China Grove Church,36,,3
Jill Stein,President,,Green,Madison,China Grove Church,7,,3
John Bouie ii,U.S. House,2,Republican,Madison,China Grove Church,X,,3
Bennie G. Thompson,U.S. House,2,Democrat,Madison,China Grove Church,X,,3
Johnny McLeod,U.S. House,2,Reform,Madison,China Grove Church,X,,3
Troy Ray,U.S. House,2,Independent,Madison,China Grove Church,X,,3
Hillary Clinton,President,,Democrat,Madison,Colonial Heights,591,,3
Donald J. Trump,President,,Republican,Madison,Colonial Heights,426,,3
Darrell Castle,President,,Constitution,Madison,Colonial Heights,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Madison,Colonial Heights,1,,3
Jim Hedges,President,,Prohibition,Madison,Colonial Heights,1,,3
Gary Johnson,President,,Libertarian,Madison,Colonial Heights,14,,3
Jill Stein,President,,Green,Madison,Colonial Heights,7,,3
John Bouie ii,U.S. House,2,Republican,Madison,Colonial Heights,X,,3
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Colonial Heights,X,,3
Johnny McLeod,U.S. House,2,Reform,Madison,Colonial Heights,X,,3
Troy Ray,U.S. House,2,Independent,Madison,Colonial Heights,X,,3
Hillary Clinton,President,,Democrat,Madison,Couparle,30,,3
Donald J. Trump,President,,Republican,Madison,Couparle,16,,3
Darrell Castle,President,,Constitution,Madison,Couparle,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Madison,Couparle,0,,3
Jim Hedges,President,,Prohibition,Madison,Couparle,0,,3
Gary Johnson,President,,Libertarian,Madison,Couparle,1,,3
Jill Stein,President,,Green,Madison,Couparle,0,,3
John Bouie ii,U.S. House,2,Republican,Madison,Couparle,11,,3
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Couparle,34,,3
Johnny McLeod,U.S. House,2,Reform,Madison,Couparle,1,,3
Troy Ray,U.S. House,2,Independent,Madison,Couparle,0,,3
Hillary Clinton,President,,Democrat,Madison,Farmhaven,564,,3
Donald J. Trump,President,,Republican,Madison,Farmhaven,91,,3
Darrell Castle,President,,Constitution,Madison,Farmhaven,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Madison,Farmhaven,0,,3
Jim Hedges,President,,Prohibition,Madison,Farmhaven,0,,3
Gary Johnson,President,,Libertarian,Madison,Farmhaven,7,,3
Jill Stein,President,,Green,Madison,Farmhaven,1,,3
John Bouie ii,U.S. House,2,Republican,Madison,Farmhaven,57,,3
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Farmhaven,575,,3
Johnny McLeod,U.S. House,2,Reform,Madison,Farmhaven,6,,3
Troy Ray,U.S. House,2,Independent,Madison,Farmhaven,14,,3
Hillary Clinton,President,,Democrat,Madison,Fearns Chapel Freewill Baptist,398,,3
Donald J. Trump,President,,Republican,Madison,Fearns Chapel Freewill Baptist,823,,3
Darrell Castle,President,,Constitution,Madison,Fearns Chapel Freewill Baptist,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Madison,Fearns Chapel Freewill Baptist,0,,3
Jim Hedges,President,,Prohibition,Madison,Fearns Chapel Freewill Baptist,0,,3
Gary Johnson,President,,Libertarian,Madison,Fearns Chapel Freewill Baptist,7,,3
Jill Stein,President,,Green,Madison,Fearns Chapel Freewill Baptist,0,,3
John Bouie ii,U.S. House,2,Republican,Madison,Fearns Chapel Freewill Baptist,X,,3
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Fearns Chapel Freewill Baptist,X,,3
Johnny McLeod,U.S. House,2,Reform,Madison,Fearns Chapel Freewill Baptist,X,,3
Troy Ray,U.S. House,2,Independent,Madison,Fearns Chapel Freewill Baptist,X,,3
Hillary Clinton,President,,Democrat,Madison,First Baptist Church of Madison,582,,3
Donald J. Trump,President,,Republican,Madison,First Baptist Church of Madison,1784,,3
Darrell Castle,President,,Constitution,Madison,First Baptist Church of Madison,15,,3
Rocky' Roque De La Fuente,President,,American Delta,Madison,First Baptist Church of Madison,0,,3
Jim Hedges,President,,Prohibition,Madison,First Baptist Church of Madison,0,,3
Gary Johnson,President,,Libertarian,Madison,First Baptist Church of Madison,70,,3
Jill Stein,President,,Green,Madison,First Baptist Church of Madison,7,,3
John Bouie ii,U.S. House,2,Republican,Madison,First Baptist Church of Madison,X,,3
Bennie G. Thompson,U.S. House,2,Democrat,Madison,First Baptist Church of Madison,X,,3
Johnny McLeod,U.S. House,2,Reform,Madison,First Baptist Church of Madison,X,,3
Troy Ray,U.S. House,2,Independent,Madison,First Baptist Church of Madison,X,,3
Hillary Clinton,President,,Democrat,Madison,First Presbyterian Madison,355,,3
Donald J. Trump,President,,Republican,Madison,First Presbyterian Madison,1287,,3
Darrell Castle,President,,Constitution,Madison,First Presbyterian Madison,5,,3
Rocky' Roque De La Fuente,President,,American Delta,Madison,First Presbyterian Madison,2,,3
Jim Hedges,President,,Prohibition,Madison,First Presbyterian Madison,0,,3
Gary Johnson,President,,Libertarian,Madison,First Presbyterian Madison,32,,3
Jill Stein,President,,Green,Madison,First Presbyterian Madison,3,,3
John Bouie ii,U.S. House,2,Republican,Madison,First Presbyterian Madison,X,,3
Bennie G. Thompson,U.S. House,2,Democrat,Madison,First Presbyterian Madison,X,,3
Johnny McLeod,U.S. House,2,Reform,Madison,First Presbyterian Madison,X,,3
Troy Ray,U.S. House,2,Independent,Madison,First Presbyterian Madison,X,,3
Hillary Clinton,President,,Democrat,Madison,Gluckstadt at St Joe Catholic,949,,3
Donald J. Trump,President,,Republican,Madison,Gluckstadt at St Joe Catholic,2673,,3
Darrell Castle,President,,Constitution,Madison,Gluckstadt at St Joe Catholic,11,,3
Rocky' Roque De La Fuente,President,,American Delta,Madison,Gluckstadt at St Joe Catholic,2,,3
Jim Hedges,President,,Prohibition,Madison,Gluckstadt at St Joe Catholic,1,,3
Gary Johnson,President,,Libertarian,Madison,Gluckstadt at St Joe Catholic,100,,3
Jill Stein,President,,Green,Madison,Gluckstadt at St Joe Catholic,10,,3
John Bouie ii,U.S. House,2,Republican,Madison,Gluckstadt at St Joe Catholic,X,,3
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Gluckstadt at St Joe Catholic,X,,3
Johnny McLeod,U.S. House,2,Reform,Madison,Gluckstadt at St Joe Catholic,X,,3
Troy Ray,U.S. House,2,Independent,Madison,Gluckstadt at St Joe Catholic,X,,3
Hillary Clinton,President,,Democrat,Madison,Grace Crossing,871,,3
Donald J. Trump,President,,Republican,Madison,Grace Crossing,1889,,3
Darrell Castle,President,,Constitution,Madison,Grace Crossing,8,,3
Rocky' Roque De La Fuente,President,,American Delta,Madison,Grace Crossing,0,,3
Jim Hedges,President,,Prohibition,Madison,Grace Crossing,4,,3
Gary Johnson,President,,Libertarian,Madison,Grace Crossing,50,,3
Jill Stein,President,,Green,Madison,Grace Crossing,6,,3
John Bouie ii,U.S. House,2,Republican,Madison,Grace Crossing,X,,3
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Grace Crossing,X,,3
Johnny McLeod,U.S. House,2,Reform,Madison,Grace Crossing,X,,3
Troy Ray,U.S. House,2,Independent,Madison,Grace Crossing,X,,3
Hillary Clinton,President,,Democrat,Madison,Greater Mt Levi Full Gospel,622,,3
Donald J. Trump,President,,Republican,Madison,Greater Mt Levi Full Gospel,12,,3
Darrell Castle,President,,Constitution,Madison,Greater Mt Levi Full Gospel,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Madison,Greater Mt Levi Full Gospel,0,,3
Jim Hedges,President,,Prohibition,Madison,Greater Mt Levi Full Gospel,1,,3
Gary Johnson,President,,Libertarian,Madison,Greater Mt Levi Full Gospel,1,,3
Jill Stein,President,,Green,Madison,Greater Mt Levi Full Gospel,0,,3
John Bouie ii,U.S. House,2,Republican,Madison,Greater Mt Levi Full Gospel,14,,3
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Greater Mt Levi Full Gospel,614,,3
Johnny McLeod,U.S. House,2,Reform,Madison,Greater Mt Levi Full Gospel,4,,3
Troy Ray,U.S. House,2,Independent,Madison,Greater Mt Levi Full Gospel,2,,3
Hillary Clinton,President,,Democrat,Madison,Highland Chapel,742,,4
Donald J. Trump,President,,Republican,Madison,Highland Chapel,2253,,4
Darrell Castle,President,,Constitution,Madison,Highland Chapel,11,,4
Rocky' Roque De La Fuente,President,,American Delta,Madison,Highland Chapel,1,,4
Jim Hedges,President,,Prohibition,Madison,Highland Chapel,0,,4
Gary Johnson,President,,Libertarian,Madison,Highland Chapel,63,,4
Jill Stein,President,,Green,Madison,Highland Chapel,8,,4
John Bouie ii,U.S. House,2,Republican,Madison,Highland Chapel,X,,4
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Highland Chapel,X,,4
Johnny McLeod,U.S. House,2,Reform,Madison,Highland Chapel,X,,4
Troy Ray,U.S. House,2,Independent,Madison,Highland Chapel,X,,4
Hillary Clinton,President,,Democrat,Madison,Highland Colony Baptist,936,,4
Donald J. Trump,President,,Republican,Madison,Highland Colony Baptist,2037,,4
Darrell Castle,President,,Constitution,Madison,Highland Colony Baptist,10,,4
Rocky' Roque De La Fuente,President,,American Delta,Madison,Highland Colony Baptist,1,,4
Jim Hedges,President,,Prohibition,Madison,Highland Colony Baptist,0,,4
Gary Johnson,President,,Libertarian,Madison,Highland Colony Baptist,80,,4
Jill Stein,President,,Green,Madison,Highland Colony Baptist,6,,4
John Bouie ii,U.S. House,2,Republican,Madison,Highland Colony Baptist,X,,4
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Highland Colony Baptist,X,,4
Johnny McLeod,U.S. House,2,Reform,Madison,Highland Colony Baptist,X,,4
Troy Ray,U.S. House,2,Independent,Madison,Highland Colony Baptist,X,,4
Hillary Clinton,President,,Democrat,Madison,Lake Caroline Clubhouse,280,,4
Donald J. Trump,President,,Republican,Madison,Lake Caroline Clubhouse,1714,,4
Darrell Castle,President,,Constitution,Madison,Lake Caroline Clubhouse,6,,4
Rocky' Roque De La Fuente,President,,American Delta,Madison,Lake Caroline Clubhouse,1,,4
Jim Hedges,President,,Prohibition,Madison,Lake Caroline Clubhouse,0,,4
Gary Johnson,President,,Libertarian,Madison,Lake Caroline Clubhouse,21,,4
Jill Stein,President,,Green,Madison,Lake Caroline Clubhouse,1,,4
John Bouie ii,U.S. House,2,Republican,Madison,Lake Caroline Clubhouse,X,,4
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Lake Caroline Clubhouse,X,,4
Johnny McLeod,U.S. House,2,Reform,Madison,Lake Caroline Clubhouse,X,,4
Troy Ray,U.S. House,2,Independent,Madison,Lake Caroline Clubhouse,X,,4
Hillary Clinton,President,,Democrat,Madison,Mad.Co.Baptist Family Life Ct,697,,4
Donald J. Trump,President,,Republican,Madison,Mad.Co.Baptist Family Life Ct,9,,4
Darrell Castle,President,,Constitution,Madison,Mad.Co.Baptist Family Life Ct,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Madison,Mad.Co.Baptist Family Life Ct,0,,4
Jim Hedges,President,,Prohibition,Madison,Mad.Co.Baptist Family Life Ct,0,,4
Gary Johnson,President,,Libertarian,Madison,Mad.Co.Baptist Family Life Ct,3,,4
Jill Stein,President,,Green,Madison,Mad.Co.Baptist Family Life Ct,0,,4
John Bouie ii,U.S. House,2,Republican,Madison,Mad.Co.Baptist Family Life Ct,10,,4
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Mad.Co.Baptist Family Life Ct,690,,4
Johnny McLeod,U.S. House,2,Reform,Madison,Mad.Co.Baptist Family Life Ct,3,,4
Troy Ray,U.S. House,2,Independent,Madison,Mad.Co.Baptist Family Life Ct,2,,4
Hillary Clinton,President,,Democrat,Madison,Magnolia Heights,705,,4
Donald J. Trump,President,,Republican,Madison,Magnolia Heights,217,,4
Darrell Castle,President,,Constitution,Madison,Magnolia Heights,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Madison,Magnolia Heights,0,,4
Jim Hedges,President,,Prohibition,Madison,Magnolia Heights,1,,4
Gary Johnson,President,,Libertarian,Madison,Magnolia Heights,3,,4
Jill Stein,President,,Green,Madison,Magnolia Heights,4,,4
John Bouie ii,U.S. House,2,Republican,Madison,Magnolia Heights,179,,4
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Magnolia Heights,708,,4
Johnny McLeod,U.S. House,2,Reform,Madison,Magnolia Heights,15,,4
Troy Ray,U.S. House,2,Independent,Madison,Magnolia Heights,10,,4
Hillary Clinton,President,,Democrat,Madison,New Life,213,,4
Donald J. Trump,President,,Republican,Madison,New Life,1172,,4
Darrell Castle,President,,Constitution,Madison,New Life,6,,4
Rocky' Roque De La Fuente,President,,American Delta,Madison,New Life,0,,4
Jim Hedges,President,,Prohibition,Madison,New Life,2,,4
Gary Johnson,President,,Libertarian,Madison,New Life,24,,4
Jill Stein,President,,Green,Madison,New Life,0,,4
John Bouie ii,U.S. House,2,Republican,Madison,New Life,X,,4
Bennie G. Thompson,U.S. House,2,Democrat,Madison,New Life,X,,4
Johnny McLeod,U.S. House,2,Reform,Madison,New Life,X,,4
Troy Ray,U.S. House,2,Independent,Madison,New Life,X,,4
Hillary Clinton,President,,Democrat,Madison,Northbay,165,,4
Donald J. Trump,President,,Republican,Madison,Northbay,610,,4
Darrell Castle,President,,Constitution,Madison,Northbay,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Madison,Northbay,0,,4
Jim Hedges,President,,Prohibition,Madison,Northbay,1,,4
Gary Johnson,President,,Libertarian,Madison,Northbay,22,,4
Jill Stein,President,,Green,Madison,Northbay,2,,4
John Bouie ii,U.S. House,2,Republican,Madison,Northbay,X,,4
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Northbay,X,,4
Johnny McLeod,U.S. House,2,Reform,Madison,Northbay,X,,4
Troy Ray,U.S. House,2,Independent,Madison,Northbay,X,,4
Hillary Clinton,President,,Democrat,Madison,Pleasant Gift Baptist,387,,4
Donald J. Trump,President,,Republican,Madison,Pleasant Gift Baptist,296,,4
Darrell Castle,President,,Constitution,Madison,Pleasant Gift Baptist,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Madison,Pleasant Gift Baptist,0,,4
Jim Hedges,President,,Prohibition,Madison,Pleasant Gift Baptist,0,,4
Gary Johnson,President,,Libertarian,Madison,Pleasant Gift Baptist,6,,4
Jill Stein,President,,Green,Madison,Pleasant Gift Baptist,0,,4
John Bouie ii,U.S. House,2,Republican,Madison,Pleasant Gift Baptist,257,,4
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Pleasant Gift Baptist,398,,4
Johnny McLeod,U.S. House,2,Reform,Madison,Pleasant Gift Baptist,14,,4
Troy Ray,U.S. House,2,Independent,Madison,Pleasant Gift Baptist,12,,4
Hillary Clinton,President,,Democrat,Madison,Ridgeland 1st Methodist Church,567,,4
Donald J. Trump,President,,Republican,Madison,Ridgeland 1st Methodist Church,857,,4
Darrell Castle,President,,Constitution,Madison,Ridgeland 1st Methodist Church,11,,4
Rocky' Roque De La Fuente,President,,American Delta,Madison,Ridgeland 1st Methodist Church,0,,4
Jim Hedges,President,,Prohibition,Madison,Ridgeland 1st Methodist Church,0,,4
Gary Johnson,President,,Libertarian,Madison,Ridgeland 1st Methodist Church,39,,4
Jill Stein,President,,Green,Madison,Ridgeland 1st Methodist Church,6,,4
John Bouie ii,U.S. House,2,Republican,Madison,Ridgeland 1st Methodist Church,X,,4
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Ridgeland 1st Methodist Church,X,,4
Johnny McLeod,U.S. House,2,Reform,Madison,Ridgeland 1st Methodist Church,X,,4
Troy Ray,U.S. House,2,Independent,Madison,Ridgeland 1st Methodist Church,X,,4
Hillary Clinton,President,,Democrat,Madison,Ridgeland Precinct 4,418,,4
Donald J. Trump,President,,Republican,Madison,Ridgeland Precinct 4,240,,4
Darrell Castle,President,,Constitution,Madison,Ridgeland Precinct 4,4,,4
Rocky' Roque De La Fuente,President,,American Delta,Madison,Ridgeland Precinct 4,0,,4
Jim Hedges,President,,Prohibition,Madison,Ridgeland Precinct 4,0,,4
Gary Johnson,President,,Libertarian,Madison,Ridgeland Precinct 4,14,,4
Jill Stein,President,,Green,Madison,Ridgeland Precinct 4,4,,4
John Bouie ii,U.S. House,2,Republican,Madison,Ridgeland Precinct 4,X,,4
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Ridgeland Precinct 4,X,,4
Johnny McLeod,U.S. House,2,Reform,Madison,Ridgeland Precinct 4,X,,4
Troy Ray,U.S. House,2,Independent,Madison,Ridgeland Precinct 4,X,,4
Hillary Clinton,President,,Democrat,Madison,Ridgeland Recreation Center,1422,,4
Donald J. Trump,President,,Republican,Madison,Ridgeland Recreation Center,1703,,4
Darrell Castle,President,,Constitution,Madison,Ridgeland Recreation Center,9,,4
Rocky' Roque De La Fuente,President,,American Delta,Madison,Ridgeland Recreation Center,2,,4
Jim Hedges,President,,Prohibition,Madison,Ridgeland Recreation Center,2,,4
Gary Johnson,President,,Libertarian,Madison,Ridgeland Recreation Center,64,,4
Jill Stein,President,,Green,Madison,Ridgeland Recreation Center,16,,4
John Bouie ii,U.S. House,2,Republican,Madison,Ridgeland Recreation Center,X,,4
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Ridgeland Recreation Center,X,,4
Johnny McLeod,U.S. House,2,Reform,Madison,Ridgeland Recreation Center,X,,4
Troy Ray,U.S. House,2,Independent,Madison,Ridgeland Recreation Center,X,,4
Hillary Clinton,President,,Democrat,Madison,Sharon,482,,5
Donald J. Trump,President,,Republican,Madison,Sharon,60,,5
Darrell Castle,President,,Constitution,Madison,Sharon,0,,5
Rocky' Roque De La Fuente,President,,American Delta,Madison,Sharon,0,,5
Jim Hedges,President,,Prohibition,Madison,Sharon,1,,5
Gary Johnson,President,,Libertarian,Madison,Sharon,2,,5
Jill Stein,President,,Green,Madison,Sharon,0,,5
John Bouie ii,U.S. House,2,Republican,Madison,Sharon,46,,5
