candidate,office,district,party,county,precinct,votes,winner,page
Shawn O'Hara,U.S.House,4,Reform,Hancock,Fenton,12,,2
Hillary Clinton,President,,Democrat,Hancock,Flat Top,45,,3
Donald J. Trump,President,,Republican,Hancock,Flat Top,581,,3
Darrell Castle,President,,Constitution,Hancock,Flat Top,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Hancock,Flat Top,0,,3
Jim Hedges,President,,Prohibition,Hancock,Flat Top,0,,3
Gary Johnson,President,,Libertarian,Hancock,Flat Top,6,,3
Jill Stein,President,,Green,Hancock,Flat Top,1,,3
Mark Gladney,U.S.House,4,Democrat,Hancock,Flat Top,50,,3
Steven Palazzo,U.S.House,4,Republican,Hancock,Flat Top,531,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,Flat Top,25,,3
Shawn O'Hara,U.S.House,4,Reform,Hancock,Flat Top,18,,3
Hillary Clinton,President,,Democrat,Hancock,Garden Isle,88,,3
Donald J. Trump,President,,Republican,Hancock,Garden Isle,375,,3
Darrell Castle,President,,Constitution,Hancock,Garden Isle,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Hancock,Garden Isle,0,,3
Jim Hedges,President,,Prohibition,Hancock,Garden Isle,0,,3
Gary Johnson,President,,Libertarian,Hancock,Garden Isle,10,,3
Jill Stein,President,,Green,Hancock,Garden Isle,1,,3
Mark Gladney,U.S.House,4,Democrat,Hancock,Garden Isle,124,,3
Steven Palazzo,U.S.House,4,Republican,Hancock,Garden Isle,301,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,Garden Isle,25,,3
Shawn O'Hara,U.S.House,4,Reform,Hancock,Garden Isle,19,,3
Hillary Clinton,President,,Democrat,Hancock,Kiln East,43,,3
Donald J. Trump,President,,Republican,Hancock,Kiln East,449,,3
Darrell Castle,President,,Constitution,Hancock,Kiln East,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Hancock,Kiln East,0,,3
Jim Hedges,President,,Prohibition,Hancock,Kiln East,0,,3
Gary Johnson,President,,Libertarian,Hancock,Kiln East,6,,3
Jill Stein,President,,Green,Hancock,Kiln East,3,,3
Mark Gladney,U.S.House,4,Democrat,Hancock,Kiln East,63,,3
Steven Palazzo,U.S.House,4,Republican,Hancock,Kiln East,398,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,Kiln East,17,,3
Shawn O'Hara,U.S.House,4,Reform,Hancock,Kiln East,11,,3
Hillary Clinton,President,,Democrat,Hancock,Kiln West,97,,3
Donald J. Trump,President,,Republican,Hancock,Kiln West,538,,3
Darrell Castle,President,,Constitution,Hancock,Kiln West,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Hancock,Kiln West,0,,3
Jim Hedges,President,,Prohibition,Hancock,Kiln West,0,,3
Gary Johnson,President,,Libertarian,Hancock,Kiln West,10,,3
Jill Stein,President,,Green,Hancock,Kiln West,1,,3
Mark Gladney,U.S.House,4,Democrat,Hancock,Kiln West,119,,3
Steven Palazzo,U.S.House,4,Republican,Hancock,Kiln West,481,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,Kiln West,29,,3
Shawn O'Hara,U.S.House,4,Reform,Hancock,Kiln West,15,,3
Hillary Clinton,President,,Democrat,Hancock,Lakeshore,120,,3
Donald J. Trump,President,,Republican,Hancock,Lakeshore,1011,,3
Darrell Castle,President,,Constitution,Hancock,Lakeshore,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Hancock,Lakeshore,1,,3
Jim Hedges,President,,Prohibition,Hancock,Lakeshore,0,,3
Gary Johnson,President,,Libertarian,Hancock,Lakeshore,16,,3
Jill Stein,President,,Green,Hancock,Lakeshore,4,,3
Mark Gladney,U.S.House,4,Democrat,Hancock,Lakeshore,167,,3
Steven Palazzo,U.S.House,4,Republican,Hancock,Lakeshore,838,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,Lakeshore,57,,3
Shawn O'Hara,U.S.House,4,Reform,Hancock,Lakeshore,41,,3
Hillary Clinton,President,,Democrat,Hancock,Lee Town,53,,3
Donald J. Trump,President,,Republican,Hancock,Lee Town,597,,3
Darrell Castle,President,,Constitution,Hancock,Lee Town,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Hancock,Lee Town,0,,3
Jim Hedges,President,,Prohibition,Hancock,Lee Town,1,,3
Gary Johnson,President,,Libertarian,Hancock,Lee Town,10,,3
Jill Stein,President,,Green,Hancock,Lee Town,5,,3
Mark Gladney,U.S.House,4,Democrat,Hancock,Lee Town,67,,3
Steven Palazzo,U.S.House,4,Republican,Hancock,Lee Town,536,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,Lee Town,29,,3
Shawn O'Hara,U.S.House,4,Reform,Hancock,Lee Town,12,,3
Hillary Clinton,President,,Democrat,Hancock,North Bay East,226,,3
Donald J. Trump,President,,Republican,Hancock,North Bay East,309,,3
Darrell Castle,President,,Constitution,Hancock,North Bay East,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Hancock,North Bay East,0,,3
Jim Hedges,President,,Prohibition,Hancock,North Bay East,0,,3
Gary Johnson,President,,Libertarian,Hancock,North Bay East,15,,3
Jill Stein,President,,Green,Hancock,North Bay East,5,,3
Mark Gladney,U.S.House,4,Democrat,Hancock,North Bay East,246,,3
Steven Palazzo,U.S.House,4,Republican,Hancock,North Bay East,263,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,North Bay East,26,,3
Shawn O'Hara,U.S.House,4,Reform,Hancock,North Bay East,9,,3
Hillary Clinton,President,,Democrat,Hancock,North Bay West,146,,3
Donald J. Trump,President,,Republican,Hancock,North Bay West,567,,3
Darrell Castle,President,,Constitution,Hancock,North Bay West,5,,3
Rocky' Roque De La Fuente,President,,American Delta,Hancock,North Bay West,2,,3
Jim Hedges,President,,Prohibition,Hancock,North Bay West,1,,3
Gary Johnson,President,,Libertarian,Hancock,North Bay West,18,,3
Jill Stein,President,,Green,Hancock,North Bay West,2,,3
Mark Gladney,U.S.House,4,Democrat,Hancock,North Bay West,203,,3
Steven Palazzo,U.S.House,4,Republican,Hancock,North Bay West,458,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,North Bay West,46,,3
Shawn O'Hara,U.S.House,4,Reform,Hancock,North Bay West,16,,3
Hillary Clinton,President,,Democrat,Hancock,Pearlington,169,,3
Donald J. Trump,President,,Republican,Hancock,Pearlington,366,,3
Darrell Castle,President,,Constitution,Hancock,Pearlington,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Hancock,Pearlington,0,,3
Jim Hedges,President,,Prohibition,Hancock,Pearlington,0,,3
Gary Johnson,President,,Libertarian,Hancock,Pearlington,7,,3
Jill Stein,President,,Green,Hancock,Pearlington,1,,3
Mark Gladney,U.S.House,4,Democrat,Hancock,Pearlington,160,,3
Steven Palazzo,U.S.House,4,Republican,Hancock,Pearlington,332,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,Pearlington,20,,3
Shawn O'Hara,U.S.House,4,Reform,Hancock,Pearlington,17,,3
Hillary Clinton,President,,Democrat,Hancock,South Bay,265,,3
Donald J. Trump,President,,Republican,Hancock,South Bay,705,,3
Darrell Castle,President,,Constitution,Hancock,South Bay,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Hancock,South Bay,0,,3
Jim Hedges,President,,Prohibition,Hancock,South Bay,2,,3
Gary Johnson,President,,Libertarian,Hancock,South Bay,33,,3
Jill Stein,President,,Green,Hancock,South Bay,9,,3
Mark Gladney,U.S.House,4,Democrat,Hancock,South Bay,354,,3
Steven Palazzo,U.S.House,4,Republican,Hancock,South Bay,574,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,South Bay,52,,3
Shawn O'Hara,U.S.House,4,Reform,Hancock,South Bay,13,,3
Hillary Clinton,President,,Democrat,Hancock,Standard,52,,3
Donald J. Trump,President,,Republican,Hancock,Standard,674,,3
Darrell Castle,President,,Constitution,Hancock,Standard,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Hancock,Standard,1,,3
Jim Hedges,President,,Prohibition,Hancock,Standard,0,,3
Gary Johnson,President,,Libertarian,Hancock,Standard,4,,3
Jill Stein,President,,Green,Hancock,Standard,3,,3
Mark Gladney,U.S.House,4,Democrat,Hancock,Standard,97,,3
Steven Palazzo,U.S.House,4,Republican,Hancock,Standard,587,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,Standard,23,,3
Shawn O'Hara,U.S.House,4,Reform,Hancock,Standard,14,,3
Hillary Clinton,President,,Democrat,Hancock,Waveland East,262,,4
Donald J. Trump,President,,Republican,Hancock,Waveland East,504,,4
Darrell Castle,President,,Constitution,Hancock,Waveland East,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Hancock,Waveland East,0,,4
Jim Hedges,President,,Prohibition,Hancock,Waveland East,0,,4
Gary Johnson,President,,Libertarian,Hancock,Waveland East,20,,4
Jill Stein,President,,Green,Hancock,Waveland East,7,,4
Mark Gladney,U.S.House,4,Democrat,Hancock,Waveland East,261,,4
Steven Palazzo,U.S.House,4,Republican,Hancock,Waveland East,460,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,Waveland East,36,,4
Shawn O'Hara,U.S.House,4,Reform,Hancock,Waveland East,19,,4
Hillary Clinton,President,,Democrat,Hancock,Waveland West,254,,4
Donald J. Trump,President,,Republican,Hancock,Waveland West,745,,4
Darrell Castle,President,,Constitution,Hancock,Waveland West,5,,4
Rocky' Roque De La Fuente,President,,American Delta,Hancock,Waveland West,0,,4
Jim Hedges,President,,Prohibition,Hancock,Waveland West,1,,4
Gary Johnson,President,,Libertarian,Hancock,Waveland West,16,,4
Jill Stein,President,,Green,Hancock,Waveland West,6,,4
Mark Gladney,U.S.House,4,Democrat,Hancock,Waveland West,299,,4
Steven Palazzo,U.S.House,4,Republican,Hancock,Waveland West,625,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,Waveland West,52,,4
Shawn O'Hara,U.S.House,4,Reform,Hancock,Waveland West,27,,4
Hillary Clinton,President,,Democrat,Hancock,West Shoreline Park,49,,4
Donald J. Trump,President,,Republican,Hancock,West Shoreline Park,239,,4
Darrell Castle,President,,Constitution,Hancock,West Shoreline Park,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Hancock,West Shoreline Park,0,,4
Jim Hedges,President,,Prohibition,Hancock,West Shoreline Park,0,,4
Gary Johnson,President,,Libertarian,Hancock,West Shoreline Park,5,,4
Jill Stein,President,,Green,Hancock,West Shoreline Park,1,,4
Mark Gladney,U.S.House,4,Democrat,Hancock,West Shoreline Park,58,,4
Steven Palazzo,U.S.House,4,Republican,Hancock,West Shoreline Park,201,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,West Shoreline Park,17,,4
Shawn O'Hara,U.S.House,4,Reform,Hancock,West Shoreline Park,7,,4
Hillary Clinton,President,,Democrat,Hancock,,3344,,4
Donald J. Trump,President,,Republican,Hancock,,13811,TRUE,4
Darrell Castle,President,,Constitution,Hancock,,68,,4
Rocky' Roque De La Fuente,President,,American Delta,Hancock,,9,,4
Jim Hedges,President,,Prohibition,Hancock,,10,,4
Gary Johnson,President,,Libertarian,Hancock,,312,,4
Jill Stein,President,,Green,Hancock,,83,,4
Mark Gladney,U.S.House,4,Democrat,Hancock,,4000,,4
Steven Palazzo,U.S.House,4,Republican,Hancock,,11932,TRUE,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Hancock,,883,,4
Shawn O'Hara,U.S.House,4,Reform,Hancock,,381,,4
