candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Hinds,Precinct 19,320,,5
Donald J. Trump,President,,Republican,Hinds,Precinct 19,4,,5
Darrell Castle,President,,Constitution,Hinds,Precinct 19,0,,5
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 19,0,,5
Jim Hedges,President,,Prohibition,Hinds,Precinct 19,0,,5
Gary Johnson,President,,Libertarian,Hinds,Precinct 19,0,,5
Jill Stein,President,,Green,Hinds,Precinct 19,2,,5
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 19,3,,5
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 19,315,,5
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 19,1,,5
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 19,5,,5
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 19,X,,5
Hillary Clinton,President,,Democrat,Hinds,Precinct 20,372,,5
Donald J. Trump,President,,Republican,Hinds,Precinct 20,7,,5
Darrell Castle,President,,Constitution,Hinds,Precinct 20,2,,5
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 20,0,,5
Jim Hedges,President,,Prohibition,Hinds,Precinct 20,0,,5
Gary Johnson,President,,Libertarian,Hinds,Precinct 20,2,,5
Jill Stein,President,,Green,Hinds,Precinct 20,4,,5
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 20,6,,5
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 20,378,,5
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 20,0,,5
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 20,0,,5
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 20,X,,5
Hillary Clinton,President,,Democrat,Hinds,Precinct 21,259,,5
Donald J. Trump,President,,Republican,Hinds,Precinct 21,12,,5
Darrell Castle,President,,Constitution,Hinds,Precinct 21,1,,5
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 21,0,,5
Jim Hedges,President,,Prohibition,Hinds,Precinct 21,0,,5
Gary Johnson,President,,Libertarian,Hinds,Precinct 21,0,,5
Jill Stein,President,,Green,Hinds,Precinct 21,2,,5
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 21,9,,5
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 21,254,,5
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 21,0,,5
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 21,7,,5
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 21,X,,5
Hillary Clinton,President,,Democrat,Hinds,Precinct 22,975,,5
Donald J. Trump,President,,Republican,Hinds,Precinct 22,12,,5
Darrell Castle,President,,Constitution,Hinds,Precinct 22,0,,5
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 22,0,,5
Jim Hedges,President,,Prohibition,Hinds,Precinct 22,0,,5
Gary Johnson,President,,Libertarian,Hinds,Precinct 22,5,,5
Jill Stein,President,,Green,Hinds,Precinct 22,1,,5
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 22,14,,5
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 22,971,,5
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 22,6,,5
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 22,15,,5
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 22,X,,5
Hillary Clinton,President,,Democrat,Hinds,Precinct 23,724,,5
Donald J. Trump,President,,Republican,Hinds,Precinct 23,12,,5
Darrell Castle,President,,Constitution,Hinds,Precinct 23,1,,5
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 23,1,,5
Jim Hedges,President,,Prohibition,Hinds,Precinct 23,0,,5
Gary Johnson,President,,Libertarian,Hinds,Precinct 23,1,,5
Jill Stein,President,,Green,Hinds,Precinct 23,1,,5
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 23,7,,5
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 23,729,,5
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 23,0,,5
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 23,7,,5
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 23,X,,5
Hillary Clinton,President,,Democrat,Hinds,Precinct 24,437,,5
Donald J. Trump,President,,Republican,Hinds,Precinct 24,13,,5
Darrell Castle,President,,Constitution,Hinds,Precinct 24,2,,5
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 24,0,,5
Jim Hedges,President,,Prohibition,Hinds,Precinct 24,0,,5
Gary Johnson,President,,Libertarian,Hinds,Precinct 24,0,,5
Jill Stein,President,,Green,Hinds,Precinct 24,1,,5
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 24,10,,5
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 24,439,,5
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 24,0,,5
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 24,4,,5
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 24,X,,5
Hillary Clinton,President,,Democrat,Hinds,Precinct 25,795,,5
Donald J. Trump,President,,Republican,Hinds,Precinct 25,23,,5
Darrell Castle,President,,Constitution,Hinds,Precinct 25,1,,5
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 25,0,,5
Jim Hedges,President,,Prohibition,Hinds,Precinct 25,0,,5
Gary Johnson,President,,Libertarian,Hinds,Precinct 25,6,,5
Jill Stein,President,,Green,Hinds,Precinct 25,6,,5
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 25,19,,5
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 25,811,,5
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 25,1,,5
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 25,3,,5
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 25,X,,5
Hillary Clinton,President,,Democrat,Hinds,Precinct 26,988,,5
Donald J. Trump,President,,Republican,Hinds,Precinct 26,61,,5
Darrell Castle,President,,Constitution,Hinds,Precinct 26,0,,5
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 26,0,,5
Jim Hedges,President,,Prohibition,Hinds,Precinct 26,0,,5
Gary Johnson,President,,Libertarian,Hinds,Precinct 26,1,,5
Jill Stein,President,,Green,Hinds,Precinct 26,6,,5
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 26,48,,5
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 26,1000,,5
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 26,6,,5
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 26,11,,5
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 26,X,,5
Hillary Clinton,President,,Democrat,Hinds,Precinct 27,927,,5
Donald J. Trump,President,,Republican,Hinds,Precinct 27,16,,5
Darrell Castle,President,,Constitution,Hinds,Precinct 27,0,,5
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 27,0,,5
Jim Hedges,President,,Prohibition,Hinds,Precinct 27,0,,5
Gary Johnson,President,,Libertarian,Hinds,Precinct 27,3,,5
Jill Stein,President,,Green,Hinds,Precinct 27,3,,5
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 27,10,,5
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 27,935,,5
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 27,2,,5
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 27,1,,5
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 27,X,,5
Hillary Clinton,President,,Democrat,Hinds,Precinct 28,734,,5
Donald J. Trump,President,,Republican,Hinds,Precinct 28,16,,5
Darrell Castle,President,,Constitution,Hinds,Precinct 28,0,,5
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 28,0,,5
Jim Hedges,President,,Prohibition,Hinds,Precinct 28,2,,5
Gary Johnson,President,,Libertarian,Hinds,Precinct 28,3,,5
Jill Stein,President,,Green,Hinds,Precinct 28,4,,5
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 28,5,,5
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 28,737,,5
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 28,4,,5
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 28,10,,5
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 28,X,,5
Hillary Clinton,President,,Democrat,Hinds,Precinct 29,434,,5
Donald J. Trump,President,,Republican,Hinds,Precinct 29,4,,5
Darrell Castle,President,,Constitution,Hinds,Precinct 29,2,,5
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 29,0,,5
Jim Hedges,President,,Prohibition,Hinds,Precinct 29,1,,5
Gary Johnson,President,,Libertarian,Hinds,Precinct 29,1,,5
Jill Stein,President,,Green,Hinds,Precinct 29,3,,5
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 29,6,,5
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 29,438,,5
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 29,1,,5
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 29,3,,5
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 29,X,,5
Hillary Clinton,President,,Democrat,Hinds,Precinct 30,401,,6
Donald J. Trump,President,,Republican,Hinds,Precinct 30,2,,6
Darrell Castle,President,,Constitution,Hinds,Precinct 30,0,,6
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 30,0,,6
Jim Hedges,President,,Prohibition,Hinds,Precinct 30,0,,6
Gary Johnson,President,,Libertarian,Hinds,Precinct 30,1,,6
Jill Stein,President,,Green,Hinds,Precinct 30,1,,6
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 30,5,,6
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 30,396,,6
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 30,0,,6
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 30,5,,6
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 30,X,,6
Hillary Clinton,President,,Democrat,Hinds,Precinct 31,629,,6
Donald J. Trump,President,,Republican,Hinds,Precinct 31,13,,6
Darrell Castle,President,,Constitution,Hinds,Precinct 31,0,,6
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 31,0,,6
Jim Hedges,President,,Prohibition,Hinds,Precinct 31,0,,6
Gary Johnson,President,,Libertarian,Hinds,Precinct 31,1,,6
Jill Stein,President,,Green,Hinds,Precinct 31,2,,6
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 31,8,,6
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 31,627,,6
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 31,4,,6
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 31,6,,6
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 31,X,,6
Hillary Clinton,President,,Democrat,Hinds,Precinct 32,209,,6
Donald J. Trump,President,,Republican,Hinds,Precinct 32,333,,6
Darrell Castle,President,,Constitution,Hinds,Precinct 32,2,,6
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 32,0,,6
Jim Hedges,President,,Prohibition,Hinds,Precinct 32,0,,6
Gary Johnson,President,,Libertarian,Hinds,Precinct 32,17,,6
Jill Stein,President,,Green,Hinds,Precinct 32,2,,6
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 32,X,,6
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 32,X,,6
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 32,X,,6
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 32,X,,6
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 32,418,,6
Hillary Clinton,President,,Democrat,Hinds,Precinct 33,163,,6
Donald J. Trump,President,,Republican,Hinds,Precinct 33,525,,6
Darrell Castle,President,,Constitution,Hinds,Precinct 33,4,,6
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 33,0,,6
Jim Hedges,President,,Prohibition,Hinds,Precinct 33,0,,6
Gary Johnson,President,,Libertarian,Hinds,Precinct 33,23,,6
Jill Stein,President,,Green,Hinds,Precinct 33,4,,6
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 33,X,,6
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 33,X,,6
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 33,X,,6
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 33,X,,6
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 33,625,,6
Hillary Clinton,President,,Democrat,Hinds,Precinct 34,324,,6
Donald J. Trump,President,,Republican,Hinds,Precinct 34,832,,6
Darrell Castle,President,,Constitution,Hinds,Precinct 34,10,,6
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 34,0,,6
Jim Hedges,President,,Prohibition,Hinds,Precinct 34,0,,6
Gary Johnson,President,,Libertarian,Hinds,Precinct 34,41,,6
Jill Stein,President,,Green,Hinds,Precinct 34,5,,6
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 34,X,,6
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 34,X,,6
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 34,X,,6
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 34,X,,6
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 34,1020,,6
Hillary Clinton,President,,Democrat,Hinds,Precinct 35,264,,6
Donald J. Trump,President,,Republican,Hinds,Precinct 35,778,,6
Darrell Castle,President,,Constitution,Hinds,Precinct 35,5,,6
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 35,0,,6
Jim Hedges,President,,Prohibition,Hinds,Precinct 35,0,,6
Gary Johnson,President,,Libertarian,Hinds,Precinct 35,33,,6
Jill Stein,President,,Green,Hinds,Precinct 35,1,,6
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 35,X,,6
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 35,X,,6
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 35,X,,6
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 35,X,,6
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 35,892,,6
Hillary Clinton,President,,Democrat,Hinds,Precinct 36,479,,6
Donald J. Trump,President,,Republican,Hinds,Precinct 36,206,,6
Darrell Castle,President,,Constitution,Hinds,Precinct 36,2,,6
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 36,0,,6
Jim Hedges,President,,Prohibition,Hinds,Precinct 36,0,,6
Gary Johnson,President,,Libertarian,Hinds,Precinct 36,15,,6
Jill Stein,President,,Green,Hinds,Precinct 36,4,,6
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 36,X,,6
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 36,X,,6
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 36,X,,6
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 36,X,,6
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 36,247,,6
Hillary Clinton,President,,Democrat,Hinds,Precinct 37,453,,6
Donald J. Trump,President,,Republican,Hinds,Precinct 37,147,,6
Darrell Castle,President,,Constitution,Hinds,Precinct 37,0,,6
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 37,1,,6
Jim Hedges,President,,Prohibition,Hinds,Precinct 37,1,,6
Gary Johnson,President,,Libertarian,Hinds,Precinct 37,8,,6
Jill Stein,President,,Green,Hinds,Precinct 37,5,,6
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 37,X,,6
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 37,X,,6
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 37,X,,6
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 37,X,,6
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 37,204,,6
Hillary Clinton,President,,Democrat,Hinds,Precinct 38,447,,6
Donald J. Trump,President,,Republican,Hinds,Precinct 38,42,,6
Darrell Castle,President,,Constitution,Hinds,Precinct 38,1,,6
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 38,0,,6
Jim Hedges,President,,Prohibition,Hinds,Precinct 38,0,,6
Gary Johnson,President,,Libertarian,Hinds,Precinct 38,7,,6
Jill Stein,President,,Green,Hinds,Precinct 38,6,,6
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 38,41,,6
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 38,442,,6
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 38,4,,6
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 38,18,,6
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 38,X,,6
Hillary Clinton,President,,Democrat,Hinds,Precinct 39,596,,6
Donald J. Trump,President,,Republican,Hinds,Precinct 39,11,,6
Darrell Castle,President,,Constitution,Hinds,Precinct 39,1,,6
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 39,0,,6
Jim Hedges,President,,Prohibition,Hinds,Precinct 39,0,,6
Gary Johnson,President,,Libertarian,Hinds,Precinct 39,1,,6
Jill Stein,President,,Green,Hinds,Precinct 39,2,,6
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 39,10,,6
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 39,602,,6
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 39,6,,6
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 39,7,,6
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 39,X,,6
Hillary Clinton,President,,Democrat,Hinds,Precinct 40,814,,6
Donald J. Trump,President,,Republican,Hinds,Precinct 40,8,,6
Darrell Castle,President,,Constitution,Hinds,Precinct 40,1,,6
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 40,0,,6
Jim Hedges,President,,Prohibition,Hinds,Precinct 40,0,,6
Gary Johnson,President,,Libertarian,Hinds,Precinct 40,2,,6
Jill Stein,President,,Green,Hinds,Precinct 40,5,,6
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 40,7,,6
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 40,812,,6
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 40,4,,6
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 40,9,,6
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 40,X,,6
Hillary Clinton,President,,Democrat,Hinds,Precinct 41,1208,,7
Donald J. Trump,President,,Republican,Hinds,Precinct 41,11,,7
Darrell Castle,President,,Constitution,Hinds,Precinct 41,1,,7
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 41,1,,7
Jim Hedges,President,,Prohibition,Hinds,Precinct 41,0,,7
Gary Johnson,President,,Libertarian,Hinds,Precinct 41,2,,7
Jill Stein,President,,Green,Hinds,Precinct 41,5,,7
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 41,12,,7
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 41,1200,,7
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 41,4,,7
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 41,9,,7
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 41,X,,7
Hillary Clinton,President,,Democrat,Hinds,Precinct 42,797,,7
Donald J. Trump,President,,Republican,Hinds,Precinct 42,53,,7
Darrell Castle,President,,Constitution,Hinds,Precinct 42,0,,7
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 42,0,,7
Jim Hedges,President,,Prohibition,Hinds,Precinct 42,0,,7
Gary Johnson,President,,Libertarian,Hinds,Precinct 42,6,,7
Jill Stein,President,,Green,Hinds,Precinct 42,5,,7
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 42,50,,7
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 42,777,,7
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 42,6,,7
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 42,19,,7
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 42,X,,7
Hillary Clinton,President,,Democrat,Hinds,Precinct 43,917,,7
Donald J. Trump,President,,Republican,Hinds,Precinct 43,49,,7
Darrell Castle,President,,Constitution,Hinds,Precinct 43,3,,7
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 43,0,,7
Jim Hedges,President,,Prohibition,Hinds,Precinct 43,1,,7
Gary Johnson,President,,Libertarian,Hinds,Precinct 43,4,,7
Jill Stein,President,,Green,Hinds,Precinct 43,8,,7
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 43,45,,7
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 43,916,,7
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 43,9,,7
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 43,12,,7
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 43,X,,7
Hillary Clinton,President,,Democrat,Hinds,Precinct 44,837,,7
Donald J. Trump,President,,Republican,Hinds,Precinct 44,354,,7
Darrell Castle,President,,Constitution,Hinds,Precinct 44,6,,7
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 44,0,,7
Jim Hedges,President,,Prohibition,Hinds,Precinct 44,0,,7
Gary Johnson,President,,Libertarian,Hinds,Precinct 44,12,,7
Jill Stein,President,,Green,Hinds,Precinct 44,12,,7
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 44,X,,7
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 44,X,,7
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 44,X,,7
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 44,X,,7
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 44,414,,7
Hillary Clinton,President,,Democrat,Hinds,Precinct 45,419,,7
Donald J. Trump,President,,Republican,Hinds,Precinct 45,803,,7
Darrell Castle,President,,Constitution,Hinds,Precinct 45,7,,7
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 45,0,,7
Jim Hedges,President,,Prohibition,Hinds,Precinct 45,0,,7
Gary Johnson,President,,Libertarian,Hinds,Precinct 45,38,,7
Jill Stein,President,,Green,Hinds,Precinct 45,15,,7
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 45,X,,7
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 45,X,,7
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 45,X,,7
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 45,X,,7
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 45,924,,7
Hillary Clinton,President,,Democrat,Hinds,Precinct 46,1096,,7
Donald J. Trump,President,,Republican,Hinds,Precinct 46,850,,7
Darrell Castle,President,,Constitution,Hinds,Precinct 46,3,,7
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 46,0,,7
Jim Hedges,President,,Prohibition,Hinds,Precinct 46,0,,7
Gary Johnson,President,,Libertarian,Hinds,Precinct 46,36,,7
Jill Stein,President,,Green,Hinds,Precinct 46,14,,7
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 46,279,,7
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 46,677,,7
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 46,10,,7
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 46,17,,7
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 46,623,,7
Hillary Clinton,President,,Democrat,Hinds,Precinct 47,363,,7
Donald J. Trump,President,,Republican,Hinds,Precinct 47,29,,7
Darrell Castle,President,,Constitution,Hinds,Precinct 47,0,,7
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 47,1,,7
Jim Hedges,President,,Prohibition,Hinds,Precinct 47,0,,7
Gary Johnson,President,,Libertarian,Hinds,Precinct 47,1,,7
Jill Stein,President,,Green,Hinds,Precinct 47,1,,7
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 47,X,,7
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 47,X,,7
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 47,X,,7
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 47,X,,7
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 47,47,,7
Hillary Clinton,President,,Democrat,Hinds,Precinct 49,650,,7
Donald J. Trump,President,,Republican,Hinds,Precinct 49,5,,7
Darrell Castle,President,,Constitution,Hinds,Precinct 49,1,,7
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 49,0,,7
Jim Hedges,President,,Prohibition,Hinds,Precinct 49,0,,7
Gary Johnson,President,,Libertarian,Hinds,Precinct 49,8,,7
Jill Stein,President,,Green,Hinds,Precinct 49,15,,7
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 49,9,,7
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 49,635,,7
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 49,8,,7
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 49,19,,7
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 49,X,,7
Hillary Clinton,President,,Democrat,Hinds,Precinct 51,938,,7
Donald J. Trump,President,,Republican,Hinds,Precinct 51,29,,7
Darrell Castle,President,,Constitution,Hinds,Precinct 51,1,,7
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 51,0,,7
Jim Hedges,President,,Prohibition,Hinds,Precinct 51,0,,7
Gary Johnson,President,,Libertarian,Hinds,Precinct 51,6,,7
Jill Stein,President,,Green,Hinds,Precinct 51,5,,7
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 51,19,,7
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 51,948,,7
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 51,3,,7
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 51,16,,7
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 51,X,,7
Hillary Clinton,President,,Democrat,Hinds,Precinct 54,238,,7
Donald J. Trump,President,,Republican,Hinds,Precinct 54,2,,7
Darrell Castle,President,,Constitution,Hinds,Precinct 54,0,,7
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 54,0,,7
Jim Hedges,President,,Prohibition,Hinds,Precinct 54,0,,7
Gary Johnson,President,,Libertarian,Hinds,Precinct 54,3,,7
Jill Stein,President,,Green,Hinds,Precinct 54,3,,7
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 54,2,,7
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 54,241,,7
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 54,0,,7
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 54,5,,7
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 54,X,,7
Hillary Clinton,President,,Democrat,Hinds,Precinct 55,456,,7
Donald J. Trump,President,,Republican,Hinds,Precinct 55,11,,7
Darrell Castle,President,,Constitution,Hinds,Precinct 55,0,,7
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 55,1,,7
Jim Hedges,President,,Prohibition,Hinds,Precinct 55,0,,7
Gary Johnson,President,,Libertarian,Hinds,Precinct 55,2,,7
Jill Stein,President,,Green,Hinds,Precinct 55,1,,7
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 55,5,,7
