candidate,office,district,party,county,precinct,votes,winner,page
John Bouie ii,U.S.House,2,Republican,Humphreys,Midnight South - 5ms 5020,47,,2
Bennie G. Thompson,U.S.House,2,Democrat,Humphreys,Midnight South - 5ms 5020,81,,2
Johnny McLeod,U.S.House,2,Reform,Humphreys,Midnight South - 5ms 5020,4,,2
Troy Ray,U.S.House,2,Independent,Humphreys,Midnight South - 5ms 5020,3,,2
Hillary Clinton,President,,Democrat,Humphreys,Putnam South - 4ps 4030,42,,3
Donald J. Trump,President,,Republican,Humphreys,Putnam South - 4ps 4030,132,,3
Darrell Castle,President,,Constitution,Humphreys,Putnam South - 4ps 4030,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Humphreys,Putnam South - 4ps 4030,0,,3
Jim Hedges,President,,Prohibition,Humphreys,Putnam South - 4ps 4030,0,,3
Gary Johnson,President,,Libertarian,Humphreys,Putnam South - 4ps 4030,1,,3
Jill Stein,President,,Green,Humphreys,Putnam South - 4ps 4030,0,,3
John Bouie ii,U.S.House,2,Republican,Humphreys,Putnam South - 4ps 4030,94,,3
Bennie G. Thompson,U.S.House,2,Democrat,Humphreys,Putnam South - 4ps 4030,60,,3
Johnny McLeod,U.S.House,2,Reform,Humphreys,Putnam South - 4ps 4030,3,,3
Troy Ray,U.S.House,2,Independent,Humphreys,Putnam South - 4ps 4030,10,,3
Hillary Clinton,President,,Democrat,Humphreys,Silver City South - 3ss 3020,221,,3
Donald J. Trump,President,,Republican,Humphreys,Silver City South - 3ss 3020,105,,3
Darrell Castle,President,,Constitution,Humphreys,Silver City South - 3ss 3020,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Humphreys,Silver City South - 3ss 3020,0,,3
Jim Hedges,President,,Prohibition,Humphreys,Silver City South - 3ss 3020,0,,3
Gary Johnson,President,,Libertarian,Humphreys,Silver City South - 3ss 3020,1,,3
Jill Stein,President,,Green,Humphreys,Silver City South - 3ss 3020,0,,3
John Bouie ii,U.S.House,2,Republican,Humphreys,Silver City South - 3ss 3020,74,,3
Bennie G. Thompson,U.S.House,2,Democrat,Humphreys,Silver City South - 3ss 3020,231,,3
Johnny McLeod,U.S.House,2,Reform,Humphreys,Silver City South - 3ss 3020,6,,3
Troy Ray,U.S.House,2,Independent,Humphreys,Silver City South - 3ss 3020,10,,3
Hillary Clinton,President,,Democrat,Humphreys,,3071,TRUE,3
Donald J. Trump,President,,Republican,Humphreys,,1151,,3
Darrell Castle,President,,Constitution,Humphreys,,8,,3
Rocky' Roque De La Fuente,President,,American Delta,Humphreys,,4,,3
Jim Hedges,President,,Prohibition,Humphreys,,4,,3
Gary Johnson,President,,Libertarian,Humphreys,,12,,3
Jill Stein,President,,Green,Humphreys,,3,,3
John Bouie ii,U.S.House,2,Republican,Humphreys,,765,,3
Bennie G. Thompson,U.S.House,2,Democrat,Humphreys,,2900,TRUE,3
Johnny McLeod,U.S.House,2,Reform,Humphreys,,48,,3
Troy Ray,U.S.House,2,Independent,Humphreys,,80,,3
