page,candidate,office,district,party,county,precinct,votes,winner,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Pachuta,63,,
2,Tate Reeves,Lieutenant Governor,,R,Clarke,Pachuta,88,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Souinlovie,10,,
2,Tate Reeves,Lieutenant Governor,,R,Clarke,Souinlovie,121,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Rolling Creek,12,,
2,Tate Reeves,Lieutenant Governor,,R,Clarke,Rolling Creek,148,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Stonewall Dist. 3,23,,
2,Tate Reeves,Lieutenant Governor,,R,Clarke,Stonewall Dist. 3,296,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Enterprise,75,,
3,Tate Reeves,Lieutenant Governor,,R,Clarke,Enterprise,754,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Pineridge,19,,
3,Tate Reeves,Lieutenant Governor,,R,Clarke,Pineridge,53,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Snell,4,,
3,Tate Reeves,Lieutenant Governor,,R,Clarke,Snell,122,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Energy ,6,,
3,Tate Reeves,Lieutenant Governor,,R,Clarke,Energy ,139,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Union,15,,
3,Tate Reeves,Lieutenant Governor,,R,Clarke,Union,408,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,North Quitman,34,,
3,Tate Reeves,Lieutenant Governor,,R,Clarke,North Quitman,228,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Langsdale,28,,
3,Tate Reeves,Lieutenant Governor,,R,Clarke,Langsdale,27,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Manassa,1,,
3,Tate Reeves,Lieutenant Governor,,R,Clarke,Manassa,89,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Springs,31,,
3,Tate Reeves,Lieutenant Governor,,R,Clarke,Springs,71,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Desoto,41,,
3,Tate Reeves,Lieutenant Governor,,R,Clarke,Desoto,114,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,Carmichael,36,,
3,Tate Reeves,Lieutenant Governor,,R,Clarke,Carmichael,190,,
4,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,East Quitman,43,,
4,Tate Reeves,Lieutenant Governor,,R,Clarke,East Quitman,1004,,
4,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform ,Clarke,TOTAL ,1100,,
4,Tate Reeves,Lieutenant Governor,,R,Clarke,TOTAL ,4782,,
2,Delbert Hosemann,Secretary of State,,R,Clarke,South Quitman ,456,,
2,Delbert Hosemann,Secretary of State,,R,Clarke,Harmony Dist. 1,66,,
2,Delbert Hosemann,Secretary of State,,R,Clarke,Stonewall Dist. 1,160,,
2,Delbert Hosemann,Secretary of State,,R,Clarke,Shubuta,275,,
2,Delbert Hosemann,Secretary of State,,R,Clarke,Beaverdam,98,,
2,Delbert Hosemann,Secretary of State,,R,Clarke,Harmony Dist. 2,174,,
2,Delbert Hosemann,Secretary of State,,R,Clarke,Oakgrove,97,,
2,Delbert Hosemann,Secretary of State,,R,Clarke,Pachuta,119,,
2,Delbert Hosemann,Secretary of State,,R,Clarke,Souinlovie,128,,
2,Delbert Hosemann,Secretary of State,,R,Clarke,Rolling Creek,149,,
2,Delbert Hosemann,Secretary of State,,R,Clarke,Stonewall Dist. 3,301,,
3,Delbert Hosemann,Secretary of State,,R,Clarke,Enterprise,783,,
3,Delbert Hosemann,Secretary of State,,R,Clarke,Pineridge,58,,
3,Delbert Hosemann,Secretary of State,,R,Clarke,Snell,127,,
3,Delbert Hosemann,Secretary of State,,R,Clarke,Energy ,134,,
3,Delbert Hosemann,Secretary of State,,R,Clarke,Union,418,,
3,Delbert Hosemann,Secretary of State,,R,Clarke,North Quitman,246,,
3,Delbert Hosemann,Secretary of State,,R,Clarke,Langsdale,38,,
3,Delbert Hosemann,Secretary of State,,R,Clarke,Manassa,88,,
3,Delbert Hosemann,Secretary of State,,R,Clarke,Springs,91,,
3,Delbert Hosemann,Secretary of State,,R,Clarke,Desoto,131,,
3,Delbert Hosemann,Secretary of State,,R,Clarke,Carmichael,221,,
4,Delbert Hosemann,Secretary of State,,R,Clarke,East Quitman,1023,,
4,Delbert Hosemann,Secretary of State,,R,Clarke,TOTAL ,5381,,
2,Jim Hood,Attorney General,,D,Clarke,South Quitman,511,,
2,Steve Simpson,Attorney General,,R,Clarke,South Quitman,130,,
2,Jim Hood,Attorney General,,D,Clarke,Harmony Dist. 1,51,,
2,Steve Simpson,Attorney General,,R,Clarke,Harmony Dist. 1,34,,
2,Jim Hood,Attorney General,,D,Clarke,Stonewall Dist. 1,206,,
2,Steve Simpson,Attorney General,,R,Clarke,Stonewall Dist. 1,47,,
2,Jim Hood,Attorney General,,D,Clarke,Shubuta,337,,
2,Steve Simpson,Attorney General,,R,Clarke,Shubuta,61,,
2,Jim Hood,Attorney General,,D,Clarke,Beaverdam,156,,
2,Steve Simpson,Attorney General,,R,Clarke,Beaverdam,23,,
2,Jim Hood,Attorney General,,D,Clarke,Harmony Dist. 2,120,,
2,Steve Simpson,Attorney General,,R,Clarke,Harmony Dist. 2,79,,
2,Jim Hood,Attorney General,,D,Clarke,Oakgrove,139,,
2,Steve Simpson,Attorney General,,R,Clarke,Oakgrove,30,,
2,Jim Hood,Attorney General,,D,Clarke,Pachuta,156,,
2,Steve Simpson,Attorney General,,R,Clarke,Pachuta,39,,
2,Jim Hood,Attorney General,,D,Clarke,Souinlovie,82,,
2,Steve Simpson,Attorney General,,R,Clarke,Souinlovie,56,,
2,Jim Hood,Attorney General,,D,Clarke,Rolling Creek,78,,
2,Steve Simpson,Attorney General,,R,Clarke,Rolling Creek,81,,
2,Jim Hood,Attorney General,,D,Clarke,Stonewall Dist. 3,174,,
2,Steve Simpson,Attorney General,,R,Clarke,Stonewall Dist. 3,154,,
3,Jim Hood,Attorney General,,D,Clarke,Enterprise,488,,
3,Steve Simpson,Attorney General,,R,Clarke,Enterprise,413,,
3,Jim Hood,Attorney General,,D,Clarke,Pineridge,83,,
3,Steve Simpson,Attorney General,,R,Clarke,Pineridge,20,,
3,Jim Hood,Attorney General,,D,Clarke,Snell,51,,
3,Steve Simpson,Attorney General,,R,Clarke,Snell,78,,
3,Jim Hood,Attorney General,,D,Clarke,Energy ,68,,
3,Steve Simpson,Attorney General,,R,Clarke,Energy ,83,,
3,Jim Hood,Attorney General,,D,Clarke,Union,168,,
3,Steve Simpson,Attorney General,,R,Clarke,Union,259,,
3,Jim Hood,Attorney General,,D,Clarke,North Quitman,158,,
3,Steve Simpson,Attorney General,,R,Clarke,North Quitman,116,,
3,Jim Hood,Attorney General,,D,Clarke,Langsdale,46,,
3,Steve Simpson,Attorney General,,R,Clarke,Langsdale,13,,
3,Jim Hood,Attorney General,,D,Clarke,Manassa,48,,
3,Steve Simpson,Attorney General,,R,Clarke,Manassa,43,,
3,Jim Hood,Attorney General,,D,Clarke,Springs,85,,
3,Steve Simpson,Attorney General,,R,Clarke,Springs,28,,
3,Jim Hood,Attorney General,,D,Clarke,Desoto,139,,
3,Steve Simpson,Attorney General,,R,Clarke,Desoto,48,,
3,Jim Hood,Attorney General,,D,Clarke,Carmichael,135,,
3,Steve Simpson,Attorney General,,R,Clarke,Carmichael,105,,
4,Jim Hood,Attorney General,,D,Clarke,East Quitman,602,,
4,Steve Simpson,Attorney General,,R,Clarke,East Quitman,467,,
4,Jim Hood,Attorney General,,D,Clarke,TOTAL ,4081,,
4,Steve Simpson,Attorney General,,R,Clarke,TOTAL ,2407,,
2,Ashley Norwood,State Auditor ,,Reform ,Clarke,South Quitman,251,,
2,Stacey E. Pickering ,State Auditor ,,R,Clarke,South Quitman,284,,
2,Ashley Norwood,State Auditor ,,Reform ,Clarke,Harmony Dist. 1,12,,
2,Stacey E. Pickering ,State Auditor ,,R,Clarke,Harmony Dist. 1,67,,
2,Ashley Norwood,State Auditor ,,Reform ,Clarke,Stonewall Dist. 1,92,,
2,Stacey E. Pickering ,State Auditor ,,R,Clarke,Stonewall Dist. 1,99,,
2,Ashley Norwood,State Auditor ,,Reform ,Clarke,Shubuta,171,,
2,Stacey E. Pickering ,State Auditor ,,R,Clarke,Shubuta,151,,
2,Ashley Norwood,State Auditor ,,Reform ,Clarke,Beaverdam,54,,
2,Stacey E. Pickering ,State Auditor ,,R,Clarke,Beaverdam,69,,
2,Ashley Norwood,State Auditor ,,Reform ,Clarke,Harmony Dist. 2,42,,
2,Stacey E. Pickering ,State Auditor ,,R,Clarke,Harmony Dist. 2,140,,
2,Ashley Norwood,State Auditor ,,Reform ,Clarke,Oakgrove,81,,
2,Stacey E. Pickering ,State Auditor ,,R,Clarke,Oakgrove,55,,
2,Ashley Norwood,State Auditor ,,Reform ,Clarke,Pachuta,67,,
2,Stacey E. Pickering ,State Auditor ,,R,Clarke,Pachuta,83,,
2,Ashley Norwood,State Auditor ,,Reform ,Clarke,Souinlovie,22,,
2,Stacey E. Pickering ,State Auditor ,,R,Clarke,Souinlovie,111,,
2,Ashley Norwood,State Auditor ,,Reform ,Clarke,Rolling Creek,20,,
2,Stacey E. Pickering ,State Auditor ,,R,Clarke,Rolling Creek,136,,
2,Ashley Norwood,State Auditor ,,Reform ,Clarke,Stonewall Dist. 3,41,,
2,Stacey E. Pickering ,State Auditor ,,R,Clarke,Stonewall Dist. 3,280,,
3,Ashley Norwood,State Auditor ,,Reform ,Clarke,Enterprise,116,,
3,Stacey E. Pickering ,State Auditor ,,R,Clarke,Enterprise,704,,
3,Ashley Norwood,State Auditor ,,Reform ,Clarke,Pineridge,20,,
3,Stacey E. Pickering ,State Auditor ,,R,Clarke,Pineridge,51,,
3,Ashley Norwood,State Auditor ,,Reform ,Clarke,Snell,11,,
3,Stacey E. Pickering ,State Auditor ,,R,Clarke,Snell,119,,
3,Ashley Norwood,State Auditor ,,Reform ,Clarke,Energy ,5,,
3,Stacey E. Pickering ,State Auditor ,,R,Clarke,Energy ,138,,
3,Ashley Norwood,State Auditor ,,Reform ,Clarke,Union,26,,
3,Stacey E. Pickering ,State Auditor ,,R,Clarke,Union,397,,
3,Ashley Norwood,State Auditor ,,Reform ,Clarke,North Quitman,42,,
3,Stacey E. Pickering ,State Auditor ,,R,Clarke,North Quitman,220,,
3,Ashley Norwood,State Auditor ,,Reform ,Clarke,Langsdale,28,,
3,Stacey E. Pickering ,State Auditor ,,R,Clarke,Langsdale,25,,
3,Ashley Norwood,State Auditor ,,Reform ,Clarke,Manassa,8,,
3,Stacey E. Pickering ,State Auditor ,,R,Clarke,Manassa,79,,
3,Ashley Norwood,State Auditor ,,Reform ,Clarke,Springs,26,,
3,Stacey E. Pickering ,State Auditor ,,R,Clarke,Springs,72,,
3,Ashley Norwood,State Auditor ,,Reform ,Clarke,Desoto,42,,
3,Stacey E. Pickering ,State Auditor ,,R,Clarke,Desoto,107,,
3,Ashley Norwood,State Auditor ,,Reform ,Clarke,Carmichael,41,,
3,Stacey E. Pickering ,State Auditor ,,R,Clarke,Carmichael,183,,
4,Ashley Norwood,State Auditor ,,Reform ,Clarke,East Quitman,88,,
4,Stacey E. Pickering ,State Auditor ,,R,Clarke,East Quitman,958,,
4,Ashley Norwood,State Auditor ,,Reform ,Clarke,TOTAL ,1306,,
4,Stacey E. Pickering ,State Auditor ,,R,Clarke,TOTAL ,4528,,
2,Lynn Fitch,State Treasurer,,R,Clarke,South Quitman ,214,,
2,Connie Moran,State Treasurer,,D,Clarke,South Quitman ,389,,
2,Shawn O'Hara,State Treasurer,,Reform ,Clarke,South Quitman ,26,,
2,Lynn Fitch,State Treasurer,,R,Clarke,Harmony Dist. 1,55,,
2,Connie Moran,State Treasurer,,D,Clarke,Harmony Dist. 1,29,,
2,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Harmony Dist. 1,2,,
2,Lynn Fitch,State Treasurer,,R,Clarke,Stonewall Dist. 1,89,,
2,Connie Moran,State Treasurer,,D,Clarke,Stonewall Dist. 1,150,,
2,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Stonewall Dist. 1,8,,
2,Lynn Fitch,State Treasurer,,R,Clarke,Shubuta,101,,
2,Connie Moran,State Treasurer,,D,Clarke,Shubuta,280,,
2,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Shubuta,19,,
2,Lynn Fitch,State Treasurer,,R,Clarke,Beaverdam,48,,
2,Connie Moran,State Treasurer,,D,Clarke,Beaverdam,126,,
2,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Beaverdam,4,,
2,Lynn Fitch,State Treasurer,,R,Clarke,Harmony Dist. 2,127,,
2,Connie Moran,State Treasurer,,D,Clarke,Harmony Dist. 2,60,,
2,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Harmony Dist. 2,9,,
2,Lynn Fitch,State Treasurer,,R,Clarke,Oakgrove,37,,
2,Connie Moran,State Treasurer,,D,Clarke,Oakgrove,117,,
2,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Oakgrove,11,,
2,Lynn Fitch,State Treasurer,,R,Clarke,Pachuta,65,,
2,Connie Moran,State Treasurer,,D,Clarke,Pachuta,122,,
2,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Pachuta,9,,
2,Lynn Fitch,State Treasurer,,R,Clarke,Souinlovie,113,,
2,Connie Moran,State Treasurer,,D,Clarke,Souinlovie,19,,
2,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Souinlovie,6,,
2,Lynn Fitch,State Treasurer,,R,Clarke,Rolling Creek,133,,
2,Connie Moran,State Treasurer,,D,Clarke,Rolling Creek,20,,
2,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Rolling Creek,3,,
2,Lynn Fitch,State Treasurer,,R,Clarke,Stonewall Dist. 3,274,,
2,Connie Moran,State Treasurer,,D,Clarke,Stonewall Dist. 3,45,,
2,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Stonewall Dist. 3,12,,
3,Lynn Fitch,State Treasurer,,R,Clarke,Enterprise,694,,
3,Connie Moran,State Treasurer,,D,Clarke,Enterprise,174,,
3,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Enterprise,24,,
3,Lynn Fitch,State Treasurer,,R,Clarke,Pineridge,43,,
3,Connie Moran,State Treasurer,,D,Clarke,Pineridge,57,,
3,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Pineridge,0,,
3,Lynn Fitch,State Treasurer,,R,Clarke,Snell,124,,
3,Connie Moran,State Treasurer,,D,Clarke,Snell,2,,
3,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Snell,4,,
3,Lynn Fitch,State Treasurer,,R,Clarke,Energy ,135,,
3,Connie Moran,State Treasurer,,D,Clarke,Energy ,15,,
3,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Energy ,2,,
3,Lynn Fitch,State Treasurer,,R,Clarke,Union,394,,
3,Connie Moran,State Treasurer,,D,Clarke,Union,23,,
3,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Union,11,,
3,Lynn Fitch,State Treasurer,,R,Clarke,North Quitman,205,,
3,Connie Moran,State Treasurer,,D,Clarke,North Quitman,61,,
3,Shawn O'Hara,State Treasurer,,Reform ,Clarke,North Quitman,8,,
3,Lynn Fitch,State Treasurer,,R,Clarke,Langsdale,21,,
3,Connie Moran,State Treasurer,,D,Clarke,Langsdale,36,,
3,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Langsdale,1,,
3,Lynn Fitch,State Treasurer,,R,Clarke,Manassa,81,,
3,Connie Moran,State Treasurer,,D,Clarke,Manassa,4,,
3,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Manassa,4,,
3,Lynn Fitch,State Treasurer,,R,Clarke,Springs,60,,
3,Connie Moran,State Treasurer,,D,Clarke,Springs,48,,
3,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Springs,4,,
3,Lynn Fitch,State Treasurer,,R,Clarke,Desoto,92,,
3,Connie Moran,State Treasurer,,D,Clarke,Desoto,87,,
3,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Desoto,8,,
3,Lynn Fitch,State Treasurer,,R,Clarke,Carmichael,165,,
3,Connie Moran,State Treasurer,,D,Clarke,Carmichael,63,,
3,Shawn O'Hara,State Treasurer,,Reform ,Clarke,Carmichael,10,,
4,Lynn Fitch,State Treasurer,,R,Clarke,East Quitman,910,,
4,Connie Moran,State Treasurer,,D,Clarke,East Quitman,130,,
4,Shawn O'Hara,State Treasurer,,Reform ,Clarke,East Quitman,25,,
4,Lynn Fitch,State Treasurer,,R,Clarke,TOTAL ,4180,,
4,Connie Moran,State Treasurer,,D,Clarke,TOTAL ,2057,,
4,Shawn O'Hara,State Treasurer,,Reform ,Clarke,TOTAL ,210,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,South Quitman ,408,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,South Quitman ,196,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,South Quitman ,27,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Harmony Dist. 1,31,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Harmony Dist. 1,55,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Harmony Dist. 1,0,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Stonewall Dist. 1,167,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Stonewall Dist. 1,77,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Stonewall Dist. 1,8,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Shubuta,302,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Shubuta,86,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Shubuta,8,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Beaverdam,126,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Beaverdam,47,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Beaverdam,4,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Harmony Dist. 2,77,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Harmony Dist. 2,115,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Harmony Dist. 2,3,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Oakgrove,119,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Oakgrove,43,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Oakgrove,5,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Pachuta,125,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Pachuta,61,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Pachuta,8,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Souinlovie,33,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Souinlovie,102,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Souinlovie,1,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Rolling Creek,29,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Rolling Creek,126,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Rolling Creek,3,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Stonewall Dist. 3,66,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Stonewall Dist. 3,251,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Stonewall Dist. 3,8,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Enterprise,214,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Enterprise,657,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Enterprise,12,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Pineridge,61,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Pineridge,40,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Pineridge,0,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Snell,8,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Snell,119,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Snell,2,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Energy ,19,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Energy ,128,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Energy ,2,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Union,34,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Union,383,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Union,9,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,North Quitman,78,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,North Quitman,193,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,North Quitman,3,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Langsdale,36,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Langsdale,19,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Langsdale,2,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Manassa,11,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Manassa,74,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Manassa,3,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Springs,56,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Clarke,Springs,51,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Clarke,Springs,2,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Clarke,Desoto,96,,
