candidate,office,district,party,county,votes
Willie J. Perkins Sr,House,32,D,Alcorn,
Tommy Reynolds,House,33,D,Alcorn,
Linda Whittington,House,34,D,Alcorn,
Jimmy Davidson,House,36,D,Alcorn,
David Gibbs,House,36,D,Alcorn,
Tyrone Ellis,House,38,D,Alcorn,
David Callahan,House,42,D,Alcorn,
Reecy Dickson,House,42,D,Alcorn,
Michael T. Evans,House,43,D,Alcorn,
Bennett Malone,House,45,D,Alcorn,
Nathaniel Christian,House,48,D,Alcorn,
Jason M. White,House,48,D,Alcorn,
Thomas Lee Eskridge,House,48,D,Alcorn,
Bryant Wandrick Clark,House,47,D,Alcorn,
Willie L. Baddy,House,49,D,Alcorn,
John W. Hines,House,50,D,Alcorn,
Whitfield Harrington,House,51,D,Alcorn,
Rufus Straughter,House,51,D,Alcorn,
Gary Farmer,House,51,D,Alcorn,
Bobby Moak,House,53,D,Alcorn,
George Flaggs Jr.,House,55,D,Alcorn,
Jim Culberson,House,56,D,Alcorn,
Edward Blackmon Jr.,House,57,D,Alcorn,
Walter Robinson Jr,House,63,D,Alcorn,
Deborah Butler Dixon,House,63,D,Alcorn,
Dorsey Carson,House,64,D,Alcorn,
Mary H. Coleman,House,65,D,Alcorn,
Cecil Brown,House,66,D,Alcorn,
Earle S. Banks,House,67,D,Alcorn,
Credell Calhoun,House,68,D,Alcorn,
Alyce Griffin Clarke,House,69,D,Alcorn,
"James ""Jim"" Evans",House,70,D,Alcorn,
Adrienne Wooten,House,71,D,Alcorn,
Kimberly Buck,House,72,D,Alcorn,
Gay Polk,House,73,D,Alcorn,
Brad Oberhousen,House,73,D,Alcorn,
Tom Miles,House,75,D,Alcorn,
Greg Holloway Sr,House,76,D,Alcorn,
Frankie Chisholm,House,79,D,Alcorn,
Bo Eaton II,House,79,D,Alcorn,
Omeria Scott,House,80,D,Alcorn,
Wilbert Jones,House,82,D,Alcorn,
Charles Young Jr,House,82,D,Alcorn,
Gary D. Houston,House,83,D,Alcorn,
William G. Lee,House,84,D,Alcorn,
Chuck Middleton,House,85,D,Alcorn,
Jeffery Harness,House,85,D,Alcorn,
Mack Carney,House,86,D,Alcorn,
Sherra Lane,House,86,D,Alcorn,
Johnny W. Stringer,House,87,D,Alcorn,
Jonathan L. Hodge,House,88,D,Alcorn,
Jerdon L. Wellborn,House,89,D,Alcorn,
"Joe ""J.L."" Warren",House,90,D,Alcorn,
Bob Evans,House,91,D,Alcorn,
Ken Dale Sullivan,House,92,D,Alcorn,
Dirk Dedaux,House,93,D,Alcorn,
James Rickey Gray,House,94,D,Alcorn,
Robert Johnson,House,94,D,Alcorn,
Angela Cockerham,House,96,D,Alcorn,
David Myers,House,98,D,Alcorn,
Tasha Dillon,House,98,D,Alcorn,
Harry C. Griffith,House,100,D,Alcorn,
David Cook,House,102,D,Alcorn,
Percy W. Watson,House,103,D,Alcorn,
Dale Mitchell Kimble,House,105,D,Alcorn,
Rev. Royce R. Lott Jr.,House,107,D,Alcorn,
Douglas L. Lee,House,107,D,Alcorn,
Billy Broomfield,House,110,D,Alcorn,
Brandon Jones,House,111,D,Alcorn,
Randall H. Patterson,House,115,D,Alcorn,
Quentin Lyles,House,116,D,Alcorn,
Richard Kim Marsh,House,119,D,Alcorn,
Jacqueline Johnson,House,119,D,Alcorn,
John Johnson,House,119,D,Alcorn,
Robert Williams,House,119,D,Alcorn,
Sonya Williams-Barnes,House,119,D,Alcorn,
Charles Boggs,House,120,D,Alcorn,
Diane Peranich,House,121,D,Alcorn,
Latanya Toomer,House,121,D,Alcorn,
David Baria,House,122,D,Alcorn,
"William Bond Compton, Jr.",Governor,,D,Amite,589
Johnny L. Dupree,Governor,,D,Amite,2109
Bill Luckett,Governor,,D,Amite,1381
Gay Dale Shaw,Governor,,D,Amite,767
Jim Hood,Attorney General,,D,Amite,4603
Connie Moran,State Treasurer,,D,Amite,4322
Joe Gill,Commissioner of Agriculture and Commerce,,D,Amite,4387
Louis Fondren,Commissioner of Insurance,,D,Amite,4288
Bill Stone,Senate,2,D,Amite,
"Henry Boyd, Jr.",Senate,2,D,Amite,
Nickey Browining,Senate,3,D,Amite,
Eric Powell,Senate,4,D,Amite,
J P Wilemon,Senate,5,D,Amite,
Stacey Dale Scott,Senate,6,D,Amite,
Hob Bryan,Senate,7,D,Amite,
Marshall Coleman,Senate,8,D,Amite,
Russell Jolly,Senate,8,D,Amite,
Sherman Carouthers,Senate,8,D,Amite,
Gray Tollison,Senate,9,D,Amite,
Steve Hale,Senate,10,D,Amite,
Michael Cathey,Senate,10,D,Amite,
Robert Jackson,Senate,11,D,Amite,
Derek T. Simmons,Senate,12,D,Amite,
Willie L. Simmons,Senate,13,D,Amite,
Carlos Moore,Senate,14,D,Amite,
Bennie L. Turner,Senate,16,D,Amite,
Steven Kilgore,Senate,18,D,Amite,
Kenneth Wayne Jones,Senate,21,D,Amite,
Franklin Mallett Jr.,Senate,21,D,Amite,
Mala Brooks,Senate,22,D,Amite,
"George ""Boo"" Hollowell",Senate,22,D,Amite,
David Jordan,Senate,24,D,Amite,
Earl G. Blackmon,Senate,24,D,Amite,
Cecilia Sampayo,Senate,25,D,Amite,
John A. Horn,Senate,26,D,Amite,
Hillman Terome Frazer,Senate,27,D,Amite,
Alice Varnado Harden,Senate,28,D,Amite,
David Blount,Senate,29,D,Amite,
Melvin Hendricks,Senate,31,D,Amite,
Clark Adams,Senate,32,D,Amite,
Sampson Jackson,Senate,32,D,Amite,
Haskins Montgomery,Senate,34,D,Amite,
Albert Butler,Senate,36,D,Amite,
Bob Dearing,Senate,37,D,Amite,2447
Kelvin E. Butler,Senate,38,D,Amite,2061
W L Rayburn,Senate,39,D,Amite,
Michael Smith,Senate,39,D,Amite,
Dennis Cochran,Senate,43,D,Amite,
James Walley,Senate,43,D,Amite,
Joe Bye,Senate,46,D,Amite,
Deborah Dawkins,Senate,48,D,Amite,
Thomas McCarley,House,1,D,Amite,
Rex Weathers,House,1,D,Amite,
Nick Bain,House,2,D,Amite,
Bobby Wren,House,3,D,Amite,
Jimmy Wayne Russell,House,3,D,Amite,
Tommy Cadle,House,3,D,Amite,
Steve Fisher,House,4,D,Amite,
James Nunnally,House,4,D,Amite,
Jody Steverson,House,4,D,Amite,
Kevin O. Buck,House,5,D,Amite,
Clara Henderson Burnett,House,9,D,Amite,
Jordan Bankhead,House,10,D,Amite,
Greg Hodges,House,10,D,Amite,
Joe C. Gardner,House,11,D,Amite,
"Hollman ""Holly"" Raney",House,12,D,Amite,
Ron Shapiro,House,12,D,Amite,
Billy B. Gray,House,13,D,Amite,
Jeff King,House,13,D,Amite,
Don Randolph,House,13,D,Amite,
Steve Shaw,House,13,D,Amite,
Bobby Watson,House,13,D,Amite,
Rick Spencer,House,15,D,Amite,
Steve Holland,House,16,D,Amite,
Mark DuVall,House,19,D,Amite,
Brad Underwood,House,19,D,Amite,
Jamie Franks,House,19,D,Amite,
Donnie Bell,House,21,D,Amite,
Preston E. Sullivan,House,22,D,Amite,
Steve Whitten,House,23,D,Amite,
Kevin Horan,House,24,D,Amite,
John Mayo,House,25,D,Amite,
Chuck Espy,House,26,D,Amite,
Ferr Smith,House,27,D,Amite,
David Dallas,House,28,D,Amite,
Linda F. Coleman,House,29,D,Amite,
Zachary Harris,House,30,D,Amite,
Robert E. Huddleston,House,30,D,Amite,
Jeffery Kilpatrick,House,30,D,Amite,
Otis Anthony II,House,31,D,Amite,
Rev. Torrey Bell Sr,House,31,D,Amite,
Sara Thomas,House,31,D,Amite,
Lester Williams,House,31,D,Amite,
Michael T. Pembleton,House,31,D,Amite,
Willie J. Perkins Sr,House,32,D,Amite,
Tommy Reynolds,House,33,D,Amite,
Linda Whittington,House,34,D,Amite,
Jimmy Davidson,House,36,D,Amite,
David Gibbs,House,36,D,Amite,
Tyrone Ellis,House,38,D,Amite,
David Callahan,House,42,D,Amite,
Reecy Dickson,House,42,D,Amite,
Michael T. Evans,House,43,D,Amite,
Bennett Malone,House,45,D,Amite,
Nathaniel Christian,House,48,D,Amite,
Jason M. White,House,48,D,Amite,
Thomas Lee Eskridge,House,48,D,Amite,
Bryant Wandrick Clark,House,47,D,Amite,
Willie L. Baddy,House,49,D,Amite,
John W. Hines,House,50,D,Amite,
Whitfield Harrington,House,51,D,Amite,
Rufus Straughter,House,51,D,Amite,
Gary Farmer,House,51,D,Amite,
Bobby Moak,House,53,D,Amite,382
George Flaggs Jr.,House,55,D,Amite,
Jim Culberson,House,56,D,Amite,
Edward Blackmon Jr.,House,57,D,Amite,
Walter Robinson Jr,House,63,D,Amite,
Deborah Butler Dixon,House,63,D,Amite,
Dorsey Carson,House,64,D,Amite,
Mary H. Coleman,House,65,D,Amite,
Cecil Brown,House,66,D,Amite,
Earle S. Banks,House,67,D,Amite,
Credell Calhoun,House,68,D,Amite,
Alyce Griffin Clarke,House,69,D,Amite,
"James ""Jim"" Evans",House,70,D,Amite,
Adrienne Wooten,House,71,D,Amite,
Kimberly Buck,House,72,D,Amite,
Gay Polk,House,73,D,Amite,
Brad Oberhousen,House,73,D,Amite,
Tom Miles,House,75,D,Amite,
Greg Holloway Sr,House,76,D,Amite,
Frankie Chisholm,House,79,D,Amite,
Bo Eaton II,House,79,D,Amite,
Omeria Scott,House,80,D,Amite,
Wilbert Jones,House,82,D,Amite,
Charles Young Jr,House,82,D,Amite,
Gary D. Houston,House,83,D,Amite,
William G. Lee,House,84,D,Amite,
Chuck Middleton,House,85,D,Amite,
Jeffery Harness,House,85,D,Amite,
Mack Carney,House,86,D,Amite,
Sherra Lane,House,86,D,Amite,
Johnny W. Stringer,House,87,D,Amite,
Jonathan L. Hodge,House,88,D,Amite,
Jerdon L. Wellborn,House,89,D,Amite,
"Joe ""J.L."" Warren",House,90,D,Amite,
Bob Evans,House,91,D,Amite,
Ken Dale Sullivan,House,92,D,Amite,
Dirk Dedaux,House,93,D,Amite,
James Rickey Gray,House,94,D,Amite,
Robert Johnson,House,94,D,Amite,
Angela Cockerham,House,96,D,Amite,3192
David Myers,House,98,D,Amite,
Tasha Dillon,House,98,D,Amite,
Harry C. Griffith,House,100,D,Amite,
David Cook,House,102,D,Amite,
Percy W. Watson,House,103,D,Amite,
Dale Mitchell Kimble,House,105,D,Amite,
Rev. Royce R. Lott Jr.,House,107,D,Amite,
Douglas L. Lee,House,107,D,Amite,
Billy Broomfield,House,110,D,Amite,
Brandon Jones,House,111,D,Amite,
Randall H. Patterson,House,115,D,Amite,
Quentin Lyles,House,116,D,Amite,
Richard Kim Marsh,House,119,D,Amite,
Jacqueline Johnson,House,119,D,Amite,
John Johnson,House,119,D,Amite,
Robert Williams,House,119,D,Amite,
Sonya Williams-Barnes,House,119,D,Amite,
Charles Boggs,House,120,D,Amite,
Diane Peranich,House,121,D,Amite,
Latanya Toomer,House,121,D,Amite,
David Baria,House,122,D,Amite,
"William Bond Compton, Jr.",Governor,,D,Attala,494
Johnny L. Dupree,Governor,,D,Attala,1565
Bill Luckett,Governor,,D,Attala,1975
Gay Dale Shaw,Governor,,D,Attala,443
Jim Hood,Attorney General,,D,Attala,4354
Connie Moran,State Treasurer,,D,Attala,3803
Joe Gill,Commissioner of Agriculture and Commerce,,D,Attala,3904
Louis Fondren,Commissioner of Insurance,,D,Attala,3813
Bill Stone,Senate,2,D,Attala,
"Henry Boyd, Jr.",Senate,2,D,Attala,
Nickey Browining,Senate,3,D,Attala,
Eric Powell,Senate,4,D,Attala,
J P Wilemon,Senate,5,D,Attala,
Stacey Dale Scott,Senate,6,D,Attala,
Hob Bryan,Senate,7,D,Attala,
Marshall Coleman,Senate,8,D,Attala,
Russell Jolly,Senate,8,D,Attala,
Sherman Carouthers,Senate,8,D,Attala,
Gray Tollison,Senate,9,D,Attala,
Steve Hale,Senate,10,D,Attala,
Michael Cathey,Senate,10,D,Attala,
Robert Jackson,Senate,11,D,Attala,
Derek T. Simmons,Senate,12,D,Attala,
Willie L. Simmons,Senate,13,D,Attala,
Carlos Moore,Senate,14,D,Attala,2256
Bennie L. Turner,Senate,16,D,Attala,
Steven Kilgore,Senate,18,D,Attala,
Kenneth Wayne Jones,Senate,21,D,Attala,696
Franklin Mallett Jr.,Senate,21,D,Attala,330
Mala Brooks,Senate,22,D,Attala,
"George ""Boo"" Hollowell",Senate,22,D,Attala,
David Jordan,Senate,24,D,Attala,
Earl G. Blackmon,Senate,24,D,Attala,
Cecilia Sampayo,Senate,25,D,Attala,
John A. Horn,Senate,26,D,Attala,
Hillman Terome Frazer,Senate,27,D,Attala,
Alice Varnado Harden,Senate,28,D,Attala,
David Blount,Senate,29,D,Attala,
Melvin Hendricks,Senate,31,D,Attala,
Clark Adams,Senate,32,D,Attala,
Sampson Jackson,Senate,32,D,Attala,
Haskins Montgomery,Senate,34,D,Attala,
Albert Butler,Senate,36,D,Attala,
Bob Dearing,Senate,37,D,Attala,
Kelvin E. Butler,Senate,38,D,Attala,
W L Rayburn,Senate,39,D,Attala,
Michael Smith,Senate,39,D,Attala,
Dennis Cochran,Senate,43,D,Attala,
James Walley,Senate,43,D,Attala,
Joe Bye,Senate,46,D,Attala,
Deborah Dawkins,Senate,48,D,Attala,
Thomas McCarley,House,1,D,Attala,
Rex Weathers,House,1,D,Attala,
Nick Bain,House,2,D,Attala,
Bobby Wren,House,3,D,Attala,
Jimmy Wayne Russell,House,3,D,Attala,
Tommy Cadle,House,3,D,Attala,
Steve Fisher,House,4,D,Attala,
James Nunnally,House,4,D,Attala,
Jody Steverson,House,4,D,Attala,
Kevin O. Buck,House,5,D,Attala,
Clara Henderson Burnett,House,9,D,Attala,
Jordan Bankhead,House,10,D,Attala,
Greg Hodges,House,10,D,Attala,
Joe C. Gardner,House,11,D,Attala,
"Hollman ""Holly"" Raney",House,12,D,Attala,
Ron Shapiro,House,12,D,Attala,
Billy B. Gray,House,13,D,Attala,
Jeff King,House,13,D,Attala,
Don Randolph,House,13,D,Attala,
Steve Shaw,House,13,D,Attala,
Bobby Watson,House,13,D,Attala,
Rick Spencer,House,15,D,Attala,
Steve Holland,House,16,D,Attala,
Mark DuVall,House,19,D,Attala,
Brad Underwood,House,19,D,Attala,
Jamie Franks,House,19,D,Attala,
Donnie Bell,House,21,D,Attala,
Preston E. Sullivan,House,22,D,Attala,
Steve Whitten,House,23,D,Attala,
Kevin Horan,House,24,D,Attala,
John Mayo,House,25,D,Attala,
Chuck Espy,House,26,D,Attala,
Ferr Smith,House,27,D,Attala,1344
David Dallas,House,28,D,Attala,
Linda F. Coleman,House,29,D,Attala,
Zachary Harris,House,30,D,Attala,
Robert E. Huddleston,House,30,D,Attala,
Jeffery Kilpatrick,House,30,D,Attala,
Otis Anthony II,House,31,D,Attala,
Rev. Torrey Bell Sr,House,31,D,Attala,
Sara Thomas,House,31,D,Attala,
Lester Williams,House,31,D,Attala,
Michael T. Pembleton,House,31,D,Attala,
Willie J. Perkins Sr,House,32,D,Attala,
Tommy Reynolds,House,33,D,Attala,
Linda Whittington,House,34,D,Attala,
Jimmy Davidson,House,36,D,Attala,
David Gibbs,House,36,D,Attala,
Tyrone Ellis,House,38,D,Attala,
David Callahan,House,42,D,Attala,
Reecy Dickson,House,42,D,Attala,
Michael T. Evans,House,43,D,Attala,
Bennett Malone,House,45,D,Attala,
Nathaniel Christian,House,48,D,Attala,488
Jason M. White,House,48,D,Attala,2137
Thomas Lee Eskridge,House,48,D,Attala,240
Bryant Wandrick Clark,House,47,D,Attala,44
Willie L. Baddy,House,49,D,Attala,
John W. Hines,House,50,D,Attala,
Whitfield Harrington,House,51,D,Attala,
Rufus Straughter,House,51,D,Attala,
Gary Farmer,House,51,D,Attala,
Bobby Moak,House,53,D,Attala,
George Flaggs Jr.,House,55,D,Attala,
Jim Culberson,House,56,D,Attala,
Edward Blackmon Jr.,House,57,D,Attala,
Walter Robinson Jr,House,63,D,Attala,
Deborah Butler Dixon,House,63,D,Attala,
Dorsey Carson,House,64,D,Attala,
Mary H. Coleman,House,65,D,Attala,
Cecil Brown,House,66,D,Attala,
Earle S. Banks,House,67,D,Attala,
Credell Calhoun,House,68,D,Attala,
