page,candidate,office,district,party,county,precinct,votes,winner,,,
2,Tate Reeves,Lieutenant Governor,,R,Jackson,Fair,836,,,,
2,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Fair,329,,,,
2,Tate Reeves,Lieutenant Governor,,R,Jackson,Pinecrest,607,,,,
2,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Pinecrest,60,,,,
3,Tate Reeves,Lieutenant Governor,,R,Jackson,Nazarene,306,,,,
3,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Nazarene,49,,,,
3,Tate Reeves,Lieutenant Governor,,R,Jackson,Sacred Heart ,651,,,,
3,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Sacred Heart ,72,,,,
3,Tate Reeves,Lieutenant Governor,,R,Jackson,Eastlawn,706,,,,
3,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Eastlawn,58,,,,
3,Tate Reeves,Lieutenant Governor,,R,Jackson,American Legion,232,,,,
3,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,American Legion,20,,,,
3,Tate Reeves,Lieutenant Governor,,R,Jackson,Presbyterian,473,,,,
3,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Presbyterian,32,,,,
3,Tate Reeves,Lieutenant Governor,,R,Jackson,North Pascagoula,276,,,,
3,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,North Pascagoula,29,,,,
3,Tate Reeves,Lieutenant Governor,,R,Jackson,Gautler,2094,,,,
3,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Gautler,524,,,,
3,Tate Reeves,Lieutenant Governor,,R,Jackson,Villa Maria,239,,,,
3,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Villa Maria,67,,,,
3,Tate Reeves,Lieutenant Governor,,R,Jackson,OS Community Ctr,131,,,,
3,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,OS Community Ctr,28,,,,
3,Tate Reeves,Lieutenant Governor,,R,Jackson,OS Armory,1314,,,,
3,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,OS Armory,229,,,,
3,Tate Reeves,Lieutenant Governor,,R,Jackson,St Martin,2220,,,,
3,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,St Martin,404,,,,
4,Tate Reeves,Lieutenant Governor,,R,Jackson,Latimer,1092,,,,
4,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Latimer,139,,,,
4,Tate Reeves,Lieutenant Governor,,R,Jackson,Larue,121,,,,
4,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Larue,6,,,,
4,Tate Reeves,Lieutenant Governor,,R,Jackson,Hickory Hills,875,,,,
4,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Hickory Hills,128,,,,
4,Tate Reeves,Lieutenant Governor,,R,Jackson,Fontainebleau,1207,,,,
4,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Fontainebleau,186,,,,
4,Tate Reeves,Lieutenant Governor,,R,Jackson,Gulf Park Estates,1029,,,,
4,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Gulf Park Estates,163,,,,
4,Tate Reeves,Lieutenant Governor,,R,Jackson,OS Civic Ctr,2300,,,,
4,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,OS Civic Ctr,357,,,,
4,Tate Reeves,Lieutenant Governor,,R,Jackson,South Vancleave,1284,,,,
4,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,South Vancleave,109,,,,
4,Tate Reeves,Lieutenant Governor,,R,Jackson,Red Hill,160,,,,
4,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Red Hill,9,,,,
4,Tate Reeves,Lieutenant Governor,,R,Jackson,Carterville,61,,,,
4,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,Carterville,5,,,,
4,Tate Reeves,Lieutenant Governor,,R,Jackson,TOTAL ,26174,,,,
4,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Jackson,TOTAL ,4790,,,,
2,Delbert Hosemann ,Secretary of State ,,R,Jackson,Hwy 57,233,,,,
2,Delbert Hosemann ,Secretary of State ,,R,Jackson,North Vancleave,902,,,,
2,Delbert Hosemann ,Secretary of State ,,R,Jackson,East Central,2460,,,,
2,Delbert Hosemann ,Secretary of State ,,R,Jackson,Big Point,999,,,,
2,Delbert Hosemann ,Secretary of State ,,R,Jackson,Escatawpa,1379,,,,
2,Delbert Hosemann ,Secretary of State ,,R,Jackson,Orange Grove,586,,,,
2,Delbert Hosemann ,Secretary of State ,,R,Jackson,Rec Center,920,,,,
2,Delbert Hosemann ,Secretary of State ,,R,Jackson,YMBC - Dantzler,650,,,,
2,Delbert Hosemann ,Secretary of State ,,R,Jackson,Jefferson Street,693,,,,
2,Delbert Hosemann ,Secretary of State ,,R,Jackson,Fair,992,,,,
2,Delbert Hosemann ,Secretary of State ,,R,Jackson,Pinecrest,637,,,,
3,Delbert Hosemann ,Secretary of State ,,R,Jackson,Nazarene,331,,,,
3,Delbert Hosemann ,Secretary of State ,,R,Jackson,Sacred Heart ,689,,,,
3,Delbert Hosemann ,Secretary of State ,,R,Jackson,Eastlawn,739,,,,
3,Delbert Hosemann ,Secretary of State ,,R,Jackson,American Legion,243,,,,
3,Delbert Hosemann ,Secretary of State ,,R,Jackson,Presbyterian,484,,,,
3,Delbert Hosemann ,Secretary of State ,,R,Jackson,North Pascagoula,284,,,,
3,Delbert Hosemann ,Secretary of State ,,R,Jackson,Gautler,2349,,,,
3,Delbert Hosemann ,Secretary of State ,,R,Jackson,Villa Maria,277,,,,
3,Delbert Hosemann ,Secretary of State ,,R,Jackson,OS Community Ctr,149,,,,
3,Delbert Hosemann ,Secretary of State ,,R,Jackson,OS Armory,1418,,,,
3,Delbert Hosemann ,Secretary of State ,,R,Jackson,St Martin,2444,,,,
4,Delbert Hosemann ,Secretary of State ,,R,Jackson,Latimer,1168,,,,
4,Delbert Hosemann ,Secretary of State ,,R,Jackson,Larue,126,,,,
4,Delbert Hosemann ,Secretary of State ,,R,Jackson,Hickory Hills,929,,,,
4,Delbert Hosemann ,Secretary of State ,,R,Jackson,Fontainebleau,1300,,,,
4,Delbert Hosemann ,Secretary of State ,,R,Jackson,Gulf Park Estates,1117,,,,
4,Delbert Hosemann ,Secretary of State ,,R,Jackson,OS Civic Ctr,2497,,,,
4,Delbert Hosemann ,Secretary of State ,,R,Jackson,South Vancleave,1336,,,,
4,Delbert Hosemann ,Secretary of State ,,R,Jackson,Red Hill,167,,,,
4,Delbert Hosemann ,Secretary of State ,,R,Jackson,Carterville,61,,,,
4,Delbert Hosemann ,Secretary of State ,,R,Jackson,TOTAL ,28559,,,,
2,Jim Hood,Attorney General ,,D,Jackson,Hwy 57,87,,,,
2,Steve Simpson,Attorney General ,,R,Jackson,Hwy 57,150,,,,
2,Jim Hood,Attorney General ,,D,Jackson,North Vancleave,411,,,,
2,Steve Simpson,Attorney General ,,R,Jackson,North Vancleave,571,,,,
2,Jim Hood,Attorney General ,,D,Jackson,East Central,964,,,,
2,Steve Simpson,Attorney General ,,R,Jackson,East Central,1653,,,,
2,Jim Hood,Attorney General ,,D,Jackson,Big Point,390,,,,
2,Steve Simpson,Attorney General ,,R,Jackson,Big Point,654,,,,
2,Jim Hood,Attorney General ,,D,Jackson,Escatawpa,768,,,,
2,Steve Simpson,Attorney General ,,R,Jackson,Escatawpa,752,,,,
2,Jim Hood,Attorney General ,,D,Jackson,Orange Grove,276,,,,
2,Steve Simpson,Attorney General ,,R,Jackson,Orange Grove,355,,,,
2,Jim Hood,Attorney General ,,D,Jackson,Rec Center,1801,,,,
2,Steve Simpson,Attorney General ,,R,Jackson,Rec Center,160,,,,
2,Jim Hood,Attorney General ,,D,Jackson,YMBC - Dantzler,691,,,,
2,Steve Simpson,Attorney General ,,R,Jackson,YMBC - Dantzler,243,,,,
2,Jim Hood,Attorney General ,,D,Jackson,Jefferson Street,946,,,,
2,Steve Simpson,Attorney General ,,R,Jackson,Jefferson Street,207,,,,
2,Jim Hood,Attorney General ,,D,Jackson,Fair,1049,,,,
2,Steve Simpson,Attorney General ,,R,Jackson,Fair,425,,,,
2,Jim Hood,Attorney General ,,D,Jackson,Pinecrest,335,,,,
2,Steve Simpson,Attorney General ,,R,Jackson,Pinecrest,348,,,,
3,Jim Hood,Attorney General ,,D,Jackson,Nazarene,213,,,,
3,Steve Simpson,Attorney General ,,R,Jackson,Nazarene,176,,,,
3,Jim Hood,Attorney General ,,D,Jackson,Sacred Heart ,350,,,,
3,Steve Simpson,Attorney General ,,R,Jackson,Sacred Heart ,390,,,,
3,Jim Hood,Attorney General ,,D,Jackson,Eastlawn,337,,,,
3,Steve Simpson,Attorney General ,,R,Jackson,Eastlawn,449,,,,
3,Jim Hood,Attorney General ,,D,Jackson,American Legion,126,,,,
3,Steve Simpson,Attorney General ,,R,Jackson,American Legion,139,,,,
3,Jim Hood,Attorney General ,,D,Jackson,Presbyterian,226,,,,
3,Steve Simpson,Attorney General ,,R,Jackson,Presbyterian,291,,,,
3,Jim Hood,Attorney General ,,D,Jackson,North Pascagoula,165,,,,
3,Steve Simpson,Attorney General ,,R,Jackson,North Pascagoula,150,,,,
3,Jim Hood,Attorney General ,,D,Jackson,Gautler,1624,,,,
3,Steve Simpson,Attorney General ,,R,Jackson,Gautler,1236,,,,
3,Jim Hood,Attorney General ,,D,Jackson,Villa Maria,179,,,,
3,Steve Simpson,Attorney General ,,R,Jackson,Villa Maria,146,,,,
3,Jim Hood,Attorney General ,,D,Jackson,OS Community Ctr,94,,,,
3,Steve Simpson,Attorney General ,,R,Jackson,OS Community Ctr,73,,,,
3,Jim Hood,Attorney General ,,D,Jackson,OS Armory,854,,,,
3,Steve Simpson,Attorney General ,,R,Jackson,OS Armory,794,,,,
3,Jim Hood,Attorney General ,,D,Jackson,St Martin,1420,,,,
3,Steve Simpson,Attorney General ,,R,Jackson,St Martin,1327,,,,
4,Jim Hood,Attorney General ,,D,Jackson,Latimer,575,,,,
4,Steve Simpson,Attorney General ,,R,Jackson,Latimer,682,,,,
4,Jim Hood,Attorney General ,,D,Jackson,Larue,56,,,,
4,Steve Simpson,Attorney General ,,R,Jackson,Larue,73,,,,
4,Jim Hood,Attorney General ,,D,Jackson,Hickory Hills,498,,,,
4,Steve Simpson,Attorney General ,,R,Jackson,Hickory Hills,560,,,,
4,Jim Hood,Attorney General ,,D,Jackson,Fontainebleau,619,,,,
4,Steve Simpson,Attorney General ,,R,Jackson,Fontainebleau,835,,,,
4,Jim Hood,Attorney General ,,D,Jackson,Gulf Park Estates,570,,,,
4,Steve Simpson,Attorney General ,,R,Jackson,Gulf Park Estates,647,,,,
4,Jim Hood,Attorney General ,,D,Jackson,OS Civic Ctr,1350,,,,
4,Steve Simpson,Attorney General ,,R,Jackson,OS Civic Ctr,1422,,,,
4,Jim Hood,Attorney General ,,D,Jackson,South Vancleave,565,,,,
4,Steve Simpson,Attorney General ,,R,Jackson,South Vancleave,839,,,,
4,Jim Hood,Attorney General ,,D,Jackson,Red Hill,53,,,,
4,Steve Simpson,Attorney General ,,R,Jackson,Red Hill,116,,,,
4,Jim Hood,Attorney General ,,D,Jackson,Carterville,33,,,,
4,Steve Simpson,Attorney General ,,R,Jackson,Carterville,36,,,,
4,Jim Hood,Attorney General ,,D,Jackson,TOTAL ,17625,,,,
4,Steve Simpson,Attorney General ,,R,Jackson,TOTAL ,15899,,,,
2,Stacey E. Pickering ,State Auditor ,,R,Jackson,Hwy 57,221,,,,
2,Ashley Norwood,State Auditor ,,Reform ,Jackson,Hwy 57,14,,,,
2,Stacey E. Pickering ,State Auditor ,,R,Jackson,North Vancleave,801,,,,
2,Ashley Norwood,State Auditor ,,Reform ,Jackson,North Vancleave,143,,,,
2,Stacey E. Pickering ,State Auditor ,,R,Jackson,East Central,2305,,,,
2,Ashley Norwood,State Auditor ,,Reform ,Jackson,East Central,247,,,,
2,Stacey E. Pickering ,State Auditor ,,R,Jackson,Big Point,928,,,,
2,Ashley Norwood,State Auditor ,,Reform ,Jackson,Big Point,101,,,,
2,Stacey E. Pickering ,State Auditor ,,R,Jackson,Escatawpa,1177,,,,
2,Ashley Norwood,State Auditor ,,Reform ,Jackson,Escatawpa,255,,,,
2,Stacey E. Pickering ,State Auditor ,,R,Jackson,Orange Grove,525,,,,
2,Ashley Norwood,State Auditor ,,Reform ,Jackson,Orange Grove,84,,,,
2,Stacey E. Pickering ,State Auditor ,,R,Jackson,Rec Center,409,,,,
2,Ashley Norwood,State Auditor ,,Reform ,Jackson,Rec Center,775,,,,
2,Stacey E. Pickering ,State Auditor ,,R,Jackson,YMBC - Dantzler,470,,,,
2,Ashley Norwood,State Auditor ,,Reform ,Jackson,YMBC - Dantzler,264,,,,
2,Stacey E. Pickering ,State Auditor ,,R,Jackson,Jefferson Street,416,,,,
2,Ashley Norwood,State Auditor ,,Reform ,Jackson,Jefferson Street,421,,,,
2,Stacey E. Pickering ,State Auditor ,,R,Jackson,Fair,755,,,,
2,Ashley Norwood,State Auditor ,,Reform ,Jackson,Fair,386,,,,
2,Stacey E. Pickering ,State Auditor ,,R,Jackson,Pinecrest,586,,,,
2,Ashley Norwood,State Auditor ,,Reform ,Jackson,Pinecrest,73,,,,
3,Stacey E. Pickering ,State Auditor ,,R,Jackson,Nazarene,283,,,,
3,Ashley Norwood,State Auditor ,,Reform ,Jackson,Nazarene,69,,,,
3,Stacey E. Pickering ,State Auditor ,,R,Jackson,Sacred Heart ,625,,,,
3,Ashley Norwood,State Auditor ,,Reform ,Jackson,Sacred Heart ,82,,,,
3,Stacey E. Pickering ,State Auditor ,,R,Jackson,Eastlawn,682,,,,
3,Ashley Norwood,State Auditor ,,Reform ,Jackson,Eastlawn,77,,,,
3,Stacey E. Pickering ,State Auditor ,,R,Jackson,American Legion,213,,,,
3,Ashley Norwood,State Auditor ,,Reform ,Jackson,American Legion,36,,,,
3,Stacey E. Pickering ,State Auditor ,,R,Jackson,Presbyterian,440,,,,
3,Ashley Norwood,State Auditor ,,Reform ,Jackson,Presbyterian,62,,,,
3,Stacey E. Pickering ,State Auditor ,,R,Jackson,North Pascagoula,258,,,,
3,Ashley Norwood,State Auditor ,,Reform ,Jackson,North Pascagoula,43,,,,
3,Stacey E. Pickering ,State Auditor ,,R,Jackson,Gautler,1913,,,,
3,Ashley Norwood,State Auditor ,,Reform ,Jackson,Gautler,659,,,,
3,Stacey E. Pickering ,State Auditor ,,R,Jackson,Villa Maria,216,,,,
3,Ashley Norwood,State Auditor ,,Reform ,Jackson,Villa Maria,82,,,,
3,Stacey E. Pickering ,State Auditor ,,R,Jackson,OS Community Ctr,122,,,,
3,Ashley Norwood,State Auditor ,,Reform ,Jackson,OS Community Ctr,30,,,,
3,Stacey E. Pickering ,State Auditor ,,R,Jackson,OS Armory,1210,,,,
3,Ashley Norwood,State Auditor ,,Reform ,Jackson,OS Armory,315,,,,
3,Stacey E. Pickering ,State Auditor ,,R,Jackson,St Martin,2037,,,,
3,Ashley Norwood,State Auditor ,,Reform ,Jackson,St Martin,523,,,,
4,Stacey E. Pickering ,State Auditor ,,R,Jackson,Latimer,1002,,,,
4,Ashley Norwood,State Auditor ,,Reform ,Jackson,Latimer,204,,,,
4,Stacey E. Pickering ,State Auditor ,,R,Jackson,Larue,115,,,,
4,Ashley Norwood,State Auditor ,,Reform ,Jackson,Larue,10,,,,
4,Stacey E. Pickering ,State Auditor ,,R,Jackson,Hickory Hills,831,,,,
4,Ashley Norwood,State Auditor ,,Reform ,Jackson,Hickory Hills,173,,,,
4,Stacey E. Pickering ,State Auditor ,,R,Jackson,Fontainebleau,1152,,,,
4,Ashley Norwood,State Auditor ,,Reform ,Jackson,Fontainebleau,219,,,,
4,Stacey E. Pickering ,State Auditor ,,R,Jackson,Gulf Park Estates,955,,,,
4,Ashley Norwood,State Auditor ,,Reform ,Jackson,Gulf Park Estates,213,,,,
4,Stacey E. Pickering ,State Auditor ,,R,Jackson,OS Civic Ctr,2124,,,,
4,Ashley Norwood,State Auditor ,,Reform ,Jackson,OS Civic Ctr,459,,,,
4,Stacey E. Pickering ,State Auditor ,,R,Jackson,South Vancleave,1223,,,,
4,Ashley Norwood,State Auditor ,,Reform ,Jackson,South Vancleave,158,,,,
4,Stacey E. Pickering ,State Auditor ,,R,Jackson,Red Hill,159,,,,
4,Ashley Norwood,State Auditor ,,Reform ,Jackson,Red Hill,10,,,,
4,Stacey E. Pickering ,State Auditor ,,R,Jackson,Carterville,60,,,,
4,Ashley Norwood,State Auditor ,,Reform ,Jackson,Carterville,8,,,,
4,Stacey E. Pickering ,State Auditor ,,R,Jackson,TOTAL ,24213,,,,
4,Ashley Norwood,State Auditor ,,Reform ,Jackson,TOTAL ,6195,,,,
2,Lynn Fitch,State Treasurer,,R,Jackson,Hwy 57,201,,,,
2,Connie Moran,State Treasurer,,D,Jackson,Hwy 57,32,,,,
2,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Hwy 57,5,,,,
2,Lynn Fitch,State Treasurer,,R,Jackson,North Vancleave,693,,,,
2,Connie Moran,State Treasurer,,D,Jackson,North Vancleave,260,,,,
2,Shawn O'Hara,State Treasurer,,Reform ,Jackson,North Vancleave,34,,,,
2,Lynn Fitch,State Treasurer,,R,Jackson,East Central,2064,,,,
2,Connie Moran,State Treasurer,,D,Jackson,East Central,514,,,,
2,Shawn O'Hara,State Treasurer,,Reform ,Jackson,East Central,42,,,,
2,Lynn Fitch,State Treasurer,,R,Jackson,Big Point,837,,,,
2,Connie Moran,State Treasurer,,D,Jackson,Big Point,196,,,,
2,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Big Point,22,,,,
2,Lynn Fitch,State Treasurer,,R,Jackson,Escatawpa,982,,,,
2,Connie Moran,State Treasurer,,D,Jackson,Escatawpa,501,,,,
2,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Escatawpa,28,,,,
2,Lynn Fitch,State Treasurer,,R,Jackson,Orange Grove,428,,,,
2,Connie Moran,State Treasurer,,D,Jackson,Orange Grove,189,,,,
2,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Orange Grove,17,,,,
2,Lynn Fitch,State Treasurer,,R,Jackson,Rec Center,213,,,,
2,Connie Moran,State Treasurer,,D,Jackson,Rec Center,1740,,,,
2,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Rec Center,26,,,,
2,Lynn Fitch,State Treasurer,,R,Jackson,YMBC - Dantzler,318,,,,
2,Connie Moran,State Treasurer,,D,Jackson,YMBC - Dantzler,618,,,,
2,Shawn O'Hara,State Treasurer,,Reform ,Jackson,YMBC - Dantzler,7,,,,
2,Lynn Fitch,State Treasurer,,R,Jackson,Jefferson Street,272,,,,
2,Connie Moran,State Treasurer,,D,Jackson,Jefferson Street,870,,,,
2,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Jefferson Street,14,,,,
2,Lynn Fitch,State Treasurer,,R,Jackson,Fair,593,,,,
2,Connie Moran,State Treasurer,,D,Jackson,Fair,867,,,,
2,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Fair,24,,,,
2,Lynn Fitch,State Treasurer,,R,Jackson,Pinecrest,468,,,,
2,Connie Moran,State Treasurer,,D,Jackson,Pinecrest,199,,,,
2,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Pinecrest,19,,,,
3,Lynn Fitch,State Treasurer,,R,Jackson,Nazarene,242,,,,
3,Connie Moran,State Treasurer,,D,Jackson,Nazarene,137,,,,
3,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Nazarene,13,,,,
3,Lynn Fitch,State Treasurer,,R,Jackson,Sacred Heart ,509,,,,
3,Connie Moran,State Treasurer,,D,Jackson,Sacred Heart ,222,,,,
3,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Sacred Heart ,13,,,,
3,Lynn Fitch,State Treasurer,,R,Jackson,Eastlawn,560,,,,
3,Connie Moran,State Treasurer,,D,Jackson,Eastlawn,211,,,,
3,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Eastlawn,16,,,,
3,Lynn Fitch,State Treasurer,,R,Jackson,American Legion,180,,,,
3,Connie Moran,State Treasurer,,D,Jackson,American Legion,80,,,,
3,Shawn O'Hara,State Treasurer,,Reform ,Jackson,American Legion,3,,,,
3,Lynn Fitch,State Treasurer,,R,Jackson,Presbyterian,355,,,,
3,Connie Moran,State Treasurer,,D,Jackson,Presbyterian,154,,,,
3,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Presbyterian,9,,,,
3,Lynn Fitch,State Treasurer,,R,Jackson,North Pascagoula,187,,,,
3,Connie Moran,State Treasurer,,D,Jackson,North Pascagoula,123,,,,
3,Shawn O'Hara,State Treasurer,,Reform ,Jackson,North Pascagoula,8,,,,
3,Lynn Fitch,State Treasurer,,R,Jackson,Gautler,1507,,,,
