candidate,office,district,party,county,precinct,votes,winner,page
Thad Cochran,U.S. Senate,,Republican,Prentiss,Hills Chapel - New Hope,230,,2
Shawn O'Hara,U.S. Senate,,Reform,Prentiss,Hills Chapel - New Hope,6,,2
Ron E. Dickey,U.S.House,1,Democrat,Prentiss,Hills Chapel - New Hope,78,,2
Alan Nunnelea,U.S.House,1,Republican,Prentiss,Hills Chapel - New Hope,311,,2
Danny Bedwell,U.S.House,1,Libertarian,Prentiss,Hills Chapel - New Hope,3,,2
Lafena Walley,U.S.House,1,Reform,Prentiss,Hills Chapel - New Hope,8,,2
Travis W. Childers,U.S. Senate,,Democrat,Prentiss,Ingram,31,,2
Thad Cochran,U.S. Senate,,Republican,Prentiss,Ingram,103,,2
Shawn O'Hara,U.S. Senate,,Reform,Prentiss,Ingram,1,,2
Ron E. Dickey,U.S.House,1,Democrat,Prentiss,Ingram,9,,2
Alan Nunnelea,U.S.House,1,Republican,Prentiss,Ingram,117,,2
Danny Bedwell,U.S.House,1,Libertarian,Prentiss,Ingram,3,,2
Lafena Walley,U.S.House,1,Reform,Prentiss,Ingram,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Prentiss,Marietta,163,,2
Thad Cochran,U.S. Senate,,Republican,Prentiss,Marietta,134,,2
Shawn O'Hara,U.S. Senate,,Reform,Prentiss,Marietta,2,,2
Ron E. Dickey,U.S.House,1,Democrat,Prentiss,Marietta,87,,2
Alan Nunnelea,U.S.House,1,Republican,Prentiss,Marietta,194,,2
Danny Bedwell,U.S.House,1,Libertarian,Prentiss,Marietta,5,,2
Lafena Walley,U.S.House,1,Reform,Prentiss,Marietta,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Prentiss,New Site,113,,2
Thad Cochran,U.S. Senate,,Republican,Prentiss,New Site,127,,2
Shawn O'Hara,U.S. Senate,,Reform,Prentiss,New Site,5,,2
Ron E. Dickey,U.S.House,1,Democrat,Prentiss,New Site,68,,2
Alan Nunnelea,U.S.House,1,Republican,Prentiss,New Site,159,,2
Danny Bedwell,U.S.House,1,Libertarian,Prentiss,New Site,5,,2
Lafena Walley,U.S.House,1,Reform,Prentiss,New Site,2,,2
Travis W. Childers,U.S. Senate,,Democrat,Prentiss,North Booneville/Sunflower,207,,2
Thad Cochran,U.S. Senate,,Republican,Prentiss,North Booneville/Sunflower,67,,2
Shawn O'Hara,U.S. Senate,,Reform,Prentiss,North Booneville/Sunflower,5,,2
Ron E. Dickey,U.S.House,1,Democrat,Prentiss,North Booneville/Sunflower,167,,2
Alan Nunnelea,U.S.House,1,Republican,Prentiss,North Booneville/Sunflower,81,,2
Danny Bedwell,U.S.House,1,Libertarian,Prentiss,North Booneville/Sunflower,4,,2
Lafena Walley,U.S.House,1,Reform,Prentiss,North Booneville/Sunflower,2,,2
Travis W. Childers,U.S. Senate,,Democrat,Prentiss,Thrasher,141,,3
Thad Cochran,U.S. Senate,,Republican,Prentiss,Thrasher,103,,3
Shawn O'Hara,U.S. Senate,,Reform,Prentiss,Thrasher,5,,3
Ron E. Dickey,U.S.House,1,Democrat,Prentiss,Thrasher,102,,3
Alan Nunnelea,U.S.House,1,Republican,Prentiss,Thrasher,137,,3
Danny Bedwell,U.S.House,1,Libertarian,Prentiss,Thrasher,3,,3
Lafena Walley,U.S.House,1,Reform,Prentiss,Thrasher,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Prentiss,Tuscumbia-New Candler,143,,3
Thad Cochran,U.S. Senate,,Republican,Prentiss,Tuscumbia-New Candler,160,,3
Shawn O'Hara,U.S. Senate,,Reform,Prentiss,Tuscumbia-New Candler,3,,3
Ron E. Dickey,U.S.House,1,Democrat,Prentiss,Tuscumbia-New Candler,91,,3
Alan Nunnelea,U.S.House,1,Republican,Prentiss,Tuscumbia-New Candler,205,,3
Danny Bedwell,U.S.House,1,Libertarian,Prentiss,Tuscumbia-New Candler,3,,3
Lafena Walley,U.S.House,1,Reform,Prentiss,Tuscumbia-New Candler,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Prentiss,West Booneville,410,,3
Thad Cochran,U.S. Senate,,Republican,Prentiss,West Booneville,502,,3
Shawn O'Hara,U.S. Senate,,Reform,Prentiss,West Booneville,4,,3
Ron E. Dickey,U.S.House,1,Democrat,Prentiss,West Booneville,184,,3
Alan Nunnelea,U.S.House,1,Republican,Prentiss,West Booneville,674,,3
Danny Bedwell,U.S.House,1,Libertarian,Prentiss,West Booneville,19,,3
Lafena Walley,U.S.House,1,Reform,Prentiss,West Booneville,5,,3
Travis W. Childers,U.S. Senate,,Democrat,Prentiss,Wheeler,145,,3
Thad Cochran,U.S. Senate,,Republican,Prentiss,Wheeler,176,,3
Shawn O'Hara,U.S. Senate,,Reform,Prentiss,Wheeler,3,,3
Ron E. Dickey,U.S.House,1,Democrat,Prentiss,Wheeler,87,,3
Alan Nunnelea,U.S.House,1,Republican,Prentiss,Wheeler,215,,3
Danny Bedwell,U.S.House,1,Libertarian,Prentiss,Wheeler,9,,3
Lafena Walley,U.S.House,1,Reform,Prentiss,Wheeler,0,,3
Travis W. Childers,U.S. Senate,,Democrat,Prentiss,Total,2635,Winner,3
Thad Cochran,U.S. Senate,,Republican,Prentiss,Total,2588,,3
Shawn O'Hara,U.S. Senate,,Reform,Prentiss,Total,59,,3
Ron E. Dickey,U.S.House,1,Democrat,Prentiss,Total,1506,,3
Alan Nunnelea,U.S.House,1,Republican,Prentiss,Total,3398,Winner,3
Danny Bedwell,U.S.House,1,Libertarian,Prentiss,Total,103,,3
Lafena Walley,U.S.House,1,Reform,Prentiss,Total,32,,3
