county,precinct,office,district,party,candidate,votes,winner
Tunica,Prichard,Secretary of State,,Democrat,Charles E. Graham,179,
Tunica,Prichard,Secretary of State,,Republican,Delbert Hosemann,25,
Tunica,Prichard,Secretary of State,,Reform,Randy Walker,7,
Tunica,Prichard,Attorney General,,Democrat,Jim Hood,187,
Tunica,Prichard,Attorney General,,Republican,Mike Hurst,24,
Tunica,Prichard,State Auditor,,Republican,Stacey E. Pickering,38,
Tunica,Prichard,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",173,
Tunica,Prichard,State Auditor,,Reform,Lajena Walley,1,
Tunica,Prichard,State Treasurer,,Republican,Lynn Finch,78,
Tunica,Prichard,State Treasurer,,Reform,Viola V. McFarland,93,
Tunica,Prichard,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,179,
Tunica,Prichard,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,27,
Tunica,Prichard,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,8,
Tunica,Prichard,Commissioner of Insurance,,Republican,Mike Chaney,137,
Tunica,Prichard,State Senate,11,Democrat,Robert L. Jackson,203,
Tunica,Prichard,State House,9,Democrat,"Cedric ""Bam Bam"" Burnett",175,
Tunica,Prichard,State House,9,Republican,"Christopher Thomas, Sr.",52,
Tunica,Robinsonville Community Center,Governor,,Republican,Phil Bryant,35,
Tunica,Robinsonville Community Center,Governor,,Democrat,Robert Gray,86,
Tunica,Robinsonville Community Center,Governor,,Reform,Shawn O'Hara,3,
Tunica,Robinsonville Community Center,Lieutenant Governor,,Democrat,Tim Johnson,93,
Tunica,Robinsonville Community Center,Lieutenant Governor,,Republican,Tate Reeves,25,
Tunica,Robinsonville Community Center,Lieutenant Governor,,Libertarian,Ron Williams,1,
Tunica,Robinsonville Community Center,Lieutenant Governor,,Reform,Rosa B. Williams,2,
Tunica,Robinsonville Community Center,Secretary of State,,Democrat,Charles E. Graham,96,
Tunica,Robinsonville Community Center,Secretary of State,,Republican,Delbert Hosemann,22,
Tunica,Robinsonville Community Center,Secretary of State,,Reform,Randy Walker,2,
Tunica,Robinsonville Community Center,Attorney General,,Democrat,Jim Hood,98,
Tunica,Robinsonville Community Center,Attorney General,,Republican,Mike Hurst,24,
Tunica,Robinsonville Community Center,State Auditor,,Republican,Stacey E. Pickering,34,
Tunica,Robinsonville Community Center,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",88,
Tunica,Robinsonville Community Center,State Auditor,,Reform,Lajena Walley,2,
Tunica,Robinsonville Community Center,State Treasurer,,Republican,Lynn Finch,57,
Tunica,Robinsonville Community Center,State Treasurer,,Reform,Viola V. McFarland,51,
Tunica,Robinsonville Community Center,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,95,
Tunica,Robinsonville Community Center,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,23,
Tunica,Robinsonville Community Center,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,5,
Tunica,Robinsonville Community Center,Commissioner of Insurance,,Republican,Mike Chaney,89,
Tunica,Robinsonville Community Center,State Senate,11,Democrat,Robert L. Jackson,113,
Tunica,Robinsonville Community Center,State House,9,Democrat,"Cedric ""Bam Bam"" Burnett",93,
Tunica,Robinsonville Community Center,State House,9,Republican,"Christopher Thomas, Sr.",32,
Tunica,Tunica,Governor,,Republican,Phil Bryant,265,
Tunica,Tunica,Governor,,Democrat,Robert Gray,131,
Tunica,Tunica,Governor,,Reform,Shawn O'Hara,11,
Tunica,Tunica,Lieutenant Governor,,Democrat,Tim Johnson,149,
Tunica,Tunica,Lieutenant Governor,,Republican,Tate Reeves,210,
Tunica,Tunica,Lieutenant Governor,,Libertarian,Ron Williams,7,
Tunica,Tunica,Lieutenant Governor,,Reform,Rosa B. Williams,22,
Tunica,Tunica,Secretary of State,,Democrat,Charles E. Graham,158,
Tunica,Tunica,Secretary of State,,Republican,Delbert Hosemann,205,
Tunica,Tunica,Secretary of State,,Reform,Randy Walker,18,
Tunica,Tunica,Attorney General,,Democrat,Jim Hood,207,
Tunica,Tunica,Attorney General,,Republican,Mike Hurst,178,
Tunica,Tunica,State Auditor,,Republican,Stacey E. Pickering,227,
Tunica,Tunica,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",144,
Tunica,Tunica,State Auditor,,Reform,Lajena Walley,12,
Tunica,Tunica,State Treasurer,,Republican,Lynn Finch,274,
Tunica,Tunica,State Treasurer,,Reform,Viola V. McFarland,66,
Tunica,Tunica,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,150,
Tunica,Tunica,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,206,
Tunica,Tunica,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,22,
Tunica,Tunica,Commissioner of Insurance,,Republican,Mike Chaney,320,
Tunica,Tunica,State Senate,11,Democrat,Robert L. Jackson,276,
Tunica,Tunica,State House,9,Democrat,"Cedric ""Bam Bam"" Burnett",337,
Tunica,Tunica,State House,9,Republican,"Christopher Thomas, Sr.",85,
Tunica,Tunica Auditorium,Governor,,Republican,Phil Bryant,82,
Tunica,Tunica Auditorium,Governor,,Democrat,Robert Gray,198,
Tunica,Tunica Auditorium,Governor,,Reform,Shawn O'Hara,9,
Tunica,Tunica Auditorium,Lieutenant Governor,,Democrat,Tim Johnson,204,
Tunica,Tunica Auditorium,Lieutenant Governor,,Republican,Tate Reeves,43,
Tunica,Tunica Auditorium,Lieutenant Governor,,Libertarian,Ron Williams,21,
Tunica,Tunica Auditorium,Lieutenant Governor,,Reform,Rosa B. Williams,16,
Tunica,Tunica Auditorium,Secretary of State,,Democrat,Charles E. Graham,223,
Tunica,Tunica Auditorium,Secretary of State,,Republican,Delbert Hosemann,44,
Tunica,Tunica Auditorium,Secretary of State,,Reform,Randy Walker,19,
Tunica,Tunica Auditorium,Attorney General,,Democrat,Jim Hood,218,
Tunica,Tunica Auditorium,Attorney General,,Republican,Mike Hurst,55,
Tunica,Tunica Auditorium,State Auditor,,Republican,Stacey E. Pickering,54,
Tunica,Tunica Auditorium,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",216,
Tunica,Tunica Auditorium,State Auditor,,Reform,Lajena Walley,15,
Tunica,Tunica Auditorium,State Treasurer,,Republican,Lynn Finch,121,
Tunica,Tunica Auditorium,State Treasurer,,Reform,Viola V. McFarland,122,
Tunica,Tunica Auditorium,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,212,
Tunica,Tunica Auditorium,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,59,
Tunica,Tunica Auditorium,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,16,
Tunica,Tunica Auditorium,Commissioner of Insurance,,Republican,Mike Chaney,209,
Tunica,Tunica Auditorium,State Senate,11,Democrat,Robert L. Jackson,253,
Tunica,Tunica Auditorium,State House,9,Democrat,"Cedric ""Bam Bam"" Burnett",248,
Tunica,Tunica Auditorium,State House,9,Republican,"Christopher Thomas, Sr.",71,
Tunica,Tunica Co. Supt. Of Educ.,Governor,,Republican,Phil Bryant,122,
Tunica,Tunica Co. Supt. Of Educ.,Governor,,Democrat,Robert Gray,76,
Tunica,Tunica Co. Supt. Of Educ.,Governor,,Reform,Shawn O'Hara,8,
Tunica,Tunica Co. Supt. Of Educ.,Lieutenant Governor,,Democrat,Tim Johnson,92,
Tunica,Tunica Co. Supt. Of Educ.,Lieutenant Governor,,Republican,Tate Reeves,85,
Tunica,Tunica Co. Supt. Of Educ.,Lieutenant Governor,,Libertarian,Ron Williams,13,
Tunica,Tunica Co. Supt. Of Educ.,Lieutenant Governor,,Reform,Rosa B. Williams,9,
Tunica,Tunica Co. Supt. Of Educ.,Secretary of State,,Democrat,Charles E. Graham,94,
Tunica,Tunica Co. Supt. Of Educ.,Secretary of State,,Republican,Delbert Hosemann,87,
Tunica,Tunica Co. Supt. Of Educ.,Secretary of State,,Reform,Randy Walker,10,
Tunica,Tunica Co. Supt. Of Educ.,Attorney General,,Democrat,Jim Hood,116,
Tunica,Tunica Co. Supt. Of Educ.,Attorney General,,Republican,Mike Hurst,80,
Tunica,Tunica Co. Supt. Of Educ.,State Auditor,,Republican,Stacey E. Pickering,94,
Tunica,Tunica Co. Supt. Of Educ.,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",89,
Tunica,Tunica Co. Supt. Of Educ.,State Auditor,,Reform,Lajena Walley,7,
Tunica,Tunica Co. Supt. Of Educ.,State Treasurer,,Republican,Lynn Finch,122,
Tunica,Tunica Co. Supt. Of Educ.,State Treasurer,,Reform,Viola V. McFarland,48,
Tunica,Tunica Co. Supt. Of Educ.,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,95,
Tunica,Tunica Co. Supt. Of Educ.,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,81,
Tunica,Tunica Co. Supt. Of Educ.,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,9,
Tunica,Tunica Co. Supt. Of Educ.,Commissioner of Insurance,,Republican,Mike Chaney,155,
Tunica,Tunica Co. Supt. Of Educ.,State Senate,11,Democrat,Robert L. Jackson,147,
Tunica,Tunica Co. Supt. Of Educ.,State House,9,Democrat,"Cedric ""Bam Bam"" Burnett",171,
Tunica,Tunica Co. Supt. Of Educ.,State House,9,Republican,"Christopher Thomas, Sr.",56,
Tunica,Two Mile Lake,Governor,,Republican,Phil Bryant,137,
Tunica,Two Mile Lake,Governor,,Democrat,Robert Gray,174,
Tunica,Two Mile Lake,Governor,,Reform,Shawn O'Hara,3,
Tunica,Two Mile Lake,Lieutenant Governor,,Democrat,Tim Johnson,189,
Tunica,Two Mile Lake,Lieutenant Governor,,Republican,Tate Reeves,87,
Tunica,Two Mile Lake,Lieutenant Governor,,Libertarian,Ron Williams,7,
Tunica,Two Mile Lake,Lieutenant Governor,,Reform,Rosa B. Williams,9,
Tunica,Two Mile Lake,Secretary of State,,Democrat,Charles E. Graham,210,
Tunica,Two Mile Lake,Secretary of State,,Republican,Delbert Hosemann,74,
Tunica,Two Mile Lake,Secretary of State,,Reform,Randy Walker,16,
Tunica,Two Mile Lake,Attorney General,,Democrat,Jim Hood,226,
Tunica,Two Mile Lake,Attorney General,,Republican,Mike Hurst,84,
Tunica,Two Mile Lake,State Auditor,,Republican,Stacey E. Pickering,88,
Tunica,Two Mile Lake,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",199,
Tunica,Two Mile Lake,State Auditor,,Reform,Lajena Walley,9,
Tunica,Two Mile Lake,State Treasurer,,Republican,Lynn Finch,151,
Tunica,Two Mile Lake,State Treasurer,,Reform,Viola V. McFarland,109,
Tunica,Two Mile Lake,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,202,
Tunica,Two Mile Lake,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,88,
Tunica,Two Mile Lake,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,9,
Tunica,Two Mile Lake,Commissioner of Insurance,,Republican,Mike Chaney,219,
Tunica,Two Mile Lake,State Senate,11,Democrat,Robert L. Jackson,261,
Tunica,Two Mile Lake,State House,9,Democrat,"Cedric ""Bam Bam"" Burnett",275,
Tunica,Two Mile Lake,State House,9,Republican,"Christopher Thomas, Sr.",58,
Tunica,Westend Store,Governor,,Republican,Phil Bryant,48,
Tunica,Westend Store,Governor,,Democrat,Robert Gray,22,
Tunica,Westend Store,Governor,,Reform,Shawn O'Hara,1,
Tunica,Westend Store,Lieutenant Governor,,Democrat,Tim Johnson,26,
Tunica,Westend Store,Lieutenant Governor,,Republican,Tate Reeves,38,
Tunica,Westend Store,Lieutenant Governor,,Libertarian,Ron Williams,1,
Tunica,Westend Store,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Tunica,Westend Store,Secretary of State,,Democrat,Charles E. Graham,28,
Tunica,Westend Store,Secretary of State,,Republican,Delbert Hosemann,37,
Tunica,Westend Store,Secretary of State,,Reform,Randy Walker,3,
Tunica,Westend Store,Attorney General,,Democrat,Jim Hood,36,
Tunica,Westend Store,Attorney General,,Republican,Mike Hurst,32,
Tunica,Westend Store,State Auditor,,Republican,Stacey E. Pickering,42,
Tunica,Westend Store,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",27,
Tunica,Westend Store,State Auditor,,Reform,Lajena Walley,1,
Tunica,Westend Store,State Treasurer,,Republican,Lynn Finch,47,
Tunica,Westend Store,State Treasurer,,Reform,Viola V. McFarland,18,
Tunica,Westend Store,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,28,
Tunica,Westend Store,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,37,
Tunica,Westend Store,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,1,
Tunica,Westend Store,Commissioner of Insurance,,Republican,Mike Chaney,56,
Tunica,Westend Store,State Senate,11,Democrat,Robert L. Jackson,50,
Tunica,Westend Store,State House,9,Democrat,"Cedric ""Bam Bam"" Burnett",60,
Tunica,Westend Store,State House,9,Republican,"Christopher Thomas, Sr.",13,
Tunica,White Oak Rec. Center,Governor,,Republican,Phil Bryant,111,
Tunica,White Oak Rec. Center,Governor,,Democrat,Robert Gray,188,
Tunica,White Oak Rec. Center,Governor,,Reform,Shawn O'Hara,9,
Tunica,White Oak Rec. Center,Lieutenant Governor,,Democrat,Tim Johnson,205,
Tunica,White Oak Rec. Center,Lieutenant Governor,,Republican,Tate Reeves,70,
Tunica,White Oak Rec. Center,Lieutenant Governor,,Libertarian,Ron Williams,16,
Tunica,White Oak Rec. Center,Lieutenant Governor,,Reform,Rosa B. Williams,13,
Tunica,White Oak Rec. Center,Secretary of State,,Democrat,Charles E. Graham,220,
Tunica,White Oak Rec. Center,Secretary of State,,Republican,Delbert Hosemann,66,
Tunica,White Oak Rec. Center,Secretary of State,,Reform,Randy Walker,16,
Tunica,White Oak Rec. Center,Attorney General,,Democrat,Jim Hood,247,
Tunica,White Oak Rec. Center,Attorney General,,Republican,Mike Hurst,55,
Tunica,White Oak Rec. Center,State Auditor,,Republican,Stacey E. Pickering,86,
Tunica,White Oak Rec. Center,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",207,
Tunica,White Oak Rec. Center,State Auditor,,Reform,Lajena Walley,7,
Tunica,White Oak Rec. Center,State Treasurer,,Republican,Lynn Finch,135,
Tunica,White Oak Rec. Center,State Treasurer,,Reform,Viola V. McFarland,118,
Tunica,White Oak Rec. Center,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,219,
Tunica,White Oak Rec. Center,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,71,
Tunica,White Oak Rec. Center,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,9,
Tunica,White Oak Rec. Center,Commissioner of Insurance,,Republican,Mike Chaney,207,
Tunica,White Oak Rec. Center,State Senate,11,Democrat,Robert L. Jackson,262,
Tunica,White Oak Rec. Center,State House,9,Democrat,"Cedric ""Bam Bam"" Burnett",259,
Tunica,White Oak Rec. Center,State House,9,Republican,"Christopher Thomas, Sr.",68,
Tunica,Win Job Center,Governor,,Republican,Phil Bryant,30,
Tunica,Win Job Center,Governor,,Democrat,Robert Gray,34,
Tunica,Win Job Center,Governor,,Reform,Shawn O'Hara,1,
Tunica,Win Job Center,Lieutenant Governor,,Democrat,Tim Johnson,39,
Tunica,Win Job Center,Lieutenant Governor,,Republican,Tate Reeves,20,
Tunica,Win Job Center,Lieutenant Governor,,Libertarian,Ron Williams,2,
Tunica,Win Job Center,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Tunica,Win Job Center,Secretary of State,,Democrat,Charles E. Graham,40,
Tunica,Win Job Center,Secretary of State,,Republican,Delbert Hosemann,19,
Tunica,Win Job Center,Secretary of State,,Reform,Randy Walker,0,
Tunica,Win Job Center,Attorney General,,Democrat,Jim Hood,41,
Tunica,Win Job Center,Attorney General,,Republican,Mike Hurst,21,
Tunica,Win Job Center,State Auditor,,Republican,Stacey E. Pickering,21,
Tunica,Win Job Center,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",40,
Tunica,Win Job Center,State Auditor,,Reform,Lajena Walley,0,
Tunica,Win Job Center,State Treasurer,,Republican,Lynn Finch,30,
Tunica,Win Job Center,State Treasurer,,Reform,Viola V. McFarland,19,
Tunica,Win Job Center,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,35,
Tunica,Win Job Center,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,22,
Tunica,Win Job Center,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,2,
Tunica,Win Job Center,Commissioner of Insurance,,Republican,Mike Chaney,41,
Tunica,Win Job Center,State Senate,11,Democrat,Robert L. Jackson,46,
Tunica,Win Job Center,State House,9,Democrat,"Cedric ""Bam Bam"" Burnett",52,
Tunica,Win Job Center,State House,9,Republican,"Christopher Thomas, Sr.",14,
Tunica,,Governor,,Republican,Phil Bryant,1201,
Tunica,,Governor,,Democrat,Robert Gray,1281,1
Tunica,,Governor,,Reform,Shawn O'Hara,62,
Tunica,,Lieutenant Governor,,Democrat,Tim Johnson,1427,1
Tunica,,Lieutenant Governor,,Republican,Tate Reeves,819,
Tunica,,Lieutenant Governor,,Libertarian,Ron Williams,104,
Tunica,,Lieutenant Governor,,Reform,Rosa B. Williams,100,
Tunica,,Secretary of State,,Democrat,Charles E. Graham,1541,1
Tunica,,Secretary of State,,Republican,Delbert Hosemann,773,
Tunica,,Secretary of State,,Reform,Randy Walker,123,
Tunica,,Attorney General,,Democrat,Jim Hood,1709,1
Tunica,,Attorney General,,Republican,Mike Hurst,743,
Tunica,,State Auditor,,Republican,Stacey E. Pickering,918,
Tunica,,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",1453,1
Tunica,,State Auditor,,Reform,Lajena Walley,67,
Tunica,,State Treasurer,,Republican,Lynn Finch,1314,1
Tunica,,State Treasurer,,Reform,Viola V. McFarland,789,
Tunica,,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,1492,1
Tunica,,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,832,
Tunica,,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,104,
Tunica,,Commissioner of Insurance,,Republican,Mike Chaney,1836,1
Tunica,,State Senate,11,Democrat,Robert L. Jackson,2040,1
Tunica,,State House,9,Democrat,"Cedric ""Bam Bam"" Burnett",2060,1
Tunica,,State House,9,Republican,"Christopher Thomas, Sr.",598,
