candidate,office,district,party,county,votes
Gregg Harper,U.S. House,3,Republican,Noxubee,76
Gregg Harper,U.S. House,3,Republican,Oktibbeha,503
Gregg Harper,U.S. House,3,Republican,Pike,952
Gregg Harper,U.S. House,3,Republican,Rankin,10389
Gregg Harper,U.S. House,3,Republican,Scott,764
Gregg Harper,U.S. House,3,Republican,Simpson,859
Gregg Harper,U.S. House,3,Republican,Smith,453
Gregg Harper,U.S. House,3,Republican,Walthall,213
Gregg Harper,U.S. House,3,Republican,Webster,6
Gregg Harper,U.S. House,3,Republican,Wilkinson,11
Gregg Harper,U.S. House,3,Republican,Winston,599
Charlie Ross,U.S. House,3,Republican,Adams,545
Charlie Ross,U.S. House,3,Republican,Amite,209
Charlie Ross,U.S. House,3,Republican,Covington,183
Charlie Ross,U.S. House,3,Republican,Franklin,149
Charlie Ross,U.S. House,3,Republican,Hinds,2228
Charlie Ross,U.S. House,3,Republican,Jasper,56
Charlie Ross,U.S. House,3,Republican,Jefferson Davis,154
Charlie Ross,U.S. House,3,Republican,Jones,36
Charlie Ross,U.S. House,3,Republican,Kemper,240
Charlie Ross,U.S. House,3,Republican,Lauderdale,3250
Charlie Ross,U.S. House,3,Republican,Lawrence,194
Charlie Ross,U.S. House,3,Republican,Leake,225
Charlie Ross,U.S. House,3,Republican,Lincoln,716
Charlie Ross,U.S. House,3,Republican,Madison,3112
Charlie Ross,U.S. House,3,Republican,Marion,130
Charlie Ross,U.S. House,3,Republican,Neshoba,573
Charlie Ross,U.S. House,3,Republican,Newton,633
Charlie Ross,U.S. House,3,Republican,Noxubee,118
Charlie Ross,U.S. House,3,Republican,Oktibbeha,1001
Charlie Ross,U.S. House,3,Republican,Pike,493
Charlie Ross,U.S. House,3,Republican,Rankin,6007
Charlie Ross,U.S. House,3,Republican,Scott,406
Charlie Ross,U.S. House,3,Republican,Simpson,658
Charlie Ross,U.S. House,3,Republican,Smith,329
Charlie Ross,U.S. House,3,Republican,Walthall,189
Charlie Ross,U.S. House,3,Republican,Webster,20
Charlie Ross,U.S. House,3,Republican,Wilkinson,21
Charlie Ross,U.S. House,3,Republican,Winston,303
Greg Davis,U.S. House,1,Republican,Alcorn,349
Greg Davis,U.S. House,1,Republican,Benton,82
Greg Davis,U.S. House,1,Republican,Calhoun,201
Greg Davis,U.S. House,1,Republican,Chickasaw,148
Greg Davis,U.S. House,1,Republican,Choctaw,96
Greg Davis,U.S. House,1,Republican,Clay,138
Greg Davis,U.S. House,1,Republican,DeSoto,8281
Greg Davis,U.S. House,1,Republican,Grenada,285
Greg Davis,U.S. House,1,Republican,Itawamba,268
Greg Davis,U.S. House,1,Republican,Lafayette,454
Greg Davis,U.S. House,1,Republican,Lee,1251
Greg Davis,U.S. House,1,Republican,Lowndes,1022
Greg Davis,U.S. House,1,Republican,Marshall,478
Greg Davis,U.S. House,1,Republican,Monroe,436
Greg Davis,U.S. House,1,Republican,Panola,548
Greg Davis,U.S. House,1,Republican,Pontotoc,459
Greg Davis,U.S. House,1,Republican,Prentiss,198
Greg Davis,U.S. House,1,Republican,Tate,812
Greg Davis,U.S. House,1,Republican,Tippah,262
Greg Davis,U.S. House,1,Republican,Tishomingo,189
Greg Davis,U.S. House,1,Republican,Union,361
Greg Davis,U.S. House,1,Republican,Webster,219
Greg Davis,U.S. House,1,Republican,Winston,2
Greg Davis,U.S. House,1,Republican,Yalobusha,194
Glenn McCullough,U.S. House,1,Republican,Alcorn,554
Glenn McCullough,U.S. House,1,Republican,Benton,42
Glenn McCullough,U.S. House,1,Republican,Calhoun,305
Glenn McCullough,U.S. House,1,Republican,Chickasaw,374
Glenn McCullough,U.S. House,1,Republican,Choctaw,311
Glenn McCullough,U.S. House,1,Republican,Clay,635
Glenn McCullough,U.S. House,1,Republican,DeSoto,1947
Glenn McCullough,U.S. House,1,Republican,Grenada,364
Glenn McCullough,U.S. House,1,Republican,Itawamba,548
Glenn McCullough,U.S. House,1,Republican,Lafayette,695
Glenn McCullough,U.S. House,1,Republican,Lee,3566
Glenn McCullough,U.S. House,1,Republican,Lowndes,1731
Glenn McCullough,U.S. House,1,Republican,Marshall,258
Glenn McCullough,U.S. House,1,Republican,Monroe,937
Glenn McCullough,U.S. House,1,Republican,Panola,227
Glenn McCullough,U.S. House,1,Republican,Pontotoc,954
Glenn McCullough,U.S. House,1,Republican,Prentiss,377
Glenn McCullough,U.S. House,1,Republican,Tate,242
Glenn McCullough,U.S. House,1,Republican,Tippah,439
Glenn McCullough,U.S. House,1,Republican,Tishomingo,389
Glenn McCullough,U.S. House,1,Republican,Union,758
Glenn McCullough,U.S. House,1,Republican,Webster,321
Glenn McCullough,U.S. House,1,Republican,Winston,1
Glenn McCullough,U.S. House,1,Republican,Yalobusha,221
