candidate,office,district,party,county,precinct,votes,winner,page
Thad Cochran,U.S. Senate,,Republican,Yazoo,Mechanicsburg,208,,3
Shawn O'Hara,U.S. Senate,,Reform,Yazoo,Mechanicsburg,7,,3
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Mechanicsburg,55,,3
Troy Ray,U.S. House,2,Independent,Yazoo,Mechanicsburg,139,,3
Shelley Shoemake,U.S. House,2,Reform,Yazoo,Mechanicsburg,35,,3
Travis W. Childers,U.S. Senate,,Democrat,Yazoo,Robinette,20,,3
Thad Cochran,U.S. Senate,,Republican,Yazoo,Robinette,142,,3
Shawn O'Hara,U.S. Senate,,Reform,Yazoo,Robinette,6,,3
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Robinette,37,,3
Troy Ray,U.S. House,2,Independent,Yazoo,Robinette,88,,3
Shelley Shoemake,U.S. House,2,Reform,Yazoo,Robinette,25,,3
Travis W. Childers,U.S. Senate,,Democrat,Yazoo,Satartia,6,,3
Thad Cochran,U.S. Senate,,Republican,Yazoo,Satartia,24,,3
Shawn O'Hara,U.S. Senate,,Reform,Yazoo,Satartia,0,,3
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Satartia,10,,3
Troy Ray,U.S. House,2,Independent,Yazoo,Satartia,13,,3
Shelley Shoemake,U.S. House,2,Reform,Yazoo,Satartia,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Yazoo,Valley,8,,3
Thad Cochran,U.S. Senate,,Republican,Yazoo,Valley,72,,3
Shawn O'Hara,U.S. Senate,,Reform,Yazoo,Valley,2,,3
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Valley,20,,3
Troy Ray,U.S. House,2,Independent,Yazoo,Valley,47,,3
Shelley Shoemake,U.S. House,2,Reform,Yazoo,Valley,5,,3
Travis W. Childers,U.S. Senate,,Democrat,Yazoo,Ward 2,68,,3
Thad Cochran,U.S. Senate,,Republican,Yazoo,Ward 2,213,,3
Shawn O'Hara,U.S. Senate,,Reform,Yazoo,Ward 2,1,,3
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Ward 2,112,,3
Troy Ray,U.S. House,2,Independent,Yazoo,Ward 2,104,,3
Shelley Shoemake,U.S. House,2,Reform,Yazoo,Ward 2,35,,3
Travis W. Childers,U.S. Senate,,Democrat,Yazoo,Ward 4,264,,3
Thad Cochran,U.S. Senate,,Republican,Yazoo,Ward 4,274,,3
Shawn O'Hara,U.S. Senate,,Reform,Yazoo,Ward 4,2,,3
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Ward 4,355,,3
Troy Ray,U.S. House,2,Independent,Yazoo,Ward 4,112,,3
Shelley Shoemake,U.S. House,2,Reform,Yazoo,Ward 4,37,,3
Travis W. Childers,U.S. Senate,,Democrat,Yazoo,Ward 5,369,,4
Thad Cochran,U.S. Senate,,Republican,Yazoo,Ward 5,46,,4
Shawn O'Hara,U.S. Senate,,Reform,Yazoo,Ward 5,4,,4
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Ward 5,433,,4
Troy Ray,U.S. House,2,Independent,Yazoo,Ward 5,2,,4
Shelley Shoemake,U.S. House,2,Reform,Yazoo,Ward 5,3,,4
Travis W. Childers,U.S. Senate,,Democrat,Yazoo,West Bentonia,134,,4
Thad Cochran,U.S. Senate,,Republican,Yazoo,West Bentonia,127,,4
Shawn O'Hara,U.S. Senate,,Reform,Yazoo,West Bentonia,3,,4
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,West Bentonia,155,,4
Troy Ray,U.S. House,2,Independent,Yazoo,West Bentonia,87,,4
Shelley Shoemake,U.S. House,2,Reform,Yazoo,West Bentonia,19,,4
Travis W. Childers,U.S. Senate,,Democrat,Yazoo,West Midway,24,,4
Thad Cochran,U.S. Senate,,Republican,Yazoo,West Midway,72,,4
Shawn O'Hara,U.S. Senate,,Reform,Yazoo,West Midway,1,,4
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,West Midway,28,,4
Troy Ray,U.S. House,2,Independent,Yazoo,West Midway,40,,4
Shelley Shoemake,U.S. House,2,Reform,Yazoo,West Midway,9,,4
Travis W. Childers,U.S. Senate,,Democrat,Yazoo,Zion,32,,4
Thad Cochran,U.S. Senate,,Republican,Yazoo,Zion,91,,4
Shawn O'Hara,U.S. Senate,,Reform,Yazoo,Zion,2,,4
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Zion,36,,4
Troy Ray,U.S. House,2,Independent,Yazoo,Zion,56,,4
Shelley Shoemake,U.S. House,2,Reform,Yazoo,Zion,15,,4
Travis W. Childers,U.S. Senate,,Democrat,Yazoo,Total,2074,,4
Thad Cochran,U.S. Senate,,Republican,Yazoo,Total,2758,WINNER,4
Shawn O'Hara,U.S. Senate,,Reform,Yazoo,Total,57,,4
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Total,2675,WINNER,4
Troy Ray,U.S. House,2,Independent,Yazoo,Total,1481,,4
Shelley Shoemake,U.S. House,2,Reform,Yazoo,Total,432,,4
