candidate,office,district,party,county,precinct,votes,winner,page
Alan Nunnelea,U.S.House,1,Republican,Lee,Euclatubba,133,,3
Lajena Walley,U.S.House,1,Reform,Lee,Euclatubba,0,,3
Travis W. Childers,U.S. Senate,,Democrat,Lee,Fellowship,68,,3
Thad Cochran,U.S. Senate,,Republican,Lee,Fellowship,184,,3
Shawn O'Hara,U.S. Senate,,Reform,Lee,Fellowship,4,,3
Danny Bedwell,U.S.House,1,Libertarian,Lee,Fellowship,2,,3
Ron E. Dickey,U.S.House,1,Democrat,Lee,Fellowship,33,,3
Alan Nunnelea,U.S.House,1,Republican,Lee,Fellowship,218,,3
Lajena Walley,U.S.House,1,Reform,Lee,Fellowship,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Lee,Friendship,23,,3
Thad Cochran,U.S. Senate,,Republican,Lee,Friendship,63,,3
Shawn O'Hara,U.S. Senate,,Reform,Lee,Friendship,1,,3
Danny Bedwell,U.S.House,1,Libertarian,Lee,Friendship,1,,3
Ron E. Dickey,U.S.House,1,Democrat,Lee,Friendship,12,,3
Alan Nunnelea,U.S.House,1,Republican,Lee,Friendship,76,,3
Lajena Walley,U.S.House,1,Reform,Lee,Friendship,0,,3
Travis W. Childers,U.S. Senate,,Democrat,Lee,Gilvo,21,,3
Thad Cochran,U.S. Senate,,Republican,Lee,Gilvo,54,,3
Shawn O'Hara,U.S. Senate,,Reform,Lee,Gilvo,5,,3
Danny Bedwell,U.S.House,1,Libertarian,Lee,Gilvo,4,,3
Ron E. Dickey,U.S.House,1,Democrat,Lee,Gilvo,12,,3
Alan Nunnelea,U.S.House,1,Republican,Lee,Gilvo,63,,3
Lajena Walley,U.S.House,1,Reform,Lee,Gilvo,2,,3
Travis W. Childers,U.S. Senate,,Democrat,Lee,Guntown,143,,3
Thad Cochran,U.S. Senate,,Republican,Lee,Guntown,220,,3
Shawn O'Hara,U.S. Senate,,Reform,Lee,Guntown,17,,3
Danny Bedwell,U.S.House,1,Libertarian,Lee,Guntown,18,,3
Ron E. Dickey,U.S.House,1,Democrat,Lee,Guntown,84,,3
Alan Nunnelea,U.S.House,1,Republican,Lee,Guntown,266,,3
Lajena Walley,U.S.House,1,Reform,Lee,Guntown,4,,3
Travis W. Childers,U.S. Senate,,Democrat,Lee,Hebron,38,,3
Thad Cochran,U.S. Senate,,Republican,Lee,Hebron,122,,3
Shawn O'Hara,U.S. Senate,,Reform,Lee,Hebron,4,,3
Danny Bedwell,U.S.House,1,Libertarian,Lee,Hebron,6,,3
Ron E. Dickey,U.S.House,1,Democrat,Lee,Hebron,18,,3
Alan Nunnelea,U.S.House,1,Republican,Lee,Hebron,146,,3
Lajena Walley,U.S.House,1,Reform,Lee,Hebron,2,,3
Travis W. Childers,U.S. Senate,,Democrat,Lee,Kedron,107,,3
Thad Cochran,U.S. Senate,,Republican,Lee,Kedron,137,,3
Shawn O'Hara,U.S. Senate,,Reform,Lee,Kedron,8,,3
Danny Bedwell,U.S.House,1,Libertarian,Lee,Kedron,4,,3
Ron E. Dickey,U.S.House,1,Democrat,Lee,Kedron,71,,3
Alan Nunnelea,U.S.House,1,Republican,Lee,Kedron,164,,3
Lajena Walley,U.S.House,1,Reform,Lee,Kedron,2,,3
Travis W. Childers,U.S. Senate,,Democrat,Lee,Mooreville,109,,3
Thad Cochran,U.S. Senate,,Republican,Lee,Mooreville,367,,3
Shawn O'Hara,U.S. Senate,,Reform,Lee,Mooreville,17,,3
Danny Bedwell,U.S.House,1,Libertarian,Lee,Mooreville,19,,3
Ron E. Dickey,U.S.House,1,Democrat,Lee,Mooreville,69,,3
Alan Nunnelea,U.S.House,1,Republican,Lee,Mooreville,407,,3
Lajena Walley,U.S.House,1,Reform,Lee,Mooreville,6,,3
Travis W. Childers,U.S. Senate,,Democrat,Lee,Nettleton,123,,3
Thad Cochran,U.S. Senate,,Republican,Lee,Nettleton,221,,3
Shawn O'Hara,U.S. Senate,,Reform,Lee,Nettleton,5,,3
Danny Bedwell,U.S.House,1,Libertarian,Lee,Nettleton,3,,3
Ron E. Dickey,U.S.House,1,Democrat,Lee,Nettleton,80,,3
Alan Nunnelea,U.S.House,1,Republican,Lee,Nettleton,262,,3
Lajena Walley,U.S.House,1,Reform,Lee,Nettleton,0,,3
Travis W. Childers,U.S. Senate,,Democrat,Lee,Oak Hill,208,,3
Thad Cochran,U.S. Senate,,Republican,Lee,Oak Hill,502,,3
Shawn O'Hara,U.S. Senate,,Reform,Lee,Oak Hill,12,,3
Danny Bedwell,U.S.House,1,Libertarian,Lee,Oak Hill,21,,3
Ron E. Dickey,U.S.House,1,Democrat,Lee,Oak Hill,136,,3
Alan Nunnelea,U.S.House,1,Republican,Lee,Oak Hill,550,,3
Lajena Walley,U.S.House,1,Reform,Lee,Oak Hill,8,,3
Travis W. Childers,U.S. Senate,,Democrat,Lee,Old Union,101,,3
Thad Cochran,U.S. Senate,,Republican,Lee,Old Union,105,,3
Shawn O'Hara,U.S. Senate,,Reform,Lee,Old Union,3,,3
Danny Bedwell,U.S.House,1,Libertarian,Lee,Old Union,3,,3
Ron E. Dickey,U.S.House,1,Democrat,Lee,Old Union,75,,3
Alan Nunnelea,U.S.House,1,Republican,Lee,Old Union,122,,3
Lajena Walley,U.S.House,1,Reform,Lee,Old Union,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Lee,Palmetto,165,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Palmetto,187,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Palmetto,10,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Palmetto,6,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Palmetto,133,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Palmetto,211,,4
Lajena Walley,U.S.House,1,Reform,Lee,Palmetto,7,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Petersburg,28,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Petersburg,112,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Petersburg,1,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Petersburg,0,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Petersburg,22,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Petersburg,115,,4
Lajena Walley,U.S.House,1,Reform,Lee,Petersburg,1,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Plantersville,270,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Plantersville,186,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Plantersville,2,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Plantersville,12,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Plantersville,219,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Plantersville,221,,4
Lajena Walley,U.S.House,1,Reform,Lee,Plantersville,2,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Pleasant Grove,344,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Pleasant Grove,135,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Pleasant Grove,9,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Pleasant Grove,4,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Pleasant Grove,302,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Pleasant Grove,167,,4
Lajena Walley,U.S.House,1,Reform,Lee,Pleasant Grove,2,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Pratts,44,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Pratts,125,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Pratts,4,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Pratts,4,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Pratts,21,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Pratts,143,,4
Lajena Walley,U.S.House,1,Reform,Lee,Pratts,2,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Richmond,56,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Richmond,148,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Richmond,0,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Richmond,2,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Richmond,40,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Richmond,159,,4
Lajena Walley,U.S.House,1,Reform,Lee,Richmond,0,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Salbillo,305,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Salbillo,825,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Salbillo,25,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Salbillo,35,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Salbillo,145,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Salbillo,962,,4
Lajena Walley,U.S.House,1,Reform,Lee,Salbillo,6,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Shannon,204,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Shannon,142,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Shannon,5,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Shannon,7,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Shannon,158,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Shannon,164,,4
Lajena Walley,U.S.House,1,Reform,Lee,Shannon,3,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Tupelo 1,54,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Tupelo 1,325,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Tupelo 1,2,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Tupelo 1,10,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Tupelo 1,23,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Tupelo 1,337,,4
Lajena Walley,U.S.House,1,Reform,Lee,Tupelo 1,0,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Tupelo 2,339,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Tupelo 2,974,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Tupelo 2,18,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Tupelo 2,38,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Tupelo 2,224,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Tupelo 2,1038,,4
Lajena Walley,U.S.House,1,Reform,Lee,Tupelo 2,11,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Tupelo 3,549,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Tupelo 3,1146,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Tupelo 3,15,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Tupelo 3,40,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Tupelo 3,435,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Tupelo 3,1231,,4
Lajena Walley,U.S.House,1,Reform,Lee,Tupelo 3,10,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Tupelo 4 North,583,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Tupelo 4 North,224,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Tupelo 4 North,5,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Tupelo 4 North,12,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Tupelo 4 North,495,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Tupelo 4 North,266,,4
Lajena Walley,U.S.House,1,Reform,Lee,Tupelo 4 North,6,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Tupelo 4 South,538,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Tupelo 4 South,79,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Tupelo 4 South,3,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Tupelo 4 South,7,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Tupelo 4 South,472,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Tupelo 4 South,105,,4
Lajena Walley,U.S.House,1,Reform,Lee,Tupelo 4 South,3,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Tupelo 5,208,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Tupelo 5,173,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Tupelo 5,3,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Tupelo 5,8,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Tupelo 5,180,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Tupelo 5,191,,4
Lajena Walley,U.S.House,1,Reform,Lee,Tupelo 5,2,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Unity,47,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Unity,179,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Unity,7,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Unity,6,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Unity,25,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Unity,198,,4
Lajena Walley,U.S.House,1,Reform,Lee,Unity,1,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Verona ,285,,4
Thad Cochran,U.S. Senate,,Republican,Lee,Verona ,215,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Verona ,8,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Verona ,13,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Verona ,234,,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Verona ,244,,4
Lajena Walley,U.S.House,1,Reform,Lee,Verona ,3,,4
Travis W. Childers,U.S. Senate,,Democrat,Lee,Total,6790,WINNER,4
Thad Cochran,U.S. Senate,,Republican,Lee,Total,1179,,4
Shawn O'Hara,U.S. Senate,,Reform,Lee,Total,283,,4
Danny Bedwell,U.S.House,1,Libertarian,Lee,Total,456,,4
Ron E. Dickey,U.S.House,1,Democrat,Lee,Total,4850,WINNER,4
Alan Nunnelea,U.S.House,1,Republican,Lee,Total,1318,,4
Lajena Walley,U.S.House,1,Reform,Lee,Total,115,,4
