candidate,office,district,party,county,precinct,votes,winner,page
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 2, Liberty Park Precinct",72,,2
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 2, Liberty Park Precinct",6,,2
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 2, Liberty Park Precinct",2,,2
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist. 3, Concord Precinct",245,,2
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist. 3, Concord Precinct",43,,2
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist. 3, Concord Precinct",3,,2
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 3, Concord Precinct",34,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 3, Concord Precinct",224,,2
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 3, Concord Precinct",6,,2
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 3, Concord Precinct",5,,2
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist. 3, Maryland Hgts. Precinct",248,,2
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist. 3, Maryland Hgts. Precinct",44,,2
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist. 3, Maryland Hgts. Precinct",1,,2
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 3, Maryland Hgts. Precinct",31,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 3, Maryland Hgts. Precinct",241,,2
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 3, Maryland Hgts. Precinct",1,,2
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 3, Maryland Hgts. Precinct",4,,2
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist, 3, Nps Multi Purpose Bldg.",135,,2
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist, 3, Nps Multi Purpose Bldg.",137,,2
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist, 3, Nps Multi Purpose Bldg.",5,,2
Gregg Harper,U.S. House,3,Republican,Adams,"Dist, 3, Nps Multi Purpose Bldg.",129,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist, 3, Nps Multi Purpose Bldg.",131,,2
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist, 3, Nps Multi Purpose Bldg.",6,,2
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist, 3, Nps Multi Purpose Bldg.",1,,2
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist. 3, Palestine Precinct",258,,2
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist. 3, Palestine Precinct",186,,2
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist. 3, Palestine Precinct",3,,2
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 3, Palestine Precinct",181,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 3, Palestine Precinct",237,,2
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 3, Palestine Precinct",5,,2
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 3, Palestine Precinct",3,,2
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist. 4, Carpenter Precinct",150,,3
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist. 4, Carpenter Precinct",128,,3
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist. 4, Carpenter Precinct",6,,3
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 4, Carpenter Precinct",110,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 4, Carpenter Precinct",159,,3
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 4, Carpenter Precinct",5,,3
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 4, Carpenter Precinct",3,,3
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist. 4, Morgantown Precinct",174,,3
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist. 4, Morgantown Precinct",92,,3
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist. 4, Morgantown Precinct",2,,3
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 4, Morgantown Precinct",84,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 4, Morgantown Precinct",173,,3
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 4, Morgantown Precinct",2,,3
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 4, Morgantown Precinct",2,,3
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist. 4, Northside Precinct",583,,3
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist. 4, Northside Precinct",92,,3
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist. 4, Northside Precinct",4,,3
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 4, Northside Precinct",72,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 4, Northside Precinct",561,,3
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 4, Northside Precinct",4,,3
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 4, Northside Precinct",6,,3
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist. 4, Pine Ridge Precinct",204,,3
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist. 4, Pine Ridge Precinct",58,,3
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist. 4, Pine Ridge Precinct",0,,3
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 4, Pine Ridge Precinct",59,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 4, Pine Ridge Precinct",183,,3
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 4, Pine Ridge Precinct",1,,3
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 4, Pine Ridge Precinct",2,,3
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist. 5, Airport Precinct",244,,3
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist. 5, Airport Precinct",135,,3
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist. 5, Airport Precinct",2,,3
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 5, Airport Precinct",134,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 5, Airport Precinct",227,,3
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 5, Airport Precinct",1,,3
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 5, Airport Precinct",7,,3
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist. 5, Poster Mound Precinct",444,,3
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist. 5, Poster Mound Precinct",70,,3
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist. 5, Poster Mound Precinct",2,,3
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 5, Poster Mound Precinct",63,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 5, Poster Mound Precinct",408,,3
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 5, Poster Mound Precinct",5,,3
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 5, Poster Mound Precinct",6,,3
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist. 5, Oakland Precinct",229,,3
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist. 5, Oakland Precinct",378,,3
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist. 5, Oakland Precinct",9,,3
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 5, Oakland Precinct",395,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 5, Oakland Precinct",204,,3
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 5, Oakland Precinct",9,,3
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 5, Oakland Precinct",8,,3
Travis W. Childers,U.S. Senate,,Democrat,Adams,"Dist. 5, Washington Precinct",95,,3
Thad Cochran,U.S. Senate,,Republican,Adams,"Dist. 5, Washington Precinct",196,,3
Shawn O'Hara,U.S. Senate,,Reform,Adams,"Dist. 5, Washington Precinct",13,,3
Gregg Harper,U.S. House,3,Republican,Adams,"Dist. 5, Washington Precinct",209,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,"Dist. 5, Washington Precinct",84,,3
Roger Gerrard,U.S. House,3,Independent,Adams,"Dist. 5, Washington Precinct",4,,3
Barbara Dale Washer,U.S. House,3,Reform,Adams,"Dist. 5, Washington Precinct",4,,3
Travis W. Childers,U.S. Senate,,Democrat,Adams,Total,4142,,3
Thad Cochran,U.S. Senate,,Republican,Adams,Total,4350,WINNER,3
Shawn O'Hara,U.S. Senate,,Reform,Adams,Total,113,,3
Gregg Harper,U.S. House,3,Republican,Adams,Total,4338,WINNER,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Adams,Total,3828,,3
Roger Gerrard,U.S. House,3,Independent,Adams,Total,122,,3
Barbara Dale Washer,U.S. House,3,Reform,Adams,Total,73,,3
