candidate,office,district,party,county,precinct,votes,winner,page
Shelley Shoemake,U.S. House,2,Reform,Leake,West Carthage,17,,3
Bennie G. Thompson,U.S. House,2,Democrat,Leake,West Carthage,358,,3
Travis W. Childers,U.S. Senate,,Democrat,Leake,Wiggins,94,,3
Thad Cochran,U.S. Senate,,Republican,Leake,Wiggins,65,,3
Shawn O'Hara,U.S. Senate,,Reform,Leake,Wiggins,2,,3
Troy Ray,U.S. House,2,Independent,Leake,Wiggins,2915,,3
Shelley Shoemake,U.S. House,2,Reform,Leake,Wiggins,15,,3
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Wiggins,107,,3
Travis W. Childers,U.S. Senate,,Democrat,Leake,Total,1923,,3
Thad Cochran,U.S. Senate,,Republican,Leake,Total,2667,WINNER,3
Shawn O'Hara,U.S. Senate,,Reform,Leake,Total,96,,3
Troy Ray,U.S. House,2,Independent,Leake,Total,1447,,3
Shelley Shoemake,U.S. House,2,Reform,Leake,Total,607,,3
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Total,2304,WINNER,3
