candidate,office,district,party,county,precinct,votes,winner,page
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Taylor 3,3,,3
Ron E. Dickey,U.S.House,1,Democrat,Lafayette,Taylor 3,182,,3
Alan Nunnelea,U.S.House,1,Republican,Lafayette,Taylor 3,69,,3
Danny Bedwell,U.S.House,1,Libertarian,Lafayette,Taylor 3,7,,3
Lafena Walley,U.S.House,1,Reform,Lafayette,Taylor 3,4,,3
Travis W. Childers,U.S. Senate,,Democrat,Lafayette,Tula,30,,3
Thad Cochran,U.S. Senate,,Republican,Lafayette,Tula,135,,3
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Tula,2,,3
Ron E. Dickey,U.S.House,1,Democrat,Lafayette,Tula,21,,3
Alan Nunnelea,U.S.House,1,Republican,Lafayette,Tula,145,,3
Danny Bedwell,U.S.House,1,Libertarian,Lafayette,Tula,2,,3
Lafena Walley,U.S.House,1,Reform,Lafayette,Tula,2,,3
Travis W. Childers,U.S. Senate,,Democrat,Lafayette,Union West 4,54,,3
Thad Cochran,U.S. Senate,,Republican,Lafayette,Union West 4,92,,3
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Union West 4,1,,3
Ron E. Dickey,U.S.House,1,Democrat,Lafayette,Union West 4,46,,3
Alan Nunnelea,U.S.House,1,Republican,Lafayette,Union West 4,96,,3
Danny Bedwell,U.S.House,1,Libertarian,Lafayette,Union West 4,2,,3
Lafena Walley,U.S.House,1,Reform,Lafayette,Union West 4,0,,3
Travis W. Childers,U.S. Senate,,Democrat,Lafayette,Yocona Community Center,51,,3
Thad Cochran,U.S. Senate,,Republican,Lafayette,Yocona Community Center,215,,3
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Yocona Community Center,10,,3
Ron E. Dickey,U.S.House,1,Democrat,Lafayette,Yocona Community Center,40,,3
Alan Nunnelea,U.S.House,1,Republican,Lafayette,Yocona Community Center,229,,3
Danny Bedwell,U.S.House,1,Libertarian,Lafayette,Yocona Community Center,4,,3
Lafena Walley,U.S.House,1,Reform,Lafayette,Yocona Community Center,3,,3
Travis W. Childers,U.S. Senate,,Democrat,Lafayette,Total,3278,,3
Thad Cochran,U.S. Senate,,Republican,Lafayette,Total,6311,WINNER,3
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Total,139,,3
Ron E. Dickey,U.S.House,1,Democrat,Lafayette,Total,3025,,3
Alan Nunnelea,U.S.House,1,Republican,Lafayette,Total,6236,WINNER,3
Danny Bedwell,U.S.House,1,Libertarian,Lafayette,Total,275,,3
Lafena Walley,U.S.House,1,Reform,Lafayette,Total,62,,3
