county,precinct,office,district,candidate,party,votes,winner
Bolivar,Duncan-Alligator,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,60,
Bolivar,Duncan-Alligator,Lieutenant Governor,,Tate Reeves,R,72,
Bolivar,East Central Cleveland,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,115,
Bolivar,East Central Cleveland,Lieutenant Governor,,Tate Reeves,R,60,
Bolivar,Eastgate,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,172,
Bolivar,Eastgate,Lieutenant Governor,,Tate Reeves,R,122,
Bolivar,East Rosedale,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,144,
Bolivar,East Rosedale,Lieutenant Governor,,Tate Reeves,R,57,
Bolivar,East Cleveland,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,409,
Bolivar,East Cleveland,Lieutenant Governor,,Tate Reeves,R,189,
Bolivar,Gunnison,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,91,
Bolivar,Gunnison,Lieutenant Governor,,Tate Reeves,R,77,
Bolivar,Longshot,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,7,
Bolivar,Longshot,Lieutenant Governor,,Tate Reeves,R,53,
Bolivar,Mound Bayou,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,364,
Bolivar,Mound Bayou,Lieutenant Governor,,Tate Reeves,R,212,
Bolivar,Merigold,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,58,
Bolivar,Merigold,Lieutenant Governor,,Tate Reeves,R,123,
Bolivar,North Cleveland,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,108,
Bolivar,North Cleveland,Lieutenant Governor,,Tate Reeves,R,139,
Bolivar,North West Cleveland,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,21,
Bolivar,North West Cleveland,Lieutenant Governor,,Tate Reeves,R,582,
Bolivar,Pace,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,98,
Bolivar,Pace,Lieutenant Governor,,Tate Reeves,R,82,
Bolivar,Renova,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,97,
Bolivar,Renova,Lieutenant Governor,,Tate Reeves,R,48,
Bolivar,Shelby Precinct,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,288,
Bolivar,Shelby Precinct,Lieutenant Governor,,Tate Reeves,R,215,
Bolivar,South Cleveland,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,268,
Bolivar,South Cleveland,Lieutenant Governor,,Tate Reeves,R,124,
Bolivar,Scott,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,20,
Bolivar,Scott,Lieutenant Governor,,Tate Reeves,R,43,
Bolivar,Skene,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,7,
Bolivar,Skene,Lieutenant Governor,,Tate Reeves,R,154,
Bolivar,Stringtown,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,2,
Bolivar,Stringtown,Lieutenant Governor,,Tate Reeves,R,31,
Bolivar,Shaw,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,342,
Bolivar,Shaw,Lieutenant Governor,,Tate Reeves,R,244,
Bolivar,West Central Cleveland,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,39,
Bolivar,West Central Cleveland,Lieutenant Governor,,Tate Reeves,R,616,
Bolivar,West Rosedale,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,135,
Bolivar,West Rosedale,Lieutenant Governor,,Tate Reeves,R,106,
Bolivar,West Cleveland,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,67,
Bolivar,West Cleveland,Lieutenant Governor,,Tate Reeves,R,1014,
Bolivar,Winstonville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,73,
Bolivar,Winstonville,Lieutenant Governor,,Tate Reeves,R,33,
Bolivar,Beulah,Secretary of State,,Delbert Hosemann,R,39,
Bolivar,Benolt Precinct,Secretary of State,,Delbert Hosemann,R,115,
Bolivar,Boyle,Secretary of State,,Delbert Hosemann,R,421,
Bolivar,Cleveland Courthouse,Secretary of State,,Delbert Hosemann,R,199,
Bolivar,Choctaw,Secretary of State,,Delbert Hosemann,R,68,
Bolivar,Duncan-Alligator,Secretary of State,,Delbert Hosemann,R,90,
Bolivar,East Central Cleveland,Secretary of State,,Delbert Hosemann,R,116,
Bolivar,Eastgate,Secretary of State,,Delbert Hosemann,R,216,
Bolivar,East Rosedale,Secretary of State,,Delbert Hosemann,R,115,
Bolivar,East Cleveland,Secretary of State,,Delbert Hosemann,R,337,
Bolivar,Gunnison,Secretary of State,,Delbert Hosemann,R,110,
Bolivar,Longshot,Secretary of State,,Delbert Hosemann,R,54,
Bolivar,Mound Bayou,Secretary of State,,Delbert Hosemann,R,360,
Bolivar,Merigold,Secretary of State,,Delbert Hosemann,R,145,
Bolivar,North Cleveland,Secretary of State,,Delbert Hosemann,R,184,
Bolivar,North West Cleveland,Secretary of State,,Delbert Hosemann,R,553,
Bolivar,Pace,Secretary of State,,Delbert Hosemann,R,119,
Bolivar,Renova,Secretary of State,,Delbert Hosemann,R,96,
Bolivar,Shelby Precinct,Secretary of State,,Delbert Hosemann,R,321,
Bolivar,South Cleveland,Secretary of State,,Delbert Hosemann,R,259,
Bolivar,Scott,Secretary of State,,Delbert Hosemann,R,49,
Bolivar,Skene,Secretary of State,,Delbert Hosemann,R,146,
Bolivar,Stringtown,Secretary of State,,Delbert Hosemann,R,28,
Bolivar,Shaw,Secretary of State,,Delbert Hosemann,R,377,
Bolivar,West Central Cleveland,Secretary of State,,Delbert Hosemann,R,595,
Bolivar,West Rosedale,Secretary of State,,Delbert Hosemann,R,156,
Bolivar,West Cleveland,Secretary of State,,Delbert Hosemann,R,1005,
Bolivar,Winstonville,Secretary of State,,Delbert Hosemann,R,67,
Bolivar,Beulah,Attorney General,,Jim Hood,D,109,
Bolivar,Beulah,Attorney General,,Steve Simpson,R,9,
Bolivar,Benolt Precinct,Attorney General,,Jim Hood,D,139,
Bolivar,Benolt Precinct,Attorney General,,Steve Simpson,R,53,
Bolivar,Boyle,Attorney General,,Jim Hood,D,291,
Bolivar,Boyle,Attorney General,,Steve Simpson,R,214,
Bolivar,Cleveland Courthouse,Attorney General,,Jim Hood,D,116,
Bolivar,Cleveland Courthouse,Attorney General,,Steve Simpson,R,100,
Bolivar,Choctaw,Attorney General,,Jim Hood,D,103,
Bolivar,Choctaw,Attorney General,,Steve Simpson,R,20,
Bolivar,Duncan-Alligator,Attorney General,,Jim Hood,D,123,
Bolivar,Duncan-Alligator,Attorney General,,Steve Simpson,R,45,
Bolivar,East Central Cleveland,Attorney General,,Jim Hood,D,268,
Bolivar,East Central Cleveland,Attorney General,,Steve Simpson,R,15,
Bolivar,Eastgate,Attorney General,,Jim Hood,D,310,
Bolivar,Eastgate,Attorney General,,Steve Simpson,R,53,
Bolivar,East Rosedale,Attorney General,,Jim Hood,D,257,
Bolivar,East Rosedale,Attorney General,,Steve Simpson,R,18,
Bolivar,East Cleveland,Attorney General,,Jim Hood,D,763,
Bolivar,East Cleveland,Attorney General,,Steve Simpson,R,43,
Bolivar,Gunnison,Attorney General,,Jim Hood,D,173,
Bolivar,Gunnison,Attorney General,,Steve Simpson,R,27,
Bolivar,Longshot,Attorney General,,Jim Hood,D,28,
Bolivar,Longshot,Attorney General,,Steve Simpson,R,35,
Bolivar,Mound Bayou,Attorney General,,Jim Hood,D,675,
Bolivar,Mound Bayou,Attorney General,,Steve Simpson,R,71,
Bolivar,Merigold,Attorney General,,Jim Hood,D,149,
Bolivar,Merigold,Attorney General,,Steve Simpson,R,59,
Bolivar,North Cleveland,Attorney General,,Jim Hood,D,246,
Bolivar,North Cleveland,Attorney General,,Steve Simpson,R,64,
Bolivar,North West Cleveland,Attorney General,,Jim Hood,D,301,
Bolivar,North West Cleveland,Attorney General,,Steve Simpson,R,317,
Bolivar,Pace,Attorney General,,Jim Hood,D,182,
Bolivar,Pace,Attorney General,,Steve Simpson,R,20,
Bolivar,Renova,Attorney General,,Jim Hood,D,173,
Bolivar,Renova,Attorney General,,Steve Simpson,R,14,
Bolivar,Shelby Precinct,Attorney General,,Jim Hood,D,601,
Bolivar,Shelby Precinct,Attorney General,,Steve Simpson,R,73,
Bolivar,South Cleveland,Attorney General,,Jim Hood,D,463,
Bolivar,South Cleveland,Attorney General,,Steve Simpson,R,62,
Bolivar,Scott,Attorney General,,Jim Hood,D,61,
Bolivar,Scott,Attorney General,,Steve Simpson,R,25,
Bolivar,Skene,Attorney General,,Jim Hood,D,75,
Bolivar,Skene,Attorney General,,Steve Simpson,R,88,
Bolivar,Stringtown,Attorney General,,Jim Hood,D,10,
Bolivar,Stringtown,Attorney General,,Steve Simpson,R,25,
Bolivar,Shaw,Attorney General,,Jim Hood,D,639,
Bolivar,Shaw,Attorney General,,Steve Simpson,R,96,
Bolivar,West Central Cleveland,Attorney General,,Jim Hood,D,343,
Bolivar,West Central Cleveland,Attorney General,,Steve Simpson,R,328,
Bolivar,West Rosedale,Attorney General,,Jim Hood,D,242,
Bolivar,West Rosedale,Attorney General,,Steve Simpson,R,48,
Bolivar,West Cleveland,Attorney General,,Jim Hood,D,562,
Bolivar,West Cleveland,Attorney General,,Steve Simpson,R,548,
Bolivar,Winstonville,Attorney General,,Jim Hood,D,132,
Bolivar,Winstonville,Attorney General,,Steve Simpson,R,13,
Bolivar,Beulah,State Auditor,,Ashley Norwood,Reform,51,
Bolivar,Beulah,State Auditor,,Stacey E. Pickering,R,23,
Bolivar,Benolt Precinct,State Auditor,,Ashley Norwood,Reform,53,
Bolivar,Benolt Precinct,State Auditor,,Stacey E. Pickering,R,86,
Bolivar,Boyle,State Auditor,,Ashley Norwood,Reform,91,
Bolivar,Boyle,State Auditor,,Stacey E. Pickering,R,376,
Bolivar,Cleveland Courthouse,State Auditor,,Ashley Norwood,Reform,29,
Bolivar,Cleveland Courthouse,State Auditor,,Stacey E. Pickering,R,178,
Bolivar,Choctaw,State Auditor,,Ashley Norwood,Reform,52,
Bolivar,Choctaw,State Auditor,,Stacey E. Pickering,R,43,
Bolivar,Duncan-Alligator,State Auditor,,Ashley Norwood,Reform,68,
Bolivar,Duncan-Alligator,State Auditor,,Stacey E. Pickering,R,60,
Bolivar,East Central Cleveland,State Auditor,,Ashley Norwood,Reform,124,
Bolivar,East Central Cleveland,State Auditor,,Stacey E. Pickering,R,41,
Bolivar,Eastgate,State Auditor,,Ashley Norwood,Reform,211,
Bolivar,Eastgate,State Auditor,,Stacey E. Pickering,R,81,
Bolivar,East Rosedale,State Auditor,,Ashley Norwood,Reform,153,
Bolivar,East Rosedale,State Auditor,,Stacey E. Pickering,R,38,
Bolivar,East Cleveland,State Auditor,,Ashley Norwood,Reform,448,
Bolivar,East Cleveland,State Auditor,,Stacey E. Pickering,R,123,
Bolivar,Gunnison,State Auditor,,Ashley Norwood,Reform,84,
Bolivar,Gunnison,State Auditor,,Stacey E. Pickering,R,73,
Bolivar,Longshot,State Auditor,,Ashley Norwood,Reform,10,
Bolivar,Longshot,State Auditor,,Stacey E. Pickering,R,50,
Bolivar,Mound Bayou,State Auditor,,Ashley Norwood,Reform,465,
Bolivar,Mound Bayou,State Auditor,,Stacey E. Pickering,R,119,
Bolivar,Merigold,State Auditor,,Ashley Norwood,Reform,60,
Bolivar,Merigold,State Auditor,,Stacey E. Pickering,R,114,
Bolivar,North Cleveland,State Auditor,,Ashley Norwood,Reform,124,
Bolivar,North Cleveland,State Auditor,,Stacey E. Pickering,R,114,
Bolivar,North West Cleveland,State Auditor,,Ashley Norwood,Reform,51,
Bolivar,North West Cleveland,State Auditor,,Stacey E. Pickering,R,549,
Bolivar,Pace,State Auditor,,Ashley Norwood,Reform,111,
Bolivar,Pace,State Auditor,,Stacey E. Pickering,R,57,
Bolivar,Renova,State Auditor,,Ashley Norwood,Reform,109,
Bolivar,Renova,State Auditor,,Stacey E. Pickering,R,29,
Bolivar,Shelby Precinct,State Auditor,,Ashley Norwood,Reform,367,
Bolivar,Shelby Precinct,State Auditor,,Stacey E. Pickering,R,123,
Bolivar,South Cleveland,State Auditor,,Ashley Norwood,Reform,315,
Bolivar,South Cleveland,State Auditor,,Stacey E. Pickering,R,73,
Bolivar,Scott,State Auditor,,Ashley Norwood,Reform,19,
Bolivar,Scott,State Auditor,,Stacey E. Pickering,R,38,
Bolivar,Skene,State Auditor,,Ashley Norwood,Reform,15,
Bolivar,Skene,State Auditor,,Stacey E. Pickering,R,143,
Bolivar,Stringtown,State Auditor,,Ashley Norwood,Reform,4,
Bolivar,Stringtown,State Auditor,,Stacey E. Pickering,R,27,
Bolivar,Shaw,State Auditor,,Ashley Norwood,Reform,392,
Bolivar,Shaw,State Auditor,,Stacey E. Pickering,R,182,
Bolivar,West Central Cleveland,State Auditor,,Ashley Norwood,Reform,77,
Bolivar,West Central Cleveland,State Auditor,,Stacey E. Pickering,R,558,
Bolivar,West Rosedale,State Auditor,,Ashley Norwood,Reform,127,
Bolivar,West Rosedale,State Auditor,,Stacey E. Pickering,R,95,
Bolivar,West Cleveland,State Auditor,,Ashley Norwood,Reform,103,
Bolivar,West Cleveland,State Auditor,,Stacey E. Pickering,R,964,
Bolivar,Winstonville,State Auditor,,Ashley Norwood,Reform,85,
Bolivar,Winstonville,State Auditor,,Stacey E. Pickering,R,26,
Bolivar,Beulah,State Treasurer,,Lynn Fitch,R,22,
Bolivar,Beulah,State Treasurer,,Connie Moran,D,90,
Bolivar,Beulah,State Treasurer,,Shawn O'Hara,Reform,6,
Bolivar,Benolt Precinct,State Treasurer,,Lynn Fitch,R,79,
Bolivar,Benolt Precinct,State Treasurer,,Connie Moran,D,88,
Bolivar,Benolt Precinct,State Treasurer,,Shawn O'Hara,Reform,11,
Bolivar,Boyle,State Treasurer,,Lynn Fitch,R,366,
Bolivar,Boyle,State Treasurer,,Connie Moran,D,118,
Bolivar,Boyle,State Treasurer,,Shawn O'Hara,Reform,14,
Bolivar,Cleveland Courthouse,State Treasurer,,Lynn Fitch,R,154,
Bolivar,Cleveland Courthouse,State Treasurer,,Connie Moran,D,50,
Bolivar,Cleveland Courthouse,State Treasurer,,Shawn O'Hara,Reform,5,
Bolivar,Choctaw,State Treasurer,,Lynn Fitch,R,34,
Bolivar,Choctaw,State Treasurer,,Connie Moran,D,81,
Bolivar,Choctaw,State Treasurer,,Shawn O'Hara,Reform,5,
Bolivar,Duncan-Alligator,State Treasurer,,Lynn Fitch,R,43,
Bolivar,Duncan-Alligator,State Treasurer,,Connie Moran,D,111,
Bolivar,Duncan-Alligator,State Treasurer,,Shawn O'Hara,Reform,6,
Bolivar,East Central Cleveland,State Treasurer,,Lynn Fitch,R,20,
Bolivar,East Central Cleveland,State Treasurer,,Connie Moran,D,238,
Bolivar,East Central Cleveland,State Treasurer,,Shawn O'Hara,Reform,15,
Bolivar,Eastgate,State Treasurer,,Lynn Fitch,R,70,
Bolivar,Eastgate,State Treasurer,,Connie Moran,D,269,
Bolivar,Eastgate,State Treasurer,,Shawn O'Hara,Reform,23,
Bolivar,East Rosedale,State Treasurer,,Lynn Fitch,R,28,
Bolivar,East Rosedale,State Treasurer,,Connie Moran,D,219,
Bolivar,East Rosedale,State Treasurer,,Shawn O'Hara,Reform,10,
Bolivar,East Cleveland,State Treasurer,,Lynn Fitch,R,51,
Bolivar,East Cleveland,State Treasurer,,Connie Moran,D,692,
Bolivar,East Cleveland,State Treasurer,,Shawn O'Hara,Reform,51,
Bolivar,Gunnison,State Treasurer,,Lynn Fitch,R,57,
Bolivar,Gunnison,State Treasurer,,Connie Moran,D,124,
Bolivar,Gunnison,State Treasurer,,Shawn O'Hara,Reform,19,
Bolivar,Longshot,State Treasurer,,Lynn Fitch,R,46,
Bolivar,Longshot,State Treasurer,,Connie Moran,D,15,
Bolivar,Longshot,State Treasurer,,Shawn O'Hara,Reform,2,
Bolivar,Mound Bayou,State Treasurer,,Lynn Fitch,R,83,
Bolivar,Mound Bayou,State Treasurer,,Connie Moran,D,596,
Bolivar,Mound Bayou,State Treasurer,,Shawn O'Hara,Reform,44,
Bolivar,Merigold,State Treasurer,,Lynn Fitch,R,97,
Bolivar,Merigold,State Treasurer,,Connie Moran,D,96,
Bolivar,Merigold,State Treasurer,,Shawn O'Hara,Reform,9,
Bolivar,North Cleveland,State Treasurer,,Lynn Fitch,R,103,
Bolivar,North Cleveland,State Treasurer,,Connie Moran,D,194,
Bolivar,North Cleveland,State Treasurer,,Shawn O'Hara,Reform,11,
Bolivar,North West Cleveland,State Treasurer,,Lynn Fitch,R,502,
Bolivar,North West Cleveland,State Treasurer,,Connie Moran,D,84,
Bolivar,North West Cleveland,State Treasurer,,Shawn O'Hara,Reform,20,
Bolivar,Pace,State Treasurer,,Lynn Fitch,R,47,
Bolivar,Pace,State Treasurer,,Connie Moran,D,136,
Bolivar,Pace,State Treasurer,,Shawn O'Hara,Reform,16,
Bolivar,Renova,State Treasurer,,Lynn Fitch,R,13,
Bolivar,Renova,State Treasurer,,Connie Moran,D,166,
Bolivar,Renova,State Treasurer,,Shawn O'Hara,Reform,8,
Bolivar,Shelby Precinct,State Treasurer,,Lynn Fitch,R,111,
Bolivar,Shelby Precinct,State Treasurer,,Connie Moran,D,492,
Bolivar,Shelby Precinct,State Treasurer,,Shawn O'Hara,Reform,46,
Bolivar,South Cleveland,State Treasurer,,Lynn Fitch,R,61,
Bolivar,South Cleveland,State Treasurer,,Connie Moran,D,438,
Bolivar,South Cleveland,State Treasurer,,Shawn O'Hara,Reform,26,
Bolivar,Scott,State Treasurer,,Lynn Fitch,R,36,
Bolivar,Scott,State Treasurer,,Connie Moran,D,43,
Bolivar,Scott,State Treasurer,,Shawn O'Hara,Reform,3,
Bolivar,Skene,State Treasurer,,Lynn Fitch,R,139,
Bolivar,Skene,State Treasurer,,Connie Moran,D,15,
Bolivar,Skene,State Treasurer,,Shawn O'Hara,Reform,6,
Bolivar,Stringtown,State Treasurer,,Lynn Fitch,R,31,
Bolivar,Stringtown,State Treasurer,,Connie Moran,D,4,
Bolivar,Stringtown,State Treasurer,,Shawn O'Hara,Reform,0,
Bolivar,Shaw,State Treasurer,,Lynn Fitch,R,154,
Bolivar,Shaw,State Treasurer,,Connie Moran,D,516,
Bolivar,Shaw,State Treasurer,,Shawn O'Hara,Reform,35,
Bolivar,West Central Cleveland,State Treasurer,,Lynn Fitch,R,532,
Bolivar,West Central Cleveland,State Treasurer,,Connie Moran,D,94,
Bolivar,West Central Cleveland,State Treasurer,,Shawn O'Hara,Reform,22,
Bolivar,West Rosedale,State Treasurer,,Lynn Fitch,R,76,
Bolivar,West Rosedale,State Treasurer,,Connie Moran,D,194,
Bolivar,West Rosedale,State Treasurer,,Shawn O'Hara,Reform,11,
Bolivar,West Cleveland,State Treasurer,,Lynn Fitch,R,892,
Bolivar,West Cleveland,State Treasurer,,Connie Moran,D,175,
Bolivar,West Cleveland,State Treasurer,,Shawn O'Hara,Reform,23,
Bolivar,Winstonville,State Treasurer,,Lynn Fitch,R,15,
Bolivar,Winstonville,State Treasurer,,Connie Moran,D,117,
Bolivar,Winstonville,State Treasurer,,Shawn O'Hara,Reform,11,
Bolivar,Beulah,Commissioner of Agriculture & Commerce,,Joel Gill,D,92,
Bolivar,Beulah,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,17,
Bolivar,Beulah,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,3,
Bolivar,Benolt Precinct,Commissioner of Agriculture & Commerce,,Joel Gill,D,107,
Bolivar,Benolt Precinct,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,62,
Bolivar,Benolt Precinct,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,5,
Bolivar,Boyle,Commissioner of Agriculture & Commerce,,Joel Gill,D,153,
Bolivar,Boyle,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,326,
Bolivar,Boyle,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,11,
Bolivar,Cleveland Courthouse,Commissioner of Agriculture & Commerce,,Joel Gill,D,55,
Bolivar,Cleveland Courthouse,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,148,
Bolivar,Cleveland Courthouse,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,5,
Bolivar,Choctaw,Commissioner of Agriculture & Commerce,,Joel Gill,D,87,
Bolivar,Choctaw,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,34,
Bolivar,Choctaw,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,4,
Bolivar,Duncan-Alligator,Commissioner of Agriculture & Commerce,,Joel Gill,D,111,
Bolivar,Duncan-Alligator,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,44,
Bolivar,Duncan-Alligator,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,7,
Bolivar,East Central Cleveland,Commissioner of Agriculture & Commerce,,Joel Gill,D,234,
Bolivar,East Central Cleveland,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,21,
Bolivar,East Central Cleveland,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,14,
Bolivar,Eastgate,Commissioner of Agriculture & Commerce,,Joel Gill,D,292,
Bolivar,Eastgate,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,41,
Bolivar,Eastgate,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,21,
Bolivar,East Rosedale,Commissioner of Agriculture & Commerce,,Joel Gill,D,221,
Bolivar,East Rosedale,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,25,
Bolivar,East Rosedale,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,8,
Bolivar,East Cleveland,Commissioner of Agriculture & Commerce,,Joel Gill,D,687,
Bolivar,East Cleveland,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,56,
Bolivar,East Cleveland,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,25,
Bolivar,Gunnison,Commissioner of Agriculture & Commerce,,Joel Gill,D,136,
Bolivar,Gunnison,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,52,
Bolivar,Gunnison,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,7,
Bolivar,Longshot,Commissioner of Agriculture & Commerce,,Joel Gill,D,17,
Bolivar,Longshot,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,44,
Bolivar,Longshot,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,1,
Bolivar,Mound Bayou,Commissioner of Agriculture & Commerce,,Joel Gill,D,613,
Bolivar,Mound Bayou,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,65,
Bolivar,Mound Bayou,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,41,
Bolivar,Merigold,Commissioner of Agriculture & Commerce,,Joel Gill,D,119,
Bolivar,Merigold,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,79,
Bolivar,Merigold,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,3,
Bolivar,North Cleveland,Commissioner of Agriculture & Commerce,,Joel Gill,D,213,
Bolivar,North Cleveland,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,82,
