candidate,office,district,party,county,votes
Preston E. Sullivan ,State House,22,Dem,Calhoun,571
Preston E. Sullivan ,State House,22,Dem,Chickasaw,4791
Preston E. Sullivan ,State House,22,Dem,Pontotoc,352
Preston E. Sullivan ,State House,22,Dem,,5714
Charles Jim Beckett ,State House,23,Rep,Calhoun,2608
Marshall W. Coleman ,State House,23,Dem,Calhoun,1849
Charles Jim Beckett ,State House,23,Rep,Clay,144
Marshall W. Coleman ,State House,23,Dem,Clay,211
Charles Jim Beckett ,State House,23,Rep,Oktibbeha,788
Marshall W. Coleman ,State House,23,Dem,Oktibbeha,725
Charles Jim Beckett ,State House,23,Rep,Webster,658
Marshall W. Coleman ,State House,23,Dem,Webster,509
Charles Jim Beckett ,State House,23,Rep,,4198
Marshall W. Coleman ,State House,23,Dem,,3294
Sidney W. Bondurant ,State House,24,Dem,Calhoun,117
Sidney W. Bondurant ,State House,24,Dem,Grenada,4942
Sidney W. Bondurant ,State House,24,Dem,Yalobusha,652
Sidney W. Bondurant ,State House,24,Dem,,5711
Gail Giaramita ,State House,25,Rep,Coahoma,623
John May ,State House,25,Dem,Coahoma,1337
Gail Giaramita ,State House,25,Rep,Desoto,1171
John May ,State House,25,Dem,Desoto,714
Gail Giaramita ,State House,25,Rep,Tunica,99
John May ,State House,25,Dem,Tunica,221
Gail Giaramita ,State House,25,Rep,,1893
John May ,State House,25,Dem,,2272
Chuck Espy ,State House,26,Dem,Coahoma,2163
Chuck Espy ,State House,26,Dem,Quitman,465
Chuck Espy ,State House,26,Dem,,2628
Ricky Gill ,State House,27,Rep,Attala,602
Ferr Smith ,State House,27,Dem,Attala,1054
Ricky Gill ,State House,27,Rep,Leake,354
Ferr Smith ,State House,27,Dem,Leake,1103
Ricky Gill ,State House,27,Rep,Madison,304
Ferr Smith ,State House,27,Dem,Madison,1178
Ricky Gill ,State House,27,Rep,Yazoo,655
Ferr Smith ,State House,27,Dem,Yazoo,784
Ricky Gill ,State House,27,Rep,,1915
Ferr Smith ,State House,27,Dem,,4119
David Norquist ,State House,28,Dem,Bolivar,2915
David Norquist ,State House,28,Dem,Sunflower,529
David Norquist ,State House,28,Dem,Washington,1332
David Norquist ,State House,28,Dem,,4776
Robert E. Huddleston ,State House,30,Dem,Bolivar,577
Robert E. Huddleston ,State House,30,Dem,Leflore,119
Robert E. Huddleston ,State House,30,Dem,Quitman,309
Robert E. Huddleston ,State House,30,Dem,Sunflower,905
Robert E. Huddleston ,State House,30,Dem,Tallahatchie,1272
Robert E. Huddleston ,State House,30,Dem,,5092
"Thomas U. ""Tommy"" Reynolds ",State House,33,Dem,Lafayette,771
"Thomas U. ""Tommy"" Reynolds ",State House,33,Dem,Tallahatchie,2537
"Thomas U. ""Tommy"" Reynolds ",State House,33,Dem,Yalobusha,2214
"Thomas U. ""Tommy"" Reynolds ",State House,33,Dem,,8830
Marvin J. Cochran ,State House,34,Rep,Carroll,536
Linda Whittington ,State House,34,Dem,Carroll,840
Marvin J. Cochran ,State House,34,Rep,Holmes,15
Linda Whittington ,State House,34,Dem,Holmes,71
Marvin J. Cochran ,State House,34,Rep,Humphreys,309
Linda Whittington ,State House,34,Dem,Humphreys,399
Marvin J. Cochran ,State House,34,Rep,Leflore,495
Linda Whittington ,State House,34,Dem,Leflore,953
Marvin J. Cochran ,State House,34,Rep,Montgomery,293
Linda Whittington ,State House,34,Dem,Montgomery,832
Marvin J. Cochran ,State House,34,Rep,Washington,952
Linda Whittington ,State House,34,Dem,Washington,374
Marvin J. Cochran ,State House,34,Rep,,2600
Linda Whittington ,State House,34,Dem,,3469
Dannie Reed ,State House,35,Rep,Choctaw,2064
Dannie Reed ,State House,35,Rep,Grenada,82
Dannie Reed ,State House,35,Rep,Oktibbeha,1505
Dannie Reed ,State House,35,Rep,Webster,2423
Dannie Reed ,State House,35,Rep,,6074
David Gibbs ,State House,36,Dem,Clay,4348
David Gibbs ,State House,36,Dem,Lowndes,186
David Gibbs ,State House,36,Dem,Monroe,1559
David Gibbs ,State House,36,Dem,,6093
Gary A. Chism ,State House,37,Rep,Clay,956
"J. C. ""Jim"" Patton, Jr. ",State House,37,Dem,Clay,888
Gary A. Chism ,State House,37,Rep,Lowndes,1596
"J. C. ""Jim"" Patton, Jr. ",State House,37,Dem,Lowndes,430
Gary A. Chism ,State House,37,Rep,Oktibbeha,1088
"J. C. ""Jim"" Patton, Jr. ",State House,37,Dem,Oktibbeha,1799
Gary A. Chism ,State House,37,Rep,,3640
"J. C. ""Jim"" Patton, Jr. ",State House,37,Dem,,3117
Tyrone Ellis ,State House,38,Dem,Clay,350
Tyrone Ellis ,State House,38,Dem,Lowndes,754
Tyrone Ellis ,State House,38,Dem,Noxubee,562
Tyrone Ellis ,State House,38,Dem,Oktibbeha,3615
Tyrone Ellis ,State House,38,Dem,,5281
Reecy L. Dickson ,State House,42,Dem,Kemper,2014
Janie R. Gregg ,State House,42,Rep,Kemper,1008
Reecy L. Dickson ,State House,42,Dem,Lauderdale,230
Janie R. Gregg ,State House,42,Rep,Lauderdale,156
Reecy L. Dickson ,State House,42,Dem,Noxubee,1816
Janie R. Gregg ,State House,42,Rep,Noxubee,771
Reecy L. Dickson ,State House,42,Dem,,4060
Janie R. Gregg ,State House,42,Rep,,1935
James Gale Gregory ,State House,43,Rep,Kemper,420
Russ C. Nowell ,State House,43,Dem,Kemper,230
Harvey Love Darden ,State House,43,Ind,Kemper,21
James Gale Gregory ,State House,43,Rep,Noxubee,29
Russ C. Nowell ,State House,43,Dem,Noxubee,6
Harvey Love Darden ,State House,43,Ind,Noxubee,0
James Gale Gregory ,State House,43,Rep,Winston,3292
Russ C. Nowell ,State House,43,Dem,Winston,3571
Harvey Love Darden ,State House,43,Ind,Winston,599
James Gale Gregory ,State House,43,Rep,,3741
Russ C. Nowell ,State House,43,Dem,,3807
Harvey Love Darden ,State House,43,Ind,,620
Bennett Malone ,State House,45,Dem,Leake,2191
Jay W. Mathis ,State House,45,Rep,Leake,1898
Bennett Malone ,State House,45,Dem,Neshoba,186
Jay W. Mathis ,State House,45,Rep,Neshoba,76
Bennett Malone ,State House,45,Dem,Rankin,208
Jay W. Mathis ,State House,45,Rep,Rankin,197
Bennett Malone ,State House,45,Dem,Scott,562
Jay W. Mathis ,State House,45,Rep,Scott,298
Bennett Malone ,State House,45,Dem,,3147
Jay W. Mathis ,State House,45,Rep,,2469
Bobby B. Howell ,State House,46,Rep,Attala,260
Bobby B. Howell ,State House,46,Rep,Carroll,1820
Bobby B. Howell ,State House,46,Rep,Grenada,905
Bobby B. Howell ,State House,46,Rep,Leflore,1530
Bobby B. Howell ,State House,46,Rep,Montgomery,2719
Bobby B. Howell ,State House,46,Rep,,11749
Bryant Wandrick Clark ,State House,47,Dem,Attala,53
Bryant Wandrick Clark ,State House,47,Dem,Holmes,3141
Bryant Wandrick Clark ,State House,47,Dem,Yazoo,1612
Bryant Wandrick Clark ,State House,47,Dem,,4806
Mary Ann Stevens ,State House,48,Dem,Attala,2834
Mary Ann Stevens ,State House,48,Dem,Carroll,432
Mary Ann Stevens ,State House,48,Dem,Choctaw,449
Mary Ann Stevens ,State House,48,Dem,Holmes,1693
Mary Ann Stevens ,State House,48,Dem,Humphreys,159
Mary Ann Stevens ,State House,48,Dem,Leake,227
Mary Ann Stevens ,State House,48,Dem,,5794
"Rufus E. ""Pete"" Straughter ",State House,51,Dem,Humphreys,2415
"Rufus E. ""Pete"" Straughter ",State House,51,Dem,Issaquena,203
"Rufus E. ""Pete"" Straughter ",State House,51,Dem,Sharkey,1299
"Rufus E. ""Pete"" Straughter ",State House,51,Dem,Washington,166
"Rufus E. ""Pete"" Straughter ",State House,51,Dem,Yazoo,1220
"Rufus E. ""Pete"" Straughter ",State House,51,Dem,,5303
Tommy Woods ,State House,52,Rep,Desoto,2669
Tommy Woods ,State House,52,Rep,Marshall,600
Tommy Woods ,State House,52,Rep,,3269
Bobby Moak ,State House,53,Dem,Amite,328
Carl Mason ,State House,53,Cns,Amite,107
Bobby Moak ,State House,53,Dem,Franklin,1308
Carl Mason ,State House,53,Cns,Franklin,331
Bobby Moak ,State House,53,Dem,Lawrence,504
Carl Mason ,State House,53,Cns,Lawrence,176
Bobby Moak ,State House,53,Dem,Lincoln,2285
Carl Mason ,State House,53,Cns,Lincoln,787
Bobby Moak ,State House,53,Dem,Pike,305
Carl Mason ,State House,53,Cns,Pike,75
Bobby Moak ,State House,53,Dem,,4730
Carl Mason ,State House,53,Cns,,1476
Alex Monsour ,State House,54,Rep,Issaquena,253
"Jennifer ""Jenny"" Thomas ",State House,54,Dem,Issaquena,233
"Thomas ""Tom"" Setser ",State House,54,Ind,Issaquena,24
Alex Monsour ,State House,54,Rep,Sharkey,242
"Jennifer ""Jenny"" Thomas ",State House,54,Dem,Sharkey,178
"Thomas ""Tom"" Setser ",State House,54,Ind,Sharkey,50
Alex Monsour ,State House,54,Rep,Warren,4466
"Jennifer ""Jenny"" Thomas ",State House,54,Dem,Warren,1264
"Thomas ""Tom"" Setser ",State House,54,Ind,Warren,735
Alex Monsour ,State House,54,Rep,,4961
"Jennifer ""Jenny"" Thomas ",State House,54,Dem,,1675
"Thomas ""Tom"" Setser ",State House,54,Ind,,809
Philip Gunn ,State House,56,Rep,Hinds,2523
Philip Gunn ,State House,56,Rep,Madison,3424
Philip Gunn ,State House,56,Rep,Warren,605
Philip Gunn ,State House,56,Rep,Yazoo,2196
Philip Gunn ,State House,56,Rep,,8748
John L. Moore ,State House,60,Rep,Rankin,5781
John L. Moore ,State House,60,Rep,Simpson,184
John L. Moore ,State House,60,Rep,,5965
Tom Weathersby ,State House,62,Rep,Copiah,2089
Jim Giles ,State House,62,Ind,Copiah,529
Tom Weathersby ,State House,62,Rep,Rankin,4203
Jim Giles ,State House,62,Ind,Rankin,730
Tom Weathersby ,State House,62,Rep,Simpson,32
Jim Giles ,State House,62,Ind,Simpson,1
Tom Weathersby ,State House,62,Rep,,6324
Jim Giles ,State House,62,Ind,,1260
Bill Denny ,State House,64,Rep,Hinds,5853
Bill Denny ,State House,64,Rep,Madison,798
Bill Denny ,State House,64,Rep,,6651
Mary H. Coleman ,State House,65,Dem,Hinds,4470
Mary H. Coleman ,State House,65,Dem,Madison,385
Mary H. Coleman ,State House,65,Dem,,4855
John Reeves ,State House,71,Rep,Hinds,925
Adrianne Wooten ,State House,71,Dem,Hinds,1081
John Reeves ,State House,71,Rep,Rankin,206
Adrianne Wooten ,State House,71,Dem,Rankin,222
John Reeves ,State House,71,Rep,,1131
Adrianne Wooten ,State House,71,Dem,,1303
Kimberly L. Campbell ,State House,72,Dem,Hinds,6126
Kimberly L. Campbell ,State House,72,Dem,Madison,336
Kimberly L. Campbell ,State House,72,Dem,,6462
Mark Baker ,State House,74,Rep,Madison,3280
Mark Baker ,State House,74,Rep,Rankin,6777
Mark Baker ,State House,74,Rep,,10057
"Greg Holloway, Sr. ",State House,76,Dem,Copiah,4236
"Greg Holloway, Sr. ",State House,76,Dem,Claiborne,717
"Greg Holloway, Sr. ",State House,76,Dem,Hinds,247
"Greg Holloway, Sr. ",State House,76,Dem,,5200
Dale Berry ,State House,77,Dem,Rankin,114
Andy Gipson ,State House,77,Rep,Rankin,247
Lynn McLean ,State House,77,Grn,Rankin,3
Dale Berry ,State House,77,Dem,Simpson,2853
Andy Gipson ,State House,77,Rep,Simpson,3905
Lynn McLean ,State House,77,Grn,Simpson,79
Dale Berry ,State House,77,Dem,Smith,161
Andy Gipson ,State House,77,Rep,Smith,301
Lynn McLean ,State House,77,Grn,Smith,7
Dale Berry ,State House,77,Dem,,3128
Andy Gipson ,State House,77,Rep,,4453
Lynn McLean ,State House,77,Grn,,89
Billy R. Nicholson ,State House,78,Dem,Neshoba,615
"Randal ""Randy"" Rushing ",State House,78,Rep,Neshoba,430
Billy R. Nicholson ,State House,78,Dem,Newton,2557
"Randal ""Randy"" Rushing ",State House,78,Rep,Newton,1866
Billy R. Nicholson ,State House,78,Dem,Scott,305
"Randal ""Randy"" Rushing ",State House,78,Rep,Scott,307
Billy R. Nicholson ,State House,78,Dem,,3477
"Randal ""Randy"" Rushing ",State House,78,Rep,,2603
Bill Allen ,State House,79,Rep,Covington,249
"Blaine ""Bo"" Eaton ",State House,79,Dem,Covington,977
Bill Allen ,State House,79,Rep,Jones,602
"Blaine ""Bo"" Eaton ",State House,79,Dem,Jones,1093
Bill Allen ,State House,79,Rep,Smith,2223
"Blaine ""Bo"" Eaton ",State House,79,Dem,Smith,3195
Bill Allen ,State House,79,Rep,,3074
"Blaine ""Bo"" Eaton ",State House,79,Dem,,5265
Omeria Scott ,State House,80,Dem,Clarke,745
Timothy Delrie ,State House,80,Cns,Clarke,160
Omeria Scott ,State House,80,Dem,Jasper,1293
Timothy Delrie ,State House,80,Cns,Jasper,162
Omeria Scott ,State House,80,Dem,Jones,2594
Timothy Delrie ,State House,80,Cns,Jones,496
Omeria Scott ,State House,80,Dem,,4632
Timothy Delrie ,State House,80,Cns,,818
"Stephen A. ""Steve"" Horne ",State House,81,Rep,Clarke,404
"Stephen A. ""Steve"" Horne ",State House,81,Rep,Lauderdale,4956
"Stephen A. ""Steve"" Horne ",State House,81,Rep,,5360
Greg Snowden ,State House,83,Rep,Clarke,856
Greg Snowden ,State House,83,Rep,Lauderdale,3024
Greg Snowden ,State House,83,Rep,,3880
"David ""Tad"" Campbell ",State House,84,Rep,Clarke,2170
"William G. ""Billy"" Lee ",State House,84,Dem,Clarke,371
"Cecil ""Matt"" Hemphill ",State House,84,Ind,Clarke,306
"David ""Tad"" Campbell ",State House,84,Rep,Jasper,35
"William G. ""Billy"" Lee ",State House,84,Dem,Jasper,20
"Cecil ""Matt"" Hemphill ",State House,84,Ind,Jasper,3
"David ""Tad"" Campbell ",State House,84,Rep,Lauderdale,4043
"William G. ""Billy"" Lee ",State House,84,Dem,Lauderdale,544
"Cecil ""Matt"" Hemphill ",State House,84,Ind,Lauderdale,205
"David ""Tad"" Campbell ",State House,84,Rep,Newton,167
"William G. ""Billy"" Lee ",State House,84,Dem,Newton,19
"Cecil ""Matt"" Hemphill ",State House,84,Ind,Newton,15
"David ""Tad"" Campbell ",State House,84,Rep,,6415
"William G. ""Billy"" Lee ",State House,84,Dem,,954
"Cecil ""Matt"" Hemphill ",State House,84,Ind,,529
"America ""Chuck"" Middleton ",State House,85,Dem,Adams,888
"America ""Chuck"" Middleton ",State House,85,Dem,Claiborne,2289
"America ""Chuck"" Middleton ",State House,85,Dem,Hinds,94
"America ""Chuck"" Middleton ",State House,85,Dem,Jefferson,2445
"America ""Chuck"" Middleton ",State House,85,Dem,Warren,334
"America ""Chuck"" Middleton ",State House,85,Dem,,6050
Albert D. Busby ,State House,86,Rep,Clarke,97
Sherra Hillman Lane ,State House,86,Dem,Clarke,115
Albert D. Busby ,State House,86,Rep,Perry,297
Sherra Hillman Lane ,State House,86,Dem,Perry,468
Albert D. Busby ,State House,86,Rep,Wayne,2509
Sherra Hillman Lane ,State House,86,Dem,Wayne,4029
Albert D. Busby ,State House,86,Rep,,2903
Sherra Hillman Lane ,State House,86,Dem,,4612
Daniel Kilpatrick ,State House,87,Rep,Jasper,878
Johnny W. Stringer ,State House,87,Dem,Jasper,2986
Daniel Kilpatrick ,State House,87,Rep,Jones,425
Johnny W. Stringer ,State House,87,Dem,Jones,592
Daniel Kilpatrick ,State House,87,Rep,Newton,351
Johnny W. Stringer ,State House,87,Dem,Newton,1156
Daniel Kilpatrick ,State House,87,Rep,,1654
Johnny W. Stringer ,State House,87,Dem,,4734
Gary V. Staples ,State House,88,Rep,Jones,6181
Gary V. Staples ,State House,88,Rep,Perry,821
Gary V. Staples ,State House,88,Rep,,7002
"Joe ""J. L."" Warren ",State House,90,Dem,Covington,5074
"Joe ""J. L."" Warren ",State House,90,Dem,Forrest,151
"Joe ""J. L."" Warren ",State House,90,Dem,Jefferson Davis,1958
"Joe ""J. L."" Warren ",State House,90,Dem,Marion,86
"Joe ""J. L."" Warren ",State House,90,Dem,Simpson,679
"Joe ""J. L."" Warren ",State House,90,Dem,,7948
Bob Evans ,State House,91,Dem,Copiah,154
Bob Evans ,State House,91,Dem,Covington,186
Bob Evans ,State House,91,Dem,Jefferson Davis,3063
Bob Evans ,State House,91,Dem,Lawrence,2616
Bob Evans ,State House,91,Dem,Simpson,643
Bob Evans ,State House,91,Dem,,6662
Becky Currie ,State House,92,Rep,Copiah,129
D. W. Maxwell ,State House,92,Dem,Copiah,45
Becky Currie ,State House,92,Rep,Franklin,667
D. W. Maxwell ,State House,92,Dem,Franklin,213
Becky Currie ,State House,92,Rep,Lincoln,4071
D. W. Maxwell ,State House,92,Dem,Lincoln,2040
Becky Currie ,State House,92,Rep,,4867
D. W. Maxwell ,State House,92,Dem,,2298
John Thomas Cripps ,State House,93,Rep,Forrest,87
Dirk D. Dedeaux ,State House,93,Dem,Forrest,77
John Thomas Cripps ,State House,93,Rep,Hancock,776
Dirk D. Dedeaux ,State House,93,Dem,Hancock,2580
John Thomas Cripps ,State House,93,Rep,Harrison,204
Dirk D. Dedeaux ,State House,93,Dem,Harrison,392
John Thomas Cripps ,State House,93,Rep,Lamar,98
Dirk D. Dedeaux ,State House,93,Dem,Lamar,421
John Thomas Cripps ,State House,93,Rep,Pearl River,138
Dirk D. Dedeaux ,State House,93,Dem,Pearl River,314
John Thomas Cripps ,State House,93,Rep,Stone,390
Dirk D. Dedeaux ,State House,93,Dem,Stone,1400
John Thomas Cripps ,State House,93,Rep,,1693
Dirk D. Dedeaux ,State House,93,Dem,,5184
"Robert L. Johnson, III ",State House,94,Dem,Adams,3701
"Robert L. Johnson, III ",State House,94,Dem,Claiborne,67
"Robert L. Johnson, III ",State House,94,Dem,Jefferson,257
"Robert L. Johnson, III ",State House,94,Dem,,4025
Jessica Upshaw ,State House,95,Rep,Hancock,2340
Jessica Upshaw ,State House,95,Rep,Harrison,2982
Jessica Upshaw ,State House,95,Rep,,7662
Angela Cockerham ,State House,96,Dem,Adams,446
Angela Cockerham ,State House,96,Dem,Amite,2678
Angela Cockerham ,State House,96,Dem,Pike,355
Angela Cockerham ,State House,96,Dem,Wilkinson,2338
Angela Cockerham ,State House,96,Dem,,5817
Sam C. Mims V ,State House,97,Rep,Adams,1686
Sam C. Mims V ,State House,97,Rep,Amite,1125
Sam C. Mims V ,State House,97,Rep,Franklin,26
Sam C. Mims V ,State House,97,Rep,Lawrence,317
Sam C. Mims V ,State House,97,Rep,Pike,3693
Sam C. Mims V ,State House,97,Rep,Walthall,206
Sam C. Mims V ,State House,97,Rep,,4242
David W. Myers ,State House,98,Dem,Pike,4612
David W. Myers ,State House,98,Dem,Walthall,358
David W. Myers ,State House,98,Dem,,4970
Winston E. Fortenberry ,State House,99,Dem,Lamar,229
Bill Pigott ,State House,99,Rep,Lamar,629
Winston E. Fortenberry ,State House,99,Dem,Marion,1425
Bill Pigott ,State House,99,Rep,Marion,1587
Winston E. Fortenberry ,State House,99,Dem,Pike,329
Bill Pigott ,State House,99,Rep,Pike,402
Winston E. Fortenberry ,State House,99,Dem,Walthall,2016
Bill Pigott ,State House,99,Rep,Walthall,1617
Winston E. Fortenberry ,State House,99,Dem,,3999
Bill Pigott ,State House,99,Rep,,4235
"O. K. ""Kenny"" Moore ",State House,100,Dem,Jefferson Davis,126
Ken Morgan ,State House,100,Rep,Jefferson Davis,62
"O. K. ""Kenny"" Moore ",State House,100,Dem,Lamar,564
Ken Morgan ,State House,100,Rep,Lamar,1385
"O. K. ""Kenny"" Moore ",State House,100,Dem,Marion,2952
Ken Morgan ,State House,100,Rep,Marion,3080
"O. K. ""Kenny"" Moore ",State House,100,Dem,,3642
Ken Morgan ,State House,100,Rep,,4527
Harvey A. Fillingane ,State House,101,Rep,Forrest,157
Harvey A. Fillingane ,State House,101,Rep,Lamar,7740
Harvey A. Fillingane ,State House,101,Rep,,7897
Toby Barker ,State House,102,Rep,Forrest,2889
Jolly Matthews ,State House,102,Dem,,1699
Toby Barker ,State House,102,Rep,Lamar,66
Jolly Matthews ,State House,102,Dem,,67
Toby Barker ,State House,102,Rep,,2955
Jolly Matthews ,State House,102,Dem,,1766
Larry Byrd ,State House,104,Rep,Forrest,5175
Larry Byrd ,State House,104,Rep,Lamar,1023
Larry Byrd ,State House,104,Rep,,6198
Ladd Pulliam ,State House,105,Rep,Forrest,72
J. Shaun Walley ,State House,105,Dem,Forrest,47
Ladd Pulliam ,State House,105,Rep,George,166
J. Shaun Walley ,State House,105,Dem,George,308
Ladd Pulliam ,State House,105,Rep,Greene,1733
J. Shaun Walley ,State House,105,Dem,Greene,1776
Ladd Pulliam ,State House,105,Rep,Perry,628
J. Shaun Walley ,State House,105,Dem,Perry,1205
Ladd Pulliam ,State House,105,Rep,Wayne,160
J. Shaun Walley ,State House,105,Dem,Wayne,464
Ladd Pulliam ,State House,105,Rep,,2759
J. Shaun Walley ,State House,105,Dem,,3800
Herb Frierson ,State House,106,Rep,Lamar,162
Herb Frierson ,State House,106,Rep,Pearl River,5684
Herb Frierson ,State House,106,Rep,,5846
Deryk Parker ,State House,107,Dem,Forrest,281
Deryk Parker ,State House,107,Dem,George,3533
Deryk Parker ,State House,107,Dem,Jackson,61
Deryk Parker ,State House,107,Dem,Stone,2498
Deryk Parker ,State House,107,Dem,,6373
"Joe Louis Biggs, Sr. ",State House,109,Dem,George,206
Frank Hamilton ,State House,109,Rep,George,681
"Joe Louis Biggs, Sr. ",State House,109,Dem,Jackson,914
Frank Hamilton ,State House,109,Rep,Jackson,4651
"Joe Louis Biggs, Sr. ",State House,109,Dem,,1120
Frank Hamilton ,State House,109,Rep,,5332
"Daniel D. ""Danny"" Guice, Jr. ",State House,114,Rep,Harrison,1075
"Daniel D. ""Danny"" Guice, Jr. ",State House,114,Rep,Jackson,3475
"Daniel D. ""Danny"" Guice, Jr. ",State House,114,Rep,,4550
Doug Davis ,State Senate,1,Rep,DeSoto,6948
Terry W. Brown ,State Senate,17,Rep,Lowndes,10805
Merle Flowers ,State Senate,19,Rep,Desoto,7278
Bryant Scott Walker ,State Senate,19,Dem,Desoto,2051
Hillman Terome Frazier ,State Senate,27,Dem,Hinds,10429
Alice Varnado Harden ,State Senate,28,Dem,Hinds,7329
David Blount ,State Senate,29,Dem,Hinds,9567
Richard G. White ,State Senate,29,Rep,Hinds,6924
Dean Kirby ,State Senate,30,Rep,Rankin,13499
"Martin C. ""Popcorn"" Beech ",State Senate,42,Dem,Jones,6596
Chris McDaniels ,State Senate,42,Rep,Jones,10261
Deborah Dawkins ,State Senate,48,Dem,Harrison,4707
Ashley Skellie ,State Senate,48,Rep,Harrison,4145
Billy Hewes ,State Senate,49,Rep,Harrison,10564
"Thomas A. ""Tommy"" Gollott ",State Senate,50,Rep,Harrison,5936
David Rogers ,State Senate,50,Cns,Harrison,1326
Ray Vecchio ,State Senate,51,Dem,Jackson,3490
Michael Watson ,State Senate,51,Rep,Jackson,10305
"T. O. ""Tommy"" Moffatt ",State Senate,52,Rep,Jackson,8985
Jim Wilson ,State Senate,52,Dem,Jackson,4017
Harvey Moss ,State House,2,Dem,Alcorn,3408
John Orman ,State House,2,Rep,Alcorn,2426
E. Forrest Hamilton,State House,6,,Desoto,5174
Wanda Jennings ,State House,7,Rep,Desoto,3016
Noal Akins ,State House,12,Rep,Lafayette,2390
Jim Payne ,State House,12,Dem,Lafayette,1439
Mac Huddleston ,State House,15,Rep,Pontotoc,4532
Pat Montgomery ,State House,15,Dem,Pontotoc,3076
Ron Brandon ,State House,15,Cns,Pontotoc,190
J. Everett Dutschke ,State House,16,Rep,Lee,1425
Steve Holland ,State House,16,Dem,Lee,3551
Melvin Brown ,State House,16,Green,Lee,262
Brian Aldridge ,State House,17,Rep,Lee,3670
Michael E. Stafford ,State House,17,Dem,Lee,2813
Linda F. Coleman ,State House,29,Dem,Bolivar,3706
Sara Richardson Thomas ,State House,31,Dem,Sunflower,4055
"Willie J. Perkins, Sr. ",State House,32,Dem,Leflore,2769
"Troy D. Brown, Sr. ",State House,32,Rep,Leflore,1466
"Jeffrey C. ""Jeff"" Smith ",State House,39,Dem,Lowndes,6778
"W. T. ""Ted"" Mayhall, Jr.",State House,40,,Desoto,1847
Esther M. Harrison ,State House,41,Dem,Lowndes,3655
C. Scott Bounds ,State House,44,Dem,Neshoba,5060
Danny Ray Petty ,State House,44,Rep,Neshoba,1119
Willie L. Bailey ,State House,49,Dem,Washington,2345
John W. Hines ,State House,50,Dem,Washington,2552
"George Flaggs, Jr. ",State House,55,Dem,Warren,4046
Rick McAlister ,State House,55,Rep,Warren,1486
"Edward Blackmon, Jr. ",State House,57,Dem,Madison,5117
Rita Martinson ,State House,58,Rep,Madison,8288
Kevin McGee ,State House,59,Rep,Rankin,8265
Ponto R. Dowining ,State House,61,Dem,Rankin,1189
Ray Rogers ,State House,61,Rep,Rankin,4764
"Walter Lonzo Robinson, Jr. ",State House,63,Dem,Hinds,5286
Cecil Brown ,State House,66,Dem,Hinds,3265
Cory Wilson ,State House,66,Rep,Hinds,1760
Earle S. Banks ,State House,67,Dem,Hinds,3862
Credell Calhoun ,State House,68,Dem,Hinds,3507
Alyce Griffin Clarke ,State House,69,Dem,Hinds,3139
"James ""Jim"" Evans ",State House,70,Dem,Hinds,3077
Jim Ellington ,State House,73,Rep,Hinds,5474
Kevin D. Lavine ,State House,73,Dem,Hinds,3111
"Tracy L. Arinder, Jr. ",State House,75,Dem,Scott,4120
John Weatherford ,State House,75,Rep,Scott,1424
Bobby Ray Smith ,State House,82,Rep,Lauderdale,1248
"Charles L. Young, Sr. ",State House,82,Dem,Lauderdale,2415
Bobby Shows ,State House,89,Dem,Jones,6534
Percy W. Watson ,State House,103,Dem,Forrest,4316
Mark Formby ,State House,108,Rep,Pearl River,5550
Billy Broomfield ,State House,110,Dem,Jackson,4406
Brandon Jones ,State House,111,Dem,Jackson,2746
Tim Lee ,State House,111,Rep,Jackson,2735
John O. Read ,State House,112,Rep,Jackson,5368
"Henry ""Hank"" B. Zuber, III ",State House,113,Rep,Jackson,5459
Randall H. Patterson ,State House,115,Dem,Harrison,1751
Steven Palazzo ,State House,116,Rep,Harrison,3813
Michael W. Janus ,State House,117,Rep,Harrison,3739
Roger Ishee ,State House,118,Rep,Harrison,4840
Frances Fredericks ,State House,119,Dem,Harrison,2952
Richard Bennett ,State House,120,Rep,Harrison,2913
Ed Hatem ,State House,120,Dem,Harrison,1912
Diane C. Peranich ,State House,121,Dem,Harrison,3230
J. P. Compretta ,State House,122,Dem,Hancock,3776
