county,office,district,candidate,party,votes
Calhoun,Secretary Of State,,Johnny DuPree,Democrat,1575
Carroll,Secretary Of State,,Johnny DuPree,Democrat,1257
Chickasaw,Secretary Of State,,Johnny DuPree,Democrat,3009
Choctaw,Secretary Of State,,Johnny DuPree,Democrat,829
Claiborne,Secretary Of State,,Johnny DuPree,Democrat,2981
Clarke,Secretary Of State,,Johnny DuPree,Democrat,2149
Clay,Secretary Of State,,Johnny DuPree,Democrat,4070
Coahoma,Secretary Of State,,Johnny DuPree,Democrat,3136
Copiah,Secretary Of State,,Johnny DuPree,Democrat,5047
Covington,Secretary Of State,,Johnny DuPree,Democrat,2751
DeSoto,Secretary Of State,,Johnny DuPree,Democrat,12062
Forrest,Secretary Of State,,Johnny DuPree,Democrat,8241
Franklin,Secretary Of State,,Johnny DuPree,Democrat,1289
George,Secretary Of State,,Johnny DuPree,Democrat,714
Greene,Secretary Of State,,Johnny DuPree,Democrat,923
Grenada,Secretary Of State,,Johnny DuPree,Democrat,3204
Hancock,Secretary Of State,,Johnny DuPree,Democrat,2737
Harrison,Secretary Of State,,Johnny DuPree,Democrat,15369
Hinds,Secretary Of State,,Johnny DuPree,Democrat,52334
Holmes,Secretary Of State,,Johnny DuPree,Democrat,4932
Humphreys,Secretary Of State,,Johnny DuPree,Democrat,1984
Issaquena,Secretary Of State,,Johnny DuPree,Democrat,244
Itawamba,Secretary Of State,,Johnny DuPree,Democrat,1026
Jackson,Secretary Of State,,Johnny DuPree,Democrat,9653
Jasper,Secretary Of State,,Johnny DuPree,Democrat,3118
Jeff Davis,Secretary Of State,,Johnny DuPree,Democrat,2811
Jefferson,Secretary Of State,,Johnny DuPree,Democrat,2726
Jones,Secretary Of State,,Johnny DuPree,Democrat,6046
Kemper,Secretary Of State,,Johnny DuPree,Democrat,2433
Lafayette,Secretary Of State,,Johnny DuPree,Democrat,6526
Lamar,Secretary Of State,,Johnny DuPree,Democrat,3763
Lauderdale,Secretary Of State,,Johnny DuPree,Democrat,7871
Lawrence,Secretary Of State,,Johnny DuPree,Democrat,1811
Leake,Secretary Of State,,Johnny DuPree,Democrat,2835
Lee,Secretary Of State,,Johnny DuPree,Democrat,8139
Leflore,Secretary Of State,,Johnny DuPree,Democrat,5098
Lincoln,Secretary Of State,,Johnny DuPree,Democrat,3449
Lowndes,Secretary Of State,,Johnny DuPree,Democrat,7868
Madison,Secretary Of State,,Johnny DuPree,Democrat,15691
Marion,Secretary Of State,,Johnny DuPree,Democrat,2919
Marshall,Secretary Of State,,Johnny DuPree,Democrat,4473
Monroe,Secretary Of State,,Johnny DuPree,Democrat,4303
Montgomery,Secretary Of State,,Johnny DuPree,Democrat,1599
Neshoba,Secretary Of State,,Johnny DuPree,Democrat,2332
Newton,Secretary Of State,,Johnny DuPree,Democrat,2215
Noxubee,Secretary Of State,,Johnny DuPree,Democrat,2543
Oktibbeha,Secretary Of State,,Johnny DuPree,Democrat,6139
Panola,Secretary Of State,,Johnny DuPree,Democrat,5585
Pearl River,Secretary Of State,,Johnny DuPree,Democrat,2439
Perry,Secretary Of State,,Johnny DuPree,Democrat,1122
Pike,Secretary Of State,,Johnny DuPree,Democrat,6109
Pontotoc,Secretary Of State,,Johnny DuPree,Democrat,2080
Prentiss,Secretary Of State,,Johnny DuPree,Democrat,1872
Quitman,Secretary Of State,,Johnny DuPree,Democrat,1687
Rankin,Secretary Of State,,Johnny DuPree,Democrat,11631
Scott,Secretary Of State,,Johnny DuPree,Democrat,3310
Sharkey,Secretary Of State,,Johnny DuPree,Democrat,1005
Simpson,Secretary Of State,,Johnny DuPree,Democrat,3301
Smith,Secretary Of State,,Johnny DuPree,Democrat,1704
Stone,Secretary Of State,,Johnny DuPree,Democrat,1257
Sunflower,Secretary Of State,,Johnny DuPree,Democrat,4185
Tallahatchie,Secretary Of State,,Johnny DuPree,Democrat,2597
Tate,Secretary Of State,,Johnny DuPree,Democrat,2675
Tippah,Secretary Of State,,Johnny DuPree,Democrat,1434
Tishomingo,Secretary Of State,,Johnny DuPree,Democrat,1224
Tunica,Secretary Of State,,Johnny DuPree,Democrat,1518
Union,Secretary Of State,,Johnny DuPree,Democrat,1664
Walthall,Secretary Of State,,Johnny DuPree,Democrat,1958
Warren,Secretary Of State,,Johnny DuPree,Democrat,6532
Washington,Secretary Of State,,Johnny DuPree,Democrat,7887
Wayne,Secretary Of State,,Johnny DuPree,Democrat,2926
Webster,Secretary Of State,,Johnny DuPree,Democrat,826
Wilkinson,Secretary Of State,,Johnny DuPree,Democrat,2231
Winston,Secretary Of State,,Johnny DuPree,Democrat,2811
Yalobusha,Secretary Of State,,Johnny DuPree,Democrat,2304
Yazoo,Secretary Of State,,Johnny DuPree,Democrat,4043
Adams,Secretary Of State,,Michael Watson,Republican,4383
Alcorn,Secretary Of State,,Michael Watson,Republican,8661
Amite,Secretary Of State,,Michael Watson,Republican,3039
Attala,Secretary Of State,,Michael Watson,Republican,3447
Benton,Secretary Of State,,Michael Watson,Republican,1563
Bolivar,Secretary Of State,,Michael Watson,Republican,3550
Calhoun,Secretary Of State,,Michael Watson,Republican,3397
Carroll,Secretary Of State,,Michael Watson,Republican,2774
Chickasaw,Secretary Of State,,Michael Watson,Republican,3252
Choctaw,Secretary Of State,,Michael Watson,Republican,2169
Claiborne,Secretary Of State,,Michael Watson,Republican,598
Clarke,Secretary Of State,,Michael Watson,Republican,4169
Clay,Secretary Of State,,Michael Watson,Republican,3069
Coahoma,Secretary Of State,,Michael Watson,Republican,1517
Copiah,Secretary Of State,,Michael Watson,Republican,4443
Covington,Secretary Of State,,Michael Watson,Republican,4393
DeSoto,Secretary Of State,,Michael Watson,Republican,24597
Forrest,Secretary Of State,,Michael Watson,Republican,12480
Franklin,Secretary Of State,,Michael Watson,Republican,2253
George,Secretary Of State,,Michael Watson,Republican,4663
Greene,Secretary Of State,,Michael Watson,Republican,3094
Grenada,Secretary Of State,,Michael Watson,Republican,3937
Hancock,Secretary Of State,,Michael Watson,Republican,8839
Harrison,Secretary Of State,,Michael Watson,Republican,28823
Hinds,Secretary Of State,,Michael Watson,Republican,19479
Holmes,Secretary Of State,,Michael Watson,Republican,1244
Humphreys,Secretary Of State,,Michael Watson,Republican,820
Issaquena,Secretary Of State,,Michael Watson,Republican,211
Itawamba,Secretary Of State,,Michael Watson,Republican,6316
Jackson,Secretary Of State,,Michael Watson,Republican,22548
Jasper,Secretary Of State,,Michael Watson,Republican,2768
Jeff Davis,Secretary Of State,,Michael Watson,Republican,1734
Jefferson,Secretary Of State,,Michael Watson,Republican,498
Jones,Secretary Of State,,Michael Watson,Republican,15051
Kemper,Secretary Of State,,Michael Watson,Republican,1558
Lafayette,Secretary Of State,,Michael Watson,Republican,8559
Lamar,Secretary Of State,,Michael Watson,Republican,13563
Lauderdale,Secretary Of State,,Michael Watson,Republican,13084
Lawrence,Secretary Of State,,Michael Watson,Republican,3206
Leake,Secretary Of State,,Michael Watson,Republican,3937
Lee,Secretary Of State,,Michael Watson,Republican,16491
Leflore,Secretary Of State,,Michael Watson,Republican,2373
Lincoln,Secretary Of State,,Michael Watson,Republican,7787
Lowndes,Secretary Of State,,Michael Watson,Republican,9625
Madison,Secretary Of State,,Michael Watson,Republican,23182
Marion,Secretary Of State,,Michael Watson,Republican,5891
Marshall,Secretary Of State,,Michael Watson,Republican,4265
Monroe,Secretary Of State,,Michael Watson,Republican,7686
Montgomery,Secretary Of State,,Michael Watson,Republican,2161
Neshoba,Secretary Of State,,Michael Watson,Republican,5751
Newton,Secretary Of State,,Michael Watson,Republican,5096
Noxubee,Secretary Of State,,Michael Watson,Republican,902
Oktibbeha,Secretary Of State,,Michael Watson,Republican,6289
Panola,Secretary Of State,,Michael Watson,Republican,6156
Pearl River,Secretary Of State,,Michael Watson,Republican,10631
Perry,Secretary Of State,,Michael Watson,Republican,3188
Pike,Secretary Of State,,Michael Watson,Republican,6447
Pontotoc,Secretary Of State,,Michael Watson,Republican,7322
Prentiss,Secretary Of State,,Michael Watson,Republican,5677
Quitman,Secretary Of State,,Michael Watson,Republican,902
Rankin,Secretary Of State,,Michael Watson,Republican,35050
Scott,Secretary Of State,,Michael Watson,Republican,4399
Sharkey,Secretary Of State,,Michael Watson,Republican,559
Simpson,Secretary Of State,,Michael Watson,Republican,5904
Smith,Secretary Of State,,Michael Watson,Republican,4694
Stone,Secretary Of State,,Michael Watson,Republican,3897
Sunflower,Secretary Of State,,Michael Watson,Republican,2048
Tallahatchie,Secretary Of State,,Michael Watson,Republican,1984
Tate,Secretary Of State,,Michael Watson,Republican,5331
Tippah,Secretary Of State,,Michael Watson,Republican,5584
Tishomingo,Secretary Of State,,Michael Watson,Republican,5408
Tunica,Secretary Of State,,Michael Watson,Republican,680
Union,Secretary Of State,,Michael Watson,Republican,7203
Walthall,Secretary Of State,,Michael Watson,Republican,2753
Warren,Secretary Of State,,Michael Watson,Republican,7491
Washington,Secretary Of State,,Michael Watson,Republican,3816
Wayne,Secretary Of State,,Michael Watson,Republican,4313
Webster,Secretary Of State,,Michael Watson,Republican,3188
Wilkinson,Secretary Of State,,Michael Watson,Republican,1162
Winston,Secretary Of State,,Michael Watson,Republican,3711
Yalobusha,Secretary Of State,,Michael Watson,Republican,2777
Yazoo,Secretary Of State,,Michael Watson,Republican,3789
Adams,Attorney General,,Jennifer Riley Collins,Democrat,6112
Alcorn,Attorney General,,Jennifer Riley Collins,Democrat,2210
Amite,Attorney General,,Jennifer Riley Collins,Democrat,2098
Attala,Attorney General,,Jennifer Riley Collins,Democrat,2376
Benton,Attorney General,,Jennifer Riley Collins,Democrat,894
Bolivar,Attorney General,,Jennifer Riley Collins,Democrat,6239
Calhoun,Attorney General,,Jennifer Riley Collins,Democrat,1628
Carroll,Attorney General,,Jennifer Riley Collins,Democrat,1218
Chickasaw,Attorney General,,Jennifer Riley Collins,Democrat,3095
Choctaw,Attorney General,,Jennifer Riley Collins,Democrat,881
Claiborne,Attorney General,,Jennifer Riley Collins,Democrat,3082
Clarke,Attorney General,,Jennifer Riley Collins,Democrat,2160
Clay,Attorney General,,Jennifer Riley Collins,Democrat,4197
Coahoma,Attorney General,,Jennifer Riley Collins,Democrat,3183
Copiah,Attorney General,,Jennifer Riley Collins,Democrat,5150
Covington,Attorney General,,Jennifer Riley Collins,Democrat,2695
DeSoto,Attorney General,,Jennifer Riley Collins,Democrat,12381
Forrest,Attorney General,,Jennifer Riley Collins,Democrat,8701
Franklin,Attorney General,,Jennifer Riley Collins,Democrat,1296
George,Attorney General,,Jennifer Riley Collins,Democrat,707
Greene,Attorney General,,Jennifer Riley Collins,Democrat,843
Grenada,Attorney General,,Jennifer Riley Collins,Democrat,3157
Hancock,Attorney General,,Jennifer Riley Collins,Democrat,2823
Harrison,Attorney General,,Jennifer Riley Collins,Democrat,16909
Hinds,Attorney General,,Jennifer Riley Collins,Democrat,53149
Holmes,Attorney General,,Jennifer Riley Collins,Democrat,5167
Humphreys,Attorney General,,Jennifer Riley Collins,Democrat,2045
Issaquena,Attorney General,,Jennifer Riley Collins,Democrat,259
Itawamba,Attorney General,,Jennifer Riley Collins,Democrat,1179
Jackson,Attorney General,,Jennifer Riley Collins,Democrat,10933
Jasper,Attorney General,,Jennifer Riley Collins,Democrat,3008
Jeff Davis,Attorney General,,Jennifer Riley Collins,Democrat,2784
Jefferson,Attorney General,,Jennifer Riley Collins,Democrat,2831
Jones,Attorney General,,Jennifer Riley Collins,Democrat,5871
Kemper,Attorney General,,Jennifer Riley Collins,Democrat,2497
Lafayette,Attorney General,,Jennifer Riley Collins,Democrat,6535
Lamar,Attorney General,,Jennifer Riley Collins,Democrat,4259
Lauderdale,Attorney General,,Jennifer Riley Collins,Democrat,8245
Lawrence,Attorney General,,Jennifer Riley Collins,Democrat,1826
Leake,Attorney General,,Jennifer Riley Collins,Democrat,2889
Lee,Attorney General,,Jennifer Riley Collins,Democrat,8603
Leflore,Attorney General,,Jennifer Riley Collins,Democrat,5228
Lincoln,Attorney General,,Jennifer Riley Collins,Democrat,3604
Lowndes,Attorney General,,Jennifer Riley Collins,Democrat,8221
Madison,Attorney General,,Jennifer Riley Collins,Democrat,16420
Marion,Attorney General,,Jennifer Riley Collins,Democrat,2909
Marshall,Attorney General,,Jennifer Riley Collins,Democrat,4530
Monroe,Attorney General,,Jennifer Riley Collins,Democrat,4521
Montgomery,Attorney General,,Jennifer Riley Collins,Democrat,1611
Neshoba,Attorney General,,Jennifer Riley Collins,Democrat,2380
Newton,Attorney General,,Jennifer Riley Collins,Democrat,2242
Noxubee,Attorney General,,Jennifer Riley Collins,Democrat,2618
Oktibbeha,Attorney General,,Jennifer Riley Collins,Democrat,6436
Panola,Attorney General,,Jennifer Riley Collins,Democrat,5615
Pearl River,Attorney General,,Jennifer Riley Collins,Democrat,2441
Perry,Attorney General,,Jennifer Riley Collins,Democrat,1086
Pike,Attorney General,,Jennifer Riley Collins,Democrat,6290
Pontotoc,Attorney General,,Jennifer Riley Collins,Democrat,2154
Prentiss,Attorney General,,Jennifer Riley Collins,Democrat,2041
Quitman,Attorney General,,Jennifer Riley Collins,Democrat,1717
Rankin,Attorney General,,Jennifer Riley Collins,Democrat,13036
Scott,Attorney General,,Jennifer Riley Collins,Democrat,3288
Sharkey,Attorney General,,Jennifer Riley Collins,Democrat,1037
Simpson,Attorney General,,Jennifer Riley Collins,Democrat,3378
Smith,Attorney General,,Jennifer Riley Collins,Democrat,1559
Stone,Attorney General,,Jennifer Riley Collins,Democrat,1392
Sunflower,Attorney General,,Jennifer Riley Collins,Democrat,4264
Tallahatchie,Attorney General,,Jennifer Riley Collins,Democrat,2645
Tate,Attorney General,,Jennifer Riley Collins,Democrat,2774
Tippah,Attorney General,,Jennifer Riley Collins,Democrat,1473
Tishomingo,Attorney General,,Jennifer Riley Collins,Democrat,1294
Tunica,Attorney General,,Jennifer Riley Collins,Democrat,1593
Union,Attorney General,,Jennifer Riley Collins,Democrat,1654
Walthall,Attorney General,,Jennifer Riley Collins,Democrat,1952
Warren,Attorney General,,Jennifer Riley Collins,Democrat,6850
Washington,Attorney General,,Jennifer Riley Collins,Democrat,8174
Wayne,Attorney General,,Jennifer Riley Collins,Democrat,2840
Webster,Attorney General,,Jennifer Riley Collins,Democrat,871
Wilkinson,Attorney General,,Jennifer Riley Collins,Democrat,2345
Winston,Attorney General,,Jennifer Riley Collins,Democrat,2892
Yalobusha,Attorney General,,Jennifer Riley Collins,Democrat,2301
Yazoo,Attorney General,,Jennifer Riley Collins,Democrat,4277
Adams,Attorney General,,Lynn Fitch,Republican,4432
Alcorn,Attorney General,,Lynn Fitch,Republican,9019
Amite,Attorney General,,Lynn Fitch,Republican,3064
Attala,Attorney General,,Lynn Fitch,Republican,3486
Benton,Attorney General,,Lynn Fitch,Republican,1634
Bolivar,Attorney General,,Lynn Fitch,Republican,3562
Calhoun,Attorney General,,Lynn Fitch,Republican,3425
Carroll,Attorney General,,Lynn Fitch,Republican,2875
Chickasaw,Attorney General,,Lynn Fitch,Republican,3296
Choctaw,Attorney General,,Lynn Fitch,Republican,2127
Claiborne,Attorney General,,Lynn Fitch,Republican,552
Clarke,Attorney General,,Lynn Fitch,Republican,4212
Clay,Attorney General,,Lynn Fitch,Republican,3040
Coahoma,Attorney General,,Lynn Fitch,Republican,1544
Copiah,Attorney General,,Lynn Fitch,Republican,4518
Covington,Attorney General,,Lynn Fitch,Republican,4475
DeSoto,Attorney General,,Lynn Fitch,Republican,24422
Forrest,Attorney General,,Lynn Fitch,Republican,12036
Franklin,Attorney General,,Lynn Fitch,Republican,2317
George,Attorney General,,Lynn Fitch,Republican,4716
Greene,Attorney General,,Lynn Fitch,Republican,3175
Grenada,Attorney General,,Lynn Fitch,Republican,4060
Hancock,Attorney General,,Lynn Fitch,Republican,8839
Harrison,Attorney General,,Lynn Fitch,Republican,27375
Hinds,Attorney General,,Lynn Fitch,Republican,18929
Holmes,Attorney General,,Lynn Fitch,Republican,1171
Humphreys,Attorney General,,Lynn Fitch,Republican,821
Issaquena,Attorney General,,Lynn Fitch,Republican,238
Itawamba,Attorney General,,Lynn Fitch,Republican,6267
Jackson,Attorney General,,Lynn Fitch,Republican,21675
Jasper,Attorney General,,Lynn Fitch,Republican,2938
Jeff Davis,Attorney General,,Lynn Fitch,Republican,1815
Jefferson,Attorney General,,Lynn Fitch,Republican,454
Jones,Attorney General,,Lynn Fitch,Republican,15249
Kemper,Attorney General,,Lynn Fitch,Republican,1574
Lafayette,Attorney General,,Lynn Fitch,Republican,8783
Lamar,Attorney General,,Lynn Fitch,Republican,13107
Lauderdale,Attorney General,,Lynn Fitch,Republican,12833
Lawrence,Attorney General,,Lynn Fitch,Republican,3284
Leake,Attorney General,,Lynn Fitch,Republican,3985
Lee,Attorney General,,Lynn Fitch,Republican,16384
Leflore,Attorney General,,Lynn Fitch,Republican,2403
Lincoln,Attorney General,,Lynn Fitch,Republican,7783
Lowndes,Attorney General,,Lynn Fitch,Republican,9475
Madison,Attorney General,,Lynn Fitch,Republican,22563
Marion,Attorney General,,Lynn Fitch,Republican,5914
Marshall,Attorney General,,Lynn Fitch,Republican,4440
Monroe,Attorney General,,Lynn Fitch,Republican,7660
Montgomery,Attorney General,,Lynn Fitch,Republican,2214
Neshoba,Attorney General,,Lynn Fitch,Republican,5722
Newton,Attorney General,,Lynn Fitch,Republican,5099
Noxubee,Attorney General,,Lynn Fitch,Republican,907
Oktibbeha,Attorney General,,Lynn Fitch,Republican,6186
Panola,Attorney General,,Lynn Fitch,Republican,6130
Pearl River,Attorney General,,Lynn Fitch,Republican,10598
Perry,Attorney General,,Lynn Fitch,Republican,3230
Pike,Attorney General,,Lynn Fitch,Republican,6438
Pontotoc,Attorney General,,Lynn Fitch,Republican,7404
Prentiss,Attorney General,,Lynn Fitch,Republican,5647
Quitman,Attorney General,,Lynn Fitch,Republican,901
Rankin,Attorney General,,Lynn Fitch,Republican,33688
Scott,Attorney General,,Lynn Fitch,Republican,4546
Sharkey,Attorney General,,Lynn Fitch,Republican,562
Simpson,Attorney General,,Lynn Fitch,Republican,5956
Smith,Attorney General,,Lynn Fitch,Republican,4906
Stone,Attorney General,,Lynn Fitch,Republican,3811
Sunflower,Attorney General,,Lynn Fitch,Republican,2067
Tallahatchie,Attorney General,,Lynn Fitch,Republican,2021
Tate,Attorney General,,Lynn Fitch,Republican,5394
Tippah,Attorney General,,Lynn Fitch,Republican,5656
Tishomingo,Attorney General,,Lynn Fitch,Republican,5454
Tunica,Attorney General,,Lynn Fitch,Republican,660
Union,Attorney General,,Lynn Fitch,Republican,7355
Walthall,Attorney General,,Lynn Fitch,Republican,2827
Warren,Attorney General,,Lynn Fitch,Republican,7408
Washington,Attorney General,,Lynn Fitch,Republican,3736
Wayne,Attorney General,,Lynn Fitch,Republican,4470
Webster,Attorney General,,Lynn Fitch,Republican,3204
Wilkinson,Attorney General,,Lynn Fitch,Republican,1104
Winston,Attorney General,,Lynn Fitch,Republican,3638
Yalobusha,Attorney General,,Lynn Fitch,Republican,2807
Yazoo,Attorney General,,Lynn Fitch,Republican,3776
Adams,State Auditor,,Shad White,Republican,5990
Alcorn,State Auditor,,Shad White,Republican,9687
Amite,State Auditor,,Shad White,Republican,3860
Attala,State Auditor,,Shad White,Republican,4346
Benton,State Auditor,,Shad White,Republican,1896
Bolivar,State Auditor,,Shad White,Republican,5572
Calhoun,State Auditor,,Shad White,Republican,4109
Carroll,State Auditor,,Shad White,Republican,3197
Chickasaw,State Auditor,,Shad White,Republican,4451
Choctaw,State Auditor,,Shad White,Republican,2439
Claiborne,State Auditor,,Shad White,Republican,2288
Clarke,State Auditor,,Shad White,Republican,5179
Clay,State Auditor,,Shad White,Republican,4711
Coahoma,State Auditor,,Shad White,Republican,2644
Copiah,State Auditor,,Shad White,Republican,6745
Covington,State Auditor,,Shad White,Republican,5696
DeSoto,State Auditor,,Shad White,Republican,28209
Forrest,State Auditor,,Shad White,Republican,16188
Franklin,State Auditor,,Shad White,Republican,2767
George,State Auditor,,Shad White,Republican,4978
Greene,State Auditor,,Shad White,Republican,3515
Grenada,State Auditor,,Shad White,Republican,5385
Hancock,State Auditor,,Shad White,Republican,9998
Harrison,State Auditor,,Shad White,Republican,34583
Hinds,State Auditor,,Shad White,Republican,42383
Holmes,State Auditor,,Shad White,Republican,3405
Humphreys,State Auditor,,Shad White,Republican,1569
Issaquena,State Auditor,,Shad White,Republican,316
Itawamba,State Auditor,,Shad White,Republican,6807
Jackson,State Auditor,,Shad White,Republican,26079
Jasper,State Auditor,,Shad White,Republican,4270
Jeff Davis,State Auditor,,Shad White,Republican,2926
Jefferson,State Auditor,,Shad White,Republican,1891
Jones,State Auditor,,Shad White,Republican,18165
Kemper,State Auditor,,Shad White,Republican,2611
Lafayette,State Auditor,,Shad White,Republican,11656
Lamar,State Auditor,,Shad White,Republican,15206
Lauderdale,State Auditor,,Shad White,Republican,15539
Lawrence,State Auditor,,Shad White,Republican,4009
Leake,State Auditor,,Shad White,Republican,5172
Lee,State Auditor,,Shad White,Republican,19152
Leflore,State Auditor,,Shad White,Republican,4334
Lincoln,State Auditor,,Shad White,Republican,9306
Lowndes,State Auditor,,Shad White,Republican,12455
Madison,State Auditor,,Shad White,Republican,28555
Marion,State Auditor,,Shad White,Republican,7091
Marshall,State Auditor,,Shad White,Republican,5573
Monroe,State Auditor,,Shad White,Republican,9403
Montgomery,State Auditor,,Shad White,Republican,2745
Neshoba,State Auditor,,Shad White,Republican,6844
Newton,State Auditor,,Shad White,Republican,6044
Noxubee,State Auditor,,Shad White,Republican,1529
Oktibbeha,State Auditor,,Shad White,Republican,8751
Panola,State Auditor,,Shad White,Republican,8336
Pearl River,State Auditor,,Shad White,Republican,11401
Perry,State Auditor,,Shad White,Republican,3658
Pike,State Auditor,,Shad White,Republican,9097
Pontotoc,State Auditor,,Shad White,Republican,8330
Prentiss,State Auditor,,Shad White,Republican,6475
Quitman,State Auditor,,Shad White,Republican,1646
Rankin,State Auditor,,Shad White,Republican,40042
Scott,State Auditor,,Shad White,Republican,6060
Sharkey,State Auditor,,Shad White,Republican,908
Simpson,State Auditor,,Shad White,Republican,7404
Smith,State Auditor,,Shad White,Republican,5611
Stone,State Auditor,,Shad White,Republican,4349
Sunflower,State Auditor,,Shad White,Republican,4088
Tallahatchie,State Auditor,,Shad White,Republican,3071
Tate,State Auditor,,Shad White,Republican,6463
Tippah,State Auditor,,Shad White,Republican,6355
Tishomingo,State Auditor,,Shad White,Republican,6014
Tunica,State Auditor,,Shad White,Republican,1364
Union,State Auditor,,Shad White,Republican,8009
Walthall,State Auditor,,Shad White,Republican,3473
Warren,State Auditor,,Shad White,Republican,10420
Washington,State Auditor,,Shad White,Republican,6918
Wayne,State Auditor,,Shad White,Republican,5996
Webster,State Auditor,,Shad White,Republican,3487
Wilkinson,State Auditor,,Shad White,Republican,2083
Winston,State Auditor,,Shad White,Republican,4616
Yalobusha,State Auditor,,Shad White,Republican,3816
Yazoo,State Auditor,,Shad White,Republican,5193
Adams,State Treasurer,,Addie Lee Green,Democrat,5757
Alcorn,State Treasurer,,Addie Lee Green,Democrat,1996
Amite,State Treasurer,,Addie Lee Green,Democrat,2011
Attala,State Treasurer,,Addie Lee Green,Democrat,2156
Benton,State Treasurer,,Addie Lee Green,Democrat,860
Bolivar,State Treasurer,,Addie Lee Green,Democrat,5953
Calhoun,State Treasurer,,Addie Lee Green,Democrat,1489
Carroll,State Treasurer,,Addie Lee Green,Democrat,1121
Chickasaw,State Treasurer,,Addie Lee Green,Democrat,2866
Choctaw,State Treasurer,,Addie Lee Green,Democrat,771
Claiborne,State Treasurer,,Addie Lee Green,Democrat,3007
Clarke,State Treasurer,,Addie Lee Green,Democrat,2028
Clay,State Treasurer,,Addie Lee Green,Democrat,3967
Coahoma,State Treasurer,,Addie Lee Green,Democrat,2976
Copiah,State Treasurer,,Addie Lee Green,Democrat,4845
Covington,State Treasurer,,Addie Lee Green,Democrat,2507
DeSoto,State Treasurer,,Addie Lee Green,Democrat,11449
Forrest,State Treasurer,,Addie Lee Green,Democrat,8063
Franklin,State Treasurer,,Addie Lee Green,Democrat,1180
George,State Treasurer,,Addie Lee Green,Democrat,641
Greene,State Treasurer,,Addie Lee Green,Democrat,814
Grenada,State Treasurer,,Addie Lee Green,Democrat,2930
Hancock,State Treasurer,,Addie Lee Green,Democrat,2594
Harrison,State Treasurer,,Addie Lee Green,Democrat,14953
Hinds,State Treasurer,,Addie Lee Green,Democrat,49914
Holmes,State Treasurer,,Addie Lee Green,Democrat,4864
Humphreys,State Treasurer,,Addie Lee Green,Democrat,1960
Issaquena,State Treasurer,,Addie Lee Green,Democrat,215
Itawamba,State Treasurer,,Addie Lee Green,Democrat,887
Jackson,State Treasurer,,Addie Lee Green,Democrat,9576
Jasper,State Treasurer,,Addie Lee Green,Democrat,2854
Jeff Davis,State Treasurer,,Addie Lee Green,Democrat,2629
Jefferson,State Treasurer,,Addie Lee Green,Democrat,2717
Jones,State Treasurer,,Addie Lee Green,Democrat,5496
Kemper,State Treasurer,,Addie Lee Green,Democrat,2352
Lafayette,State Treasurer,,Addie Lee Green,Democrat,6096
Lamar,State Treasurer,,Addie Lee Green,Democrat,3884
Lauderdale,State Treasurer,,Addie Lee Green,Democrat,7539
Lawrence,State Treasurer,,Addie Lee Green,Democrat,1693
Leake,State Treasurer,,Addie Lee Green,Democrat,2705
Lee,State Treasurer,,Addie Lee Green,Democrat,7715
Leflore,State Treasurer,,Addie Lee Green,Democrat,4913
Lincoln,State Treasurer,,Addie Lee Green,Democrat,3218
Lowndes,State Treasurer,,Addie Lee Green,Democrat,7679
Madison,State Treasurer,,Addie Lee Green,Democrat,14761
Marion,State Treasurer,,Addie Lee Green,Democrat,2853
Marshall,State Treasurer,,Addie Lee Green,Democrat,4347
Monroe,State Treasurer,,Addie Lee Green,Democrat,4133
Montgomery,State Treasurer,,Addie Lee Green,Democrat,1482
Neshoba,State Treasurer,,Addie Lee Green,Democrat,2184
Newton,State Treasurer,,Addie Lee Green,Democrat,2100
Noxubee,State Treasurer,,Addie Lee Green,Democrat,2518
Oktibbeha,State Treasurer,,Addie Lee Green,Democrat,5900
Panola,State Treasurer,,Addie Lee Green,Democrat,5414
Pearl River,State Treasurer,,Addie Lee Green,Democrat,2296
Perry,State Treasurer,,Addie Lee Green,Democrat,1007
Pike,State Treasurer,,Addie Lee Green,Democrat,5942
Pontotoc,State Treasurer,,Addie Lee Green,Democrat,1796
Prentiss,State Treasurer,,Addie Lee Green,Democrat,1788
Quitman,State Treasurer,,Addie Lee Green,Democrat,1639
Rankin,State Treasurer,,Addie Lee Green,Democrat,10763
Scott,State Treasurer,,Addie Lee Green,Democrat,3041
Sharkey,State Treasurer,,Addie Lee Green,Democrat,961
Simpson,State Treasurer,,Addie Lee Green,Democrat,3040
Smith,State Treasurer,,Addie Lee Green,Democrat,1379
Stone,State Treasurer,,Addie Lee Green,Democrat,1160
Sunflower,State Treasurer,,Addie Lee Green,Democrat,4123
Tallahatchie,State Treasurer,,Addie Lee Green,Democrat,2477
Tate,State Treasurer,,Addie Lee Green,Democrat,2556
Tippah,State Treasurer,,Addie Lee Green,Democrat,1264
Tishomingo,State Treasurer,,Addie Lee Green,Democrat,985
Tunica,State Treasurer,,Addie Lee Green,Democrat,1474
Union,State Treasurer,,Addie Lee Green,Democrat,1357
Walthall,State Treasurer,,Addie Lee Green,Democrat,1798
Warren,State Treasurer,,Addie Lee Green,Democrat,6234
Washington,State Treasurer,,Addie Lee Green,Democrat,7839
Wayne,State Treasurer,,Addie Lee Green,Democrat,2663
Webster,State Treasurer,,Addie Lee Green,Democrat,736
Wilkinson,State Treasurer,,Addie Lee Green,Democrat,2241
